r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20005159e+06 	 1.250366e+01 	 3.094261e+08 	 1.728678e+04 	 1.544127e+09 	 1.599275e+22 	 2.475478e+07 	 1.371375e+39 	 8.962610e+38 	 4.551702e+22 	 1.067424e+09
1.20008586e+06 	 1.265121e+01 	 3.091684e+08 	 1.708406e+04 	 1.541556e+09 	 1.587536e+22 	 2.444558e+07 	 1.371263e+39 	 8.962009e+38 	 4.519758e+22 	 1.056059e+09
1.20012023e+06 	 1.280050e+01 	 3.089114e+08 	 1.688372e+04 	 1.538994e+09 	 1.575906e+22 	 2.414028e+07 	 1.371149e+39 	 8.961405e+38 	 4.488101e+22 	 1.044813e+09
1.20015467e+06 	 1.295154e+01 	 3.086550e+08 	 1.668573e+04 	 1.536441e+09 	 1.564386e+22 	 2.383884e+07 	 1.371036e+39 	 8.960797e+38 	 4.456728e+22 	 1.033684e+09
1.20018920e+06 	 1.310437e+01 	 3.083993e+08 	 1.649006e+04 	 1.533896e+09 	 1.552973e+22 	 2.354120e+07 	 1.370921e+39 	 8.960186e+38 	 4.425634e+22 	 1.022672e+09
1.20022381e+06 	 1.325900e+01 	 3.081443e+08 	 1.629669e+04 	 1.531360e+09 	 1.541667e+22 	 2.324731e+07 	 1.370806e+39 	 8.959570e+38 	 4.394819e+22 	 1.011775e+09
1.20025851e+06 	 1.341545e+01 	 3.078899e+08 	 1.610558e+04 	 1.528833e+09 	 1.530467e+22 	 2.295714e+07 	 1.370690e+39 	 8.958951e+38 	 4.364277e+22 	 1.000992e+09
1.20029330e+06 	 1.357374e+01 	 3.076362e+08 	 1.591672e+04 	 1.526315e+09 	 1.519371e+22 	 2.267062e+07 	 1.370574e+39 	 8.958328e+38 	 4.334008e+22 	 9.903211e+08
1.20032817e+06 	 1.373390e+01 	 3.073832e+08 	 1.573007e+04 	 1.523805e+09 	 1.508378e+22 	 2.238772e+07 	 1.370457e+39 	 8.957701e+38 	 4.304008e+22 	 9.797622e+08
1.20036314e+06 	 1.389595e+01 	 3.071308e+08 	 1.554561e+04 	 1.521303e+09 	 1.497487e+22 	 2.210838e+07 	 1.370339e+39 	 8.957070e+38 	 4.274273e+22 	 9.693138e+08
1.20039819e+06 	 1.405990e+01 	 3.068791e+08 	 1.536331e+04 	 1.518811e+09 	 1.486697e+22 	 2.183257e+07 	 1.370221e+39 	 8.956435e+38 	 4.244803e+22 	 9.589747e+08
1.20043333e+06 	 1.422579e+01 	 3.066280e+08 	 1.518315e+04 	 1.516327e+09 	 1.476007e+22 	 2.156023e+07 	 1.370102e+39 	 8.955797e+38 	 4.215592e+22 	 9.487439e+08
1.20046856e+06 	 1.439364e+01 	 3.063776e+08 	 1.500510e+04 	 1.513851e+09 	 1.465416e+22 	 2.129133e+07 	 1.369982e+39 	 8.955154e+38 	 4.186640e+22 	 9.386201e+08
1.20050388e+06 	 1.456346e+01 	 3.061278e+08 	 1.482914e+04 	 1.511384e+09 	 1.454923e+22 	 2.102581e+07 	 1.369862e+39 	 8.954507e+38 	 4.157943e+22 	 9.286024e+08
1.20053929e+06 	 1.473528e+01 	 3.058787e+08 	 1.465524e+04 	 1.508925e+09 	 1.444526e+22 	 2.076364e+07 	 1.369741e+39 	 8.953856e+38 	 4.129499e+22 	 9.186897e+08
1.20057480e+06 	 1.490913e+01 	 3.056302e+08 	 1.448339e+04 	 1.506474e+09 	 1.434225e+22 	 2.050478e+07 	 1.369619e+39 	 8.953201e+38 	 4.101305e+22 	 9.088808e+08
1.20061039e+06 	 1.508503e+01 	 3.053824e+08 	 1.431355e+04 	 1.504032e+09 	 1.424019e+22 	 2.024917e+07 	 1.369497e+39 	 8.952542e+38 	 4.073358e+22 	 8.991747e+08
1.20064609e+06 	 1.526299e+01 	 3.051352e+08 	 1.414570e+04 	 1.501598e+09 	 1.413906e+22 	 1.999679e+07 	 1.369374e+39 	 8.951878e+38 	 4.045657e+22 	 8.895704e+08
1.20068187e+06 	 1.544306e+01 	 3.048887e+08 	 1.397981e+04 	 1.499173e+09 	 1.403886e+22 	 1.974758e+07 	 1.369250e+39 	 8.951210e+38 	 4.018197e+22 	 8.800668e+08
1.20071775e+06 	 1.562525e+01 	 3.046428e+08 	 1.381588e+04 	 1.496755e+09 	 1.393958e+22 	 1.950151e+07 	 1.369126e+39 	 8.950539e+38 	 3.990978e+22 	 8.706628e+08
1.20075373e+06 	 1.580958e+01 	 3.043975e+08 	 1.365386e+04 	 1.494346e+09 	 1.384120e+22 	 1.925854e+07 	 1.369000e+39 	 8.949862e+38 	 3.963996e+22 	 8.613576e+08
1.20078981e+06 	 1.599608e+01 	 3.041529e+08 	 1.349375e+04 	 1.491945e+09 	 1.374372e+22 	 1.901863e+07 	 1.368875e+39 	 8.949182e+38 	 3.937249e+22 	 8.521500e+08
