r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20085143e+06 	 9.875047e-02 	 2.833916e+08 	 1.095360e+05 	 1.295218e+09 	 1.594190e+22 	 2.887145e+09 	 5.890855e+38 	 3.851322e+38 	 3.495489e+22 	 7.563809e+09
1.20086185e+06 	 9.999006e-02 	 2.829516e+08 	 1.081759e+05 	 1.291199e+09 	 1.571685e+22 	 2.846763e+09 	 5.890825e+38 	 3.851320e+38 	 3.447654e+22 	 7.484164e+09
1.20087226e+06 	 1.012452e-01 	 2.825123e+08 	 1.068327e+05 	 1.287194e+09 	 1.549503e+22 	 2.806948e+09 	 5.890795e+38 	 3.851318e+38 	 3.400492e+22 	 7.405344e+09
1.20088265e+06 	 1.025161e-01 	 2.820738e+08 	 1.055062e+05 	 1.283201e+09 	 1.527642e+22 	 2.767691e+09 	 5.890765e+38 	 3.851316e+38 	 3.353992e+22 	 7.327342e+09
1.20089301e+06 	 1.038030e-01 	 2.816361e+08 	 1.041962e+05 	 1.279222e+09 	 1.506095e+22 	 2.728986e+09 	 5.890736e+38 	 3.851315e+38 	 3.308146e+22 	 7.250147e+09
1.20090336e+06 	 1.051061e-01 	 2.811992e+08 	 1.029024e+05 	 1.275255e+09 	 1.484857e+22 	 2.690824e+09 	 5.890706e+38 	 3.851313e+38 	 3.262944e+22 	 7.173753e+09
1.20091368e+06 	 1.064255e-01 	 2.807630e+08 	 1.016247e+05 	 1.271302e+09 	 1.463926e+22 	 2.653197e+09 	 5.890677e+38 	 3.851311e+38 	 3.218375e+22 	 7.098151e+09
1.20092399e+06 	 1.077614e-01 	 2.803275e+08 	 1.003629e+05 	 1.267361e+09 	 1.443295e+22 	 2.616099e+09 	 5.890647e+38 	 3.851309e+38 	 3.174433e+22 	 7.023333e+09
1.20093427e+06 	 1.091142e-01 	 2.798928e+08 	 9.911670e+04 	 1.263434e+09 	 1.422962e+22 	 2.579521e+09 	 5.890618e+38 	 3.851307e+38 	 3.131107e+22 	 6.949291e+09
1.20094453e+06 	 1.104839e-01 	 2.794589e+08 	 9.788600e+04 	 1.259520e+09 	 1.402920e+22 	 2.543456e+09 	 5.890588e+38 	 3.851306e+38 	 3.088388e+22 	 6.876016e+09
1.20095478e+06 	 1.118708e-01 	 2.790257e+08 	 9.667059e+04 	 1.255618e+09 	 1.383167e+22 	 2.507897e+09 	 5.890559e+38 	 3.851304e+38 	 3.046268e+22 	 6.803502e+09
1.20096500e+06 	 1.132752e-01 	 2.785932e+08 	 9.547026e+04 	 1.251729e+09 	 1.363697e+22 	 2.472837e+09 	 5.890530e+38 	 3.851302e+38 	 3.004738e+22 	 6.731741e+09
1.20097520e+06 	 1.146971e-01 	 2.781616e+08 	 9.428484e+04 	 1.247853e+09 	 1.344507e+22 	 2.438269e+09 	 5.890500e+38 	 3.851300e+38 	 2.963790e+22 	 6.660725e+09
1.20098539e+06 	 1.161370e-01 	 2.777306e+08 	 9.311414e+04 	 1.243989e+09 	 1.325593e+22 	 2.404186e+09 	 5.890471e+38 	 3.851298e+38 	 2.923414e+22 	 6.590445e+09
1.20099555e+06 	 1.175949e-01 	 2.773004e+08 	 9.195798e+04 	 1.240138e+09 	 1.306950e+22 	 2.370581e+09 	 5.890442e+38 	 3.851297e+38 	 2.883604e+22 	 6.520895e+09
1.20100570e+06 	 1.190711e-01 	 2.768710e+08 	 9.081617e+04 	 1.236300e+09 	 1.288575e+22 	 2.337447e+09 	 5.890413e+38 	 3.851295e+38 	 2.844351e+22 	 6.452068e+09
