r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20002296e+06 	 2.154099e+01 	 3.108238e+08 	 1.125924e+04 	 1.558108e+09 	 1.595137e+22 	 1.443148e+07 	 1.462562e+39 	 9.558438e+38 	 4.623320e+22 	 6.911944e+08
1.20006911e+06 	 2.179560e+01 	 3.105911e+08 	 1.112674e+04 	 1.555776e+09 	 1.584819e+22 	 1.425218e+07 	 1.462357e+39 	 9.557296e+38 	 4.594505e+22 	 6.837411e+08
1.20011542e+06 	 2.205322e+01 	 3.103590e+08 	 1.099580e+04 	 1.553452e+09 	 1.574588e+22 	 1.407512e+07 	 1.462152e+39 	 9.556147e+38 	 4.565920e+22 	 6.763671e+08
1.20016190e+06 	 2.231388e+01 	 3.101275e+08 	 1.086640e+04 	 1.551135e+09 	 1.564442e+22 	 1.390029e+07 	 1.461944e+39 	 9.554989e+38 	 4.537565e+22 	 6.690715e+08
1.20020854e+06 	 2.257761e+01 	 3.098965e+08 	 1.073852e+04 	 1.548825e+09 	 1.554380e+22 	 1.372765e+07 	 1.461736e+39 	 9.553824e+38 	 4.509435e+22 	 6.618534e+08
1.20025535e+06 	 2.284445e+01 	 3.096660e+08 	 1.061215e+04 	 1.546522e+09 	 1.544403e+22 	 1.355718e+07 	 1.461526e+39 	 9.552651e+38 	 4.481529e+22 	 6.547121e+08
1.20030232e+06 	 2.311444e+01 	 3.094360e+08 	 1.048727e+04 	 1.544226e+09 	 1.534508e+22 	 1.338884e+07 	 1.461315e+39 	 9.551470e+38 	 4.453845e+22 	 6.476468e+08
1.20034947e+06 	 2.338761e+01 	 3.092066e+08 	 1.036385e+04 	 1.541937e+09 	 1.524695e+22 	 1.322261e+07 	 1.461103e+39 	 9.550281e+38 	 4.426380e+22 	 6.406566e+08
1.20039678e+06 	 2.366401e+01 	 3.089778e+08 	 1.024189e+04 	 1.539655e+09 	 1.514963e+22 	 1.305847e+07 	 1.460890e+39 	 9.549085e+38 	 4.399133e+22 	 6.337409e+08
1.20044426e+06 	 2.394366e+01 	 3.087494e+08 	 1.012136e+04 	 1.537380e+09 	 1.505312e+22 	 1.289638e+07 	 1.460675e+39 	 9.547880e+38 	 4.372100e+22 	 6.268988e+08
1.20049192e+06 	 2.422661e+01 	 3.085216e+08 	 1.000225e+04 	 1.535112e+09 	 1.495740e+22 	 1.273632e+07 	 1.460458e+39 	 9.546667e+38 	 4.345281e+22 	 6.201295e+08
1.20053975e+06 	 2.451289e+01 	 3.082943e+08 	 9.884543e+03 	 1.532851e+09 	 1.486247e+22 	 1.257827e+07 	 1.460241e+39 	 9.545446e+38 	 4.318672e+22 	 6.134323e+08
1.20058775e+06 	 2.480255e+01 	 3.080675e+08 	 9.768221e+03 	 1.530597e+09 	 1.476832e+22 	 1.242220e+07 	 1.460022e+39 	 9.544217e+38 	 4.292272e+22 	 6.068065e+08
