r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20023029e+06 	 1.021964e+03 	 3.136025e+08 	 5.958940e+02 	 1.586091e+09 	 1.601889e+22 	 3.068386e+05 	 1.713597e+39 	 1.120008e+39 	 4.796885e+22 	 3.616988e+07
1.20180755e+06 	 1.031491e+03 	 3.130931e+08 	 5.886369e+02 	 1.580942e+09 	 1.581174e+22 	 3.035108e+05 	 1.709450e+39 	 1.118075e+39 	 4.734874e+22 	 3.585114e+07
1.20338964e+06 	 1.041102e+03 	 3.125842e+08 	 5.814682e+02 	 1.575807e+09 	 1.560718e+22 	 3.002203e+05 	 1.705315e+39 	 1.116146e+39 	 4.673639e+22 	 3.553527e+07
1.20497661e+06 	 1.050798e+03 	 3.120760e+08 	 5.743868e+02 	 1.570687e+09 	 1.540518e+22 	 2.969665e+05 	 1.701191e+39 	 1.114221e+39 	 4.613170e+22 	 3.522225e+07
1.20656820e+06 	 1.060580e+03 	 3.115684e+08 	 5.673917e+02 	 1.565582e+09 	 1.520572e+22 	 2.937491e+05 	 1.697078e+39 	 1.112299e+39 	 4.553463e+22 	 3.491203e+07
1.20816452e+06 	 1.070449e+03 	 3.110614e+08 	 5.604817e+02 	 1.560491e+09 	 1.500878e+22 	 2.905675e+05 	 1.692976e+39 	 1.110381e+39 	 4.494507e+22 	 3.460459e+07
1.20976563e+06 	 1.080404e+03 	 3.105551e+08 	 5.536559e+02 	 1.555415e+09 	 1.481432e+22 	 2.874215e+05 	 1.688885e+39 	 1.108467e+39 	 4.436292e+22 	 3.429991e+07
1.21137161e+06 	 1.090448e+03 	 3.100494e+08 	 5.469133e+02 	 1.550354e+09 	 1.462230e+22 	 2.843106e+05 	 1.684805e+39 	 1.106557e+39 	 4.378810e+22 	 3.399797e+07
1.21298244e+06 	 1.100579e+03 	 3.095443e+08 	 5.402527e+02 	 1.545307e+09 	 1.443270e+22 	 2.812344e+05 	 1.680735e+39 	 1.104650e+39 	 4.322051e+22 	 3.369873e+07
1.21459833e+06 	 1.110800e+03 	 3.090399e+08 	 5.336733e+02 	 1.540275e+09 	 1.424548e+22 	 2.781927e+05 	 1.676677e+39 	 1.102748e+39 	 4.266005e+22 	 3.340219e+07
1.21621922e+06 	 1.121111e+03 	 3.085360e+08 	 5.271740e+02 	 1.535256e+09 	 1.406061e+22 	 2.751849e+05 	 1.672630e+39 	 1.100849e+39 	 4.210662e+22 	 3.310832e+07
1.21784505e+06 	 1.131512e+03 	 3.080328e+08 	 5.207538e+02 	 1.530252e+09 	 1.387807e+22 	 2.722107e+05 	 1.668593e+39 	 1.098954e+39 	 4.156016e+22 	 3.281708e+07
1.21947594e+06 	 1.142004e+03 	 3.075302e+08 	 5.144118e+02 	 1.525263e+09 	 1.369783e+22 	 2.692696e+05 	 1.664568e+39 	 1.097063e+39 	 4.102057e+22 	 3.252847e+07
1.22111179e+06 	 1.152589e+03 	 3.070282e+08 	 5.081471e+02 	 1.520287e+09 	 1.351985e+22 	 2.663614e+05 	 1.660554e+39 	 1.095176e+39 	 4.048777e+22 	 3.224244e+07
1.22275255e+06 	 1.163267e+03 	 3.065268e+08 	 5.019586e+02 	 1.515326e+09 	 1.334412e+22 	 2.634855e+05 	 1.656551e+39 	 1.093292e+39 	 3.996169e+22 	 3.195897e+07
1.22439822e+06 	 1.174038e+03 	 3.060261e+08 	 4.958456e+02 	 1.510379e+09 	 1.317061e+22 	 2.606417e+05 	 1.652559e+39 	 1.091413e+39 	 3.944225e+22 	 3.167805e+07
1.22604883e+06 	 1.184905e+03 	 3.055260e+08 	 4.898069e+02 	 1.505447e+09 	 1.299930e+22 	 2.578295e+05 	 1.648578e+39 	 1.089537e+39 	 3.892936e+22 	 3.139964e+07
1.22770439e+06 	 1.195866e+03 	 3.050265e+08 	 4.838418e+02 	 1.500529e+09 	 1.283014e+22 	 2.550486e+05 	 1.644608e+39 	 1.087665e+39 	 3.842296e+22 	 3.112372e+07
1.22936493e+06 	 1.206924e+03 	 3.045277e+08 	 4.779494e+02 	 1.495625e+09 	 1.266313e+22 	 2.522986e+05 	 1.640648e+39 	 1.085797e+39 	 3.792296e+22 	 3.085027e+07
1.23103050e+06 	 1.218079e+03 	 3.040294e+08 	 4.721287e+02 	 1.490735e+09 	 1.249823e+22 	 2.495792e+05 	 1.636700e+39 	 1.083933e+39 	 3.742927e+22 	 3.057928e+07
1.23270105e+06 	 1.229331e+03 	 3.035318e+08 	 4.663789e+02 	 1.485859e+09 	 1.233541e+22 	 2.468900e+05 	 1.632762e+39 	 1.082073e+39 	 3.694183e+22 	 3.031070e+07
1.23437657e+06 	 1.240683e+03 	 3.030349e+08 	 4.606992e+02 	 1.480997e+09 	 1.217466e+22 	 2.442306e+05 	 1.628836e+39 	 1.080216e+39 	 3.646057e+22 	 3.004453e+07
1.23605724e+06 	 1.252133e+03 	 3.025385e+08 	 4.550886e+02 	 1.476150e+09 	 1.201594e+22 	 2.416009e+05 	 1.624920e+39 	 1.078363e+39 	 3.598538e+22 	 2.978074e+07
1.23774285e+06 	 1.263684e+03 	 3.020428e+08 	 4.495463e+02 	 1.471316e+09 	 1.185923e+22 	 2.390003e+05 	 1.621015e+39 	 1.076514e+39 	 3.551623e+22 	 2.951931e+07
1.23943350e+06 	 1.275336e+03 	 3.015477e+08 	 4.440715e+02 	 1.466497e+09 	 1.170452e+22 	 2.364286e+05 	 1.617120e+39 	 1.074669e+39 	 3.505303e+22 	 2.926022e+07
1.24112936e+06 	 1.287089e+03 	 3.010533e+08 	 4.386634e+02 	 1.461692e+09 	 1.155176e+22 	 2.338855e+05 	 1.613237e+39 	 1.072827e+39 	 3.459569e+22 	 2.900344e+07
1.24283019e+06 	 1.298946e+03 	 3.005594e+08 	 4.333212e+02 	 1.456900e+09 	 1.140094e+22 	 2.313705e+05 	 1.609364e+39 	 1.070990e+39 	 3.414416e+22 	 2.874896e+07
1.24453612e+06 	 1.310906e+03 	 3.000662e+08 	 4.280440e+02 	 1.452123e+09 	 1.125204e+22 	 2.288834e+05 	 1.605502e+39 	 1.069156e+39 	 3.369836e+22 	 2.849675e+07
1.24624728e+06 	 1.322971e+03 	 2.995737e+08 	 4.228311e+02 	 1.447359e+09 	 1.110503e+22 	 2.264239e+05 	 1.601650e+39 	 1.067326e+39 	 3.325821e+22 	 2.824679e+07
1.24796348e+06 	 1.335140e+03 	 2.990817e+08 	 4.176816e+02 	 1.442610e+09 	 1.095989e+22 	 2.239917e+05 	 1.597810e+39 	 1.065499e+39 	 3.282366e+22 	 2.799907e+07
1.24968485e+06 	 1.347416e+03 	 2.985904e+08 	 4.125949e+02 	 1.437874e+09 	 1.081659e+22 	 2.215864e+05 	 1.593980e+39 	 1.063677e+39 	 3.239463e+22 	 2.775356e+07
