r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999277e+06 	 3.077369e+00 	 3.024820e+08 	 4.432205e+04 	 1.475599e+09 	 1.601695e+22 	 9.843171e+07 	 1.075079e+39 	 7.025988e+38 	 4.206134e+22 	 2.817395e+09
1.20001134e+06 	 3.113388e+00 	 3.021440e+08 	 4.380776e+04 	 1.472302e+09 	 1.585433e+22 	 9.718271e+07 	 1.075056e+39 	 7.025890e+38 	 4.165552e+22 	 2.788681e+09
1.20002990e+06 	 3.149828e+00 	 3.018067e+08 	 4.329943e+04 	 1.469017e+09 	 1.569356e+22 	 9.594970e+07 	 1.075032e+39 	 7.025791e+38 	 4.125413e+22 	 2.760254e+09
1.20004848e+06 	 3.186695e+00 	 3.014701e+08 	 4.279700e+04 	 1.465742e+09 	 1.553462e+22 	 9.473247e+07 	 1.075008e+39 	 7.025692e+38 	 4.085712e+22 	 2.732109e+09
1.20006705e+06 	 3.223993e+00 	 3.011343e+08 	 4.230040e+04 	 1.462479e+09 	 1.537750e+22 	 9.353081e+07 	 1.074984e+39 	 7.025593e+38 	 4.046443e+22 	 2.704246e+09
1.20008563e+06 	 3.261727e+00 	 3.007993e+08 	 4.180956e+04 	 1.459227e+09 	 1.522216e+22 	 9.234453e+07 	 1.074959e+39 	 7.025493e+38 	 4.007602e+22 	 2.676660e+09
1.20010422e+06 	 3.299904e+00 	 3.004651e+08 	 4.132442e+04 	 1.455985e+09 	 1.506858e+22 	 9.117342e+07 	 1.074935e+39 	 7.025393e+38 	 3.969183e+22 	 2.649350e+09
1.20012281e+06 	 3.338527e+00 	 3.001315e+08 	 4.084491e+04 	 1.452755e+09 	 1.491675e+22 	 9.001730e+07 	 1.074911e+39 	 7.025292e+38 	 3.931181e+22 	 2.622312e+09
1.20014141e+06 	 3.377602e+00 	 2.997988e+08 	 4.037096e+04 	 1.449535e+09 	 1.476664e+22 	 8.887596e+07 	 1.074887e+39 	 7.025191e+38 	 3.893593e+22 	 2.595544e+09
1.20016001e+06 	 3.417134e+00 	 2.994668e+08 	 3.990252e+04 	 1.446327e+09 	 1.461824e+22 	 8.774922e+07 	 1.074863e+39 	 7.025090e+38 	 3.856412e+22 	 2.569044e+09
1.20017862e+06 	 3.457130e+00 	 2.991355e+08 	 3.943950e+04 	 1.443129e+09 	 1.447151e+22 	 8.663689e+07 	 1.074838e+39 	 7.024988e+38 	 3.819635e+22 	 2.542808e+09
1.20019724e+06 	 3.497593e+00 	 2.988050e+08 	 3.898186e+04 	 1.439942e+09 	 1.432645e+22 	 8.553878e+07 	 1.074814e+39 	 7.024886e+38 	 3.783255e+22 	 2.516834e+09
1.20021586e+06 	 3.538529e+00 	 2.984753e+08 	 3.852953e+04 	 1.436765e+09 	 1.418303e+22 	 8.445471e+07 	 1.074789e+39 	 7.024784e+38 	 3.747270e+22 	 2.491120e+09
1.20023448e+06 	 3.579945e+00 	 2.981463e+08 	 3.808245e+04 	 1.433600e+09 	 1.404123e+22 	 8.338451e+07 	 1.074765e+39 	 7.024681e+38 	 3.711674e+22 	 2.465662e+09
