r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19993718e+01 	 3.163892e-06 	 2.871489e+03 	 9.652135e+04 	 1.329792e+09 	 1.587948e+22 	 9.120176e+08 	 6.675735e+38 	 4.362700e+38 	 3.597829e+22 	 6.551538e+09
1.19994799e+01 	 3.201407e-06 	 2.867394e+03 	 9.538833e+04 	 1.326001e+09 	 1.567328e+22 	 9.000043e+08 	 6.675694e+38 	 4.362694e+38 	 3.552742e+22 	 6.486077e+09
1.19995879e+01 	 3.239367e-06 	 2.863306e+03 	 9.426860e+04 	 1.322222e+09 	 1.546983e+22 	 8.881499e+08 	 6.675653e+38 	 4.362688e+38 	 3.508240e+22 	 6.421260e+09
1.19996957e+01 	 3.277778e-06 	 2.859224e+03 	 9.316202e+04 	 1.318455e+09 	 1.526910e+22 	 8.764522e+08 	 6.675612e+38 	 4.362682e+38 	 3.464315e+22 	 6.357079e+09
1.19998034e+01 	 3.316644e-06 	 2.855149e+03 	 9.206843e+04 	 1.314700e+09 	 1.507104e+22 	 8.649092e+08 	 6.675571e+38 	 4.362676e+38 	 3.420959e+22 	 6.293529e+09
1.19999109e+01 	 3.355971e-06 	 2.851081e+03 	 9.098768e+04 	 1.310957e+09 	 1.487562e+22 	 8.535189e+08 	 6.675531e+38 	 4.362670e+38 	 3.378164e+22 	 6.230604e+09
1.20000182e+01 	 3.395765e-06 	 2.847020e+03 	 8.991961e+04 	 1.307225e+09 	 1.468280e+22 	 8.422792e+08 	 6.675490e+38 	 4.362664e+38 	 3.335923e+22 	 6.168298e+09
1.20001253e+01 	 3.436030e-06 	 2.842966e+03 	 8.886408e+04 	 1.303504e+09 	 1.449256e+22 	 8.311880e+08 	 6.675449e+38 	 4.362658e+38 	 3.294229e+22 	 6.106604e+09
1.20002323e+01 	 3.476773e-06 	 2.838919e+03 	 8.782094e+04 	 1.299796e+09 	 1.430484e+22 	 8.202435e+08 	 6.675409e+38 	 4.362652e+38 	 3.253073e+22 	 6.045517e+09
1.20003391e+01 	 3.518000e-06 	 2.834879e+03 	 8.679005e+04 	 1.296098e+09 	 1.411963e+22 	 8.094437e+08 	 6.675368e+38 	 4.362646e+38 	 3.212450e+22 	 5.985032e+09
1.20004457e+01 	 3.559715e-06 	 2.830845e+03 	 8.577125e+04 	 1.292413e+09 	 1.393688e+22 	 7.987866e+08 	 6.675328e+38 	 4.362640e+38 	 3.172352e+22 	 5.925141e+09
1.20005522e+01 	 3.601925e-06 	 2.826818e+03 	 8.476442e+04 	 1.288739e+09 	 1.375656e+22 	 7.882704e+08 	 6.675287e+38 	 4.362634e+38 	 3.132772e+22 	 5.865839e+09
1.20006585e+01 	 3.644636e-06 	 2.822798e+03 	 8.376940e+04 	 1.285076e+09 	 1.357864e+22 	 7.778931e+08 	 6.675247e+38 	 4.362628e+38 	 3.093703e+22 	 5.807122e+09
1.20007646e+01 	 3.687853e-06 	 2.818785e+03 	 8.278607e+04 	 1.281424e+09 	 1.340309e+22 	 7.676530e+08 	 6.675206e+38 	 4.362622e+38 	 3.055138e+22 	 5.748982e+09
1.20008706e+01 	 3.731582e-06 	 2.814779e+03 	 8.181428e+04 	 1.277784e+09 	 1.322987e+22 	 7.575483e+08 	 6.675166e+38 	 4.362617e+38 	 3.017070e+22 	 5.691414e+09
1.20009764e+01 	 3.775831e-06 	 2.810779e+03 	 8.085389e+04 	 1.274156e+09 	 1.305895e+22 	 7.475771e+08 	 6.675126e+38 	 4.362611e+38 	 2.979494e+22 	 5.634414e+09
1.20010821e+01 	 3.820604e-06 	 2.806786e+03 	 7.990478e+04 	 1.270538e+09 	 1.289030e+22 	 7.377376e+08 	 6.675086e+38 	 4.362605e+38 	 2.942401e+22 	 5.577975e+09
1.20011875e+01 	 3.865908e-06 	 2.802800e+03 	 7.896681e+04 	 1.266932e+09 	 1.272389e+22 	 7.280281e+08 	 6.675045e+38 	 4.362599e+38 	 2.905787e+22 	 5.522091e+09
1.20012929e+01 	 3.911750e-06 	 2.798821e+03 	 7.803985e+04 	 1.263337e+09 	 1.255970e+22 	 7.184469e+08 	 6.675005e+38 	 4.362593e+38 	 2.869645e+22 	 5.466759e+09
1.20013980e+01 	 3.958135e-06 	 2.794848e+03 	 7.712377e+04 	 1.259753e+09 	 1.239768e+22 	 7.089924e+08 	 6.674965e+38 	 4.362587e+38 	 2.833967e+22 	 5.411971e+09
1.20015030e+01 	 4.005071e-06 	 2.790882e+03 	 7.621845e+04 	 1.256181e+09 	 1.223781e+22 	 6.996627e+08 	 6.674925e+38 	 4.362581e+38 	 2.798749e+22 	 5.357723e+09
1.20016079e+01 	 4.052563e-06 	 2.786923e+03 	 7.532375e+04 	 1.252619e+09 	 1.208006e+22 	 6.904562e+08 	 6.674885e+38 	 4.362575e+38 	 2.763984e+22 	 5.304010e+09
1.20017125e+01 	 4.100618e-06 	 2.782971e+03 	 7.443956e+04 	 1.249069e+09 	 1.192440e+22 	 6.813713e+08 	 6.674845e+38 	 4.362569e+38 	 2.729665e+22 	 5.250827e+09
1.20018171e+01 	 4.149244e-06 	 2.779025e+03 	 7.356574e+04 	 1.245529e+09 	 1.177081e+22 	 6.724065e+08 	 6.674805e+38 	 4.362563e+38 	 2.695788e+22 	 5.198168e+09
1.20019214e+01 	 4.198446e-06 	 2.775086e+03 	 7.270218e+04 	 1.242001e+09 	 1.161925e+22 	 6.635601e+08 	 6.674766e+38 	 4.362557e+38 	 2.662347e+22 	 5.146028e+09
1.20020256e+01 	 4.248232e-06 	 2.771154e+03 	 7.184876e+04 	 1.238484e+09 	 1.146970e+22 	 6.548305e+08 	 6.674726e+38 	 4.362551e+38 	 2.629335e+22 	 5.094402e+09
1.20021297e+01 	 4.298608e-06 	 2.767228e+03 	 7.100536e+04 	 1.234977e+09 	 1.132213e+22 	 6.462161e+08 	 6.674686e+38 	 4.362545e+38 	 2.596746e+22 	 5.043286e+09
1.20022336e+01 	 4.349581e-06 	 2.763309e+03 	 7.017186e+04 	 1.231482e+09 	 1.117652e+22 	 6.377156e+08 	 6.674646e+38 	 4.362540e+38 	 2.564576e+22 	 4.992674e+09
1.20023373e+01 	 4.401160e-06 	 2.759396e+03 	 6.934814e+04 	 1.227997e+09 	 1.103283e+22 	 6.293272e+08 	 6.674607e+38 	 4.362534e+38 	 2.532818e+22 	 4.942561e+09
1.20024409e+01 	 4.453350e-06 	 2.755490e+03 	 6.853409e+04 	 1.224523e+09 	 1.089104e+22 	 6.210496e+08 	 6.674567e+38 	 4.362528e+38 	 2.501467e+22 	 4.892943e+09
1.20025443e+01 	 4.506159e-06 	 2.751591e+03 	 6.772959e+04 	 1.221060e+09 	 1.075113e+22 	 6.128814e+08 	 6.674528e+38 	 4.362522e+38 	 2.470519e+22 	 4.843815e+09
1.20026476e+01 	 4.559594e-06 	 2.747699e+03 	 6.693454e+04 	 1.217607e+09 	 1.061307e+22 	 6.048209e+08 	 6.674488e+38 	 4.362516e+38 	 2.439966e+22 	 4.795172e+09
1.20027508e+01 	 4.613663e-06 	 2.743813e+03 	 6.614883e+04 	 1.214166e+09 	 1.047683e+22 	 5.968669e+08 	 6.674449e+38 	 4.362510e+38 	 2.409805e+22 	 4.747009e+09
1.20028537e+01 	 4.668374e-06 	 2.739933e+03 	 6.537233e+04 	 1.210735e+09 	 1.034240e+22 	 5.890178e+08 	 6.674409e+38 	 4.362504e+38 	 2.380030e+22 	 4.699322e+09
1.20029566e+01 	 4.723733e-06 	 2.736060e+03 	 6.460495e+04 	 1.207315e+09 	 1.020974e+22 	 5.812724e+08 	 6.674370e+38 	 4.362498e+38 	 2.350636e+22 	 4.652105e+09
1.20030592e+01 	 4.779749e-06 	 2.732194e+03 	 6.384658e+04 	 1.203905e+09 	 1.007883e+22 	 5.736292e+08 	 6.674330e+38 	 4.362492e+38 	 2.321618e+22 	 4.605356e+09
1.20031618e+01 	 4.836430e-06 	 2.728335e+03 	 6.309711e+04 	 1.200506e+09 	 9.949648e+21 	 5.660869e+08 	 6.674291e+38 	 4.362486e+38 	 2.292971e+22 	 4.559068e+09
