r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999425e+06 	 7.698506e-01 	 2.922427e+08 	 7.913922e+04 	 1.377388e+09 	 1.585753e+22 	 3.809481e+08 	 7.859601e+38 	 5.136504e+38 	 3.764842e+22 	 5.254807e+09
1.20000660e+06 	 7.788424e-01 	 2.918523e+08 	 7.822373e+04 	 1.373711e+09 	 1.566446e+22 	 3.760345e+08 	 7.859533e+38 	 5.136488e+38 	 3.720867e+22 	 5.202702e+09
1.20001894e+06 	 7.879393e-01 	 2.914627e+08 	 7.731883e+04 	 1.370045e+09 	 1.547383e+22 	 3.711845e+08 	 7.859465e+38 	 5.136471e+38 	 3.677431e+22 	 5.151104e+09
1.20003126e+06 	 7.971424e-01 	 2.910737e+08 	 7.642439e+04 	 1.366391e+09 	 1.528563e+22 	 3.663975e+08 	 7.859397e+38 	 5.136455e+38 	 3.634528e+22 	 5.100008e+09
1.20004357e+06 	 8.064530e-01 	 2.906854e+08 	 7.554031e+04 	 1.362748e+09 	 1.509982e+22 	 3.616725e+08 	 7.859329e+38 	 5.136438e+38 	 3.592152e+22 	 5.049411e+09
1.20005586e+06 	 8.158723e-01 	 2.902978e+08 	 7.466645e+04 	 1.359116e+09 	 1.491636e+22 	 3.570087e+08 	 7.859261e+38 	 5.136422e+38 	 3.550294e+22 	 4.999306e+09
1.20006815e+06 	 8.254018e-01 	 2.899109e+08 	 7.380270e+04 	 1.355496e+09 	 1.473523e+22 	 3.524053e+08 	 7.859193e+38 	 5.136406e+38 	 3.508949e+22 	 4.949690e+09
1.20008042e+06 	 8.350425e-01 	 2.895247e+08 	 7.294894e+04 	 1.351887e+09 	 1.455640e+22 	 3.478616e+08 	 7.859125e+38 	 5.136389e+38 	 3.468111e+22 	 4.900557e+09
1.20009267e+06 	 8.447959e-01 	 2.891392e+08 	 7.210506e+04 	 1.348289e+09 	 1.437983e+22 	 3.433768e+08 	 7.859058e+38 	 5.136373e+38 	 3.427772e+22 	 4.851903e+09
1.20010492e+06 	 8.546632e-01 	 2.887543e+08 	 7.127094e+04 	 1.344702e+09 	 1.420550e+22 	 3.389501e+08 	 7.858990e+38 	 5.136356e+38 	 3.387926e+22 	 4.803724e+09
1.20011714e+06 	 8.646458e-01 	 2.883702e+08 	 7.044647e+04 	 1.341126e+09 	 1.403338e+22 	 3.345807e+08 	 7.858922e+38 	 5.136339e+38 	 3.348567e+22 	 4.756015e+09
1.20012936e+06 	 8.747450e-01 	 2.879867e+08 	 6.963154e+04 	 1.337562e+09 	 1.386343e+22 	 3.302680e+08 	 7.858854e+38 	 5.136323e+38 	 3.309690e+22 	 4.708770e+09
1.20014156e+06 	 8.849622e-01 	 2.876039e+08 	 6.882604e+04 	 1.334008e+09 	 1.369564e+22 	 3.260111e+08 	 7.858787e+38 	 5.136306e+38 	 3.271286e+22 	 4.661987e+09
1.20015375e+06 	 8.952987e-01 	 2.872218e+08 	 6.802985e+04 	 1.330466e+09 	 1.352996e+22 	 3.218093e+08 	 7.858719e+38 	 5.136290e+38 	 3.233352e+22 	 4.615660e+09
1.20016593e+06 	 9.057560e-01 	 2.868404e+08 	 6.724287e+04 	 1.326935e+09 	 1.336638e+22 	 3.176620e+08 	 7.858651e+38 	 5.136273e+38 	 3.195881e+22 	 4.569786e+09
1.20017810e+06 	 9.163355e-01 	 2.864596e+08 	 6.646500e+04 	 1.323414e+09 	 1.320487e+22 	 3.135684e+08 	 7.858584e+38 	 5.136257e+38 	 3.158866e+22 	 4.524359e+09
1.20019025e+06 	 9.270386e-01 	 2.860795e+08 	 6.569613e+04 	 1.319905e+09 	 1.304540e+22 	 3.095278e+08 	 7.858516e+38 	 5.136240e+38 	 3.122302e+22 	 4.479375e+09
1.20020239e+06 	 9.378667e-01 	 2.857002e+08 	 6.493615e+04 	 1.316407e+09 	 1.288794e+22 	 3.055395e+08 	 7.858448e+38 	 5.136223e+38 	 3.086184e+22 	 4.434831e+09
1.20021451e+06 	 9.488213e-01 	 2.853215e+08 	 6.418496e+04 	 1.312919e+09 	 1.273247e+22 	 3.016029e+08 	 7.858381e+38 	 5.136207e+38 	 3.050506e+22 	 4.390721e+09
1.20022663e+06 	 9.599039e-01 	 2.849434e+08 	 6.344246e+04 	 1.309442e+09 	 1.257896e+22 	 2.977172e+08 	 7.858313e+38 	 5.136190e+38 	 3.015262e+22 	 4.347043e+09
1.20023873e+06 	 9.711159e-01 	 2.845661e+08 	 6.270855e+04 	 1.305976e+09 	 1.242739e+22 	 2.938819e+08 	 7.858246e+38 	 5.136173e+38 	 2.980446e+22 	 4.303791e+09
1.20025082e+06 	 9.824589e-01 	 2.841894e+08 	 6.198313e+04 	 1.302521e+09 	 1.227773e+22 	 2.900962e+08 	 7.858178e+38 	 5.136157e+38 	 2.946054e+22 	 4.260961e+09
1.20026289e+06 	 9.939345e-01 	 2.838134e+08 	 6.126611e+04 	 1.299077e+09 	 1.212995e+22 	 2.863595e+08 	 7.858111e+38 	 5.136140e+38 	 2.912080e+22 	 4.218550e+09
1.20027496e+06 	 1.005544e+00 	 2.834381e+08 	 6.055737e+04 	 1.295643e+09 	 1.198404e+22 	 2.826712e+08 	 7.858043e+38 	 5.136123e+38 	 2.878518e+22 	 4.176554e+09
1.20028701e+06 	 1.017289e+00 	 2.830634e+08 	 5.985684e+04 	 1.292220e+09 	 1.183996e+22 	 2.790306e+08 	 7.857976e+38 	 5.136106e+38 	 2.845364e+22 	 4.134968e+09
1.20029905e+06 	 1.029172e+00 	 2.826894e+08 	 5.916441e+04 	 1.288808e+09 	 1.169769e+22 	 2.754372e+08 	 7.857908e+38 	 5.136090e+38 	 2.812612e+22 	 4.093789e+09
1.20031108e+06 	 1.041193e+00 	 2.823161e+08 	 5.847999e+04 	 1.285407e+09 	 1.155722e+22 	 2.718902e+08 	 7.857841e+38 	 5.136073e+38 	 2.780258e+22 	 4.053012e+09
1.20032309e+06 	 1.053355e+00 	 2.819435e+08 	 5.780349e+04 	 1.282016e+09 	 1.141851e+22 	 2.683892e+08 	 7.857774e+38 	 5.136056e+38 	 2.748295e+22 	 4.012635e+09
1.20033510e+06 	 1.065659e+00 	 2.815715e+08 	 5.713481e+04 	 1.278635e+09 	 1.128154e+22 	 2.649335e+08 	 7.857706e+38 	 5.136039e+38 	 2.716720e+22 	 3.972652e+09
1.20034709e+06 	 1.078106e+00 	 2.812002e+08 	 5.647387e+04 	 1.275265e+09 	 1.114630e+22 	 2.615224e+08 	 7.857639e+38 	 5.136022e+38 	 2.685527e+22 	 3.933060e+09
1.20035907e+06 	 1.090699e+00 	 2.808296e+08 	 5.582057e+04 	 1.271906e+09 	 1.101275e+22 	 2.581556e+08 	 7.857571e+38 	 5.136005e+38 	 2.654712e+22 	 3.893856e+09
1.20037104e+06 	 1.103439e+00 	 2.804597e+08 	 5.517483e+04 	 1.268557e+09 	 1.088089e+22 	 2.548322e+08 	 7.857504e+38 	 5.135989e+38 	 2.624270e+22 	 3.855035e+09
1.20038300e+06 	 1.116328e+00 	 2.800904e+08 	 5.453657e+04 	 1.265218e+09 	 1.075067e+22 	 2.515519e+08 	 7.857437e+38 	 5.135972e+38 	 2.594196e+22 	 3.816595e+09
1.20039494e+06 	 1.129367e+00 	 2.797217e+08 	 5.390568e+04 	 1.261890e+09 	 1.062209e+22 	 2.483140e+08 	 7.857369e+38 	 5.135955e+38 	 2.564485e+22 	 3.778530e+09
1.20040688e+06 	 1.142559e+00 	 2.793538e+08 	 5.328209e+04 	 1.258572e+09 	 1.049512e+22 	 2.451180e+08 	 7.857302e+38 	 5.135938e+38 	 2.535133e+22 	 3.740839e+09
1.20041880e+06 	 1.155905e+00 	 2.789865e+08 	 5.266572e+04 	 1.255265e+09 	 1.036975e+22 	 2.419634e+08 	 7.857235e+38 	 5.135921e+38 	 2.506135e+22 	 3.703517e+09
1.20043071e+06 	 1.169407e+00 	 2.786199e+08 	 5.205648e+04 	 1.251968e+09 	 1.024594e+22 	 2.388495e+08 	 7.857167e+38 	 5.135904e+38 	 2.477488e+22 	 3.666560e+09
1.20044261e+06 	 1.183067e+00 	 2.782539e+08 	 5.145428e+04 	 1.248681e+09 	 1.012368e+22 	 2.357759e+08 	 7.857100e+38 	 5.135887e+38 	 2.449186e+22 	 3.629965e+09
1.20045450e+06 	 1.196886e+00 	 2.778886e+08 	 5.085906e+04 	 1.245405e+09 	 1.000296e+22 	 2.327421e+08 	 7.857033e+38 	 5.135870e+38 	 2.421225e+22 	 3.593729e+09
1.20046638e+06 	 1.210866e+00 	 2.775239e+08 	 5.027071e+04 	 1.242138e+09 	 9.883740e+21 	 2.297475e+08 	 7.856966e+38 	 5.135853e+38 	 2.393601e+22 	 3.557848e+09
1.20047825e+06 	 1.225010e+00 	 2.771599e+08 	 4.968918e+04 	 1.238882e+09 	 9.766016e+21 	 2.267916e+08 	 7.856898e+38 	 5.135836e+38 	 2.366310e+22 	 3.522319e+09
1.20049010e+06 	 1.239320e+00 	 2.767966e+08 	 4.911437e+04 	 1.235636e+09 	 9.649763e+21 	 2.238739e+08 	 7.856831e+38 	 5.135819e+38 	 2.339347e+22 	 3.487138e+09
1.20050195e+06 	 1.253796e+00 	 2.764339e+08 	 4.854621e+04 	 1.232400e+09 	 9.534963e+21 	 2.209940e+08 	 7.856764e+38 	 5.135802e+38 	 2.312709e+22 	 3.452302e+09
1.20051378e+06 	 1.268441e+00 	 2.760719e+08 	 4.798462e+04 	 1.229175e+09 	 9.421597e+21 	 2.181513e+08 	 7.856697e+38 	 5.135784e+38 	 2.286391e+22 	 3.417808e+09
1.20052561e+06 	 1.283258e+00 	 2.757106e+08 	 4.742953e+04 	 1.225959e+09 	 9.309647e+21 	 2.153453e+08 	 7.856630e+38 	 5.135767e+38 	 2.260390e+22 	 3.383652e+09
1.20053742e+06 	 1.298248e+00 	 2.753499e+08 	 4.688086e+04 	 1.222753e+09 	 9.199093e+21 	 2.125757e+08 	 7.856562e+38 	 5.135750e+38 	 2.234701e+22 	 3.349831e+09
1.20054923e+06 	 1.313412e+00 	 2.749898e+08 	 4.633853e+04 	 1.219558e+09 	 9.089919e+21 	 2.098418e+08 	 7.856495e+38 	 5.135733e+38 	 2.209320e+22 	 3.316342e+09
1.20056102e+06 	 1.328754e+00 	 2.746305e+08 	 4.580249e+04 	 1.216372e+09 	 8.982107e+21 	 2.071432e+08 	 7.856428e+38 	 5.135716e+38 	 2.184244e+22 	 3.283181e+09
1.20057280e+06 	 1.344276e+00 	 2.742717e+08 	 4.527264e+04 	 1.213197e+09 	 8.875638e+21 	 2.044796e+08 	 7.856361e+38 	 5.135698e+38 	 2.159469e+22 	 3.250346e+09
1.20058457e+06 	 1.359978e+00 	 2.739136e+08 	 4.474892e+04 	 1.210031e+09 	 8.770496e+21 	 2.018503e+08 	 7.856294e+38 	 5.135681e+38 	 2.134991e+22 	 3.217834e+09
1.20059633e+06 	 1.375864e+00 	 2.735562e+08 	 4.423126e+04 	 1.206875e+09 	 8.666663e+21 	 1.992551e+08 	 7.856226e+38 	 5.135664e+38 	 2.110807e+22 	 3.185640e+09
1.20060809e+06 	 1.391936e+00 	 2.731994e+08 	 4.371959e+04 	 1.203729e+09 	 8.564123e+21 	 1.966934e+08 	 7.856159e+38 	 5.135647e+38 	 2.086912e+22 	 3.153763e+09
1.20061983e+06 	 1.408195e+00 	 2.728433e+08 	 4.321383e+04 	 1.200593e+09 	 8.462859e+21 	 1.941647e+08 	 7.856092e+38 	 5.135629e+38 	 2.063303e+22 	 3.122199e+09
1.20063156e+06 	 1.424644e+00 	 2.724879e+08 	 4.271393e+04 	 1.197467e+09 	 8.362854e+21 	 1.916688e+08 	 7.856025e+38 	 5.135612e+38 	 2.039977e+22 	 3.090945e+09
1.20064328e+06 	 1.441286e+00 	 2.721330e+08 	 4.221981e+04 	 1.194350e+09 	 8.264093e+21 	 1.892051e+08 	 7.855958e+38 	 5.135595e+38 	 2.016930e+22 	 3.059998e+09
1.20065499e+06 	 1.458121e+00 	 2.717789e+08 	 4.173141e+04 	 1.191243e+09 	 8.166559e+21 	 1.867732e+08 	 7.855890e+38 	 5.135577e+38 	 1.994158e+22 	 3.029356e+09
1.20066669e+06 	 1.475154e+00 	 2.714253e+08 	 4.124866e+04 	 1.188146e+09 	 8.070237e+21 	 1.843727e+08 	 7.855823e+38 	 5.135560e+38 	 1.971659e+22 	 2.999014e+09
1.20067838e+06 	 1.492386e+00 	 2.710725e+08 	 4.077149e+04 	 1.185059e+09 	 7.975111e+21 	 1.820033e+08 	 7.855756e+38 	 5.135542e+38 	 1.949428e+22 	 2.968971e+09
1.20069007e+06 	 1.509818e+00 	 2.707202e+08 	 4.029984e+04 	 1.181981e+09 	 7.881165e+21 	 1.796644e+08 	 7.855689e+38 	 5.135525e+38 	 1.927462e+22 	 2.939223e+09
1.20070174e+06 	 1.527455e+00 	 2.703686e+08 	 3.983365e+04 	 1.178913e+09 	 7.788384e+21 	 1.773558e+08 	 7.855622e+38 	 5.135508e+38 	 1.905759e+22 	 2.909768e+09
1.20071340e+06 	 1.545297e+00 	 2.700177e+08 	 3.937285e+04 	 1.175855e+09 	 7.696755e+21 	 1.750770e+08 	 7.855555e+38 	 5.135490e+38 	 1.884315e+22 	 2.880602e+09
1.20072505e+06 	 1.563348e+00 	 2.696674e+08 	 3.891738e+04 	 1.172806e+09 	 7.606261e+21 	 1.728276e+08 	 7.855487e+38 	 5.135473e+38 	 1.863126e+22 	 2.851724e+09
1.20073670e+06 	 1.581610e+00 	 2.693178e+08 	 3.846718e+04 	 1.169766e+09 	 7.516888e+21 	 1.706072e+08 	 7.855420e+38 	 5.135455e+38 	 1.842190e+22 	 2.823129e+09
1.20074833e+06 	 1.600086e+00 	 2.689688e+08 	 3.802218e+04 	 1.166736e+09 	 7.428622e+21 	 1.684156e+08 	 7.855353e+38 	 5.135437e+38 	 1.821502e+22 	 2.794816e+09
1.20075996e+06 	 1.618777e+00 	 2.686204e+08 	 3.758234e+04 	 1.163716e+09 	 7.341448e+21 	 1.662522e+08 	 7.855286e+38 	 5.135420e+38 	 1.801062e+22 	 2.766782e+09
1.20077158e+06 	 1.637686e+00 	 2.682727e+08 	 3.714758e+04 	 1.160705e+09 	 7.255353e+21 	 1.641168e+08 	 7.855219e+38 	 5.135402e+38 	 1.780864e+22 	 2.739024e+09
1.20078318e+06 	 1.656817e+00 	 2.679256e+08 	 3.671786e+04 	 1.157704e+09 	 7.170323e+21 	 1.620089e+08 	 7.855151e+38 	 5.135385e+38 	 1.760906e+22 	 2.711539e+09
1.20079478e+06 	 1.676170e+00 	 2.675792e+08 	 3.629310e+04 	 1.154712e+09 	 7.086344e+21 	 1.599282e+08 	 7.855084e+38 	 5.135367e+38 	 1.741186e+22 	 2.684324e+09
1.20080637e+06 	 1.695750e+00 	 2.672334e+08 	 3.587326e+04 	 1.151729e+09 	 7.003404e+21 	 1.578744e+08 	 7.855017e+38 	 5.135349e+38 	 1.721700e+22 	 2.657378e+09
1.20081795e+06 	 1.715559e+00 	 2.668882e+08 	 3.545827e+04 	 1.148756e+09 	 6.921487e+21 	 1.558471e+08 	 7.854950e+38 	 5.135332e+38 	 1.702446e+22 	 2.630697e+09
1.20082952e+06 	 1.735599e+00 	 2.665437e+08 	 3.504809e+04 	 1.145792e+09 	 6.840582e+21 	 1.538460e+08 	 7.854883e+38 	 5.135314e+38 	 1.683419e+22 	 2.604279e+09
1.20084108e+06 	 1.755874e+00 	 2.661998e+08 	 3.464265e+04 	 1.142837e+09 	 6.760674e+21 	 1.518707e+08 	 7.854815e+38 	 5.135296e+38 	 1.664619e+22 	 2.578122e+09
1.20085264e+06 	 1.776385e+00 	 2.658565e+08 	 3.424190e+04 	 1.139892e+09 	 6.681752e+21 	 1.499209e+08 	 7.854748e+38 	 5.135278e+38 	 1.646041e+22 	 2.552222e+09
1.20086418e+06 	 1.797135e+00 	 2.655139e+08 	 3.384578e+04 	 1.136956e+09 	 6.603803e+21 	 1.479963e+08 	 7.854681e+38 	 5.135260e+38 	 1.627683e+22 	 2.526578e+09
1.20087572e+06 	 1.818129e+00 	 2.651719e+08 	 3.345425e+04 	 1.134029e+09 	 6.526815e+21 	 1.460965e+08 	 7.854614e+38 	 5.135243e+38 	 1.609543e+22 	 2.501187e+09
1.20088725e+06 	 1.839367e+00 	 2.648306e+08 	 3.306725e+04 	 1.131111e+09 	 6.450775e+21 	 1.442212e+08 	 7.854546e+38 	 5.135225e+38 	 1.591617e+22 	 2.476046e+09
1.20089877e+06 	 1.860854e+00 	 2.644899e+08 	 3.268472e+04 	 1.128203e+09 	 6.375671e+21 	 1.423701e+08 	 7.854479e+38 	 5.135207e+38 	 1.573904e+22 	 2.451153e+09
1.20091028e+06 	 1.882591e+00 	 2.641498e+08 	 3.230662e+04 	 1.125303e+09 	 6.301491e+21 	 1.405429e+08 	 7.854412e+38 	 5.135189e+38 	 1.556400e+22 	 2.426505e+09
1.20092178e+06 	 1.904583e+00 	 2.638103e+08 	 3.193290e+04 	 1.122413e+09 	 6.228224e+21 	 1.387392e+08 	 7.854345e+38 	 5.135171e+38 	 1.539103e+22 	 2.402101e+09
1.20093328e+06 	 1.926831e+00 	 2.634715e+08 	 3.156349e+04 	 1.119532e+09 	 6.155858e+21 	 1.369588e+08 	 7.854277e+38 	 5.135153e+38 	 1.522010e+22 	 2.377938e+09
1.20094477e+06 	 1.949340e+00 	 2.631333e+08 	 3.119837e+04 	 1.116660e+09 	 6.084381e+21 	 1.352014e+08 	 7.854210e+38 	 5.135135e+38 	 1.505119e+22 	 2.354013e+09
1.20095625e+06 	 1.972111e+00 	 2.627958e+08 	 3.083746e+04 	 1.113796e+09 	 6.013782e+21 	 1.334667e+08 	 7.854143e+38 	 5.135117e+38 	 1.488427e+22 	 2.330324e+09
1.20096772e+06 	 1.995149e+00 	 2.624588e+08 	 3.048073e+04 	 1.110942e+09 	 5.944049e+21 	 1.317543e+08 	 7.854075e+38 	 5.135099e+38 	 1.471932e+22 	 2.306870e+09
