r (km)        	 u (km/s)    	 cs (km/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19221426e+01 	 8.898150e-07 	 2.832298e+03 	 1.101288e+05 	 1.293740e+09 	 1.594771e+22 	 3.202462e+09 	 5.869197e+38 	 3.822441e+38 	 3.491817e+22 	 7.555414e+09
1.19222454e+01 	 9.010856e-07 	 2.827856e+03 	 1.087492e+05 	 1.289685e+09 	 1.572033e+22 	 3.157263e+09 	 5.869167e+38 	 3.822439e+38 	 3.443546e+22 	 7.475160e+09
1.19223481e+01 	 9.124991e-07 	 2.823422e+03 	 1.073868e+05 	 1.285644e+09 	 1.549625e+22 	 3.112705e+09 	 5.869137e+38 	 3.822437e+38 	 3.395960e+22 	 7.395744e+09
1.19224506e+01 	 9.240571e-07 	 2.818996e+03 	 1.060416e+05 	 1.281616e+09 	 1.527543e+22 	 3.068777e+09 	 5.869108e+38 	 3.822436e+38 	 3.349050e+22 	 7.317158e+09
1.19225529e+01 	 9.357616e-07 	 2.814577e+03 	 1.047132e+05 	 1.277601e+09 	 1.505782e+22 	 3.025472e+09 	 5.869079e+38 	 3.822434e+38 	 3.302805e+22 	 7.239394e+09
1.19226550e+01 	 9.476144e-07 	 2.810166e+03 	 1.034014e+05 	 1.273600e+09 	 1.484338e+22 	 2.982780e+09 	 5.869049e+38 	 3.822433e+38 	 3.257216e+22 	 7.162443e+09
1.19227568e+01 	 9.596173e-07 	 2.805763e+03 	 1.021061e+05 	 1.269612e+09 	 1.463205e+22 	 2.940693e+09 	 5.869020e+38 	 3.822431e+38 	 3.212274e+22 	 7.086297e+09
1.19228585e+01 	 9.717723e-07 	 2.801367e+03 	 1.008270e+05 	 1.265637e+09 	 1.442379e+22 	 2.899202e+09 	 5.868991e+38 	 3.822429e+38 	 3.167968e+22 	 7.010948e+09
1.19229599e+01 	 9.840814e-07 	 2.796980e+03 	 9.956391e+04 	 1.261676e+09 	 1.421855e+22 	 2.858298e+09 	 5.868961e+38 	 3.822428e+38 	 3.124290e+22 	 6.936387e+09
1.19230612e+01 	 9.965463e-07 	 2.792599e+03 	 9.831665e+04 	 1.257727e+09 	 1.401629e+22 	 2.817973e+09 	 5.868932e+38 	 3.822426e+38 	 3.081230e+22 	 6.862606e+09
1.19231622e+01 	 1.009169e-06 	 2.788227e+03 	 9.708502e+04 	 1.253792e+09 	 1.381697e+22 	 2.778219e+09 	 5.868903e+38 	 3.822425e+38 	 3.038780e+22 	 6.789598e+09
1.19232631e+01 	 1.021952e-06 	 2.783862e+03 	 9.586882e+04 	 1.249869e+09 	 1.362053e+22 	 2.739028e+09 	 5.868874e+38 	 3.822423e+38 	 2.996931e+22 	 6.717354e+09
1.19233638e+01 	 1.034897e-06 	 2.779505e+03 	 9.466785e+04 	 1.245960e+09 	 1.342695e+22 	 2.700391e+09 	 5.868845e+38 	 3.822421e+38 	 2.955673e+22 	 6.645866e+09
1.19234642e+01 	 1.048006e-06 	 2.775155e+03 	 9.348193e+04 	 1.242063e+09 	 1.323618e+22 	 2.662302e+09 	 5.868816e+38 	 3.822420e+38 	 2.914999e+22 	 6.575127e+09
1.19235645e+01 	 1.061281e-06 	 2.770813e+03 	 9.231087e+04 	 1.238179e+09 	 1.304816e+22 	 2.624751e+09 	 5.868787e+38 	 3.822418e+38 	 2.874899e+22 	 6.505128e+09
1.19236645e+01 	 1.074724e-06 	 2.766479e+03 	 9.115447e+04 	 1.234309e+09 	 1.286288e+22 	 2.587732e+09 	 5.868759e+38 	 3.822417e+38 	 2.835367e+22 	 6.435863e+09
1.19237644e+01 	 1.088337e-06 	 2.762152e+03 	 9.001256e+04 	 1.230451e+09 	 1.268028e+22 	 2.551237e+09 	 5.868730e+38 	 3.822415e+38 	 2.796392e+22 	 6.367324e+09
1.19238641e+01 	 1.102123e-06 	 2.757832e+03 	 8.888496e+04 	 1.226605e+09 	 1.250032e+22 	 2.515259e+09 	 5.868701e+38 	 3.822414e+38 	 2.757968e+22 	 6.299502e+09
1.19239635e+01 	 1.116083e-06 	 2.753521e+03 	 8.777148e+04 	 1.222773e+09 	 1.232297e+22 	 2.479789e+09 	 5.868673e+38 	 3.822412e+38 	 2.720085e+22 	 6.232392e+09
1.19240628e+01 	 1.130221e-06 	 2.749216e+03 	 8.667195e+04 	 1.218953e+09 	 1.214819e+22 	 2.444821e+09 	 5.868644e+38 	 3.822410e+38 	 2.682737e+22 	 6.165985e+09
1.19241619e+01 	 1.144537e-06 	 2.744920e+03 	 8.558619e+04 	 1.215146e+09 	 1.197594e+22 	 2.410348e+09 	 5.868615e+38 	 3.822409e+38 	 2.645915e+22 	 6.100275e+09
1.19242608e+01 	 1.159035e-06 	 2.740630e+03 	 8.451404e+04 	 1.211351e+09 	 1.180618e+22 	 2.376363e+09 	 5.868587e+38 	 3.822407e+38 	 2.609613e+22 	 6.035253e+09
1.19243595e+01 	 1.173717e-06 	 2.736349e+03 	 8.345532e+04 	 1.207569e+09 	 1.163887e+22 	 2.342859e+09 	 5.868559e+38 	 3.822406e+38 	 2.573822e+22 	 5.970913e+09
1.19244580e+01 	 1.188585e-06 	 2.732074e+03 	 8.240985e+04 	 1.203799e+09 	 1.147399e+22 	 2.309828e+09 	 5.868530e+38 	 3.822404e+38 	 2.538535e+22 	 5.907248e+09
1.19245563e+01 	 1.203641e-06 	 2.727808e+03 	 8.137749e+04 	 1.200042e+09 	 1.131149e+22 	 2.277265e+09 	 5.868502e+38 	 3.822402e+38 	 2.503745e+22 	 5.844251e+09
1.19246544e+01 	 1.218887e-06 	 2.723548e+03 	 8.035806e+04 	 1.196298e+09 	 1.115133e+22 	 2.245162e+09 	 5.868474e+38 	 3.822401e+38 	 2.469445e+22 	 5.781915e+09
1.19247524e+01 	 1.234327e-06 	 2.719296e+03 	 7.935140e+04 	 1.192565e+09 	 1.099350e+22 	 2.213514e+09 	 5.868445e+38 	 3.822399e+38 	 2.435627e+22 	 5.720233e+09
1.19248501e+01 	 1.249963e-06 	 2.715052e+03 	 7.835735e+04 	 1.188845e+09 	 1.083794e+22 	 2.182313e+09 	 5.868417e+38 	 3.822398e+38 	 2.402284e+22 	 5.659199e+09
1.19249477e+01 	 1.265796e-06 	 2.710815e+03 	 7.737575e+04 	 1.185138e+09 	 1.068463e+22 	 2.151553e+09 	 5.868389e+38 	 3.822396e+38 	 2.369411e+22 	 5.598805e+09
1.19250451e+01 	 1.281831e-06 	 2.706585e+03 	 7.640645e+04 	 1.181442e+09 	 1.053353e+22 	 2.121228e+09 	 5.868361e+38 	 3.822395e+38 	 2.336999e+22 	 5.539046e+09
1.19251423e+01 	 1.298068e-06 	 2.702363e+03 	 7.544929e+04 	 1.177759e+09 	 1.038462e+22 	 2.091332e+09 	 5.868333e+38 	 3.822393e+38 	 2.305042e+22 	 5.479914e+09
1.19252393e+01 	 1.314511e-06 	 2.698148e+03 	 7.450413e+04 	 1.174088e+09 	 1.023785e+22 	 2.061859e+09 	 5.868305e+38 	 3.822391e+38 	 2.273535e+22 	 5.421403e+09
1.19253361e+01 	 1.331163e-06 	 2.693941e+03 	 7.357080e+04 	 1.170429e+09 	 1.009320e+22 	 2.032802e+09 	 5.868277e+38 	 3.822390e+38 	 2.242469e+22 	 5.363506e+09
1.19254327e+01 	 1.348025e-06 	 2.689740e+03 	 7.264916e+04 	 1.166782e+09 	 9.950640e+21 	 2.004156e+09 	 5.868249e+38 	 3.822388e+38 	 2.211839e+22 	 5.306219e+09
1.19255292e+01 	 1.365102e-06 	 2.685547e+03 	 7.173907e+04 	 1.163147e+09 	 9.810133e+21 	 1.975915e+09 	 5.868221e+38 	 3.822387e+38 	 2.181639e+22 	 5.249533e+09
1.19256254e+01 	 1.382394e-06 	 2.681362e+03 	 7.084039e+04 	 1.159525e+09 	 9.671652e+21 	 1.948073e+09 	 5.868194e+38 	 3.822385e+38 	 2.151862e+22 	 5.193443e+09
1.19257215e+01 	 1.399906e-06 	 2.677184e+03 	 6.995295e+04 	 1.155914e+09 	 9.535167e+21 	 1.920625e+09 	 5.868166e+38 	 3.822384e+38 	 2.122503e+22 	 5.137942e+09
1.19258174e+01 	 1.417639e-06 	 2.673013e+03 	 6.907664e+04 	 1.152315e+09 	 9.400648e+21 	 1.893565e+09 	 5.868138e+38 	 3.822382e+38 	 2.093555e+22 	 5.083025e+09
1.19259132e+01 	 1.435597e-06 	 2.668849e+03 	 6.821130e+04 	 1.148728e+09 	 9.268067e+21 	 1.866887e+09 	 5.868111e+38 	 3.822380e+38 	 2.065012e+22 	 5.028686e+09
1.19260087e+01 	 1.453783e-06 	 2.664693e+03 	 6.735681e+04 	 1.145153e+09 	 9.137394e+21 	 1.840587e+09 	 5.868083e+38 	 3.822379e+38 	 2.036868e+22 	 4.974918e+09
1.19261041e+01 	 1.472199e-06 	 2.660544e+03 	 6.651302e+04 	 1.141589e+09 	 9.008603e+21 	 1.814658e+09 	 5.868056e+38 	 3.822377e+38 	 2.009119e+22 	 4.921716e+09
1.19261993e+01 	 1.490849e-06 	 2.656402e+03 	 6.567980e+04 	 1.138038e+09 	 8.881666e+21 	 1.789095e+09 	 5.868028e+38 	 3.822376e+38 	 1.981758e+22 	 4.869073e+09
1.19262943e+01 	 1.509735e-06 	 2.652267e+03 	 6.485701e+04 	 1.134498e+09 	 8.756556e+21 	 1.763894e+09 	 5.868001e+38 	 3.822374e+38 	 1.954779e+22 	 4.816984e+09
1.19263891e+01 	 1.528860e-06 	 2.648140e+03 	 6.404454e+04 	 1.130969e+09 	 8.633245e+21 	 1.739048e+09 	 5.867973e+38 	 3.822373e+38 	 1.928177e+22 	 4.765444e+09
1.19264838e+01 	 1.548227e-06 	 2.644019e+03 	 6.324224e+04 	 1.127453e+09 	 8.511707e+21 	 1.714554e+09 	 5.867946e+38 	 3.822371e+38 	 1.901947e+22 	 4.714447e+09
1.19265783e+01 	 1.567840e-06 	 2.639906e+03 	 6.244999e+04 	 1.123948e+09 	 8.391916e+21 	 1.690406e+09 	 5.867919e+38 	 3.822369e+38 	 1.876083e+22 	 4.663986e+09
1.19266726e+01 	 1.587701e-06 	 2.635801e+03 	 6.166767e+04 	 1.120454e+09 	 8.273848e+21 	 1.666599e+09 	 5.867891e+38 	 3.822368e+38 	 1.850581e+22 	 4.614056e+09
1.19267667e+01 	 1.607814e-06 	 2.631702e+03 	 6.089515e+04 	 1.116973e+09 	 8.157477e+21 	 1.643128e+09 	 5.867864e+38 	 3.822366e+38 	 1.825434e+22 	 4.564653e+09
1.19268607e+01 	 1.628182e-06 	 2.627610e+03 	 6.013230e+04 	 1.113502e+09 	 8.042778e+21 	 1.619989e+09 	 5.867837e+38 	 3.822365e+38 	 1.800639e+22 	 4.515769e+09
1.19269545e+01 	 1.648808e-06 	 2.623526e+03 	 5.937901e+04 	 1.110043e+09 	 7.929726e+21 	 1.597176e+09 	 5.867810e+38 	 3.822363e+38 	 1.776189e+22 	 4.467401e+09
1.19270481e+01 	 1.669695e-06 	 2.619449e+03 	 5.863516e+04 	 1.106596e+09 	 7.818297e+21 	 1.574686e+09 	 5.867783e+38 	 3.822362e+38 	 1.752080e+22 	 4.419542e+09
1.19271415e+01 	 1.690847e-06 	 2.615379e+03 	 5.790063e+04 	 1.103160e+09 	 7.708468e+21 	 1.552514e+09 	 5.867756e+38 	 3.822360e+38 	 1.728307e+22 	 4.372188e+09
1.19272348e+01 	 1.712267e-06 	 2.611316e+03 	 5.717530e+04 	 1.099735e+09 	 7.600215e+21 	 1.530654e+09 	 5.867729e+38 	 3.822359e+38 	 1.704866e+22 	 4.325333e+09
1.19273279e+01 	 1.733958e-06 	 2.607260e+03 	 5.645905e+04 	 1.096321e+09 	 7.493515e+21 	 1.509103e+09 	 5.867702e+38 	 3.822357e+38 	 1.681750e+22 	 4.278972e+09
1.19274209e+01 	 1.755925e-06 	 2.603211e+03 	 5.575178e+04 	 1.092919e+09 	 7.388345e+21 	 1.487857e+09 	 5.867675e+38 	 3.822355e+38 	 1.658957e+22 	 4.233100e+09
1.19275136e+01 	 1.778169e-06 	 2.599170e+03 	 5.505336e+04 	 1.089528e+09 	 7.284684e+21 	 1.466911e+09 	 5.867649e+38 	 3.822354e+38 	 1.636481e+22 	 4.187711e+09
1.19276062e+01 	 1.800695e-06 	 2.595135e+03 	 5.436370e+04 	 1.086148e+09 	 7.182508e+21 	 1.446260e+09 	 5.867622e+38 	 3.822352e+38 	 1.614317e+22 	 4.142802e+09
1.19276987e+01 	 1.823507e-06 	 2.591108e+03 	 5.368268e+04 	 1.082779e+09 	 7.081797e+21 	 1.425901e+09 	 5.867595e+38 	 3.822351e+38 	 1.592462e+22 	 4.098366e+09
1.19277909e+01 	 1.846608e-06 	 2.587087e+03 	 5.301018e+04 	 1.079422e+09 	 6.982529e+21 	 1.405830e+09 	 5.867568e+38 	 3.822349e+38 	 1.570910e+22 	 4.054399e+09
1.19278830e+01 	 1.870001e-06 	 2.583073e+03 	 5.234611e+04 	 1.076075e+09 	 6.884682e+21 	 1.386041e+09 	 5.867542e+38 	 3.822348e+38 	 1.549658e+22 	 4.010896e+09
1.19279750e+01 	 1.893691e-06 	 2.579067e+03 	 5.169036e+04 	 1.072740e+09 	 6.788237e+21 	 1.366532e+09 	 5.867515e+38 	 3.822346e+38 	 1.528701e+22 	 3.967852e+09
1.19280667e+01 	 1.917682e-06 	 2.575067e+03 	 5.104283e+04 	 1.069415e+09 	 6.693172e+21 	 1.347299e+09 	 5.867489e+38 	 3.822345e+38 	 1.508036e+22 	 3.925262e+09
1.19281583e+01 	 1.941976e-06 	 2.571075e+03 	 5.040341e+04 	 1.066102e+09 	 6.599469e+21 	 1.328337e+09 	 5.867462e+38 	 3.822343e+38 	 1.487657e+22 	 3.883123e+09
1.19282498e+01 	 1.966578e-06 	 2.567089e+03 	 4.977199e+04 	 1.062799e+09 	 6.507105e+21 	 1.309643e+09 	 5.867436e+38 	 3.822342e+38 	 1.467561e+22 	 3.841428e+09
1.19283411e+01 	 1.991491e-06 	 2.563111e+03 	 4.914849e+04 	 1.059507e+09 	 6.416063e+21 	 1.291212e+09 	 5.867409e+38 	 3.822340e+38 	 1.447743e+22 	 3.800174e+09
1.19284322e+01 	 2.016721e-06 	 2.559139e+03 	 4.853280e+04 	 1.056226e+09 	 6.326323e+21 	 1.273042e+09 	 5.867383e+38 	 3.822338e+38 	 1.428200e+22 	 3.759355e+09
1.19285231e+01 	 2.042270e-06 	 2.555175e+03 	 4.792482e+04 	 1.052956e+09 	 6.237866e+21 	 1.255128e+09 	 5.867357e+38 	 3.822337e+38 	 1.408929e+22 	 3.718968e+09
1.19286139e+01 	 2.068142e-06 	 2.551217e+03 	 4.732446e+04 	 1.049697e+09 	 6.150673e+21 	 1.237466e+09 	 5.867330e+38 	 3.822335e+38 	 1.389924e+22 	 3.679008e+09
1.19287046e+01 	 2.094343e-06 	 2.547266e+03 	 4.673161e+04 	 1.046448e+09 	 6.064726e+21 	 1.220055e+09 	 5.867304e+38 	 3.822334e+38 	 1.371183e+22 	 3.639470e+09
1.19287950e+01 	 2.120876e-06 	 2.543322e+03 	 4.614620e+04 	 1.043210e+09 	 5.980006e+21 	 1.202888e+09 	 5.867278e+38 	 3.822332e+38 	 1.352701e+22 	 3.600350e+09
1.19288854e+01 	 2.147744e-06 	 2.539385e+03 	 4.556812e+04 	 1.039983e+09 	 5.896496e+21 	 1.185964e+09 	 5.867252e+38 	 3.822331e+38 	 1.334474e+22 	 3.561644e+09
1.19289755e+01 	 2.174954e-06 	 2.535455e+03 	 4.499728e+04 	 1.036766e+09 	 5.814179e+21 	 1.169279e+09 	 5.867226e+38 	 3.822329e+38 	 1.316500e+22 	 3.523347e+09
1.19290655e+01 	 2.202508e-06 	 2.531532e+03 	 4.443359e+04 	 1.033560e+09 	 5.733036e+21 	 1.152829e+09 	 5.867200e+38 	 3.822328e+38 	 1.298775e+22 	 3.485455e+09
1.19291554e+01 	 2.230411e-06 	 2.527616e+03 	 4.387696e+04 	 1.030365e+09 	 5.653052e+21 	 1.136611e+09 	 5.867174e+38 	 3.822326e+38 	 1.281295e+22 	 3.447964e+09
1.19292450e+01 	 2.258667e-06 	 2.523706e+03 	 4.332730e+04 	 1.027180e+09 	 5.574209e+21 	 1.120622e+09 	 5.867148e+38 	 3.822325e+38 	 1.264056e+22 	 3.410870e+09
1.19293346e+01 	 2.287282e-06 	 2.519803e+03 	 4.278453e+04 	 1.024006e+09 	 5.496490e+21 	 1.104859e+09 	 5.867122e+38 	 3.822323e+38 	 1.247056e+22 	 3.374168e+09
1.19294240e+01 	 2.316260e-06 	 2.515908e+03 	 4.224856e+04 	 1.020842e+09 	 5.419880e+21 	 1.089318e+09 	 5.867096e+38 	 3.822321e+38 	 1.230290e+22 	 3.337854e+09
1.19295132e+01 	 2.345604e-06 	 2.512019e+03 	 4.171931e+04 	 1.017688e+09 	 5.344361e+21 	 1.073996e+09 	 5.867070e+38 	 3.822320e+38 	 1.213756e+22 	 3.301925e+09
1.19296022e+01 	 2.375321e-06 	 2.508136e+03 	 4.119668e+04 	 1.014545e+09 	 5.269919e+21 	 1.058890e+09 	 5.867044e+38 	 3.822318e+38 	 1.197450e+22 	 3.266377e+09
1.19296912e+01 	 2.405413e-06 	 2.504261e+03 	 4.068060e+04 	 1.011412e+09 	 5.196537e+21 	 1.043998e+09 	 5.867019e+38 	 3.822317e+38 	 1.181369e+22 	 3.231205e+09
1.19297799e+01 	 2.435888e-06 	 2.500392e+03 	 4.017099e+04 	 1.008290e+09 	 5.124200e+21 	 1.029315e+09 	 5.866993e+38 	 3.822315e+38 	 1.165510e+22 	 3.196405e+09
1.19298685e+01 	 2.466748e-06 	 2.496531e+03 	 3.966776e+04 	 1.005178e+09 	 5.052893e+21 	 1.014839e+09 	 5.866967e+38 	 3.822314e+38 	 1.149870e+22 	 3.161975e+09
1.19299570e+01 	 2.498000e-06 	 2.492676e+03 	 3.917084e+04 	 1.002076e+09 	 4.982601e+21 	 1.000568e+09 	 5.866942e+38 	 3.822312e+38 	 1.134445e+22 	 3.127908e+09
1.19300453e+01 	 2.529647e-06 	 2.488827e+03 	 3.868014e+04 	 9.989841e+08 	 4.913309e+21 	 9.864976e+08 	 5.866916e+38 	 3.822311e+38 	 1.119232e+22 	 3.094203e+09
1.19301335e+01 	 2.561695e-06 	 2.484986e+03 	 3.819558e+04 	 9.959026e+08 	 4.845003e+21 	 9.726258e+08 	 5.866891e+38 	 3.822309e+38 	 1.104230e+22 	 3.060856e+09
1.19302215e+01 	 2.594150e-06 	 2.481151e+03 	 3.771710e+04 	 9.928312e+08 	 4.777669e+21 	 9.589495e+08 	 5.866865e+38 	 3.822308e+38 	 1.089433e+22 	 3.027861e+09
1.19303093e+01 	 2.627016e-06 	 2.477323e+03 	 3.724461e+04 	 9.897699e+08 	 4.711292e+21 	 9.454661e+08 	 5.866840e+38 	 3.822306e+38 	 1.074841e+22 	 2.995217e+09
1.19303970e+01 	 2.660298e-06 	 2.473501e+03 	 3.677804e+04 	 9.867187e+08 	 4.645858e+21 	 9.321728e+08 	 5.866814e+38 	 3.822305e+38 	 1.060449e+22 	 2.962919e+09
1.19304846e+01 	 2.694002e-06 	 2.469687e+03 	 3.631731e+04 	 9.836776e+08 	 4.581354e+21 	 9.190669e+08 	 5.866789e+38 	 3.822303e+38 	 1.046255e+22 	 2.930963e+09
1.19305720e+01 	 2.728133e-06 	 2.465878e+03 	 3.586236e+04 	 9.806464e+08 	 4.517767e+21 	 9.061458e+08 	 5.866763e+38 	 3.822302e+38 	 1.032256e+22 	 2.899346e+09
1.19306593e+01 	 2.762697e-06 	 2.462077e+03 	 3.541311e+04 	 9.776252e+08 	 4.455082e+21 	 8.934067e+08 	 5.866738e+38 	 3.822300e+38 	 1.018450e+22 	 2.868065e+09
1.19307464e+01 	 2.797698e-06 	 2.458282e+03 	 3.496948e+04 	 9.746140e+08 	 4.393288e+21 	 8.808473e+08 	 5.866713e+38 	 3.822298e+38 	 1.004833e+22 	 2.837116e+09
1.19308334e+01 	 2.833143e-06 	 2.454494e+03 	 3.453141e+04 	 9.716127e+08 	 4.332371e+21 	 8.684649e+08 	 5.866688e+38 	 3.822297e+38 	 9.914035e+21 	 2.806495e+09
1.19309202e+01 	 2.869037e-06 	 2.450713e+03 	 3.409883e+04 	 9.686212e+08 	 4.272318e+21 	 8.562571e+08 	 5.866663e+38 	 3.822295e+38 	 9.781583e+21 	 2.776199e+09
1.19310069e+01 	 2.905387e-06 	 2.446938e+03 	 3.367167e+04 	 9.656396e+08 	 4.213118e+21 	 8.442212e+08 	 5.866637e+38 	 3.822294e+38 	 9.650948e+21 	 2.746225e+09
