r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999913e+06 	 5.586232e+00 	 3.058945e+08 	 3.073797e+04 	 1.509081e+09 	 1.595751e+22 	 5.480305e+07 	 1.208267e+39 	 7.896435e+38 	 4.361145e+22 	 1.926092e+09
1.20002262e+06 	 5.651864e+00 	 3.055904e+08 	 3.037968e+04 	 1.506082e+09 	 1.581463e+22 	 5.411228e+07 	 1.208222e+39 	 7.896220e+38 	 4.324046e+22 	 1.906083e+09
1.20004615e+06 	 5.718267e+00 	 3.052871e+08 	 3.002557e+04 	 1.503094e+09 	 1.567327e+22 	 5.343031e+07 	 1.208176e+39 	 7.896003e+38 	 4.287325e+22 	 1.886278e+09
1.20006970e+06 	 5.785450e+00 	 3.049846e+08 	 2.967558e+04 	 1.500116e+09 	 1.553342e+22 	 5.275701e+07 	 1.208130e+39 	 7.895785e+38 	 4.250976e+22 	 1.866673e+09
1.20009328e+06 	 5.853422e+00 	 3.046828e+08 	 2.932967e+04 	 1.497149e+09 	 1.539505e+22 	 5.209229e+07 	 1.208084e+39 	 7.895566e+38 	 4.214995e+22 	 1.847268e+09
1.20011688e+06 	 5.922192e+00 	 3.043817e+08 	 2.898780e+04 	 1.494192e+09 	 1.525814e+22 	 5.143602e+07 	 1.208038e+39 	 7.895347e+38 	 4.179379e+22 	 1.828060e+09
1.20014051e+06 	 5.991770e+00 	 3.040815e+08 	 2.864991e+04 	 1.491245e+09 	 1.512269e+22 	 5.078811e+07 	 1.207991e+39 	 7.895126e+38 	 4.144123e+22 	 1.809047e+09
1.20016417e+06 	 6.062165e+00 	 3.037819e+08 	 2.831596e+04 	 1.488309e+09 	 1.498866e+22 	 5.014844e+07 	 1.207945e+39 	 7.894904e+38 	 4.109224e+22 	 1.790228e+09
1.20018785e+06 	 6.133386e+00 	 3.034832e+08 	 2.798590e+04 	 1.485383e+09 	 1.485606e+22 	 4.951692e+07 	 1.207898e+39 	 7.894681e+38 	 4.074677e+22 	 1.771600e+09
1.20021156e+06 	 6.205444e+00 	 3.031852e+08 	 2.765968e+04 	 1.482467e+09 	 1.472486e+22 	 4.889342e+07 	 1.207851e+39 	 7.894456e+38 	 4.040479e+22 	 1.753162e+09
1.20023530e+06 	 6.278349e+00 	 3.028879e+08 	 2.733727e+04 	 1.479561e+09 	 1.459504e+22 	 4.827786e+07 	 1.207804e+39 	 7.894231e+38 	 4.006626e+22 	 1.734911e+09
