r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20044509e+06 	 4.401200e+02 	 3.133821e+08 	 9.791688e+02 	 1.583863e+09 	 1.596694e+22 	 7.119855e+05 	 1.704137e+39 	 1.113931e+39 	 4.775676e+22 	 5.949860e+07
1.20121269e+06 	 4.448299e+02 	 3.129920e+08 	 9.673999e+02 	 1.579921e+09 	 1.580815e+22 	 7.035700e+05 	 1.701216e+39 	 1.112398e+39 	 4.728249e+22 	 5.891524e+07
1.20198422e+06 	 4.495873e+02 	 3.126016e+08 	 9.557724e+02 	 1.575983e+09 	 1.565070e+22 	 6.952570e+05 	 1.698295e+39 	 1.110865e+39 	 4.681218e+22 	 5.833787e+07
1.20275971e+06 	 4.543927e+02 	 3.122112e+08 	 9.442846e+02 	 1.572049e+09 	 1.549458e+22 	 6.870452e+05 	 1.695375e+39 	 1.109333e+39 	 4.634584e+22 	 5.776642e+07
1.20353917e+06 	 4.592466e+02 	 3.118206e+08 	 9.329349e+02 	 1.568118e+09 	 1.533977e+22 	 6.789334e+05 	 1.692455e+39 	 1.107801e+39 	 4.588342e+22 	 5.720083e+07
1.20432259e+06 	 4.641493e+02 	 3.114300e+08 	 9.217217e+02 	 1.564191e+09 	 1.518628e+22 	 6.709203e+05 	 1.689536e+39 	 1.106270e+39 	 4.542492e+22 	 5.664102e+07
1.20510998e+06 	 4.691015e+02 	 3.110392e+08 	 9.106432e+02 	 1.560268e+09 	 1.503410e+22 	 6.630047e+05 	 1.686617e+39 	 1.104740e+39 	 4.497031e+22 	 5.608695e+07
1.20590134e+06 	 4.741035e+02 	 3.106483e+08 	 8.996978e+02 	 1.556349e+09 	 1.488321e+22 	 6.551854e+05 	 1.683699e+39 	 1.103210e+39 	 4.451957e+22 	 5.553854e+07
1.20669669e+06 	 4.791558e+02 	 3.102573e+08 	 8.888841e+02 	 1.552434e+09 	 1.473362e+22 	 6.474612e+05 	 1.680782e+39 	 1.101680e+39 	 4.407267e+22 	 5.499574e+07
1.20749603e+06 	 4.842588e+02 	 3.098662e+08 	 8.782003e+02 	 1.548522e+09 	 1.458531e+22 	 6.398308e+05 	 1.677865e+39 	 1.100151e+39 	 4.362959e+22 	 5.445849e+07
1.20829937e+06 	 4.894131e+02 	 3.094750e+08 	 8.676449e+02 	 1.544615e+09 	 1.443827e+22 	 6.322931e+05 	 1.674950e+39 	 1.098623e+39 	 4.319031e+22 	 5.392672e+07
1.20910670e+06 	 4.946192e+02 	 3.090837e+08 	 8.572164e+02 	 1.540711e+09 	 1.429250e+22 	 6.248470e+05 	 1.672035e+39 	 1.097095e+39 	 4.275481e+22 	 5.340038e+07
1.20991806e+06 	 4.998775e+02 	 3.086923e+08 	 8.469132e+02 	 1.536811e+09 	 1.414799e+22 	 6.174913e+05 	 1.669120e+39 	 1.095568e+39 	 4.232306e+22 	 5.287941e+07
1.21073346e+06 	 5.051884e+02 	 3.083008e+08 	 8.367338e+02 	 1.532916e+09 	 1.400473e+22 	 6.102249e+05 	 1.666207e+39 	 1.094041e+39 	 4.189503e+22 	 5.236375e+07
1.21155287e+06 	 5.105526e+02 	 3.079092e+08 	 8.266769e+02 	 1.529025e+09 	 1.386271e+22 	 6.030467e+05 	 1.663295e+39 	 1.092515e+39 	 4.147071e+22 	 5.185334e+07
1.21237632e+06 	 5.159705e+02 	 3.075176e+08 	 8.167407e+02 	 1.525138e+09 	 1.372193e+22 	 5.959556e+05 	 1.660384e+39 	 1.090990e+39 	 4.105008e+22 	 5.134814e+07
1.21320382e+06 	 5.214426e+02 	 3.071259e+08 	 8.069241e+02 	 1.521254e+09 	 1.358238e+22 	 5.889505e+05 	 1.657474e+39 	 1.089466e+39 	 4.063311e+22 	 5.084807e+07
