r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
4.496061e+06 	2.013392e+07 	3.698420e-05 	4.156099e+14 	3.533289e+07 	3.533293e+07 	2.000000e+00 	3.949260e+38 	3.584074e+38 	3.110650e+01 	3.325127e-01 	sonic point
4.520450e+06 	2.001726e+07 	3.629996e-05 	4.060881e+14 	3.560171e+07 	3.523042e+07 	2.000110e+00 	3.946905e+38 	3.583907e+38 	3.070652e+01 	3.324936e-01 	
4.544972e+06 	1.990146e+07 	3.562952e-05 	3.967994e+14 	3.587149e+07 	3.512836e+07 	2.000438e+00 	3.944567e+38 	3.583741e+38 	3.031259e+01 	3.324741e-01 	
4.569627e+06 	1.978650e+07 	3.497256e-05 	3.877376e+14 	3.614223e+07 	3.502676e+07 	2.000983e+00 	3.942244e+38 	3.583577e+38 	2.992460e+01 	3.324543e-01 	
4.594415e+06 	1.967238e+07 	3.432880e-05 	3.788969e+14 	3.641392e+07 	3.492561e+07 	2.001742e+00 	3.939937e+38 	3.583413e+38 	2.954245e+01 	3.324340e-01 	
4.619338e+06 	1.955910e+07 	3.369795e-05 	3.702716e+14 	3.668657e+07 	3.482490e+07 	2.002713e+00 	3.937645e+38 	3.583252e+38 	2.916603e+01 	3.324133e-01 	
4.644396e+06 	1.944664e+07 	3.307972e-05 	3.618561e+14 	3.696015e+07 	3.472464e+07 	2.003894e+00 	3.935368e+38 	3.583091e+38 	2.879526e+01 	3.323922e-01 	
4.669591e+06 	1.933500e+07 	3.247386e-05 	3.536450e+14 	3.723468e+07 	3.462482e+07 	2.005283e+00 	3.933106e+38 	3.582932e+38 	2.843003e+01 	3.323707e-01 	
4.694921e+06 	1.922417e+07 	3.188008e-05 	3.456331e+14 	3.751013e+07 	3.452544e+07 	2.006879e+00 	3.930860e+38 	3.582773e+38 	2.807026e+01 	3.323488e-01 	
4.720390e+06 	1.911415e+07 	3.129812e-05 	3.378152e+14 	3.778651e+07 	3.442650e+07 	2.008679e+00 	3.928628e+38 	3.582617e+38 	2.771585e+01 	3.323264e-01 	
4.745996e+06 	1.900492e+07 	3.072774e-05 	3.301864e+14 	3.806381e+07 	3.432800e+07 	2.010681e+00 	3.926411e+38 	3.582461e+38 	2.736670e+01 	3.323036e-01 	
4.771741e+06 	1.889649e+07 	3.016869e-05 	3.227417e+14 	3.834202e+07 	3.422993e+07 	2.012884e+00 	3.924209e+38 	3.582307e+38 	2.702274e+01 	3.322804e-01 	
4.797626e+06 	1.878883e+07 	2.962072e-05 	3.154766e+14 	3.862113e+07 	3.413228e+07 	2.015286e+00 	3.922021e+38 	3.582154e+38 	2.668386e+01 	3.322567e-01 	
4.823651e+06 	1.868196e+07 	2.908359e-05 	3.083865e+14 	3.890115e+07 	3.403507e+07 	2.017884e+00 	3.919848e+38 	3.582002e+38 	2.635000e+01 	3.322326e-01 	
4.849818e+06 	1.857585e+07 	2.855707e-05 	3.014667e+14 	3.918206e+07 	3.393828e+07 	2.020678e+00 	3.917689e+38 	3.581851e+38 	2.602106e+01 	3.322080e-01 	
4.876126e+06 	1.847051e+07 	2.804094e-05 	2.947131e+14 	3.946385e+07 	3.384192e+07 	2.023666e+00 	3.915545e+38 	3.581701e+38 	2.569696e+01 	3.321829e-01 	
4.902577e+06 	1.836593e+07 	2.753497e-05 	2.881214e+14 	3.974653e+07 	3.374597e+07 	2.026845e+00 	3.913414e+38 	3.581553e+38 	2.537763e+01 	3.321573e-01 	
4.929172e+06 	1.826210e+07 	2.703895e-05 	2.816875e+14 	4.003008e+07 	3.365044e+07 	2.030215e+00 	3.911298e+38 	3.581406e+38 	2.506297e+01 	3.321313e-01 	
4.955911e+06 	1.815901e+07 	2.655267e-05 	2.754073e+14 	4.031449e+07 	3.355533e+07 	2.033773e+00 	3.909195e+38 	3.581260e+38 	2.475292e+01 	3.321047e-01 	
4.982795e+06 	1.805666e+07 	2.607591e-05 	2.692770e+14 	4.059977e+07 	3.346064e+07 	2.037518e+00 	3.907106e+38 	3.581115e+38 	2.444740e+01 	3.320777e-01 	
5.009825e+06 	1.795504e+07 	2.560848e-05 	2.632928e+14 	4.088589e+07 	3.336635e+07 	2.041448e+00 	3.905031e+38 	3.580971e+38 	2.414633e+01 	3.320501e-01 	
5.037001e+06 	1.785415e+07 	2.515019e-05 	2.574511e+14 	4.117286e+07 	3.327247e+07 	2.045562e+00 	3.902970e+38 	3.580828e+38 	2.384963e+01 	3.320221e-01 	
5.064325e+06 	1.775398e+07 	2.470083e-05 	2.517481e+14 	4.146067e+07 	3.317900e+07 	2.049859e+00 	3.900921e+38 	3.580686e+38 	2.355725e+01 	3.319935e-01 	
5.091797e+06 	1.765452e+07 	2.426022e-05 	2.461804e+14 	4.174931e+07 	3.308594e+07 	2.054336e+00 	3.898887e+38 	3.580546e+38 	2.326910e+01 	3.319643e-01 	
5.119418e+06 	1.755577e+07 	2.382818e-05 	2.407447e+14 	4.203877e+07 	3.299328e+07 	2.058992e+00 	3.896865e+38 	3.580406e+38 	2.298512e+01 	3.319347e-01 	
5.147189e+06 	1.745773e+07 	2.340452e-05 	2.354375e+14 	4.232905e+07 	3.290101e+07 	2.063826e+00 	3.894857e+38 	3.580268e+38 	2.270523e+01 	3.319045e-01 	
5.175111e+06 	1.736037e+07 	2.298907e-05 	2.302558e+14 	4.262014e+07 	3.280915e+07 	2.068837e+00 	3.892862e+38 	3.580131e+38 	2.242938e+01 	3.318737e-01 	
5.203184e+06 	1.726371e+07 	2.258166e-05 	2.251962e+14 	4.291203e+07 	3.271768e+07 	2.074022e+00 	3.890879e+38 	3.579994e+38 	2.215749e+01 	3.318424e-01 	
5.231409e+06 	1.716773e+07 	2.218212e-05 	2.202559e+14 	4.320471e+07 	3.262661e+07 	2.079381e+00 	3.888910e+38 	3.579859e+38 	2.188950e+01 	3.318105e-01 	
