r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	2.168967e+09 	7.625900e+05 	1.604931e+23 	2.834667e-02 	3.667262e+08 	1.321941e+10 	6.322706e+38 	4.132105e+38 	3.767524e+10 	
1.200015e+06 	2.162471e+09 	7.536145e+05 	1.582696e+23 	2.868348e-02 	3.661766e+08 	1.304264e+10 	6.322659e+38 	4.132101e+38 	3.730841e+10 	
1.200030e+06 	2.155995e+09 	7.447447e+05 	1.560774e+23 	2.902429e-02 	3.656279e+08 	1.286824e+10 	6.322611e+38 	4.132097e+38 	3.694508e+10 	
1.200045e+06 	2.149539e+09 	7.359793e+05 	1.539162e+23 	2.936915e-02 	3.650801e+08 	1.269618e+10 	6.322564e+38 	4.132093e+38 	3.658525e+10 	
1.200059e+06 	2.143104e+09 	7.273170e+05 	1.517855e+23 	2.971811e-02 	3.645332e+08 	1.252644e+10 	6.322517e+38 	4.132089e+38 	3.622886e+10 	
1.200074e+06 	2.136690e+09 	7.187567e+05 	1.496848e+23 	3.007122e-02 	3.639873e+08 	1.235898e+10 	6.322470e+38 	4.132085e+38 	3.587590e+10 	
1.200089e+06 	2.130296e+09 	7.102972e+05 	1.476137e+23 	3.042852e-02 	3.634422e+08 	1.219377e+10 	6.322423e+38 	4.132081e+38 	3.552632e+10 	
1.200103e+06 	2.123922e+09 	7.019372e+05 	1.455718e+23 	3.079008e-02 	3.628981e+08 	1.203078e+10 	6.322376e+38 	4.132076e+38 	3.518009e+10 	
1.200118e+06 	2.117568e+09 	6.936756e+05 	1.435587e+23 	3.115593e-02 	3.623549e+08 	1.186997e+10 	6.322329e+38 	4.132072e+38 	3.483719e+10 	
1.200132e+06 	2.111235e+09 	6.855113e+05 	1.415740e+23 	3.152613e-02 	3.618126e+08 	1.171133e+10 	6.322282e+38 	4.132068e+38 	3.449758e+10 	
1.200147e+06 	2.104922e+09 	6.774430e+05 	1.396173e+23 	3.190073e-02 	3.612713e+08 	1.155482e+10 	6.322236e+38 	4.132064e+38 	3.416123e+10 	
