r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200001e+06 	2.241499e+09 	6.849706e+05 	1.604931e+23 	7.065144e-02 	3.728076e+08 	5.372608e+09 	7.372449e+38 	4.818149e+38 	3.307455e+10 	
1.200016e+06 	2.235138e+09 	6.771508e+05 	1.583842e+23 	7.146523e-02 	3.722782e+08 	5.303211e+09 	7.372382e+38 	4.818138e+38 	3.276110e+10 	
1.200032e+06 	2.228797e+09 	6.694203e+05 	1.563037e+23 	7.228840e-02 	3.717498e+08 	5.234715e+09 	7.372315e+38 	4.818127e+38 	3.245058e+10 	
1.200047e+06 	2.222476e+09 	6.617780e+05 	1.542511e+23 	7.312105e-02 	3.712222e+08 	5.167109e+09 	7.372247e+38 	4.818116e+38 	3.214296e+10 	
1.200063e+06 	2.216174e+09 	6.542229e+05 	1.522262e+23 	7.396330e-02 	3.706956e+08 	5.100380e+09 	7.372180e+38 	4.818105e+38 	3.183821e+10 	
1.200078e+06 	2.209891e+09 	6.467541e+05 	1.502284e+23 	7.481525e-02 	3.701697e+08 	5.034518e+09 	7.372113e+38 	4.818094e+38 	3.153630e+10 	
1.200094e+06 	2.203628e+09 	6.393706e+05 	1.482575e+23 	7.567703e-02 	3.696448e+08 	4.969511e+09 	7.372046e+38 	4.818083e+38 	3.123721e+10 	
1.200109e+06 	2.197384e+09 	6.320714e+05 	1.463131e+23 	7.654873e-02 	3.691207e+08 	4.905347e+09 	7.371980e+38 	4.818072e+38 	3.094091e+10 	
1.200124e+06 	2.191159e+09 	6.248555e+05 	1.443948e+23 	7.743048e-02 	3.685975e+08 	4.842017e+09 	7.371913e+38 	4.818061e+38 	3.064738e+10 	
1.200140e+06 	2.184953e+09 	6.177219e+05 	1.425022e+23 	7.832239e-02 	3.680752e+08 	4.779508e+09 	7.371846e+38 	4.818051e+38 	3.035659e+10 	
1.200155e+06 	2.178766e+09 	6.106699e+05 	1.406351e+23 	7.922457e-02 	3.675537e+08 	4.717810e+09 	7.371780e+38 	4.818040e+38 	3.006852e+10 	
1.200170e+06 	2.172599e+09 	6.036983e+05 	1.387931e+23 	8.013716e-02 	3.670331e+08 	4.656914e+09 	7.371713e+38 	4.818029e+38 	2.978313e+10 	
1.200186e+06 	2.166450e+09 	5.968063e+05 	1.369757e+23 	8.106026e-02 	3.665134e+08 	4.596808e+09 	7.371647e+38 	4.818018e+38 	2.950041e+10 	
1.200201e+06 	2.160321e+09 	5.899930e+05 	1.351828e+23 	8.199400e-02 	3.659945e+08 	4.537481e+09 	7.371581e+38 	4.818007e+38 	2.922033e+10 	
1.200216e+06 	2.154210e+09 	5.832574e+05 	1.334138e+23 	8.293850e-02 	3.654765e+08 	4.478925e+09 	7.371515e+38 	4.817996e+38 	2.894287e+10 	
1.200231e+06 	2.148118e+09 	5.765988e+05 	1.316686e+23 	8.389388e-02 	3.649593e+08 	4.421128e+09 	7.371449e+38 	4.817985e+38 	2.866800e+10 	
1.200246e+06 	2.142044e+09 	5.700162e+05 	1.299468e+23 	8.486028e-02 	3.644430e+08 	4.364081e+09 	7.371383e+38 	4.817974e+38 	2.839570e+10 	
1.200261e+06 	2.135989e+09 	5.635087e+05 	1.282480e+23 	8.583781e-02 	3.639276e+08 	4.307774e+09 	7.371317e+38 	4.817963e+38 	2.812595e+10 	
1.200276e+06 	2.129953e+09 	5.570756e+05 	1.265720e+23 	8.682661e-02 	3.634130e+08 	4.252197e+09 	7.371251e+38 	4.817953e+38 	2.785872e+10 	
