r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199998e+06 	2.185007e+09 	7.455187e+05 	1.604931e+23 	3.650369e-02 	3.680797e+08 	1.029487e+10 	6.543938e+38 	4.276683e+38 	3.664365e+10 	
1.200013e+06 	2.178565e+09 	7.368392e+05 	1.583037e+23 	3.693265e-02 	3.675367e+08 	1.015882e+10 	6.543887e+38 	4.276677e+38 	3.629048e+10 	
1.200027e+06 	2.172142e+09 	7.282607e+05 	1.561447e+23 	3.736665e-02 	3.669945e+08 	1.002457e+10 	6.543836e+38 	4.276672e+38 	3.594066e+10 	
1.200042e+06 	2.165740e+09 	7.197821e+05 	1.540157e+23 	3.780575e-02 	3.664533e+08 	9.892105e+09 	6.543785e+38 	4.276667e+38 	3.559417e+10 	
1.200057e+06 	2.159358e+09 	7.114022e+05 	1.519163e+23 	3.825001e-02 	3.659130e+08 	9.761399e+09 	6.543734e+38 	4.276661e+38 	3.525096e+10 	
1.200072e+06 	2.152996e+09 	7.031199e+05 	1.498461e+23 	3.869950e-02 	3.653735e+08 	9.632429e+09 	6.543684e+38 	4.276656e+38 	3.491101e+10 	
1.200086e+06 	2.146654e+09 	6.949340e+05 	1.478047e+23 	3.915427e-02 	3.648350e+08 	9.505172e+09 	6.543633e+38 	4.276651e+38 	3.457429e+10 	
1.200101e+06 	2.140332e+09 	6.868434e+05 	1.457917e+23 	3.961438e-02 	3.642974e+08 	9.379605e+09 	6.543582e+38 	4.276645e+38 	3.424077e+10 	
1.200116e+06 	2.134030e+09 	6.788470e+05 	1.438067e+23 	4.007991e-02 	3.637606e+08 	9.255705e+09 	6.543532e+38 	4.276640e+38 	3.391041e+10 	
1.200130e+06 	2.127748e+09 	6.709437e+05 	1.418492e+23 	4.055091e-02 	3.632248e+08 	9.133450e+09 	6.543482e+38 	4.276635e+38 	3.358320e+10 	
1.200145e+06 	2.121485e+09 	6.631324e+05 	1.399189e+23 	4.102744e-02 	3.626899e+08 	9.012817e+09 	6.543431e+38 	4.276629e+38 	3.325909e+10 	
1.200159e+06 	2.115242e+09 	6.554120e+05 	1.380153e+23 	4.150958e-02 	3.621558e+08 	8.893786e+09 	6.543381e+38 	4.276624e+38 	3.293806e+10 	
1.200174e+06 	2.109018e+09 	6.477816e+05 	1.361382e+23 	4.199739e-02 	3.616226e+08 	8.776335e+09 	6.543331e+38 	4.276619e+38 	3.262009e+10 	
1.200188e+06 	2.102814e+09 	6.402399e+05 	1.342872e+23 	4.249094e-02 	3.610904e+08 	8.660443e+09 	6.543281e+38 	4.276613e+38 	3.230513e+10 	
1.200203e+06 	2.096629e+09 	6.327861e+05 	1.324618e+23 	4.299028e-02 	3.605590e+08 	8.546089e+09 	6.543231e+38 	4.276608e+38 	3.199317e+10 	
1.200217e+06 	2.090464e+09 	6.254190e+05 	1.306617e+23 	4.349550e-02 	3.600285e+08 	8.433253e+09 	6.543182e+38 	4.276603e+38 	3.168418e+10 	
1.200232e+06 	2.084319e+09 	6.181378e+05 	1.288867e+23 	4.400665e-02 	3.594989e+08 	8.321914e+09 	6.543132e+38 	4.276598e+38 	3.137812e+10 	
1.200246e+06 	2.078192e+09 	6.109412e+05 	1.271362e+23 	4.452382e-02 	3.589701e+08 	8.212053e+09 	6.543082e+38 	4.276592e+38 	3.107498e+10 	
1.200260e+06 	2.072085e+09 	6.038285e+05 	1.254099e+23 	4.504707e-02 	3.584423e+08 	8.103650e+09 	6.543033e+38 	4.276587e+38 	3.077471e+10 	
1.200275e+06 	2.065997e+09 	5.967986e+05 	1.237076e+23 	4.557647e-02 	3.579153e+08 	7.996685e+09 	6.542984e+38 	4.276582e+38 	3.047731e+10 	
1.200289e+06 	2.059928e+09 	5.898505e+05 	1.220289e+23 	4.611209e-02 	3.573892e+08 	7.891138e+09 	6.542934e+38 	4.276576e+38 	3.018273e+10 	
1.200303e+06 	2.053878e+09 	5.829833e+05 	1.203734e+23 	4.665401e-02 	3.568640e+08 	7.786992e+09 	6.542885e+38 	4.276571e+38 	2.989096e+10 	
1.200317e+06 	2.047847e+09 	5.761961e+05 	1.187408e+23 	4.720230e-02 	3.563397e+08 	7.684228e+09 	6.542836e+38 	4.276566e+38 	2.960197e+10 	
1.200331e+06 	2.041834e+09 	5.694878e+05 	1.171308e+23 	4.775704e-02 	3.558162e+08 	7.582826e+09 	6.542787e+38 	4.276560e+38 	2.931573e+10 	
1.200346e+06 	2.035841e+09 	5.628577e+05 	1.155431e+23 	4.831830e-02 	3.552936e+08 	7.482770e+09 	6.542738e+38 	4.276555e+38 	2.903220e+10 	
1.200360e+06 	2.029867e+09 	5.563048e+05 	1.139774e+23 	4.888616e-02 	3.547719e+08 	7.384041e+09 	6.542689e+38 	4.276550e+38 	2.875138e+10 	
1.200374e+06 	2.023911e+09 	5.498281e+05 	1.124333e+23 	4.946070e-02 	3.542511e+08 	7.286621e+09 	6.542641e+38 	4.276545e+38 	2.847324e+10 	
1.200388e+06 	2.017974e+09 	5.434269e+05 	1.109106e+23 	5.004199e-02 	3.537311e+08 	7.190493e+09 	6.542592e+38 	4.276539e+38 	2.819774e+10 	
1.200402e+06 	2.012055e+09 	5.371002e+05 	1.094089e+23 	5.063012e-02 	3.532120e+08 	7.095640e+09 	6.542543e+38 	4.276534e+38 	2.792487e+10 	
1.200416e+06 	2.006155e+09 	5.308471e+05 	1.079280e+23 	5.122516e-02 	3.526937e+08 	7.002044e+09 	6.542495e+38 	4.276529e+38 	2.765460e+10 	
1.200430e+06 	2.000273e+09 	5.246669e+05 	1.064675e+23 	5.182720e-02 	3.521763e+08 	6.909689e+09 	6.542447e+38 	4.276523e+38 	2.738690e+10 	
1.200444e+06 	1.994410e+09 	5.185586e+05 	1.050272e+23 	5.243631e-02 	3.516598e+08 	6.818559e+09 	6.542398e+38 	4.276518e+38 	2.712176e+10 	
1.200457e+06 	1.988565e+09 	5.125214e+05 	1.036068e+23 	5.305259e-02 	3.511441e+08 	6.728636e+09 	6.542350e+38 	4.276513e+38 	2.685914e+10 	
1.200471e+06 	1.982739e+09 	5.065545e+05 	1.022060e+23 	5.367612e-02 	3.506293e+08 	6.639906e+09 	6.542302e+38 	4.276508e+38 	2.659902e+10 	
1.200485e+06 	1.976931e+09 	5.006570e+05 	1.008246e+23 	5.430697e-02 	3.501154e+08 	6.552352e+09 	6.542254e+38 	4.276502e+38 	2.634138e+10 	
1.200499e+06 	1.971141e+09 	4.948283e+05 	9.946216e+22 	5.494525e-02 	3.496023e+08 	6.465958e+09 	6.542206e+38 	4.276497e+38 	2.608620e+10 	
1.200513e+06 	1.965369e+09 	4.890673e+05 	9.811856e+22 	5.559103e-02 	3.490900e+08 	6.380709e+09 	6.542158e+38 	4.276492e+38 	2.583346e+10 	
