r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200001e+06 	2.769925e+09 	7.003377e+04 	1.604931e+23 	6.158648e+00 	4.144284e+08 	6.733369e+07 	2.143441e+39 	1.400812e+39 	2.911943e+09 	
1.200073e+06 	2.765911e+09 	6.928266e+04 	1.594880e+23 	6.224570e+00 	4.141279e+08 	6.657176e+07 	2.142935e+39 	1.400526e+39 	2.883856e+09 	
1.200145e+06 	2.761906e+09 	6.853960e+04 	1.584904e+23 	6.291194e+00 	4.138280e+08 	6.581853e+07 	2.142426e+39 	1.400238e+39 	2.856036e+09 	
1.200217e+06 	2.757911e+09 	6.780452e+04 	1.575003e+23 	6.358529e+00 	4.135286e+08 	6.507391e+07 	2.141915e+39 	1.399949e+39 	2.828482e+09 	
1.200290e+06 	2.753926e+09 	6.707731e+04 	1.565177e+23 	6.426582e+00 	4.132297e+08 	6.433779e+07 	2.141401e+39 	1.399658e+39 	2.801191e+09 	
1.200363e+06 	2.749950e+09 	6.635791e+04 	1.555426e+23 	6.495360e+00 	4.129314e+08 	6.361007e+07 	2.140885e+39 	1.399366e+39 	2.774161e+09 	
1.200436e+06 	2.745984e+09 	6.564623e+04 	1.545747e+23 	6.564871e+00 	4.126335e+08 	6.289067e+07 	2.140366e+39 	1.399072e+39 	2.747388e+09 	
1.200510e+06 	2.742028e+09 	6.494217e+04 	1.536141e+23 	6.635123e+00 	4.123361e+08 	6.217948e+07 	2.139844e+39 	1.398776e+39 	2.720871e+09 	
1.200583e+06 	2.738081e+09 	6.424567e+04 	1.526608e+23 	6.706124e+00 	4.120393e+08 	6.147640e+07 	2.139319e+39 	1.398478e+39 	2.694607e+09 	
1.200657e+06 	2.734144e+09 	6.355664e+04 	1.517146e+23 	6.777882e+00 	4.117429e+08 	6.078136e+07 	2.138792e+39 	1.398179e+39 	2.668594e+09 	
1.200731e+06 	2.730216e+09 	6.287499e+04 	1.507755e+23 	6.850404e+00 	4.114470e+08 	6.009424e+07 	2.138262e+39 	1.397879e+39 	2.642830e+09 	
1.200806e+06 	2.726297e+09 	6.220066e+04 	1.498433e+23 	6.923699e+00 	4.111517e+08 	5.941496e+07 	2.137729e+39 	1.397576e+39 	2.617312e+09 	
1.200881e+06 	2.722388e+09 	6.153356e+04 	1.489181e+23 	6.997774e+00 	4.108568e+08 	5.874343e+07 	2.137194e+39 	1.397272e+39 	2.592037e+09 	
1.200956e+06 	2.718488e+09 	6.087361e+04 	1.479997e+23 	7.072639e+00 	4.105624e+08 	5.807957e+07 	2.136656e+39 	1.396966e+39 	2.567005e+09 	
1.201031e+06 	2.714597e+09 	6.022075e+04 	1.470881e+23 	7.148302e+00 	4.102684e+08 	5.742327e+07 	2.136115e+39 	1.396659e+39 	2.542211e+09 	
1.201106e+06 	2.710715e+09 	5.957488e+04 	1.461832e+23 	7.224770e+00 	4.099750e+08 	5.677446e+07 	2.135571e+39 	1.396350e+39 	2.517655e+09 	
1.201182e+06 	2.706842e+09 	5.893594e+04 	1.452851e+23 	7.302053e+00 	4.096820e+08 	5.613305e+07 	2.135024e+39 	1.396039e+39 	2.493334e+09 	
1.201258e+06 	2.702978e+09 	5.830385e+04 	1.443935e+23 	7.380159e+00 	4.093895e+08 	5.549895e+07 	2.134475e+39 	1.395726e+39 	2.469245e+09 	
1.201334e+06 	2.699124e+09 	5.767855e+04 	1.435086e+23 	7.459097e+00 	4.090975e+08 	5.487208e+07 	2.133922e+39 	1.395412e+39 	2.445387e+09 	
1.201411e+06 	2.695278e+09 	5.705995e+04 	1.426301e+23 	7.538875e+00 	4.088060e+08 	5.425236e+07 	2.133367e+39 	1.395096e+39 	2.421758e+09 	
1.201487e+06 	2.691441e+09 	5.644798e+04 	1.417580e+23 	7.619503e+00 	4.085149e+08 	5.363970e+07 	2.132809e+39 	1.394778e+39 	2.398354e+09 	
