r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200001e+06 	2.595664e+09 	2.846313e+05 	1.604931e+23 	8.521387e-01 	4.011804e+08 	4.730665e+08 	1.477932e+39 	9.658794e+38 	1.239585e+10 	
1.200029e+06 	2.590047e+09 	2.814581e+05 	1.588920e+23 	8.616997e-01 	4.007461e+08 	4.672902e+08 	1.477875e+39 	9.658543e+38 	1.227662e+10 	
1.200058e+06 	2.584448e+09 	2.783202e+05 	1.573087e+23 	8.713680e-01 	4.003127e+08 	4.615852e+08 	1.477818e+39 	9.658291e+38 	1.215852e+10 	
1.200086e+06 	2.578867e+09 	2.752173e+05 	1.557431e+23 	8.811448e-01 	3.998802e+08 	4.559504e+08 	1.477761e+39 	9.658039e+38 	1.204152e+10 	
1.200114e+06 	2.573303e+09 	2.721490e+05 	1.541948e+23 	8.910313e-01 	3.994486e+08 	4.503851e+08 	1.477704e+39 	9.657785e+38 	1.192563e+10 	
1.200143e+06 	2.567758e+09 	2.691149e+05 	1.526638e+23 	9.010287e-01 	3.990180e+08 	4.448884e+08 	1.477646e+39 	9.657531e+38 	1.181082e+10 	
1.200171e+06 	2.562231e+09 	2.661147e+05 	1.511498e+23 	9.111382e-01 	3.985883e+08 	4.394595e+08 	1.477588e+39 	9.657276e+38 	1.169710e+10 	
1.200200e+06 	2.556721e+09 	2.631478e+05 	1.496527e+23 	9.213612e-01 	3.981595e+08 	4.340974e+08 	1.477531e+39 	9.657020e+38 	1.158445e+10 	
1.200228e+06 	2.551230e+09 	2.602141e+05 	1.481721e+23 	9.316989e-01 	3.977317e+08 	4.288015e+08 	1.477473e+39 	9.656763e+38 	1.147285e+10 	
1.200257e+06 	2.545756e+09 	2.573131e+05 	1.467080e+23 	9.421526e-01 	3.973048e+08 	4.235707e+08 	1.477415e+39 	9.656505e+38 	1.136231e+10 	
1.200285e+06 	2.540299e+09 	2.544444e+05 	1.452602e+23 	9.527236e-01 	3.968788e+08 	4.184045e+08 	1.477357e+39 	9.656246e+38 	1.125281e+10 	
1.200314e+06 	2.534861e+09 	2.516077e+05 	1.438283e+23 	9.634132e-01 	3.964537e+08 	4.133018e+08 	1.477298e+39 	9.655987e+38 	1.114434e+10 	
1.200342e+06 	2.529440e+09 	2.488026e+05 	1.424123e+23 	9.742227e-01 	3.960296e+08 	4.082620e+08 	1.477240e+39 	9.655726e+38 	1.103689e+10 	
1.200371e+06 	2.524036e+09 	2.460288e+05 	1.410120e+23 	9.851534e-01 	3.956063e+08 	4.032842e+08 	1.477181e+39 	9.655465e+38 	1.093045e+10 	
1.200399e+06 	2.518650e+09 	2.432859e+05 	1.396271e+23 	9.962068e-01 	3.951840e+08 	3.983677e+08 	1.477123e+39 	9.655202e+38 	1.082502e+10 	
1.200427e+06 	2.513281e+09 	2.405736e+05 	1.382575e+23 	1.007384e+00 	3.947626e+08 	3.935117e+08 	1.477064e+39 	9.654939e+38 	1.072058e+10 	
1.200456e+06 	2.507929e+09 	2.378916e+05 	1.369030e+23 	1.018687e+00 	3.943421e+08 	3.887156e+08 	1.477005e+39 	9.654675e+38 	1.061713e+10 	
1.200484e+06 	2.502595e+09 	2.352394e+05 	1.355635e+23 	1.030117e+00 	3.939225e+08 	3.839784e+08 	1.476946e+39 	9.654410e+38 	1.051465e+10 	
1.200513e+06 	2.497279e+09 	2.326168e+05 	1.342388e+23 	1.041675e+00 	3.935038e+08 	3.792996e+08 	1.476887e+39 	9.654144e+38 	1.041314e+10 	
1.200541e+06 	2.491979e+09 	2.300235e+05 	1.329286e+23 	1.053362e+00 	3.930861e+08 	3.746784e+08 	1.476827e+39 	9.653877e+38 	1.031258e+10 	
1.200570e+06 	2.486697e+09 	2.274590e+05 	1.316329e+23 	1.065181e+00 	3.926693e+08 	3.701140e+08 	1.476768e+39 	9.653609e+38 	1.021298e+10 	
1.200598e+06 	2.481432e+09 	2.249232e+05 	1.303514e+23 	1.077132e+00 	3.922533e+08 	3.656057e+08 	1.476708e+39 	9.653340e+38 	1.011431e+10 	
1.200627e+06 	2.476184e+09 	2.224156e+05 	1.290839e+23 	1.089217e+00 	3.918383e+08 	3.611530e+08 	1.476648e+39 	9.653070e+38 	1.001658e+10 	
1.200655e+06 	2.470952e+09 	2.199359e+05 	1.278304e+23 	1.101438e+00 	3.914242e+08 	3.567549e+08 	1.476588e+39 	9.652799e+38 	9.919769e+09 	
1.200684e+06 	2.465738e+09 	2.174840e+05 	1.265906e+23 	1.113796e+00 	3.910110e+08 	3.524110e+08 	1.476528e+39 	9.652527e+38 	9.823873e+09 	
1.200712e+06 	2.460541e+09 	2.150593e+05 	1.253644e+23 	1.126293e+00 	3.905987e+08 	3.481205e+08 	1.476468e+39 	9.652255e+38 	9.728883e+09 	
1.200741e+06 	2.455360e+09 	2.126617e+05 	1.241516e+23 	1.138930e+00 	3.901873e+08 	3.438828e+08 	1.476407e+39 	9.651981e+38 	9.634791e+09 	
1.200770e+06 	2.450197e+09 	2.102908e+05 	1.229522e+23 	1.151708e+00 	3.897768e+08 	3.396971e+08 	1.476346e+39 	9.651706e+38 	9.541587e+09 	
1.200798e+06 	2.445050e+09 	2.079464e+05 	1.217658e+23 	1.164630e+00 	3.893672e+08 	3.355630e+08 	1.476286e+39 	9.651430e+38 	9.449265e+09 	
1.200827e+06 	2.439920e+09 	2.056280e+05 	1.205924e+23 	1.177697e+00 	3.889585e+08 	3.314796e+08 	1.476225e+39 	9.651153e+38 	9.357816e+09 	
1.200855e+06 	2.434807e+09 	2.033356e+05 	1.194318e+23 	1.190911e+00 	3.885507e+08 	3.274464e+08 	1.476164e+39 	9.650875e+38 	9.267232e+09 	
1.200884e+06 	2.429710e+09 	2.010687e+05 	1.182838e+23 	1.204273e+00 	3.881438e+08 	3.234628e+08 	1.476102e+39 	9.650597e+38 	9.177505e+09 	
1.200912e+06 	2.424629e+09 	1.988270e+05 	1.171484e+23 	1.217784e+00 	3.877378e+08 	3.195281e+08 	1.476041e+39 	9.650317e+38 	9.088627e+09 	
1.200941e+06 	2.419565e+09 	1.966104e+05 	1.160253e+23 	1.231448e+00 	3.873327e+08 	3.156418e+08 	1.475979e+39 	9.650036e+38 	9.000590e+09 	
1.200970e+06 	2.414518e+09 	1.944184e+05 	1.149144e+23 	1.245264e+00 	3.869285e+08 	3.118032e+08 	1.475918e+39 	9.649754e+38 	8.913386e+09 	
1.200998e+06 	2.409487e+09 	1.922510e+05 	1.138157e+23 	1.259236e+00 	3.865251e+08 	3.080117e+08 	1.475856e+39 	9.649471e+38 	8.827008e+09 	
1.201027e+06 	2.404473e+09 	1.901076e+05 	1.127289e+23 	1.273364e+00 	3.861227e+08 	3.042669e+08 	1.475794e+39 	9.649186e+38 	8.741447e+09 	
1.201056e+06 	2.399475e+09 	1.879882e+05 	1.116539e+23 	1.287651e+00 	3.857212e+08 	3.005680e+08 	1.475731e+39 	9.648901e+38 	8.656697e+09 	
1.201084e+06 	2.394493e+09 	1.858924e+05 	1.105905e+23 	1.302098e+00 	3.853206e+08 	2.969145e+08 	1.475669e+39 	9.648615e+38 	8.572750e+09 	
1.201113e+06 	2.389527e+09 	1.838199e+05 	1.095387e+23 	1.316707e+00 	3.849208e+08 	2.933059e+08 	1.475606e+39 	9.648328e+38 	8.489598e+09 	
1.201142e+06 	2.384577e+09 	1.817706e+05 	1.084982e+23 	1.331480e+00 	3.845220e+08 	2.897416e+08 	1.475544e+39 	9.648039e+38 	8.407235e+09 	
1.201170e+06 	2.379644e+09 	1.797441e+05 	1.074690e+23 	1.346419e+00 	3.841240e+08 	2.862211e+08 	1.475481e+39 	9.647750e+38 	8.325653e+09 	
1.201199e+06 	2.374727e+09 	1.777402e+05 	1.064510e+23 	1.361525e+00 	3.837269e+08 	2.827437e+08 	1.475418e+39 	9.647459e+38 	8.244844e+09 	
1.201228e+06 	2.369825e+09 	1.757586e+05 	1.054439e+23 	1.376801e+00 	3.833307e+08 	2.793090e+08 	1.475354e+39 	9.647167e+38 	8.164802e+09 	
1.201256e+06 	2.364940e+09 	1.737992e+05 	1.044477e+23 	1.392248e+00 	3.829354e+08 	2.759165e+08 	1.475291e+39 	9.646874e+38 	8.085519e+09 	
1.201285e+06 	2.360070e+09 	1.718616e+05 	1.034622e+23 	1.407868e+00 	3.825409e+08 	2.725656e+08 	1.475227e+39 	9.646580e+38 	8.006988e+09 	
1.201314e+06 	2.355217e+09 	1.699455e+05 	1.024874e+23 	1.423664e+00 	3.821474e+08 	2.692558e+08 	1.475163e+39 	9.646285e+38 	7.929202e+09 	
1.201343e+06 	2.350379e+09 	1.680509e+05 	1.015231e+23 	1.439637e+00 	3.817547e+08 	2.659866e+08 	1.475099e+39 	9.645989e+38 	7.852155e+09 	
1.201371e+06 	2.345557e+09 	1.661773e+05 	1.005692e+23 	1.455789e+00 	3.813629e+08 	2.627575e+08 	1.475035e+39 	9.645691e+38 	7.775839e+09 	
1.201400e+06 	2.340751e+09 	1.643247e+05 	9.962550e+22 	1.472122e+00 	3.809720e+08 	2.595680e+08 	1.474971e+39 	9.645392e+38 	7.700248e+09 	
1.201429e+06 	2.335961e+09 	1.624927e+05 	9.869195e+22 	1.488638e+00 	3.805820e+08 	2.564176e+08 	1.474906e+39 	9.645093e+38 	7.625376e+09 	
1.201458e+06 	2.331186e+09 	1.606811e+05 	9.776841e+22 	1.505340e+00 	3.801928e+08 	2.533058e+08 	1.474841e+39 	9.644792e+38 	7.551214e+09 	
1.201486e+06 	2.326427e+09 	1.588898e+05 	9.685477e+22 	1.522229e+00 	3.798045e+08 	2.502322e+08 	1.474777e+39 	9.644489e+38 	7.477758e+09 	
1.201515e+06 	2.321683e+09 	1.571184e+05 	9.595092e+22 	1.539307e+00 	3.794171e+08 	2.471963e+08 	1.474711e+39 	9.644186e+38 	7.405000e+09 	
1.201544e+06 	2.316955e+09 	1.553667e+05 	9.505675e+22 	1.556577e+00 	3.790306e+08 	2.441975e+08 	1.474646e+39 	9.643881e+38 	7.332933e+09 	
1.201573e+06 	2.312242e+09 	1.536346e+05 	9.417217e+22 	1.574041e+00 	3.786449e+08 	2.412355e+08 	1.474581e+39 	9.643576e+38 	7.261552e+09 	
