r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199998e+06 	2.204494e+09 	7.247104e+05 	1.604931e+23 	4.727490e-02 	3.697174e+08 	7.976873e+09 	6.820907e+38 	4.457691e+38 	3.540156e+10 	
1.200013e+06 	2.198092e+09 	7.163493e+05 	1.583361e+23 	4.782533e-02 	3.691802e+08 	7.872519e+09 	6.820851e+38 	4.457684e+38 	3.506314e+10 	
1.200028e+06 	2.191710e+09 	7.080847e+05 	1.562086e+23 	4.838216e-02 	3.686438e+08 	7.769537e+09 	6.820795e+38 	4.457677e+38 	3.472791e+10 	
1.200043e+06 	2.185348e+09 	6.999154e+05 	1.541103e+23 	4.894549e-02 	3.681084e+08 	7.667909e+09 	6.820739e+38 	4.457670e+38 	3.439584e+10 	
1.200058e+06 	2.179005e+09 	6.918403e+05 	1.520408e+23 	4.951537e-02 	3.675738e+08 	7.567617e+09 	6.820683e+38 	4.457663e+38 	3.406689e+10 	
1.200073e+06 	2.172683e+09 	6.838584e+05 	1.499997e+23 	5.009189e-02 	3.670402e+08 	7.468644e+09 	6.820627e+38 	4.457656e+38 	3.374104e+10 	
1.200088e+06 	2.166380e+09 	6.759687e+05 	1.479866e+23 	5.067513e-02 	3.665074e+08 	7.370971e+09 	6.820571e+38 	4.457649e+38 	3.341825e+10 	
1.200103e+06 	2.160097e+09 	6.681699e+05 	1.460011e+23 	5.126516e-02 	3.659755e+08 	7.274583e+09 	6.820516e+38 	4.457642e+38 	3.309851e+10 	
1.200118e+06 	2.153833e+09 	6.604611e+05 	1.440428e+23 	5.186207e-02 	3.654445e+08 	7.179462e+09 	6.820460e+38 	4.457635e+38 	3.278178e+10 	
1.200132e+06 	2.147589e+09 	6.528412e+05 	1.421113e+23 	5.246593e-02 	3.649144e+08 	7.085591e+09 	6.820405e+38 	4.457628e+38 	3.246803e+10 	
1.200147e+06 	2.141364e+09 	6.453093e+05 	1.402062e+23 	5.307682e-02 	3.643852e+08 	6.992953e+09 	6.820350e+38 	4.457621e+38 	3.215724e+10 	
1.200162e+06 	2.135158e+09 	6.378643e+05 	1.383272e+23 	5.369483e-02 	3.638568e+08 	6.901533e+09 	6.820295e+38 	4.457614e+38 	3.184938e+10 	
1.200177e+06 	2.128972e+09 	6.305051e+05 	1.364740e+23 	5.432004e-02 	3.633293e+08 	6.811314e+09 	6.820240e+38 	4.457607e+38 	3.154442e+10 	
1.200191e+06 	2.122805e+09 	6.232309e+05 	1.346461e+23 	5.495253e-02 	3.628027e+08 	6.722280e+09 	6.820185e+38 	4.457600e+38 	3.124234e+10 	
1.200206e+06 	2.116657e+09 	6.160406e+05 	1.328433e+23 	5.559239e-02 	3.622770e+08 	6.634417e+09 	6.820130e+38 	4.457593e+38 	3.094310e+10 	
1.200221e+06 	2.110529e+09 	6.089332e+05 	1.310651e+23 	5.623970e-02 	3.617521e+08 	6.547708e+09 	6.820075e+38 	4.457586e+38 	3.064668e+10 	
1.200235e+06 	2.104419e+09 	6.019078e+05 	1.293112e+23 	5.689456e-02 	3.612281e+08 	6.462138e+09 	6.820021e+38 	4.457579e+38 	3.035306e+10 	
1.200250e+06 	2.098329e+09 	5.949635e+05 	1.275813e+23 	5.755704e-02 	3.607050e+08 	6.377692e+09 	6.819966e+38 	4.457572e+38 	3.006221e+10 	
1.200264e+06 	2.092257e+09 	5.880993e+05 	1.258751e+23 	5.822724e-02 	3.601828e+08 	6.294355e+09 	6.819912e+38 	4.457565e+38 	2.977410e+10 	
1.200279e+06 	2.086204e+09 	5.813143e+05 	1.241921e+23 	5.890525e-02 	3.596614e+08 	6.212113e+09 	6.819857e+38 	4.457558e+38 	2.948871e+10 	
1.200293e+06 	2.080170e+09 	5.746076e+05 	1.225322e+23 	5.959115e-02 	3.591409e+08 	6.130951e+09 	6.819803e+38 	4.457551e+38 	2.920602e+10 	
1.200308e+06 	2.074154e+09 	5.679782e+05 	1.208949e+23 	6.028505e-02 	3.586212e+08 	6.050855e+09 	6.819749e+38 	4.457544e+38 	2.892599e+10 	
1.200322e+06 	2.068157e+09 	5.614254e+05 	1.192799e+23 	6.098703e-02 	3.581024e+08 	5.971811e+09 	6.819695e+38 	4.457537e+38 	2.864860e+10 	
1.200336e+06 	2.062179e+09 	5.549481e+05 	1.176871e+23 	6.169718e-02 	3.575845e+08 	5.893805e+09 	6.819641e+38 	4.457530e+38 	2.837383e+10 	
1.200351e+06 	2.056220e+09 	5.485456e+05 	1.161159e+23 	6.241561e-02 	3.570674e+08 	5.816823e+09 	6.819587e+38 	4.457523e+38 	2.810166e+10 	
1.200365e+06 	2.050279e+09 	5.422169e+05 	1.145663e+23 	6.314241e-02 	3.565512e+08 	5.740852e+09 	6.819533e+38 	4.457516e+38 	2.783206e+10 	
1.200379e+06 	2.044356e+09 	5.359613e+05 	1.130377e+23 	6.387768e-02 	3.560359e+08 	5.665878e+09 	6.819480e+38 	4.457509e+38 	2.756500e+10 	
1.200394e+06 	2.038452e+09 	5.297778e+05 	1.115300e+23 	6.462151e-02 	3.555214e+08 	5.591888e+09 	6.819426e+38 	4.457502e+38 	2.730046e+10 	
1.200408e+06 	2.032566e+09 	5.236657e+05 	1.100428e+23 	6.537401e-02 	3.550077e+08 	5.518870e+09 	6.819373e+38 	4.457495e+38 	2.703843e+10 	
1.200422e+06 	2.026698e+09 	5.176240e+05 	1.085759e+23 	6.613527e-02 	3.544949e+08 	5.446810e+09 	6.819319e+38 	4.457489e+38 	2.677887e+10 	
1.200436e+06 	2.020849e+09 	5.116521e+05 	1.071289e+23 	6.690540e-02 	3.539830e+08 	5.375696e+09 	6.819266e+38 	4.457482e+38 	2.652176e+10 	
1.200450e+06 	2.015018e+09 	5.057491e+05 	1.057017e+23 	6.768451e-02 	3.534719e+08 	5.305515e+09 	6.819213e+38 	4.457475e+38 	2.626709e+10 	
1.200464e+06 	2.009204e+09 	4.999142e+05 	1.042940e+23 	6.847269e-02 	3.529617e+08 	5.236255e+09 	6.819160e+38 	4.457468e+38 	2.601481e+10 	
