r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	2.375875e+09 	5.377881e+05 	1.604931e+23 	2.014570e-01 	3.838197e+08 	1.928699e+09 	9.682262e+38 	6.327689e+38 	2.493090e+10 	
1.200018e+06 	2.369606e+09 	5.317308e+05 	1.585294e+23 	2.037448e-01 	3.833130e+08 	1.904346e+09 	9.682125e+38 	6.327651e+38 	2.469561e+10 	
1.200037e+06 	2.363356e+09 	5.257418e+05 	1.565907e+23 	2.060586e-01 	3.828071e+08 	1.880302e+09 	9.681989e+38 	6.327613e+38 	2.446250e+10 	
1.200055e+06 	2.357125e+09 	5.198202e+05 	1.546766e+23 	2.083987e-01 	3.823022e+08 	1.856564e+09 	9.681852e+38 	6.327576e+38 	2.423156e+10 	
1.200074e+06 	2.350913e+09 	5.139653e+05 	1.527868e+23 	2.107654e-01 	3.817981e+08 	1.833127e+09 	9.681716e+38 	6.327538e+38 	2.400275e+10 	
1.200092e+06 	2.344721e+09 	5.081764e+05 	1.509211e+23 	2.131589e-01 	3.812949e+08 	1.809988e+09 	9.681579e+38 	6.327500e+38 	2.377607e+10 	
1.200110e+06 	2.338547e+09 	5.024527e+05 	1.490790e+23 	2.155797e-01 	3.807926e+08 	1.787143e+09 	9.681443e+38 	6.327462e+38 	2.355149e+10 	
1.200129e+06 	2.332392e+09 	4.967934e+05 	1.472605e+23 	2.180279e-01 	3.802912e+08 	1.764589e+09 	9.681307e+38 	6.327424e+38 	2.332899e+10 	
1.200147e+06 	2.326256e+09 	4.911979e+05 	1.454650e+23 	2.205040e-01 	3.797906e+08 	1.742321e+09 	9.681170e+38 	6.327386e+38 	2.310856e+10 	
1.200165e+06 	2.320139e+09 	4.856654e+05 	1.436922e+23 	2.230082e-01 	3.792909e+08 	1.720335e+09 	9.681034e+38 	6.327348e+38 	2.289018e+10 	
1.200184e+06 	2.314041e+09 	4.801952e+05 	1.419420e+23 	2.255408e-01 	3.787921e+08 	1.698629e+09 	9.680898e+38 	6.327310e+38 	2.267382e+10 	
1.200202e+06 	2.307961e+09 	4.747866e+05 	1.402140e+23 	2.281023e-01 	3.782942e+08 	1.677198e+09 	9.680762e+38 	6.327272e+38 	2.245947e+10 	
1.200220e+06 	2.301900e+09 	4.694390e+05 	1.385079e+23 	2.306928e-01 	3.777971e+08 	1.656040e+09 	9.680626e+38 	6.327234e+38 	2.224711e+10 	
1.200238e+06 	2.295857e+09 	4.641515e+05 	1.368233e+23 	2.333128e-01 	3.773009e+08 	1.635150e+09 	9.680490e+38 	6.327196e+38 	2.203673e+10 	
1.200256e+06 	2.289833e+09 	4.589237e+05 	1.351602e+23 	2.359625e-01 	3.768056e+08 	1.614525e+09 	9.680354e+38 	6.327158e+38 	2.182829e+10 	
1.200274e+06 	2.283827e+09 	4.537547e+05 	1.335181e+23 	2.386423e-01 	3.763111e+08 	1.594163e+09 	9.680219e+38 	6.327120e+38 	2.162180e+10 	
1.200293e+06 	2.277840e+09 	4.486439e+05 	1.318968e+23 	2.413526e-01 	3.758175e+08 	1.574058e+09 	9.680083e+38 	6.327082e+38 	2.141722e+10 	
1.200311e+06 	2.271871e+09 	4.435907e+05 	1.302960e+23 	2.440937e-01 	3.753248e+08 	1.554209e+09 	9.679947e+38 	6.327044e+38 	2.121455e+10 	
1.200329e+06 	2.265921e+09 	4.385944e+05 	1.287155e+23 	2.468659e-01 	3.748330e+08 	1.534612e+09 	9.679811e+38 	6.327005e+38 	2.101376e+10 	
1.200347e+06 	2.259988e+09 	4.336544e+05 	1.271549e+23 	2.496696e-01 	3.743420e+08 	1.515264e+09 	9.679676e+38 	6.326967e+38 	2.081483e+10 	
1.200365e+06 	2.254074e+09 	4.287701e+05 	1.256141e+23 	2.525051e-01 	3.738519e+08 	1.496161e+09 	9.679540e+38 	6.326929e+38 	2.061775e+10 	
1.200383e+06 	2.248178e+09 	4.239407e+05 	1.240927e+23 	2.553729e-01 	3.733626e+08 	1.477300e+09 	9.679405e+38 	6.326890e+38 	2.042251e+10 	
1.200401e+06 	2.242300e+09 	4.191657e+05 	1.225905e+23 	2.582733e-01 	3.728742e+08 	1.458679e+09 	9.679269e+38 	6.326852e+38 	2.022909e+10 	
1.200418e+06 	2.236440e+09 	4.144446e+05 	1.211073e+23 	2.612066e-01 	3.723866e+08 	1.440294e+09 	9.679134e+38 	6.326813e+38 	2.003746e+10 	
1.200436e+06 	2.230598e+09 	4.097766e+05 	1.196429e+23 	2.641732e-01 	3.718999e+08 	1.422142e+09 	9.678999e+38 	6.326775e+38 	1.984762e+10 	
1.200454e+06 	2.224773e+09 	4.051611e+05 	1.181969e+23 	2.671735e-01 	3.714141e+08 	1.404220e+09 	9.678864e+38 	6.326736e+38 	1.965954e+10 	
1.200472e+06 	2.218967e+09 	4.005977e+05 	1.167691e+23 	2.702080e-01 	3.709291e+08 	1.386526e+09 	9.678728e+38 	6.326698e+38 	1.947321e+10 	
1.200490e+06 	2.213179e+09 	3.960856e+05 	1.153594e+23 	2.732769e-01 	3.704450e+08 	1.369056e+09 	9.678593e+38 	6.326659e+38 	1.928862e+10 	
1.200508e+06 	2.207408e+09 	3.916244e+05 	1.139674e+23 	2.763807e-01 	3.699617e+08 	1.351808e+09 	9.678458e+38 	6.326621e+38 	1.910574e+10 	
1.200525e+06 	2.201655e+09 	3.872134e+05 	1.125929e+23 	2.795197e-01 	3.694793e+08 	1.334778e+09 	9.678323e+38 	6.326582e+38 	1.892457e+10 	
1.200543e+06 	2.195919e+09 	3.828522e+05 	1.112357e+23 	2.826944e-01 	3.689977e+08 	1.317965e+09 	9.678188e+38 	6.326543e+38 	1.874508e+10 	
1.200561e+06 	2.190201e+09 	3.785400e+05 	1.098956e+23 	2.859052e-01 	3.685170e+08 	1.301364e+09 	9.678053e+38 	6.326505e+38 	1.856727e+10 	
1.200579e+06 	2.184501e+09 	3.742764e+05 	1.085724e+23 	2.891524e-01 	3.680371e+08 	1.284974e+09 	9.677918e+38 	6.326466e+38 	1.839112e+10 	
1.200596e+06 	2.178818e+09 	3.700608e+05 	1.072657e+23 	2.924366e-01 	3.675580e+08 	1.268792e+09 	9.677783e+38 	6.326427e+38 	1.821660e+10 	
1.200614e+06 	2.173152e+09 	3.658927e+05 	1.059756e+23 	2.957580e-01 	3.670798e+08 	1.252815e+09 	9.677648e+38 	6.326388e+38 	1.804371e+10 	
1.200632e+06 	2.167504e+09 	3.617716e+05 	1.047016e+23 	2.991172e-01 	3.666025e+08 	1.237040e+09 	9.677513e+38 	6.326349e+38 	1.787243e+10 	
1.200649e+06 	2.161874e+09 	3.576968e+05 	1.034437e+23 	3.025146e-01 	3.661260e+08 	1.221465e+09 	9.677379e+38 	6.326310e+38 	1.770275e+10 	
1.200667e+06 	2.156260e+09 	3.536680e+05 	1.022015e+23 	3.059506e-01 	3.656504e+08 	1.206088e+09 	9.677244e+38 	6.326271e+38 	1.753465e+10 	
1.200684e+06 	2.150664e+09 	3.496845e+05 	1.009749e+23 	3.094256e-01 	3.651756e+08 	1.190905e+09 	9.677109e+38 	6.326232e+38 	1.736812e+10 	
1.200702e+06 	2.145085e+09 	3.457459e+05 	9.976373e+22 	3.129400e-01 	3.647016e+08 	1.175915e+09 	9.676974e+38 	6.326193e+38 	1.720314e+10 	
