r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199999e+06 	2.194284e+09 	7.356226e+05 	1.604931e+23 	4.150875e-02 	3.688602e+08 	9.068504e+09 	6.674653e+38 	4.362111e+38 	3.605088e+10 	
1.200014e+06 	2.187863e+09 	7.270989e+05 	1.583200e+23 	4.199416e-02 	3.683202e+08 	8.949286e+09 	6.674599e+38 	4.362104e+38 	3.570493e+10 	
1.200028e+06 	2.181462e+09 	7.186740e+05 	1.561769e+23 	4.248526e-02 	3.677810e+08 	8.831644e+09 	6.674546e+38 	4.362098e+38 	3.536225e+10 	
1.200043e+06 	2.175082e+09 	7.103466e+05 	1.540634e+23 	4.298210e-02 	3.672428e+08 	8.715556e+09 	6.674493e+38 	4.362092e+38 	3.502281e+10 	
1.200058e+06 	2.168721e+09 	7.021158e+05 	1.519791e+23 	4.348476e-02 	3.667054e+08 	8.601002e+09 	6.674440e+38 	4.362086e+38 	3.468658e+10 	
1.200073e+06 	2.162380e+09 	6.939803e+05 	1.499235e+23 	4.399329e-02 	3.661689e+08 	8.487961e+09 	6.674387e+38 	4.362080e+38 	3.435352e+10 	
1.200088e+06 	2.156059e+09 	6.859391e+05 	1.478964e+23 	4.450778e-02 	3.656334e+08 	8.376414e+09 	6.674334e+38 	4.362074e+38 	3.402361e+10 	
1.200103e+06 	2.149758e+09 	6.779911e+05 	1.458972e+23 	4.502829e-02 	3.650987e+08 	8.266340e+09 	6.674281e+38 	4.362068e+38 	3.369682e+10 	
1.200117e+06 	2.143477e+09 	6.701352e+05 	1.439257e+23 	4.555488e-02 	3.645649e+08 	8.157720e+09 	6.674228e+38 	4.362062e+38 	3.337312e+10 	
1.200132e+06 	2.137215e+09 	6.623703e+05 	1.419813e+23 	4.608764e-02 	3.640320e+08 	8.050534e+09 	6.674175e+38 	4.362056e+38 	3.305249e+10 	
1.200147e+06 	2.130973e+09 	6.546954e+05 	1.400637e+23 	4.662663e-02 	3.635000e+08 	7.944764e+09 	6.674123e+38 	4.362050e+38 	3.273488e+10 	
1.200161e+06 	2.124750e+09 	6.471094e+05 	1.381725e+23 	4.717193e-02 	3.629689e+08 	7.840390e+09 	6.674070e+38 	4.362044e+38 	3.242028e+10 	
1.200176e+06 	2.118546e+09 	6.396113e+05 	1.363074e+23 	4.772360e-02 	3.624386e+08 	7.737395e+09 	6.674018e+38 	4.362037e+38 	3.210866e+10 	
1.200190e+06 	2.112362e+09 	6.322001e+05 	1.344680e+23 	4.828174e-02 	3.619092e+08 	7.635759e+09 	6.673966e+38 	4.362031e+38 	3.179999e+10 	
1.200205e+06 	2.106198e+09 	6.248747e+05 	1.326540e+23 	4.884640e-02 	3.613807e+08 	7.535466e+09 	6.673914e+38 	4.362025e+38 	3.149424e+10 	
