r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200012e+06 	2.804915e+09 	2.524699e+04 	1.604931e+23 	2.150673e+01 	4.170377e+08 	1.939206e+07 	2.395434e+39 	1.565506e+39 	1.040359e+09 	
1.200199e+06 	2.800832e+09 	2.498563e+04 	1.595344e+23 	2.172403e+01 	4.167341e+08 	1.918407e+07 	2.393753e+39 	1.564536e+39 	1.030819e+09 	
1.200387e+06 	2.796751e+09 	2.472698e+04 	1.585806e+23 	2.194348e+01 	4.164303e+08 	1.897834e+07 	2.392064e+39 	1.563563e+39 	1.021368e+09 	
1.200576e+06 	2.792671e+09 	2.447100e+04 	1.576317e+23 	2.216510e+01 	4.161265e+08 	1.877483e+07 	2.390370e+39 	1.562586e+39 	1.012005e+09 	
1.200766e+06 	2.788594e+09 	2.421767e+04 	1.566877e+23 	2.238893e+01 	4.158226e+08 	1.857353e+07 	2.388669e+39 	1.561605e+39 	1.002729e+09 	
1.200957e+06 	2.784518e+09 	2.396697e+04 	1.557487e+23 	2.261497e+01 	4.155186e+08 	1.837441e+07 	2.386961e+39 	1.560620e+39 	9.935402e+08 	
1.201150e+06 	2.780444e+09 	2.371886e+04 	1.548145e+23 	2.284324e+01 	4.152145e+08 	1.817745e+07 	2.385247e+39 	1.559631e+39 	9.844372e+08 	
1.201343e+06 	2.776371e+09 	2.347332e+04 	1.538851e+23 	2.307378e+01 	4.149103e+08 	1.798261e+07 	2.383527e+39 	1.558639e+39 	9.754193e+08 	
1.201537e+06 	2.772301e+09 	2.323032e+04 	1.529605e+23 	2.330660e+01 	4.146060e+08 	1.778989e+07 	2.381800e+39 	1.557643e+39 	9.664858e+08 	
1.201733e+06 	2.768231e+09 	2.298984e+04 	1.520407e+23 	2.354172e+01 	4.143016e+08 	1.759926e+07 	2.380066e+39 	1.556643e+39 	9.576357e+08 	
1.201929e+06 	2.764164e+09 	2.275185e+04 	1.511256e+23 	2.377917e+01 	4.139971e+08 	1.741068e+07 	2.378326e+39 	1.555640e+39 	9.488684e+08 	
1.202127e+06 	2.760097e+09 	2.251632e+04 	1.502151e+23 	2.401896e+01 	4.136925e+08 	1.722415e+07 	2.376580e+39 	1.554633e+39 	9.401831e+08 	
1.202326e+06 	2.756033e+09 	2.228323e+04 	1.493093e+23 	2.426112e+01 	4.133878e+08 	1.703964e+07 	2.374827e+39 	1.553622e+39 	9.315790e+08 	
1.202526e+06 	2.751969e+09 	2.205255e+04 	1.484082e+23 	2.450567e+01 	4.130829e+08 	1.685713e+07 	2.373067e+39 	1.552608e+39 	9.230553e+08 	
1.202727e+06 	2.747908e+09 	2.182426e+04 	1.475116e+23 	2.475264e+01 	4.127780e+08 	1.667659e+07 	2.371302e+39 	1.551589e+39 	9.146113e+08 	
1.202929e+06 	2.743847e+09 	2.159833e+04 	1.466197e+23 	2.500205e+01 	4.124729e+08 	1.649800e+07 	2.369529e+39 	1.550567e+39 	9.062461e+08 	
1.203132e+06 	2.739788e+09 	2.137475e+04 	1.457323e+23 	2.525392e+01 	4.121677e+08 	1.632135e+07 	2.367750e+39 	1.549541e+39 	8.979592e+08 	
1.203337e+06 	2.735731e+09 	2.115347e+04 	1.448495e+23 	2.550827e+01 	4.118624e+08 	1.614661e+07 	2.365965e+39 	1.548512e+39 	8.897498e+08 	
1.203542e+06 	2.731674e+09 	2.093449e+04 	1.439711e+23 	2.576514e+01 	4.115569e+08 	1.597376e+07 	2.364173e+39 	1.547479e+39 	8.816171e+08 	
1.203749e+06 	2.727619e+09 	2.071777e+04 	1.430972e+23 	2.602453e+01 	4.112513e+08 	1.580277e+07 	2.362375e+39 	1.546442e+39 	8.735605e+08 	
1.203957e+06 	2.723565e+09 	2.050330e+04 	1.422277e+23 	2.628648e+01 	4.109456e+08 	1.563364e+07 	2.360570e+39 	1.545401e+39 	8.655792e+08 	
