r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	2.272314e+09 	6.516375e+05 	1.604931e+23 	9.349475e-02 	3.753614e+08 	4.081970e+09 	7.858280e+38 	5.135655e+38 	3.116658e+10 	
1.200016e+06 	2.265973e+09 	6.442369e+05 	1.584184e+23 	9.456587e-02 	3.748373e+08 	4.029619e+09 	7.858202e+38 	5.135640e+38 	3.087224e+10 	
1.200033e+06 	2.259651e+09 	6.369205e+05 	1.563711e+23 	9.564926e-02 	3.743141e+08 	3.977944e+09 	7.858123e+38 	5.135625e+38 	3.058064e+10 	
1.200049e+06 	2.253349e+09 	6.296871e+05 	1.543510e+23 	9.674508e-02 	3.737917e+08 	3.926934e+09 	7.858044e+38 	5.135610e+38 	3.029175e+10 	
1.200065e+06 	2.247066e+09 	6.225359e+05 	1.523577e+23 	9.785345e-02 	3.732702e+08 	3.876582e+09 	7.857966e+38 	5.135595e+38 	3.000554e+10 	
1.200081e+06 	2.240802e+09 	6.154659e+05 	1.503909e+23 	9.897453e-02 	3.727496e+08 	3.826880e+09 	7.857887e+38 	5.135580e+38 	2.972199e+10 	
1.200097e+06 	2.234558e+09 	6.084762e+05 	1.484501e+23 	1.001085e-01 	3.722299e+08 	3.777818e+09 	7.857809e+38 	5.135565e+38 	2.944108e+10 	
1.200112e+06 	2.228332e+09 	6.015659e+05 	1.465351e+23 	1.012554e-01 	3.717110e+08 	3.729389e+09 	7.857731e+38 	5.135550e+38 	2.916278e+10 	
1.200128e+06 	2.222126e+09 	5.947340e+05 	1.446454e+23 	1.024155e-01 	3.711930e+08 	3.681584e+09 	7.857652e+38 	5.135535e+38 	2.888707e+10 	
1.200144e+06 	2.215938e+09 	5.879798e+05 	1.427808e+23 	1.035888e-01 	3.706759e+08 	3.634395e+09 	7.857574e+38 	5.135520e+38 	2.861392e+10 	
1.200160e+06 	2.209770e+09 	5.813022e+05 	1.409408e+23 	1.047756e-01 	3.701596e+08 	3.587814e+09 	7.857496e+38 	5.135505e+38 	2.834331e+10 	
1.200176e+06 	2.203620e+09 	5.747005e+05 	1.391252e+23 	1.059761e-01 	3.696442e+08 	3.541834e+09 	7.857419e+38 	5.135490e+38 	2.807523e+10 	
1.200192e+06 	2.197489e+09 	5.681737e+05 	1.373336e+23 	1.071902e-01 	3.691296e+08 	3.496446e+09 	7.857341e+38 	5.135475e+38 	2.780964e+10 	
