r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200004e+06 	2.145157e+09 	7.878410e+05 	1.604931e+23 	1.731218e-02 	3.647078e+08 	2.155305e+10 	6.005269e+38 	3.924654e+38 	3.922229e+10 	
1.200019e+06 	2.138506e+09 	7.783085e+05 	1.581925e+23 	1.752373e-02 	3.641419e+08 	2.125639e+10 	6.005226e+38 	3.924652e+38 	3.883004e+10 	
1.200033e+06 	2.131877e+09 	7.688913e+05 	1.559255e+23 	1.773786e-02 	3.635771e+08 	2.096383e+10 	6.005183e+38 	3.924649e+38 	3.844166e+10 	
1.200048e+06 	2.125269e+09 	7.595881e+05 	1.536915e+23 	1.795461e-02 	3.630132e+08 	2.067531e+10 	6.005140e+38 	3.924647e+38 	3.805710e+10 	
1.200063e+06 	2.118683e+09 	7.503974e+05 	1.514901e+23 	1.817401e-02 	3.624503e+08 	2.039078e+10 	6.005097e+38 	3.924644e+38 	3.767634e+10 	
1.200077e+06 	2.112118e+09 	7.413179e+05 	1.493208e+23 	1.839610e-02 	3.618883e+08 	2.011019e+10 	6.005054e+38 	3.924642e+38 	3.729933e+10 	
1.200092e+06 	2.105575e+09 	7.323483e+05 	1.471830e+23 	1.862089e-02 	3.613273e+08 	1.983348e+10 	6.005012e+38 	3.924639e+38 	3.692603e+10 	
1.200106e+06 	2.099053e+09 	7.234872e+05 	1.450765e+23 	1.884844e-02 	3.607673e+08 	1.956059e+10 	6.004969e+38 	3.924637e+38 	3.655641e+10 	
1.200121e+06 	2.092552e+09 	7.147334e+05 	1.430006e+23 	1.907877e-02 	3.602082e+08 	1.929148e+10 	6.004927e+38 	3.924634e+38 	3.619043e+10 	
1.200136e+06 	2.086073e+09 	7.060854e+05 	1.409550e+23 	1.931191e-02 	3.596501e+08 	1.902609e+10 	6.004885e+38 	3.924632e+38 	3.582806e+10 	
1.200150e+06 	2.079615e+09 	6.975421e+05 	1.389392e+23 	1.954790e-02 	3.590930e+08 	1.876437e+10 	6.004842e+38 	3.924629e+38 	3.546927e+10 	
1.200164e+06 	2.073178e+09 	6.891021e+05 	1.369527e+23 	1.978678e-02 	3.585368e+08 	1.850626e+10 	6.004800e+38 	3.924627e+38 	3.511401e+10 	
1.200179e+06 	2.066762e+09 	6.807643e+05 	1.349950e+23 	2.002858e-02 	3.579816e+08 	1.825172e+10 	6.004758e+38 	3.924624e+38 	3.476226e+10 	
1.200193e+06 	2.060367e+09 	6.725274e+05 	1.330659e+23 	2.027334e-02 	3.574273e+08 	1.800070e+10 	6.004717e+38 	3.924622e+38 	3.441398e+10 	
1.200207e+06 	2.053992e+09 	6.643901e+05 	1.311648e+23 	2.052108e-02 	3.568740e+08 	1.775315e+10 	6.004675e+38 	3.924619e+38 	3.406914e+10 	
1.200222e+06 	2.047639e+09 	6.563513e+05 	1.292914e+23 	2.077186e-02 	3.563216e+08 	1.750902e+10 	6.004633e+38 	3.924617e+38 	3.372770e+10 	
1.200236e+06 	2.041307e+09 	6.484097e+05 	1.274453e+23 	2.102570e-02 	3.557702e+08 	1.726827e+10 	6.004591e+38 	3.924615e+38 	3.338963e+10 	
1.200250e+06 	2.034995e+09 	6.405642e+05 	1.256260e+23 	2.128265e-02 	3.552197e+08 	1.703084e+10 	6.004550e+38 	3.924612e+38 	3.305489e+10 	
1.200264e+06 	2.028703e+09 	6.328137e+05 	1.238331e+23 	2.154274e-02 	3.546702e+08 	1.679669e+10 	6.004509e+38 	3.924610e+38 	3.272346e+10 	
1.200279e+06 	2.022433e+09 	6.251569e+05 	1.220662e+23 	2.180601e-02 	3.541217e+08 	1.656578e+10 	6.004467e+38 	3.924607e+38 	3.239530e+10 	
1.200293e+06 	2.016182e+09 	6.175928e+05 	1.203250e+23 	2.207249e-02 	3.535740e+08 	1.633806e+10 	6.004426e+38 	3.924605e+38 	3.207039e+10 	
1.200307e+06 	2.009952e+09 	6.101202e+05 	1.186091e+23 	2.234224e-02 	3.530273e+08 	1.611348e+10 	6.004385e+38 	3.924602e+38 	3.174868e+10 	
1.200321e+06 	2.003742e+09 	6.027380e+05 	1.169181e+23 	2.261528e-02 	3.524816e+08 	1.589201e+10 	6.004344e+38 	3.924600e+38 	3.143015e+10 	
1.200335e+06 	1.997553e+09 	5.954452e+05 	1.152517e+23 	2.289166e-02 	3.519367e+08 	1.567360e+10 	6.004303e+38 	3.924597e+38 	3.111477e+10 	
1.200349e+06 	1.991384e+09 	5.882406e+05 	1.136095e+23 	2.317142e-02 	3.513929e+08 	1.545820e+10 	6.004262e+38 	3.924595e+38 	3.080250e+10 	
1.200363e+06 	1.985235e+09 	5.811231e+05 	1.119910e+23 	2.345460e-02 	3.508499e+08 	1.524578e+10 	6.004221e+38 	3.924592e+38 	3.049332e+10 	
