r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199899e+06 	2.815623e+09 	1.142228e+04 	1.604931e+23 	5.985817e+01 	4.178330e+08 	6.979849e+06 	2.492342e+39 	1.628758e+39 	4.693526e+08 	
1.200427e+06 	2.810092e+09 	1.130693e+04 	1.592272e+23 	6.040856e+01 	4.174224e+08 	6.909455e+06 	2.488824e+39 	1.626838e+39 	4.654693e+08 	
1.200958e+06 	2.804563e+09 	1.119275e+04 	1.579696e+23 	6.096376e+01 	4.170115e+08 	6.839790e+06 	2.485304e+39 	1.624918e+39 	4.616196e+08 	
1.201491e+06 	2.799038e+09 	1.107972e+04 	1.567202e+23 	6.152381e+01 	4.166005e+08 	6.770845e+06 	2.481783e+39 	1.622997e+39 	4.578033e+08 	
1.202027e+06 	2.793515e+09 	1.096783e+04 	1.554790e+23 	6.208875e+01 	4.161894e+08 	6.702613e+06 	2.478260e+39 	1.621075e+39 	4.540201e+08 	
1.202565e+06 	2.787996e+09 	1.085707e+04 	1.542460e+23 	6.265863e+01 	4.157780e+08 	6.635087e+06 	2.474735e+39 	1.619153e+39 	4.502697e+08 	
1.203106e+06 	2.782481e+09 	1.074742e+04 	1.530211e+23 	6.323349e+01 	4.153666e+08 	6.568258e+06 	2.471209e+39 	1.617229e+39 	4.465517e+08 	
1.203649e+06 	2.776968e+09 	1.063889e+04 	1.518045e+23 	6.381336e+01 	4.149549e+08 	6.502120e+06 	2.467681e+39 	1.615305e+39 	4.428659e+08 	
1.204194e+06 	2.771460e+09 	1.053145e+04 	1.505959e+23 	6.439829e+01 	4.145431e+08 	6.436665e+06 	2.464151e+39 	1.613380e+39 	4.392120e+08 	
1.204742e+06 	2.765954e+09 	1.042510e+04 	1.493953e+23 	6.498832e+01 	4.141312e+08 	6.371887e+06 	2.460621e+39 	1.611455e+39 	4.355897e+08 	
1.205292e+06 	2.760452e+09 	1.031982e+04 	1.482027e+23 	6.558348e+01 	4.137191e+08 	6.307777e+06 	2.457088e+39 	1.609529e+39 	4.319987e+08 	
1.205845e+06 	2.754953e+09 	1.021560e+04 	1.470181e+23 	6.618383e+01 	4.133068e+08 	6.244330e+06 	2.453555e+39 	1.607602e+39 	4.284388e+08 	
1.206400e+06 	2.749458e+09 	1.011244e+04 	1.458414e+23 	6.678940e+01 	4.128944e+08 	6.181538e+06 	2.450020e+39 	1.605675e+39 	4.249096e+08 	
1.206958e+06 	2.743966e+09 	1.001032e+04 	1.446726e+23 	6.740022e+01 	4.124818e+08 	6.119394e+06 	2.446483e+39 	1.603747e+39 	4.214110e+08 	
1.207518e+06 	2.738478e+09 	9.909227e+03 	1.435116e+23 	6.801636e+01 	4.120691e+08 	6.057891e+06 	2.442946e+39 	1.601818e+39 	4.179426e+08 	
1.208081e+06 	2.732993e+09 	9.809158e+03 	1.423585e+23 	6.863785e+01 	4.116563e+08 	5.997023e+06 	2.439407e+39 	1.599889e+39 	4.145040e+08 	
1.208646e+06 	2.727512e+09 	9.710098e+03 	1.412131e+23 	6.926473e+01 	4.112433e+08 	5.936783e+06 	2.435867e+39 	1.597960e+39 	4.110952e+08 	
1.209214e+06 	2.722035e+09 	9.612040e+03 	1.400755e+23 	6.989706e+01 	4.108301e+08 	5.877164e+06 	2.432326e+39 	1.596029e+39 	4.077157e+08 	
1.209784e+06 	2.716561e+09 	9.514971e+03 	1.389456e+23 	7.053487e+01 	4.104169e+08 	5.818160e+06 	2.428784e+39 	1.594099e+39 	4.043653e+08 	
1.210357e+06 	2.711091e+09 	9.418883e+03 	1.378234e+23 	7.117820e+01 	4.100035e+08 	5.759764e+06 	2.425241e+39 	1.592168e+39 	4.010438e+08 	
1.210932e+06 	2.705625e+09 	9.323765e+03 	1.367088e+23 	7.182711e+01 	4.095899e+08 	5.701970e+06 	2.421697e+39 	1.590236e+39 	3.977510e+08 	
1.211510e+06 	2.700163e+09 	9.229608e+03 	1.356018e+23 	7.248163e+01 	4.091763e+08 	5.644772e+06 	2.418152e+39 	1.588304e+39 	3.944865e+08 	
1.212090e+06 	2.694704e+09 	9.136401e+03 	1.345023e+23 	7.314182e+01 	4.087624e+08 	5.588163e+06 	2.414606e+39 	1.586372e+39 	3.912501e+08 	
1.212673e+06 	2.689249e+09 	9.044136e+03 	1.334103e+23 	7.380770e+01 	4.083485e+08 	5.532138e+06 	2.411060e+39 	1.584440e+39 	3.880415e+08 	
1.213259e+06 	2.683798e+09 	8.952803e+03 	1.323258e+23 	7.447935e+01 	4.079344e+08 	5.476690e+06 	2.407512e+39 	1.582507e+39 	3.848605e+08 	
1.213847e+06 	2.678350e+09 	8.862392e+03 	1.312488e+23 	7.515679e+01 	4.075202e+08 	5.421812e+06 	2.403964e+39 	1.580574e+39 	3.817069e+08 	
1.214437e+06 	2.672907e+09 	8.772894e+03 	1.301792e+23 	7.584009e+01 	4.071059e+08 	5.367499e+06 	2.400415e+39 	1.578640e+39 	3.785804e+08 	
1.215030e+06 	2.667468e+09 	8.684299e+03 	1.291170e+23 	7.652928e+01 	4.066915e+08 	5.313746e+06 	2.396866e+39 	1.576706e+39 	3.754807e+08 	
1.215626e+06 	2.662033e+09 	8.596600e+03 	1.280621e+23 	7.722442e+01 	4.062769e+08 	5.260545e+06 	2.393316e+39 	1.574772e+39 	3.724076e+08 	
1.216224e+06 	2.656601e+09 	8.509786e+03 	1.270145e+23 	7.792554e+01 	4.058622e+08 	5.207892e+06 	2.389765e+39 	1.572838e+39 	3.693609e+08 	
1.216825e+06 	2.651174e+09 	8.423849e+03 	1.259742e+23 	7.863271e+01 	4.054475e+08 	5.155781e+06 	2.386213e+39 	1.570903e+39 	3.663403e+08 	
1.217429e+06 	2.645751e+09 	8.338779e+03 	1.249411e+23 	7.934595e+01 	4.050326e+08 	5.104205e+06 	2.382662e+39 	1.568969e+39 	3.633457e+08 	
1.218035e+06 	2.640332e+09 	8.254569e+03 	1.239152e+23 	8.006533e+01 	4.046175e+08 	5.053161e+06 	2.379109e+39 	1.567034e+39 	3.603767e+08 	
1.218643e+06 	2.634917e+09 	8.171209e+03 	1.228964e+23 	8.079090e+01 	4.042024e+08 	5.002640e+06 	2.375557e+39 	1.565099e+39 	3.574332e+08 	
1.219255e+06 	2.629506e+09 	8.088691e+03 	1.218847e+23 	8.152269e+01 	4.037872e+08 	4.952639e+06 	2.372004e+39 	1.563164e+39 	3.545149e+08 	
1.219869e+06 	2.624099e+09 	8.007006e+03 	1.208801e+23 	8.226078e+01 	4.033718e+08 	4.903152e+06 	2.368450e+39 	1.561228e+39 	3.516215e+08 	
1.220485e+06 	2.618697e+09 	7.926146e+03 	1.198827e+23 	8.300521e+01 	4.029564e+08 	4.854173e+06 	2.364897e+39 	1.559293e+39 	3.487529e+08 	
1.221104e+06 	2.613299e+09 	7.846103e+03 	1.188922e+23 	8.375603e+01 	4.025409e+08 	4.805697e+06 	2.361343e+39 	1.557358e+39 	3.459088e+08 	
1.221726e+06 	2.607905e+09 	7.766868e+03 	1.179087e+23 	8.451328e+01 	4.021252e+08 	4.757719e+06 	2.357789e+39 	1.555422e+39 	3.430891e+08 	
1.222350e+06 	2.602515e+09 	7.688433e+03 	1.169321e+23 	8.527702e+01 	4.017095e+08 	4.710233e+06 	2.354235e+39 	1.553487e+39 	3.402934e+08 	
1.222977e+06 	2.597130e+09 	7.610791e+03 	1.159624e+23 	8.604730e+01 	4.012937e+08 	4.663235e+06 	2.350680e+39 	1.551551e+39 	3.375217e+08 	
1.223607e+06 	2.591749e+09 	7.533932e+03 	1.149996e+23 	8.682417e+01 	4.008777e+08 	4.616720e+06 	2.347126e+39 	1.549616e+39 	3.347736e+08 	
1.224239e+06 	2.586373e+09 	7.457850e+03 	1.140436e+23 	8.760769e+01 	4.004617e+08 	4.570681e+06 	2.343572e+39 	1.547681e+39 	3.320490e+08 	
1.224874e+06 	2.581001e+09 	7.382536e+03 	1.130944e+23 	8.839790e+01 	4.000456e+08 	4.525115e+06 	2.340017e+39 	1.545745e+39 	3.293477e+08 	
1.225512e+06 	2.575633e+09 	7.307982e+03 	1.121520e+23 	8.919487e+01 	3.996294e+08 	4.480016e+06 	2.336463e+39 	1.543810e+39 	3.266694e+08 	
1.226153e+06 	2.570270e+09 	7.234181e+03 	1.112163e+23 	8.999865e+01 	3.992131e+08 	4.435379e+06 	2.332909e+39 	1.541875e+39 	3.240139e+08 	
1.226796e+06 	2.564911e+09 	7.161126e+03 	1.102873e+23 	9.080930e+01 	3.987968e+08 	4.391200e+06 	2.329355e+39 	1.539940e+39 	3.213810e+08 	
1.227441e+06 	2.559558e+09 	7.088808e+03 	1.093650e+23 	9.162686e+01 	3.983803e+08 	4.347474e+06 	2.325801e+39 	1.538005e+39 	3.187705e+08 	
1.228090e+06 	2.554208e+09 	7.017221e+03 	1.084493e+23 	9.245139e+01 	3.979638e+08 	4.304195e+06 	2.322247e+39 	1.536071e+39 	3.161823e+08 	
1.228741e+06 	2.548864e+09 	6.946357e+03 	1.075402e+23 	9.328294e+01 	3.975473e+08 	4.261360e+06 	2.318694e+39 	1.534136e+39 	3.136161e+08 	
1.229395e+06 	2.543524e+09 	6.876208e+03 	1.066376e+23 	9.412158e+01 	3.971306e+08 	4.218964e+06 	2.315140e+39 	1.532202e+39 	3.110718e+08 	
1.230051e+06 	2.538188e+09 	6.806768e+03 	1.057415e+23 	9.496735e+01 	3.967138e+08 	4.177002e+06 	2.311588e+39 	1.530268e+39 	3.085491e+08 	
1.230710e+06 	2.532857e+09 	6.738029e+03 	1.048519e+23 	9.582032e+01 	3.962970e+08 	4.135469e+06 	2.308035e+39 	1.528334e+39 	3.060479e+08 	
1.231372e+06 	2.527531e+09 	6.669984e+03 	1.039687e+23 	9.668053e+01 	3.958801e+08 	4.094361e+06 	2.304483e+39 	1.526400e+39 	3.035679e+08 	
1.232037e+06 	2.522210e+09 	6.602626e+03 	1.030920e+23 	9.754807e+01 	3.954632e+08 	4.053674e+06 	2.300932e+39 	1.524467e+39 	3.011090e+08 	
1.232705e+06 	2.516894e+09 	6.535948e+03 	1.022216e+23 	9.842298e+01 	3.950462e+08 	4.013403e+06 	2.297381e+39 	1.522534e+39 	2.986709e+08 	
1.233375e+06 	2.511582e+09 	6.469944e+03 	1.013576e+23 	9.930532e+01 	3.946291e+08 	3.973544e+06 	2.293830e+39 	1.520601e+39 	2.962535e+08 	
1.234048e+06 	2.506276e+09 	6.404607e+03 	1.004999e+23 	1.001951e+02 	3.942120e+08 	3.934092e+06 	2.290280e+39 	1.518669e+39 	2.938566e+08 	
1.234723e+06 	2.500974e+09 	6.339929e+03 	9.964849e+22 	1.010925e+02 	3.937948e+08 	3.895044e+06 	2.286731e+39 	1.516737e+39 	2.914801e+08 	
1.235402e+06 	2.495677e+09 	6.275904e+03 	9.880328e+22 	1.019975e+02 	3.933776e+08 	3.856395e+06 	2.283182e+39 	1.514805e+39 	2.891237e+08 	
1.236083e+06 	2.490385e+09 	6.212526e+03 	9.796427e+22 	1.029101e+02 	3.929603e+08 	3.818140e+06 	2.279634e+39 	1.512874e+39 	2.867873e+08 	
1.236767e+06 	2.485098e+09 	6.149788e+03 	9.713141e+22 	1.038305e+02 	3.925430e+08 	3.780277e+06 	2.276087e+39 	1.510944e+39 	2.844706e+08 	
1.237453e+06 	2.479816e+09 	6.087684e+03 	9.630469e+22 	1.047586e+02 	3.921256e+08 	3.742800e+06 	2.272540e+39 	1.509013e+39 	2.821736e+08 	
1.238143e+06 	2.474539e+09 	6.026206e+03 	9.548407e+22 	1.056946e+02 	3.917081e+08 	3.705705e+06 	2.268995e+39 	1.507083e+39 	2.798960e+08 	
1.238835e+06 	2.469267e+09 	5.965350e+03 	9.466955e+22 	1.066385e+02 	3.912906e+08 	3.668990e+06 	2.265450e+39 	1.505154e+39 	2.776377e+08 	
1.239530e+06 	2.464000e+09 	5.905108e+03 	9.386105e+22 	1.075904e+02 	3.908731e+08 	3.632648e+06 	2.261906e+39 	1.503225e+39 	2.753984e+08 	
1.240228e+06 	2.458738e+09 	5.845474e+03 	9.305855e+22 	1.085503e+02 	3.904556e+08 	3.596678e+06 	2.258363e+39 	1.501296e+39 	2.731781e+08 	
1.240928e+06 	2.453482e+09 	5.786443e+03 	9.226202e+22 	1.095183e+02 	3.900380e+08 	3.561074e+06 	2.254821e+39 	1.499368e+39 	2.709765e+08 	
1.241632e+06 	2.448230e+09 	5.728008e+03 	9.147141e+22 	1.104945e+02 	3.896203e+08 	3.525834e+06 	2.251279e+39 	1.497441e+39 	2.687935e+08 	
1.242338e+06 	2.442984e+09 	5.670163e+03 	9.068668e+22 	1.114789e+02 	3.892026e+08 	3.490952e+06 	2.247739e+39 	1.495514e+39 	2.666290e+08 	
1.243047e+06 	2.437743e+09 	5.612902e+03 	8.990781e+22 	1.124716e+02 	3.887849e+08 	3.456427e+06 	2.244200e+39 	1.493588e+39 	2.644827e+08 	
1.243759e+06 	2.432507e+09 	5.556219e+03 	8.913476e+22 	1.134727e+02 	3.883672e+08 	3.422253e+06 	2.240662e+39 	1.491662e+39 	2.623545e+08 	
1.244474e+06 	2.427277e+09 	5.500109e+03 	8.836752e+22 	1.144821e+02 	3.879494e+08 	3.388427e+06 	2.237126e+39 	1.489737e+39 	2.602443e+08 	
1.245191e+06 	2.422052e+09 	5.444565e+03 	8.760605e+22 	1.155001e+02 	3.875316e+08 	3.354946e+06 	2.233590e+39 	1.487813e+39 	2.581518e+08 	
1.245911e+06 	2.416832e+09 	5.389583e+03 	8.685032e+22 	1.165267e+02 	3.871138e+08 	3.321805e+06 	2.230056e+39 	1.485889e+39 	2.560770e+08 	
1.246635e+06 	2.411618e+09 	5.335155e+03 	8.610028e+22 	1.175618e+02 	3.866960e+08 	3.289002e+06 	2.226522e+39 	1.483966e+39 	2.540196e+08 	
1.247361e+06 	2.406409e+09 	5.281278e+03 	8.535591e+22 	1.186057e+02 	3.862781e+08 	3.256533e+06 	2.222991e+39 	1.482043e+39 	2.519795e+08 	
