r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200084e+06 	2.155829e+09 	7.765357e+05 	1.604931e+23 	2.210871e-02 	3.656139e+08 	1.690944e+10 	6.145840e+38 	4.016665e+38 	3.852911e+10 	
1.200099e+06 	2.149264e+09 	7.672781e+05 	1.582328e+23 	2.237484e-02 	3.650567e+08 	1.668024e+10 	6.145795e+38 	4.016662e+38 	3.814931e+10 	
1.200113e+06 	2.142719e+09 	7.581309e+05 	1.560048e+23 	2.264417e-02 	3.645004e+08 	1.645416e+10 	6.145750e+38 	4.016659e+38 	3.777320e+10 	
1.200128e+06 	2.136195e+09 	7.490927e+05 	1.538087e+23 	2.291675e-02 	3.639451e+08 	1.623117e+10 	6.145706e+38 	4.016655e+38 	3.740074e+10 	
1.200143e+06 	2.129692e+09 	7.401623e+05 	1.516442e+23 	2.319261e-02 	3.633908e+08 	1.601121e+10 	6.145661e+38 	4.016652e+38 	3.703190e+10 	
1.200157e+06 	2.123210e+09 	7.313384e+05 	1.495106e+23 	2.347179e-02 	3.628373e+08 	1.579424e+10 	6.145616e+38 	4.016649e+38 	3.666664e+10 	
1.200172e+06 	2.116750e+09 	7.226197e+05 	1.474077e+23 	2.375434e-02 	3.622849e+08 	1.558023e+10 	6.145572e+38 	4.016646e+38 	3.630493e+10 	
1.200186e+06 	2.110310e+09 	7.140048e+05 	1.453349e+23 	2.404029e-02 	3.617333e+08 	1.536914e+10 	6.145528e+38 	4.016643e+38 	3.594673e+10 	
1.200201e+06 	2.103890e+09 	7.054927e+05 	1.432917e+23 	2.432968e-02 	3.611827e+08 	1.516092e+10 	6.145483e+38 	4.016639e+38 	3.559202e+10 	
1.200215e+06 	2.097492e+09 	6.970821e+05 	1.412778e+23 	2.462255e-02 	3.606331e+08 	1.495553e+10 	6.145439e+38 	4.016636e+38 	3.524075e+10 	
1.200230e+06 	2.091113e+09 	6.887718e+05 	1.392927e+23 	2.491896e-02 	3.600843e+08 	1.475294e+10 	6.145395e+38 	4.016633e+38 	3.489289e+10 	
1.200244e+06 	2.084756e+09 	6.805605e+05 	1.373360e+23 	2.521893e-02 	3.595365e+08 	1.455311e+10 	6.145351e+38 	4.016630e+38 	3.454842e+10 	
1.200258e+06 	2.078418e+09 	6.724471e+05 	1.354073e+23 	2.552252e-02 	3.589897e+08 	1.435599e+10 	6.145308e+38 	4.016627e+38 	3.420730e+10 	
1.200273e+06 	2.072102e+09 	6.644304e+05 	1.335062e+23 	2.582976e-02 	3.584437e+08 	1.416156e+10 	6.145264e+38 	4.016624e+38 	3.386949e+10 	
1.200287e+06 	2.065805e+09 	6.565093e+05 	1.316323e+23 	2.614071e-02 	3.578987e+08 	1.396978e+10 	6.145220e+38 	4.016620e+38 	3.353496e+10 	
1.200301e+06 	2.059529e+09 	6.486827e+05 	1.297852e+23 	2.645539e-02 	3.573546e+08 	1.378061e+10 	6.145177e+38 	4.016617e+38 	3.320369e+10 	
1.200316e+06 	2.053273e+09 	6.409493e+05 	1.279645e+23 	2.677387e-02 	3.568115e+08 	1.359401e+10 	6.145133e+38 	4.016614e+38 	3.287564e+10 	
1.200330e+06 	2.047037e+09 	6.333082e+05 	1.261698e+23 	2.709619e-02 	3.562692e+08 	1.340995e+10 	6.145090e+38 	4.016611e+38 	3.255079e+10 	
1.200344e+06 	2.040821e+09 	6.257581e+05 	1.244007e+23 	2.742238e-02 	3.557279e+08 	1.322840e+10 	6.145047e+38 	4.016608e+38 	3.222909e+10 	
1.200358e+06 	2.034625e+09 	6.182980e+05 	1.226569e+23 	2.775251e-02 	3.551875e+08 	1.304931e+10 	6.145004e+38 	4.016604e+38 	3.191053e+10 	
1.200372e+06 	2.028449e+09 	6.109269e+05 	1.209380e+23 	2.808661e-02 	3.546480e+08 	1.287267e+10 	6.144960e+38 	4.016601e+38 	3.159507e+10 	
1.200386e+06 	2.022293e+09 	6.036437e+05 	1.192436e+23 	2.842473e-02 	3.541094e+08 	1.269842e+10 	6.144918e+38 	4.016598e+38 	3.128268e+10 	
1.200400e+06 	2.016156e+09 	5.964473e+05 	1.175734e+23 	2.876693e-02 	3.535718e+08 	1.252655e+10 	6.144875e+38 	4.016595e+38 	3.097332e+10 	
1.200414e+06 	2.010040e+09 	5.893366e+05 	1.159271e+23 	2.911325e-02 	3.530350e+08 	1.235701e+10 	6.144832e+38 	4.016592e+38 	3.066698e+10 	
1.200428e+06 	2.003943e+09 	5.823108e+05 	1.143042e+23 	2.946374e-02 	3.524992e+08 	1.218978e+10 	6.144789e+38 	4.016589e+38 	3.036363e+10 	
1.200442e+06 	1.997865e+09 	5.753687e+05 	1.127045e+23 	2.981845e-02 	3.519643e+08 	1.202483e+10 	6.144747e+38 	4.016586e+38 	3.006323e+10 	
1.200456e+06 	1.991807e+09 	5.685093e+05 	1.111276e+23 	3.017743e-02 	3.514302e+08 	1.186212e+10 	6.144704e+38 	4.016582e+38 	2.976575e+10 	
1.200470e+06 	1.985769e+09 	5.617318e+05 	1.095731e+23 	3.054073e-02 	3.508971e+08 	1.170162e+10 	6.144662e+38 	4.016579e+38 	2.947118e+10 	
1.200484e+06 	1.979749e+09 	5.550350e+05 	1.080409e+23 	3.090842e-02 	3.503649e+08 	1.154330e+10 	6.144619e+38 	4.016576e+38 	2.917947e+10 	
1.200497e+06 	1.973750e+09 	5.484181e+05 	1.065304e+23 	3.128053e-02 	3.498336e+08 	1.138714e+10 	6.144577e+38 	4.016573e+38 	2.889061e+10 	
1.200511e+06 	1.967769e+09 	5.418801e+05 	1.050415e+23 	3.165712e-02 	3.493032e+08 	1.123310e+10 	6.144535e+38 	4.016570e+38 	2.860456e+10 	
1.200525e+06 	1.961808e+09 	5.354200e+05 	1.035738e+23 	3.203825e-02 	3.487737e+08 	1.108115e+10 	6.144493e+38 	4.016567e+38 	2.832131e+10 	
1.200539e+06 	1.955866e+09 	5.290369e+05 	1.021269e+23 	3.242397e-02 	3.482451e+08 	1.093127e+10 	6.144451e+38 	4.016563e+38 	2.804081e+10 	
1.200552e+06 	1.949943e+09 	5.227299e+05 	1.007007e+23 	3.281433e-02 	3.477174e+08 	1.078343e+10 	6.144409e+38 	4.016560e+38 	2.776305e+10 	
1.200566e+06 	1.944038e+09 	5.164981e+05 	9.929473e+22 	3.320940e-02 	3.471905e+08 	1.063760e+10 	6.144367e+38 	4.016557e+38 	2.748799e+10 	
1.200580e+06 	1.938153e+09 	5.103406e+05 	9.790878e+22 	3.360922e-02 	3.466646e+08 	1.049374e+10 	6.144326e+38 	4.016554e+38 	2.721563e+10 	
1.200593e+06 	1.932286e+09 	5.042565e+05 	9.654253e+22 	3.401386e-02 	3.461395e+08 	1.035185e+10 	6.144284e+38 	4.016551e+38 	2.694592e+10 	
1.200607e+06 	1.926439e+09 	4.982450e+05 	9.519571e+22 	3.442337e-02 	3.456154e+08 	1.021188e+10 	6.144242e+38 	4.016548e+38 	2.667884e+10 	
1.200620e+06 	1.920610e+09 	4.923051e+05 	9.386805e+22 	3.483782e-02 	3.450921e+08 	1.007381e+10 	6.144201e+38 	4.016545e+38 	2.641436e+10 	
1.200634e+06 	1.914800e+09 	4.864360e+05 	9.255928e+22 	3.525726e-02 	3.445698e+08 	9.937625e+09 	6.144160e+38 	4.016541e+38 	2.615247e+10 	
1.200647e+06 	1.909009e+09 	4.806369e+05 	9.126909e+22 	3.568175e-02 	3.440483e+08 	9.803286e+09 	6.144118e+38 	4.016538e+38 	2.589313e+10 	
1.200660e+06 	1.903236e+09 	4.749069e+05 	8.999723e+22 	3.611135e-02 	3.435277e+08 	9.670772e+09 	6.144077e+38 	4.016535e+38 	2.563633e+10 	
1.200674e+06 	1.897481e+09 	4.692452e+05 	8.874342e+22 	3.654613e-02 	3.430079e+08 	9.540058e+09 	6.144036e+38 	4.016532e+38 	2.538203e+10 	
1.200687e+06 	1.891745e+09 	4.636511e+05 	8.750742e+22 	3.698614e-02 	3.424891e+08 	9.411120e+09 	6.143995e+38 	4.016529e+38 	2.513022e+10 	
1.200701e+06 	1.886027e+09 	4.581236e+05 	8.628895e+22 	3.743146e-02 	3.419711e+08 	9.283933e+09 	6.143954e+38 	4.016526e+38 	2.488087e+10 	
1.200714e+06 	1.880328e+09 	4.526620e+05 	8.508778e+22 	3.788214e-02 	3.414540e+08 	9.158474e+09 	6.143913e+38 	4.016523e+38 	2.463395e+10 	
1.200727e+06 	1.874647e+09 	4.472656e+05 	8.390366e+22 	3.833824e-02 	3.409378e+08 	9.034719e+09 	6.143873e+38 	4.016520e+38 	2.438944e+10 	
1.200740e+06 	1.868984e+09 	4.419334e+05 	8.273634e+22 	3.879984e-02 	3.404225e+08 	8.912645e+09 	6.143832e+38 	4.016516e+38 	2.414733e+10 	
1.200754e+06 	1.863339e+09 	4.366649e+05 	8.158557e+22 	3.926700e-02 	3.399080e+08 	8.792228e+09 	6.143792e+38 	4.016513e+38 	2.390758e+10 	
1.200767e+06 	1.857713e+09 	4.314591e+05 	8.045111e+22 	3.973979e-02 	3.393944e+08 	8.673446e+09 	6.143751e+38 	4.016510e+38 	2.367017e+10 	
1.200780e+06 	1.852104e+09 	4.263154e+05 	7.933272e+22 	4.021827e-02 	3.388817e+08 	8.556277e+09 	6.143711e+38 	4.016507e+38 	2.343508e+10 	
1.200793e+06 	1.846513e+09 	4.212330e+05 	7.823018e+22 	4.070252e-02 	3.383698e+08 	8.440698e+09 	6.143670e+38 	4.016504e+38 	2.320230e+10 	
1.200806e+06 	1.840940e+09 	4.162112e+05 	7.714325e+22 	4.119259e-02 	3.378588e+08 	8.326689e+09 	6.143630e+38 	4.016501e+38 	2.297179e+10 	
1.200819e+06 	1.835385e+09 	4.112493e+05 	7.607172e+22 	4.168858e-02 	3.373487e+08 	8.214227e+09 	6.143590e+38 	4.016498e+38 	2.274353e+10 	
1.200832e+06 	1.829848e+09 	4.063466e+05 	7.501537e+22 	4.219053e-02 	3.368394e+08 	8.103292e+09 	6.143550e+38 	4.016495e+38 	2.251751e+10 	
1.200845e+06 	1.824328e+09 	4.015022e+05 	7.397398e+22 	4.269853e-02 	3.363310e+08 	7.993863e+09 	6.143510e+38 	4.016491e+38 	2.229370e+10 	
1.200858e+06 	1.818826e+09 	3.967157e+05 	7.294733e+22 	4.321265e-02 	3.358235e+08 	7.885918e+09 	6.143470e+38 	4.016488e+38 	2.207207e+10 	
1.200871e+06 	1.813342e+09 	3.919862e+05 	7.193520e+22 	4.373297e-02 	3.353168e+08 	7.779439e+09 	6.143430e+38 	4.016485e+38 	2.185262e+10 	
1.200884e+06 	1.807875e+09 	3.873131e+05 	7.093738e+22 	4.425955e-02 	3.348110e+08 	7.674404e+09 	6.143390e+38 	4.016482e+38 	2.163532e+10 	
1.200897e+06 	1.802426e+09 	3.826957e+05 	6.995366e+22 	4.479247e-02 	3.343060e+08 	7.570795e+09 	6.143351e+38 	4.016479e+38 	2.142014e+10 	
1.200910e+06 	1.796994e+09 	3.781333e+05 	6.898385e+22 	4.533181e-02 	3.338019e+08 	7.468591e+09 	6.143311e+38 	4.016476e+38 	2.120707e+10 	
