r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200043e+06 	2.559179e+09 	3.279007e+05 	1.604931e+23 	6.591985e-01 	3.983509e+08 	6.078693e+08 	1.378520e+39 	9.009266e+38 	1.442489e+10 	
1.200069e+06 	2.553376e+09 	3.242359e+05 	1.588106e+23 	6.666168e-01 	3.978990e+08 	6.003912e+08 	1.378477e+39 	9.009088e+38 	1.428670e+10 	
1.200095e+06 	2.547590e+09 	3.206120e+05 	1.571473e+23 	6.741186e-01 	3.974479e+08 	5.930059e+08 	1.378434e+39 	9.008910e+38 	1.414981e+10 	
1.200120e+06 	2.541824e+09 	3.170286e+05 	1.555032e+23 	6.817048e-01 	3.969978e+08 	5.857123e+08 	1.378390e+39 	9.008731e+38 	1.401420e+10 	
1.200146e+06 	2.536075e+09 	3.134852e+05 	1.538780e+23 	6.893764e-01 	3.965487e+08 	5.785092e+08 	1.378347e+39 	9.008552e+38 	1.387986e+10 	
1.200172e+06 	2.530345e+09 	3.099815e+05 	1.522714e+23 	6.971344e-01 	3.961005e+08 	5.713956e+08 	1.378304e+39 	9.008372e+38 	1.374678e+10 	
1.200198e+06 	2.524634e+09 	3.065169e+05 	1.506833e+23 	7.049796e-01 	3.956532e+08 	5.643702e+08 	1.378261e+39 	9.008191e+38 	1.361495e+10 	
1.200224e+06 	2.518940e+09 	3.030911e+05 	1.491134e+23 	7.129132e-01 	3.952068e+08 	5.574320e+08 	1.378217e+39 	9.008010e+38 	1.348435e+10 	
1.200250e+06 	2.513265e+09 	2.997035e+05 	1.475614e+23 	7.209361e-01 	3.947613e+08 	5.505798e+08 	1.378174e+39 	9.007829e+38 	1.335498e+10 	
1.200276e+06 	2.507608e+09 	2.963538e+05 	1.460272e+23 	7.290492e-01 	3.943168e+08 	5.438126e+08 	1.378130e+39 	9.007647e+38 	1.322683e+10 	
1.200302e+06 	2.501969e+09 	2.930416e+05 	1.445106e+23 	7.372537e-01 	3.938732e+08 	5.371294e+08 	1.378086e+39 	9.007464e+38 	1.309987e+10 	
1.200328e+06 	2.496348e+09 	2.897663e+05 	1.430113e+23 	7.455505e-01 	3.934305e+08 	5.305291e+08 	1.378042e+39 	9.007281e+38 	1.297411e+10 	
1.200354e+06 	2.490745e+09 	2.865277e+05 	1.415291e+23 	7.539407e-01 	3.929887e+08 	5.240106e+08 	1.377999e+39 	9.007098e+38 	1.284953e+10 	
1.200379e+06 	2.485159e+09 	2.833252e+05 	1.400638e+23 	7.624253e-01 	3.925478e+08 	5.175729e+08 	1.377955e+39 	9.006913e+38 	1.272612e+10 	
1.200405e+06 	2.479592e+09 	2.801586e+05 	1.386153e+23 	7.710054e-01 	3.921079e+08 	5.112151e+08 	1.377911e+39 	9.006729e+38 	1.260387e+10 	
1.200431e+06 	2.474043e+09 	2.770273e+05 	1.371833e+23 	7.796820e-01 	3.916689e+08 	5.049361e+08 	1.377867e+39 	9.006543e+38 	1.248277e+10 	
1.200457e+06 	2.468511e+09 	2.739311e+05 	1.357676e+23 	7.884563e-01 	3.912308e+08 	4.987349e+08 	1.377822e+39 	9.006357e+38 	1.236280e+10 	
1.200483e+06 	2.462997e+09 	2.708694e+05 	1.343680e+23 	7.973294e-01 	3.907936e+08 	4.926106e+08 	1.377778e+39 	9.006171e+38 	1.224396e+10 	
1.200509e+06 	2.457501e+09 	2.678420e+05 	1.329843e+23 	8.063023e-01 	3.903573e+08 	4.865622e+08 	1.377734e+39 	9.005984e+38 	1.212624e+10 	
1.200535e+06 	2.452022e+09 	2.648484e+05 	1.316164e+23 	8.153762e-01 	3.899219e+08 	4.805887e+08 	1.377690e+39 	9.005796e+38 	1.200963e+10 	
1.200560e+06 	2.446561e+09 	2.618883e+05 	1.302640e+23 	8.245523e-01 	3.894874e+08 	4.746893e+08 	1.377645e+39 	9.005608e+38 	1.189412e+10 	
1.200586e+06 	2.441117e+09 	2.589612e+05 	1.289270e+23 	8.338316e-01 	3.890539e+08 	4.688629e+08 	1.377600e+39 	9.005420e+38 	1.177969e+10 	
1.200612e+06 	2.435691e+09 	2.560669e+05 	1.276051e+23 	8.432153e-01 	3.886212e+08 	4.631087e+08 	1.377556e+39 	9.005230e+38 	1.166633e+10 	
1.200638e+06 	2.430282e+09 	2.532049e+05 	1.262983e+23 	8.527046e-01 	3.881895e+08 	4.574258e+08 	1.377511e+39 	9.005040e+38 	1.155405e+10 	
1.200664e+06 	2.424891e+09 	2.503749e+05 	1.250062e+23 	8.623008e-01 	3.877587e+08 	4.518133e+08 	1.377466e+39 	9.004850e+38 	1.144282e+10 	
1.200690e+06 	2.419516e+09 	2.475765e+05 	1.237288e+23 	8.720049e-01 	3.873288e+08 	4.462703e+08 	1.377421e+39 	9.004659e+38 	1.133263e+10 	
1.200715e+06 	2.414160e+09 	2.448094e+05 	1.224659e+23 	8.818183e-01 	3.868997e+08 	4.407959e+08 	1.377376e+39 	9.004467e+38 	1.122349e+10 	
