r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199998e+06 	2.140600e+09 	7.926625e+05 	1.604931e+23 	1.533581e-02 	3.643202e+08 	2.431074e+10 	5.945986e+38 	3.885902e+38 	3.952040e+10 	
1.200013e+06 	2.133900e+09 	7.829931e+05 	1.581710e+23 	1.552476e-02 	3.637496e+08 	2.397330e+10 	5.945944e+38 	3.885899e+38 	3.912200e+10 	
1.200028e+06 	2.127222e+09 	7.734418e+05 	1.558830e+23 	1.571604e-02 	3.631800e+08 	2.364056e+10 	5.945902e+38 	3.885897e+38 	3.872756e+10 	
1.200042e+06 	2.120566e+09 	7.640069e+05 	1.536287e+23 	1.590968e-02 	3.626113e+08 	2.331247e+10 	5.945859e+38 	3.885895e+38 	3.833704e+10 	
1.200057e+06 	2.113932e+09 	7.546871e+05 	1.514076e+23 	1.610570e-02 	3.620437e+08 	2.298895e+10 	5.945817e+38 	3.885893e+38 	3.795039e+10 	
1.200072e+06 	2.107320e+09 	7.454810e+05 	1.492191e+23 	1.630414e-02 	3.614771e+08 	2.266994e+10 	5.945775e+38 	3.885890e+38 	3.756759e+10 	
1.200086e+06 	2.100730e+09 	7.363873e+05 	1.470628e+23 	1.650503e-02 	3.609114e+08 	2.235538e+10 	5.945733e+38 	3.885888e+38 	3.718859e+10 	
1.200101e+06 	2.094161e+09 	7.274044e+05 	1.449382e+23 	1.670839e-02 	3.603467e+08 	2.204521e+10 	5.945692e+38 	3.885886e+38 	3.681336e+10 	
1.200116e+06 	2.087614e+09 	7.185311e+05 	1.428449e+23 	1.691426e-02 	3.597829e+08 	2.173936e+10 	5.945650e+38 	3.885884e+38 	3.644185e+10 	
1.200130e+06 	2.081089e+09 	7.097661e+05 	1.407823e+23 	1.712267e-02 	3.592202e+08 	2.143777e+10 	5.945608e+38 	3.885882e+38 	3.607404e+10 	
