r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199982e+06 	2.176594e+09 	7.544790e+05 	1.604931e+23 	3.214855e-02 	3.673704e+08 	1.167198e+10 	6.427172e+38 	4.200342e+38 	3.718315e+10 	
1.199996e+06 	2.170126e+09 	7.456493e+05 	1.582869e+23 	3.252833e-02 	3.668242e+08 	1.151685e+10 	6.427123e+38 	4.200338e+38 	3.682304e+10 	
1.200011e+06 	2.163679e+09 	7.369230e+05 	1.561116e+23 	3.291260e-02 	3.662789e+08 	1.136379e+10 	6.427074e+38 	4.200333e+38 	3.646636e+10 	
1.200026e+06 	2.157252e+09 	7.282987e+05 	1.539668e+23 	3.330141e-02 	3.657345e+08 	1.121277e+10 	6.427025e+38 	4.200328e+38 	3.611309e+10 	
1.200041e+06 	2.150845e+09 	7.197754e+05 	1.518519e+23 	3.369482e-02 	3.651910e+08 	1.106378e+10 	6.426976e+38 	4.200324e+38 	3.576319e+10 	
1.200055e+06 	2.144458e+09 	7.113519e+05 	1.497667e+23 	3.409288e-02 	3.646484e+08 	1.091677e+10 	6.426927e+38 	4.200319e+38 	3.541662e+10 	
1.200070e+06 	2.138092e+09 	7.030269e+05 	1.477107e+23 	3.449564e-02 	3.641067e+08 	1.077172e+10 	6.426878e+38 	4.200314e+38 	3.507337e+10 	
1.200085e+06 	2.131746e+09 	6.947993e+05 	1.456835e+23 	3.490316e-02 	3.635659e+08 	1.062861e+10 	6.426830e+38 	4.200310e+38 	3.473338e+10 	
1.200099e+06 	2.125420e+09 	6.866681e+05 	1.436847e+23 	3.531550e-02 	3.630261e+08 	1.048742e+10 	6.426781e+38 	4.200305e+38 	3.439665e+10 	
1.200114e+06 	2.119114e+09 	6.786320e+05 	1.417138e+23 	3.573271e-02 	3.624871e+08 	1.034810e+10 	6.426733e+38 	4.200300e+38 	3.406312e+10 	
1.200128e+06 	2.112827e+09 	6.706899e+05 	1.397705e+23 	3.615485e-02 	3.619491e+08 	1.021065e+10 	6.426685e+38 	4.200296e+38 	3.373279e+10 	
1.200143e+06 	2.106561e+09 	6.628408e+05 	1.378543e+23 	3.658199e-02 	3.614119e+08 	1.007503e+10 	6.426636e+38 	4.200291e+38 	3.340561e+10 	
1.200157e+06 	2.100314e+09 	6.550836e+05 	1.359649e+23 	3.701417e-02 	3.608756e+08 	9.941225e+09 	6.426588e+38 	4.200286e+38 	3.308155e+10 	
1.200172e+06 	2.094087e+09 	6.474171e+05 	1.341019e+23 	3.745146e-02 	3.603403e+08 	9.809203e+09 	6.426540e+38 	4.200282e+38 	3.276059e+10 	
1.200186e+06 	2.087879e+09 	6.398404e+05 	1.322650e+23 	3.789392e-02 	3.598058e+08 	9.678944e+09 	6.426492e+38 	4.200277e+38 	3.244269e+10 	
1.200200e+06 	2.081692e+09 	6.323523e+05 	1.304537e+23 	3.834160e-02 	3.592722e+08 	9.550423e+09 	6.426445e+38 	4.200272e+38 	3.212783e+10 	
1.200215e+06 	2.075524e+09 	6.249519e+05 	1.286678e+23 	3.879458e-02 	3.587396e+08 	9.423618e+09 	6.426397e+38 	4.200268e+38 	3.181598e+10 	
1.200229e+06 	2.069375e+09 	6.176380e+05 	1.269067e+23 	3.925292e-02 	3.582078e+08 	9.298505e+09 	6.426349e+38 	4.200263e+38 	3.150711e+10 	
1.200243e+06 	2.063245e+09 	6.104098e+05 	1.251702e+23 	3.971667e-02 	3.576769e+08 	9.175061e+09 	6.426302e+38 	4.200258e+38 	3.120119e+10 	
1.200257e+06 	2.057135e+09 	6.032661e+05 	1.234580e+23 	4.018590e-02 	3.571469e+08 	9.053265e+09 	6.426254e+38 	4.200254e+38 	3.089820e+10 	
1.200271e+06 	2.051044e+09 	5.962061e+05 	1.217697e+23 	4.066068e-02 	3.566178e+08 	8.933093e+09 	6.426207e+38 	4.200249e+38 	3.059811e+10 	
1.200286e+06 	2.044973e+09 	5.892287e+05 	1.201048e+23 	4.114107e-02 	3.560895e+08 	8.814524e+09 	6.426160e+38 	4.200244e+38 	3.030088e+10 	
1.200300e+06 	2.038920e+09 	5.823329e+05 	1.184633e+23 	4.162713e-02 	3.555622e+08 	8.697538e+09 	6.426113e+38 	4.200240e+38 	3.000650e+10 	
1.200314e+06 	2.032886e+09 	5.755179e+05 	1.168446e+23 	4.211895e-02 	3.550357e+08 	8.582112e+09 	6.426066e+38 	4.200235e+38 	2.971493e+10 	
