r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	2.351800e+09 	5.645247e+05 	1.604931e+23 	1.710450e-01 	3.818701e+08 	2.262250e+09 	9.230524e+38 	6.032462e+38 	2.635811e+10 	
1.200018e+06 	2.345508e+09 	5.581585e+05 	1.585024e+23 	1.729901e-01 	3.813590e+08 	2.233597e+09 	9.230404e+38 	6.032432e+38 	2.610955e+10 	
1.200036e+06 	2.339236e+09 	5.518640e+05 	1.565373e+23 	1.749573e-01 	3.808487e+08 	2.205310e+09 	9.230284e+38 	6.032401e+38 	2.586329e+10 	
1.200053e+06 	2.332982e+09 	5.456406e+05 	1.545974e+23 	1.769469e-01 	3.803393e+08 	2.177383e+09 	9.230164e+38 	6.032370e+38 	2.561931e+10 	
1.200071e+06 	2.326748e+09 	5.394873e+05 	1.526824e+23 	1.789591e-01 	3.798307e+08 	2.149811e+09 	9.230045e+38 	6.032339e+38 	2.537760e+10 	
1.200089e+06 	2.320533e+09 	5.334034e+05 	1.507920e+23 	1.809943e-01 	3.793231e+08 	2.122591e+09 	9.229925e+38 	6.032308e+38 	2.513812e+10 	
1.200107e+06 	2.314336e+09 	5.273881e+05 	1.489260e+23 	1.830525e-01 	3.788163e+08 	2.095718e+09 	9.229806e+38 	6.032277e+38 	2.490087e+10 	
1.200124e+06 	2.308159e+09 	5.214406e+05 	1.470838e+23 	1.851342e-01 	3.783104e+08 	2.069187e+09 	9.229687e+38 	6.032247e+38 	2.466582e+10 	
1.200142e+06 	2.302001e+09 	5.155602e+05 	1.452653e+23 	1.872396e-01 	3.778054e+08 	2.042994e+09 	9.229567e+38 	6.032216e+38 	2.443294e+10 	
1.200160e+06 	2.295861e+09 	5.097462e+05 	1.434701e+23 	1.893689e-01 	3.773013e+08 	2.017135e+09 	9.229448e+38 	6.032185e+38 	2.420223e+10 	
1.200177e+06 	2.289740e+09 	5.039977e+05 	1.416979e+23 	1.915225e-01 	3.767980e+08 	1.991605e+09 	9.229329e+38 	6.032154e+38 	2.397366e+10 	
1.200195e+06 	2.283638e+09 	4.983140e+05 	1.399484e+23 	1.937005e-01 	3.762956e+08 	1.966400e+09 	9.229210e+38 	6.032123e+38 	2.374722e+10 	
1.200212e+06 	2.277554e+09 	4.926944e+05 	1.382212e+23 	1.959033e-01 	3.757940e+08 	1.941516e+09 	9.229091e+38 	6.032092e+38 	2.352287e+10 	
1.200230e+06 	2.271490e+09 	4.871382e+05 	1.365163e+23 	1.981312e-01 	3.752933e+08 	1.916949e+09 	9.228972e+38 	6.032061e+38 	2.330061e+10 	
1.200247e+06 	2.265443e+09 	4.816447e+05 	1.348331e+23 	2.003844e-01 	3.747935e+08 	1.892695e+09 	9.228854e+38 	6.032030e+38 	2.308041e+10 	
1.200265e+06 	2.259416e+09 	4.762131e+05 	1.331715e+23 	2.026633e-01 	3.742946e+08 	1.868749e+09 	9.228735e+38 	6.031999e+38 	2.286225e+10 	
1.200282e+06 	2.253406e+09 	4.708427e+05 	1.315312e+23 	2.049681e-01 	3.737965e+08 	1.845108e+09 	9.228616e+38 	6.031968e+38 	2.264612e+10 	
1.200300e+06 	2.247415e+09 	4.655329e+05 	1.299118e+23 	2.072991e-01 	3.732992e+08 	1.821769e+09 	9.228498e+38 	6.031936e+38 	2.243200e+10 	
1.200317e+06 	2.241442e+09 	4.602830e+05 	1.283131e+23 	2.096567e-01 	3.728029e+08 	1.798726e+09 	9.228379e+38 	6.031905e+38 	2.221987e+10 	
1.200334e+06 	2.235488e+09 	4.550923e+05 	1.267348e+23 	2.120410e-01 	3.723073e+08 	1.775976e+09 	9.228261e+38 	6.031874e+38 	2.200971e+10 	
1.200352e+06 	2.229551e+09 	4.499602e+05 	1.251766e+23 	2.144525e-01 	3.718127e+08 	1.753517e+09 	9.228142e+38 	6.031843e+38 	2.180151e+10 	
1.200369e+06 	2.223633e+09 	4.448859e+05 	1.236384e+23 	2.168914e-01 	3.713189e+08 	1.731342e+09 	9.228024e+38 	6.031812e+38 	2.159524e+10 	
1.200386e+06 	2.217733e+09 	4.398688e+05 	1.221198e+23 	2.193581e-01 	3.708259e+08 	1.709450e+09 	9.227906e+38 	6.031781e+38 	2.139088e+10 	
1.200404e+06 	2.211851e+09 	4.349083e+05 	1.206206e+23 	2.218528e-01 	3.703338e+08 	1.687837e+09 	9.227788e+38 	6.031749e+38 	2.118843e+10 	
1.200421e+06 	2.205987e+09 	4.300038e+05 	1.191405e+23 	2.243759e-01 	3.698426e+08 	1.666499e+09 	9.227670e+38 	6.031718e+38 	2.098786e+10 	
1.200438e+06 	2.200141e+09 	4.251546e+05 	1.176793e+23 	2.269277e-01 	3.693522e+08 	1.645432e+09 	9.227552e+38 	6.031687e+38 	2.078915e+10 	
1.200455e+06 	2.194313e+09 	4.203600e+05 	1.162366e+23 	2.295086e-01 	3.688627e+08 	1.624633e+09 	9.227434e+38 	6.031656e+38 	2.059229e+10 	
1.200472e+06 	2.188502e+09 	4.156195e+05 	1.148124e+23 	2.321188e-01 	3.683740e+08 	1.604098e+09 	9.227316e+38 	6.031624e+38 	2.039727e+10 	
