r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200001e+06 	2.136502e+09 	7.969955e+05 	1.604931e+23 	1.359367e-02 	3.639712e+08 	2.740616e+10 	5.893054e+38 	3.851314e+38 	3.978939e+10 	
1.200016e+06 	2.129749e+09 	7.871890e+05 	1.581484e+23 	1.376262e-02 	3.633956e+08 	2.702237e+10 	5.893012e+38 	3.851312e+38 	3.938486e+10 	
1.200031e+06 	2.123018e+09 	7.775031e+05 	1.558384e+23 	1.393368e-02 	3.628209e+08 	2.664399e+10 	5.892970e+38 	3.851310e+38 	3.898439e+10 	
1.200046e+06 	2.116310e+09 	7.679365e+05 	1.535628e+23 	1.410687e-02 	3.622472e+08 	2.627092e+10 	5.892929e+38 	3.851308e+38 	3.858792e+10 	
1.200061e+06 	2.109624e+09 	7.584875e+05 	1.513210e+23 	1.428221e-02 	3.616746e+08 	2.590311e+10 	5.892887e+38 	3.851306e+38 	3.819543e+10 	
1.200075e+06 	2.102960e+09 	7.491548e+05 	1.491126e+23 	1.445973e-02 	3.611029e+08 	2.554047e+10 	5.892846e+38 	3.851304e+38 	3.780686e+10 	
1.200090e+06 	2.096319e+09 	7.399370e+05 	1.469369e+23 	1.463946e-02 	3.605323e+08 	2.518293e+10 	5.892805e+38 	3.851302e+38 	3.742219e+10 	
1.200105e+06 	2.089700e+09 	7.308325e+05 	1.447935e+23 	1.482142e-02 	3.599626e+08 	2.483042e+10 	5.892763e+38 	3.851300e+38 	3.704138e+10 	
1.200119e+06 	2.083102e+09 	7.218401e+05 	1.426819e+23 	1.500564e-02 	3.593939e+08 	2.448287e+10 	5.892722e+38 	3.851298e+38 	3.666438e+10 	
1.200134e+06 	2.076527e+09 	7.129583e+05 	1.406016e+23 	1.519216e-02 	3.588263e+08 	2.414021e+10 	5.892681e+38 	3.851296e+38 	3.629116e+10 	
1.200149e+06 	2.069973e+09 	7.041858e+05 	1.385521e+23 	1.538099e-02 	3.582596e+08 	2.380237e+10 	5.892640e+38 	3.851294e+38 	3.592169e+10 	
1.200163e+06 	2.063441e+09 	6.955213e+05 	1.365331e+23 	1.557218e-02 	3.576939e+08 	2.346928e+10 	5.892599e+38 	3.851292e+38 	3.555591e+10 	
