Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.42762080  	 6.42762688 
1.01000000  	 6.51942880  	 6.51943488 
1.01005556  	 6.52466553  	 6.52467056 
1.01111111  	 6.62947801  	 6.62948273 
1.01216666  	 6.75316269  	 6.75316707 
1.01222222  	 6.76060319  	 6.76060793 
1.01322222  	 6.92874656  	 6.92875264 
1.01333333  	 6.95442922  	 6.95443265 
1.01344444  	 6.98281186  	 6.98281521 
1.01355555  	 7.01473692  	 7.01474018 
1.01366666  	 7.05153059  	 7.05153374 
1.01377778  	 7.09545762  	 7.09546066 
1.01388889  	 7.15098350  	 7.15098639 
1.01400000  	 7.22929406  	 7.22929678 
1.01411111  	 7.38249807  	 7.38250054 
