logMdot	 Edot/LEdd		 log10(Ts)
17.40 	 1.0185490134956905 	 7.256412158779961
17.50 	 1.0196292297734357 	 7.2913104945384
17.60 	 1.0207971806385703 	 7.317125203049885
17.70 	 1.0220409912298265 	 7.334033291718794
17.80 	 1.0232105300278103 	 7.342882414885118
17.90 	 1.0242901193680847 	 7.343982967685346
18.00 	 1.0251853045716144 	 7.337855506760192
18.10 	 1.0258442052665395 	 7.324788418260159
18.20 	 1.0262266936450053 	 7.305041490738967
18.30 	 1.0262913496767538 	 7.278876973963699
18.40 	 1.0260669823034736 	 7.246420168340283
18.50 	 1.0255568177999523 	 7.207960305266733
18.60 	 1.024797855640234 	 7.163753990216095
18.70 	 1.023828792033423 	 7.11421798084809
18.80 	 1.0227014842202957 	 7.06001606517722
18.90 	 1.0214740934885347 	 7.002077423646855
19.00 	 1.020211024201026 	 6.94162448048154
