r (km)   	 u (km/s) 	 cs (km/s) 	 rho (g/cm3) 	 T (K)    	 P (dyne/cm2) 	 phi      	 L (erg/s) 	 L* (erg/s) 	 E (erg) 
1.005e+01 	 7.307e-04 	 3.713e+03 	 7.063e+03 	 2.224e+09 	 6.264e+22 	 5.081e+06 	 2.185e+39 	 1.281e+39 	 1.865e+23
1.005e+01 	 7.375e-04 	 3.711e+03 	 6.995e+03 	 2.221e+09 	 6.231e+22 	 5.031e+06 	 2.183e+39 	 1.280e+39 	 1.855e+23
1.005e+01 	 7.444e-04 	 3.708e+03 	 6.928e+03 	 2.218e+09 	 6.198e+22 	 4.981e+06 	 2.182e+39 	 1.279e+39 	 1.845e+23
1.005e+01 	 7.514e-04 	 3.706e+03 	 6.862e+03 	 2.215e+09 	 6.165e+22 	 4.932e+06 	 2.180e+39 	 1.278e+39 	 1.835e+23
1.005e+01 	 7.584e-04 	 3.704e+03 	 6.796e+03 	 2.212e+09 	 6.133e+22 	 4.883e+06 	 2.179e+39 	 1.278e+39 	 1.826e+23
1.005e+01 	 7.655e-04 	 3.701e+03 	 6.730e+03 	 2.209e+09 	 6.100e+22 	 4.834e+06 	 2.177e+39 	 1.277e+39 	 1.816e+23
1.006e+01 	 7.727e-04 	 3.699e+03 	 6.666e+03 	 2.206e+09 	 6.068e+22 	 4.786e+06 	 2.176e+39 	 1.276e+39 	 1.807e+23
1.006e+01 	 7.799e-04 	 3.696e+03 	 6.601e+03 	 2.203e+09 	 6.036e+22 	 4.739e+06 	 2.174e+39 	 1.275e+39 	 1.797e+23
1.006e+01 	 7.872e-04 	 3.694e+03 	 6.538e+03 	 2.201e+09 	 6.003e+22 	 4.692e+06 	 2.172e+39 	 1.274e+39 	 1.788e+23
1.006e+01 	 7.946e-04 	 3.691e+03 	 6.475e+03 	 2.198e+09 	 5.971e+22 	 4.645e+06 	 2.171e+39 	 1.274e+39 	 1.778e+23
1.006e+01 	 8.020e-04 	 3.689e+03 	 6.413e+03 	 2.195e+09 	 5.940e+22 	 4.599e+06 	 2.169e+39 	 1.273e+39 	 1.769e+23
1.006e+01 	 8.095e-04 	 3.687e+03 	 6.351e+03 	 2.192e+09 	 5.908e+22 	 4.554e+06 	 2.168e+39 	 1.272e+39 	 1.759e+23
1.006e+01 	 8.171e-04 	 3.684e+03 	 6.290e+03 	 2.189e+09 	 5.876e+22 	 4.509e+06 	 2.166e+39 	 1.271e+39 	 1.750e+23
1.007e+01 	 8.247e-04 	 3.682e+03 	 6.230e+03 	 2.186e+09 	 5.845e+22 	 4.464e+06 	 2.164e+39 	 1.270e+39 	 1.741e+23
1.007e+01 	 8.324e-04 	 3.679e+03 	 6.170e+03 	 2.183e+09 	 5.813e+22 	 4.420e+06 	 2.163e+39 	 1.270e+39 	 1.731e+23
1.007e+01 	 8.402e-04 	 3.677e+03 	 6.111e+03 	 2.180e+09 	 5.782e+22 	 4.376e+06 	 2.161e+39 	 1.269e+39 	 1.722e+23
1.007e+01 	 8.480e-04 	 3.674e+03 	 6.052e+03 	 2.177e+09 	 5.751e+22 	 4.333e+06 	 2.160e+39 	 1.268e+39 	 1.713e+23
1.007e+01 	 8.559e-04 	 3.672e+03 	 5.994e+03 	 2.175e+09 	 5.720e+22 	 4.290e+06 	 2.158e+39 	 1.267e+39 	 1.704e+23
1.007e+01 	 8.639e-04 	 3.670e+03 	 5.936e+03 	 2.172e+09 	 5.689e+22 	 4.247e+06 	 2.156e+39 	 1.266e+39 	 1.695e+23
1.008e+01 	 8.720e-04 	 3.667e+03 	 5.879e+03 	 2.169e+09 	 5.658e+22 	 4.205e+06 	 2.155e+39 	 1.266e+39 	 1.685e+23
1.008e+01 	 8.801e-04 	 3.665e+03 	 5.823e+03 	 2.166e+09 	 5.627e+22 	 4.163e+06 	 2.153e+39 	 1.265e+39 	 1.676e+23
1.008e+01 	 8.883e-04 	 3.662e+03 	 5.767e+03 	 2.163e+09 	 5.597e+22 	 4.122e+06 	 2.151e+39 	 1.264e+39 	 1.667e+23
1.008e+01 	 8.966e-04 	 3.660e+03 	 5.711e+03 	 2.160e+09 	 5.566e+22 	 4.081e+06 	 2.150e+39 	 1.263e+39 	 1.658e+23
1.008e+01 	 9.049e-04 	 3.657e+03 	 5.656e+03 	 2.157e+09 	 5.536e+22 	 4.041e+06 	 2.148e+39 	 1.262e+39 	 1.649e+23
1.008e+01 	 9.134e-04 	 3.655e+03 	 5.602e+03 	 2.154e+09 	 5.506e+22 	 4.001e+06 	 2.146e+39 	 1.261e+39 	 1.640e+23
1.009e+01 	 9.219e-04 	 3.652e+03 	 5.548e+03 	 2.151e+09 	 5.475e+22 	 3.961e+06 	 2.145e+39 	 1.261e+39 	 1.632e+23
1.009e+01 	 9.305e-04 	 3.650e+03 	 5.495e+03 	 2.148e+09 	 5.445e+22 	 3.922e+06 	 2.143e+39 	 1.260e+39 	 1.623e+23
1.009e+01 	 9.391e-04 	 3.647e+03 	 5.442e+03 	 2.145e+09 	 5.415e+22 	 3.883e+06 	 2.141e+39 	 1.259e+39 	 1.614e+23
1.009e+01 	 9.479e-04 	 3.645e+03 	 5.390e+03 	 2.143e+09 	 5.386e+22 	 3.845e+06 	 2.140e+39 	 1.258e+39 	 1.605e+23
1.009e+01 	 9.567e-04 	 3.642e+03 	 5.338e+03 	 2.140e+09 	 5.356e+22 	 3.807e+06 	 2.138e+39 	 1.257e+39 	 1.596e+23
1.009e+01 	 9.656e-04 	 3.640e+03 	 5.287e+03 	 2.137e+09 	 5.327e+22 	 3.769e+06 	 2.136e+39 	 1.256e+39 	 1.587e+23
1.010e+01 	 9.746e-04 	 3.637e+03 	 5.236e+03 	 2.134e+09 	 5.297e+22 	 3.732e+06 	 2.134e+39 	 1.255e+39 	 1.579e+23
1.010e+01 	 9.836e-04 	 3.635e+03 	 5.185e+03 	 2.131e+09 	 5.268e+22 	 3.695e+06 	 2.133e+39 	 1.255e+39 	 1.570e+23
1.010e+01 	 9.928e-04 	 3.632e+03 	 5.136e+03 	 2.128e+09 	 5.239e+22 	 3.658e+06 	 2.131e+39 	 1.254e+39 	 1.561e+23
1.010e+01 	 1.002e-03 	 3.630e+03 	 5.086e+03 	 2.125e+09 	 5.209e+22 	 3.622e+06 	 2.129e+39 	 1.253e+39 	 1.553e+23
1.010e+01 	 1.011e-03 	 3.627e+03 	 5.037e+03 	 2.122e+09 	 5.181e+22 	 3.586e+06 	 2.128e+39 	 1.252e+39 	 1.544e+23
1.010e+01 	 1.021e-03 	 3.625e+03 	 4.989e+03 	 2.119e+09 	 5.152e+22 	 3.551e+06 	 2.126e+39 	 1.251e+39 	 1.536e+23
1.011e+01 	 1.030e-03 	 3.622e+03 	 4.941e+03 	 2.116e+09 	 5.123e+22 	 3.516e+06 	 2.124e+39 	 1.250e+39 	 1.527e+23
1.011e+01 	 1.040e-03 	 3.620e+03 	 4.893e+03 	 2.113e+09 	 5.094e+22 	 3.481e+06 	 2.122e+39 	 1.249e+39 	 1.519e+23
1.011e+01 	 1.049e-03 	 3.617e+03 	 4.846e+03 	 2.110e+09 	 5.066e+22 	 3.447e+06 	 2.121e+39 	 1.248e+39 	 1.510e+23
1.011e+01 	 1.059e-03 	 3.615e+03 	 4.800e+03 	 2.107e+09 	 5.037e+22 	 3.413e+06 	 2.119e+39 	 1.248e+39 	 1.502e+23
1.011e+01 	 1.069e-03 	 3.612e+03 	 4.754e+03 	 2.105e+09 	 5.009e+22 	 3.379e+06 	 2.117e+39 	 1.247e+39 	 1.493e+23
1.012e+01 	 1.079e-03 	 3.610e+03 	 4.708e+03 	 2.102e+09 	 4.981e+22 	 3.346e+06 	 2.115e+39 	 1.246e+39 	 1.485e+23
1.012e+01 	 1.089e-03 	 3.607e+03 	 4.663e+03 	 2.099e+09 	 4.953e+22 	 3.313e+06 	 2.114e+39 	 1.245e+39 	 1.477e+23
1.012e+01 	 1.099e-03 	 3.605e+03 	 4.618e+03 	 2.096e+09 	 4.925e+22 	 3.280e+06 	 2.112e+39 	 1.244e+39 	 1.468e+23
1.012e+01 	 1.109e-03 	 3.602e+03 	 4.574e+03 	 2.093e+09 	 4.897e+22 	 3.247e+06 	 2.110e+39 	 1.243e+39 	 1.460e+23
1.012e+01 	 1.119e-03 	 3.600e+03 	 4.530e+03 	 2.090e+09 	 4.869e+22 	 3.215e+06 	 2.108e+39 	 1.242e+39 	 1.452e+23
1.012e+01 	 1.130e-03 	 3.597e+03 	 4.486e+03 	 2.087e+09 	 4.842e+22 	 3.184e+06 	 2.106e+39 	 1.241e+39 	 1.444e+23
1.013e+01 	 1.140e-03 	 3.595e+03 	 4.443e+03 	 2.084e+09 	 4.814e+22 	 3.152e+06 	 2.105e+39 	 1.240e+39 	 1.436e+23
1.013e+01 	 1.151e-03 	 3.592e+03 	 4.400e+03 	 2.081e+09 	 4.787e+22 	 3.121e+06 	 2.103e+39 	 1.240e+39 	 1.427e+23
1.013e+01 	 1.161e-03 	 3.590e+03 	 4.358e+03 	 2.078e+09 	 4.759e+22 	 3.090e+06 	 2.101e+39 	 1.239e+39 	 1.419e+23
1.013e+01 	 1.172e-03 	 3.587e+03 	 4.316e+03 	 2.075e+09 	 4.732e+22 	 3.060e+06 	 2.099e+39 	 1.238e+39 	 1.411e+23
1.013e+01 	 1.183e-03 	 3.585e+03 	 4.275e+03 	 2.072e+09 	 4.705e+22 	 3.030e+06 	 2.097e+39 	 1.237e+39 	 1.403e+23
1.014e+01 	 1.194e-03 	 3.582e+03 	 4.234e+03 	 2.069e+09 	 4.678e+22 	 3.000e+06 	 2.096e+39 	 1.236e+39 	 1.395e+23
1.014e+01 	 1.205e-03 	 3.579e+03 	 4.193e+03 	 2.066e+09 	 4.651e+22 	 2.970e+06 	 2.094e+39 	 1.235e+39 	 1.387e+23
1.014e+01 	 1.216e-03 	 3.577e+03 	 4.153e+03 	 2.063e+09 	 4.624e+22 	 2.941e+06 	 2.092e+39 	 1.234e+39 	 1.379e+23
1.014e+01 	 1.227e-03 	 3.574e+03 	 4.113e+03 	 2.060e+09 	 4.598e+22 	 2.912e+06 	 2.090e+39 	 1.233e+39 	 1.371e+23
1.014e+01 	 1.239e-03 	 3.572e+03 	 4.073e+03 	 2.057e+09 	 4.571e+22 	 2.883e+06 	 2.088e+39 	 1.232e+39 	 1.364e+23
1.015e+01 	 1.250e-03 	 3.569e+03 	 4.034e+03 	 2.054e+09 	 4.545e+22 	 2.855e+06 	 2.086e+39 	 1.231e+39 	 1.356e+23
1.015e+01 	 1.262e-03 	 3.567e+03 	 3.995e+03 	 2.052e+09 	 4.518e+22 	 2.827e+06 	 2.084e+39 	 1.230e+39 	 1.348e+23
1.015e+01 	 1.273e-03 	 3.564e+03 	 3.957e+03 	 2.049e+09 	 4.492e+22 	 2.799e+06 	 2.083e+39 	 1.230e+39 	 1.340e+23
1.015e+01 	 1.285e-03 	 3.561e+03 	 3.919e+03 	 2.046e+09 	 4.466e+22 	 2.771e+06 	 2.081e+39 	 1.229e+39 	 1.332e+23
1.015e+01 	 1.297e-03 	 3.559e+03 	 3.881e+03 	 2.043e+09 	 4.440e+22 	 2.744e+06 	 2.079e+39 	 1.228e+39 	 1.325e+23
1.016e+01 	 1.309e-03 	 3.556e+03 	 3.844e+03 	 2.040e+09 	 4.414e+22 	 2.717e+06 	 2.077e+39 	 1.227e+39 	 1.317e+23
1.016e+01 	 1.321e-03 	 3.554e+03 	 3.807e+03 	 2.037e+09 	 4.388e+22 	 2.690e+06 	 2.075e+39 	 1.226e+39 	 1.309e+23
1.016e+01 	 1.333e-03 	 3.551e+03 	 3.770e+03 	 2.034e+09 	 4.362e+22 	 2.663e+06 	 2.073e+39 	 1.225e+39 	 1.302e+23
1.016e+01 	 1.345e-03 	 3.549e+03 	 3.734e+03 	 2.031e+09 	 4.337e+22 	 2.637e+06 	 2.071e+39 	 1.224e+39 	 1.294e+23
1.016e+01 	 1.358e-03 	 3.546e+03 	 3.698e+03 	 2.028e+09 	 4.311e+22 	 2.611e+06 	 2.069e+39 	 1.223e+39 	 1.286e+23
1.017e+01 	 1.370e-03 	 3.543e+03 	 3.663e+03 	 2.025e+09 	 4.286e+22 	 2.586e+06 	 2.068e+39 	 1.222e+39 	 1.279e+23
1.017e+01 	 1.383e-03 	 3.541e+03 	 3.627e+03 	 2.022e+09 	 4.260e+22 	 2.560e+06 	 2.066e+39 	 1.221e+39 	 1.271e+23
1.017e+01 	 1.396e-03 	 3.538e+03 	 3.592e+03 	 2.019e+09 	 4.235e+22 	 2.535e+06 	 2.064e+39 	 1.220e+39 	 1.264e+23
1.017e+01 	 1.408e-03 	 3.536e+03 	 3.558e+03 	 2.016e+09 	 4.210e+22 	 2.510e+06 	 2.062e+39 	 1.219e+39 	 1.256e+23
1.018e+01 	 1.421e-03 	 3.533e+03 	 3.524e+03 	 2.013e+09 	 4.185e+22 	 2.485e+06 	 2.060e+39 	 1.218e+39 	 1.249e+23
1.018e+01 	 1.434e-03 	 3.530e+03 	 3.490e+03 	 2.010e+09 	 4.160e+22 	 2.461e+06 	 2.058e+39 	 1.217e+39 	 1.242e+23
1.018e+01 	 1.448e-03 	 3.528e+03 	 3.456e+03 	 2.007e+09 	 4.135e+22 	 2.437e+06 	 2.056e+39 	 1.216e+39 	 1.234e+23
1.018e+01 	 1.461e-03 	 3.525e+03 	 3.423e+03 	 2.004e+09 	 4.111e+22 	 2.413e+06 	 2.054e+39 	 1.215e+39 	 1.227e+23
1.018e+01 	 1.474e-03 	 3.522e+03 	 3.390e+03 	 2.001e+09 	 4.086e+22 	 2.389e+06 	 2.052e+39 	 1.214e+39 	 1.220e+23
1.019e+01 	 1.488e-03 	 3.520e+03 	 3.358e+03 	 1.998e+09 	 4.062e+22 	 2.365e+06 	 2.050e+39 	 1.214e+39 	 1.212e+23
1.019e+01 	 1.502e-03 	 3.517e+03 	 3.325e+03 	 1.995e+09 	 4.037e+22 	 2.342e+06 	 2.048e+39 	 1.213e+39 	 1.205e+23
1.019e+01 	 1.515e-03 	 3.515e+03 	 3.293e+03 	 1.992e+09 	 4.013e+22 	 2.319e+06 	 2.046e+39 	 1.212e+39 	 1.198e+23
1.019e+01 	 1.529e-03 	 3.512e+03 	 3.262e+03 	 1.989e+09 	 3.989e+22 	 2.296e+06 	 2.045e+39 	 1.211e+39 	 1.191e+23
1.020e+01 	 1.543e-03 	 3.509e+03 	 3.230e+03 	 1.986e+09 	 3.965e+22 	 2.274e+06 	 2.043e+39 	 1.210e+39 	 1.183e+23
1.020e+01 	 1.557e-03 	 3.507e+03 	 3.199e+03 	 1.983e+09 	 3.941e+22 	 2.251e+06 	 2.041e+39 	 1.209e+39 	 1.176e+23
1.020e+01 	 1.572e-03 	 3.504e+03 	 3.169e+03 	 1.980e+09 	 3.917e+22 	 2.229e+06 	 2.039e+39 	 1.208e+39 	 1.169e+23
1.020e+01 	 1.586e-03 	 3.501e+03 	 3.138e+03 	 1.977e+09 	 3.893e+22 	 2.207e+06 	 2.037e+39 	 1.207e+39 	 1.162e+23
1.021e+01 	 1.601e-03 	 3.499e+03 	 3.108e+03 	 1.974e+09 	 3.869e+22 	 2.186e+06 	 2.035e+39 	 1.206e+39 	 1.155e+23
1.021e+01 	 1.615e-03 	 3.496e+03 	 3.078e+03 	 1.971e+09 	 3.846e+22 	 2.164e+06 	 2.033e+39 	 1.205e+39 	 1.148e+23
1.021e+01 	 1.630e-03 	 3.493e+03 	 3.049e+03 	 1.968e+09 	 3.822e+22 	 2.143e+06 	 2.031e+39 	 1.204e+39 	 1.141e+23
1.021e+01 	 1.645e-03 	 3.491e+03 	 3.019e+03 	 1.965e+09 	 3.799e+22 	 2.122e+06 	 2.029e+39 	 1.203e+39 	 1.134e+23
1.022e+01 	 1.660e-03 	 3.488e+03 	 2.990e+03 	 1.962e+09 	 3.776e+22 	 2.101e+06 	 2.027e+39 	 1.202e+39 	 1.127e+23
1.022e+01 	 1.675e-03 	 3.485e+03 	 2.961e+03 	 1.959e+09 	 3.752e+22 	 2.081e+06 	 2.025e+39 	 1.201e+39 	 1.120e+23
1.022e+01 	 1.690e-03 	 3.483e+03 	 2.933e+03 	 1.956e+09 	 3.729e+22 	 2.060e+06 	 2.023e+39 	 1.200e+39 	 1.113e+23
1.022e+01 	 1.706e-03 	 3.480e+03 	 2.905e+03 	 1.953e+09 	 3.706e+22 	 2.040e+06 	 2.021e+39 	 1.199e+39 	 1.107e+23
1.022e+01 	 1.721e-03 	 3.477e+03 	 2.877e+03 	 1.950e+09 	 3.683e+22 	 2.020e+06 	 2.019e+39 	 1.198e+39 	 1.100e+23
1.023e+01 	 1.737e-03 	 3.475e+03 	 2.849e+03 	 1.947e+09 	 3.661e+22 	 2.000e+06 	 2.017e+39 	 1.197e+39 	 1.093e+23
1.023e+01 	 1.753e-03 	 3.472e+03 	 2.822e+03 	 1.944e+09 	 3.638e+22 	 1.981e+06 	 2.015e+39 	 1.196e+39 	 1.086e+23
1.023e+01 	 1.769e-03 	 3.469e+03 	 2.795e+03 	 1.941e+09 	 3.615e+22 	 1.961e+06 	 2.013e+39 	 1.195e+39 	 1.080e+23
1.023e+01 	 1.785e-03 	 3.467e+03 	 2.768e+03 	 1.938e+09 	 3.593e+22 	 1.942e+06 	 2.011e+39 	 1.194e+39 	 1.073e+23
1.024e+01 	 1.801e-03 	 3.464e+03 	 2.741e+03 	 1.935e+09 	 3.570e+22 	 1.923e+06 	 2.009e+39 	 1.193e+39 	 1.066e+23
1.024e+01 	 1.818e-03 	 3.461e+03 	 2.715e+03 	 1.932e+09 	 3.548e+22 	 1.904e+06 	 2.007e+39 	 1.192e+39 	 1.060e+23
1.024e+01 	 1.834e-03 	 3.459e+03 	 2.689e+03 	 1.929e+09 	 3.526e+22 	 1.885e+06 	 2.005e+39 	 1.191e+39 	 1.053e+23
1.025e+01 	 1.851e-03 	 3.456e+03 	 2.663e+03 	 1.926e+09 	 3.504e+22 	 1.867e+06 	 2.003e+39 	 1.190e+39 	 1.046e+23
1.025e+01 	 1.868e-03 	 3.453e+03 	 2.637e+03 	 1.923e+09 	 3.482e+22 	 1.849e+06 	 2.001e+39 	 1.189e+39 	 1.040e+23
1.025e+01 	 1.885e-03 	 3.451e+03 	 2.612e+03 	 1.920e+09 	 3.460e+22 	 1.831e+06 	 1.998e+39 	 1.188e+39 	 1.033e+23
1.025e+01 	 1.902e-03 	 3.448e+03 	 2.587e+03 	 1.917e+09 	 3.438e+22 	 1.813e+06 	 1.996e+39 	 1.187e+39 	 1.027e+23
1.026e+01 	 1.919e-03 	 3.445e+03 	 2.562e+03 	 1.914e+09 	 3.417e+22 	 1.795e+06 	 1.994e+39 	 1.186e+39 	 1.020e+23
1.026e+01 	 1.937e-03 	 3.442e+03 	 2.537e+03 	 1.911e+09 	 3.395e+22 	 1.777e+06 	 1.992e+39 	 1.185e+39 	 1.014e+23
1.026e+01 	 1.954e-03 	 3.440e+03 	 2.513e+03 	 1.908e+09 	 3.373e+22 	 1.760e+06 	 1.990e+39 	 1.184e+39 	 1.008e+23
1.026e+01 	 1.972e-03 	 3.437e+03 	 2.489e+03 	 1.905e+09 	 3.352e+22 	 1.743e+06 	 1.988e+39 	 1.183e+39 	 1.001e+23
1.027e+01 	 1.990e-03 	 3.434e+03 	 2.465e+03 	 1.902e+09 	 3.331e+22 	 1.726e+06 	 1.986e+39 	 1.182e+39 	 9.948e+22
1.027e+01 	 2.008e-03 	 3.432e+03 	 2.441e+03 	 1.899e+09 	 3.309e+22 	 1.709e+06 	 1.984e+39 	 1.181e+39 	 9.885e+22
1.027e+01 	 2.026e-03 	 3.429e+03 	 2.418e+03 	 1.896e+09 	 3.288e+22 	 1.692e+06 	 1.982e+39 	 1.180e+39 	 9.822e+22
1.027e+01 	 2.045e-03 	 3.426e+03 	 2.395e+03 	 1.893e+09 	 3.267e+22 	 1.676e+06 	 1.980e+39 	 1.179e+39 	 9.760e+22
1.028e+01 	 2.063e-03 	 3.423e+03 	 2.372e+03 	 1.890e+09 	 3.246e+22 	 1.659e+06 	 1.978e+39 	 1.178e+39 	 9.697e+22
1.028e+01 	 2.082e-03 	 3.421e+03 	 2.349e+03 	 1.887e+09 	 3.226e+22 	 1.643e+06 	 1.976e+39 	 1.177e+39 	 9.635e+22
1.028e+01 	 2.101e-03 	 3.418e+03 	 2.326e+03 	 1.884e+09 	 3.205e+22 	 1.627e+06 	 1.974e+39 	 1.176e+39 	 9.574e+22
1.029e+01 	 2.120e-03 	 3.415e+03 	 2.304e+03 	 1.881e+09 	 3.184e+22 	 1.611e+06 	 1.972e+39 	 1.175e+39 	 9.512e+22
1.029e+01 	 2.139e-03 	 3.412e+03 	 2.282e+03 	 1.878e+09 	 3.164e+22 	 1.595e+06 	 1.969e+39 	 1.174e+39 	 9.451e+22
1.029e+01 	 2.158e-03 	 3.410e+03 	 2.260e+03 	 1.875e+09 	 3.143e+22 	 1.580e+06 	 1.967e+39 	 1.173e+39 	 9.390e+22
1.029e+01 	 2.178e-03 	 3.407e+03 	 2.238e+03 	 1.872e+09 	 3.123e+22 	 1.564e+06 	 1.965e+39 	 1.172e+39 	 9.329e+22
1.030e+01 	 2.197e-03 	 3.404e+03 	 2.217e+03 	 1.869e+09 	 3.102e+22 	 1.549e+06 	 1.963e+39 	 1.171e+39 	 9.269e+22
