r (km)   	 u (km/s) 	 cs (km/s) 	 rho (g/cm3) 	 T (K)    	 P (dyne/cm2) 	 phi      	 L (erg/s) 	 L* (erg/s) 	 E (erg) 
1.000e+01 	 1.128e-04 	 2.033e+03 	 3.671e+03 	 6.669e+08 	 6.506e+20 	 1.802e+07 	 7.587e+38 	 4.433e+38 	 1.724e+21
1.000e+01 	 1.139e-04 	 2.032e+03 	 3.636e+03 	 6.656e+08 	 6.451e+20 	 1.783e+07 	 7.587e+38 	 4.433e+38 	 1.710e+21
1.000e+01 	 1.150e-04 	 2.030e+03 	 3.602e+03 	 6.643e+08 	 6.396e+20 	 1.765e+07 	 7.587e+38 	 4.433e+38 	 1.696e+21
1.000e+01 	 1.161e-04 	 2.028e+03 	 3.568e+03 	 6.630e+08 	 6.341e+20 	 1.746e+07 	 7.587e+38 	 4.433e+38 	 1.682e+21
1.000e+01 	 1.172e-04 	 2.026e+03 	 3.534e+03 	 6.618e+08 	 6.287e+20 	 1.728e+07 	 7.587e+38 	 4.433e+38 	 1.669e+21
1.000e+01 	 1.183e-04 	 2.024e+03 	 3.500e+03 	 6.605e+08 	 6.233e+20 	 1.710e+07 	 7.587e+38 	 4.433e+38 	 1.655e+21
1.000e+01 	 1.195e-04 	 2.022e+03 	 3.467e+03 	 6.592e+08 	 6.180e+20 	 1.692e+07 	 7.587e+38 	 4.433e+38 	 1.641e+21
1.000e+01 	 1.206e-04 	 2.020e+03 	 3.434e+03 	 6.580e+08 	 6.127e+20 	 1.675e+07 	 7.587e+38 	 4.433e+38 	 1.628e+21
1.000e+01 	 1.218e-04 	 2.018e+03 	 3.401e+03 	 6.567e+08 	 6.075e+20 	 1.657e+07 	 7.587e+38 	 4.433e+38 	 1.615e+21
1.000e+01 	 1.229e-04 	 2.016e+03 	 3.369e+03 	 6.554e+08 	 6.024e+20 	 1.640e+07 	 7.587e+38 	 4.433e+38 	 1.602e+21
1.000e+01 	 1.241e-04 	 2.014e+03 	 3.337e+03 	 6.542e+08 	 5.973e+20 	 1.623e+07 	 7.587e+38 	 4.433e+38 	 1.589e+21
1.000e+01 	 1.253e-04 	 2.012e+03 	 3.305e+03 	 6.529e+08 	 5.922e+20 	 1.606e+07 	 7.587e+38 	 4.433e+38 	 1.576e+21
1.000e+01 	 1.265e-04 	 2.010e+03 	 3.274e+03 	 6.517e+08 	 5.872e+20 	 1.589e+07 	 7.587e+38 	 4.433e+38 	 1.563e+21
1.000e+01 	 1.277e-04 	 2.008e+03 	 3.243e+03 	 6.504e+08 	 5.822e+20 	 1.572e+07 	 7.587e+38 	 4.433e+38 	 1.550e+21
1.000e+01 	 1.289e-04 	 2.006e+03 	 3.212e+03 	 6.492e+08 	 5.773e+20 	 1.556e+07 	 7.587e+38 	 4.433e+38 	 1.538e+21
1.000e+01 	 1.302e-04 	 2.004e+03 	 3.182e+03 	 6.480e+08 	 5.724e+20 	 1.540e+07 	 7.587e+38 	 4.433e+38 	 1.525e+21
1.000e+01 	 1.314e-04 	 2.003e+03 	 3.151e+03 	 6.467e+08 	 5.675e+20 	 1.524e+07 	 7.586e+38 	 4.433e+38 	 1.513e+21
1.000e+01 	 1.327e-04 	 2.001e+03 	 3.121e+03 	 6.455e+08 	 5.627e+20 	 1.508e+07 	 7.586e+38 	 4.433e+38 	 1.501e+21
1.000e+01 	 1.340e-04 	 1.999e+03 	 3.092e+03 	 6.443e+08 	 5.580e+20 	 1.492e+07 	 7.586e+38 	 4.433e+38 	 1.489e+21
1.000e+01 	 1.352e-04 	 1.997e+03 	 3.062e+03 	 6.430e+08 	 5.533e+20 	 1.476e+07 	 7.586e+38 	 4.433e+38 	 1.477e+21
1.000e+01 	 1.365e-04 	 1.995e+03 	 3.033e+03 	 6.418e+08 	 5.486e+20 	 1.461e+07 	 7.586e+38 	 4.433e+38 	 1.465e+21
1.000e+01 	 1.378e-04 	 1.993e+03 	 3.005e+03 	 6.406e+08 	 5.440e+20 	 1.446e+07 	 7.586e+38 	 4.433e+38 	 1.453e+21
1.000e+01 	 1.392e-04 	 1.991e+03 	 2.976e+03 	 6.394e+08 	 5.394e+20 	 1.431e+07 	 7.586e+38 	 4.433e+38 	 1.441e+21
1.000e+01 	 1.405e-04 	 1.989e+03 	 2.948e+03 	 6.381e+08 	 5.349e+20 	 1.416e+07 	 7.586e+38 	 4.433e+38 	 1.430e+21
1.000e+01 	 1.418e-04 	 1.987e+03 	 2.920e+03 	 6.369e+08 	 5.304e+20 	 1.401e+07 	 7.586e+38 	 4.433e+38 	 1.418e+21
1.000e+01 	 1.432e-04 	 1.985e+03 	 2.892e+03 	 6.357e+08 	 5.259e+20 	 1.386e+07 	 7.586e+38 	 4.433e+38 	 1.407e+21
1.000e+01 	 1.446e-04 	 1.984e+03 	 2.865e+03 	 6.345e+08 	 5.215e+20 	 1.372e+07 	 7.586e+38 	 4.433e+38 	 1.396e+21
1.000e+01 	 1.460e-04 	 1.982e+03 	 2.837e+03 	 6.333e+08 	 5.172e+20 	 1.358e+07 	 7.586e+38 	 4.433e+38 	 1.384e+21
1.000e+01 	 1.473e-04 	 1.980e+03 	 2.810e+03 	 6.321e+08 	 5.128e+20 	 1.344e+07 	 7.586e+38 	 4.433e+38 	 1.373e+21
1.000e+01 	 1.488e-04 	 1.978e+03 	 2.784e+03 	 6.309e+08 	 5.085e+20 	 1.330e+07 	 7.586e+38 	 4.433e+38 	 1.362e+21
1.000e+01 	 1.502e-04 	 1.976e+03 	 2.757e+03 	 6.297e+08 	 5.043e+20 	 1.316e+07 	 7.586e+38 	 4.433e+38 	 1.351e+21
1.000e+01 	 1.516e-04 	 1.974e+03 	 2.731e+03 	 6.286e+08 	 5.001e+20 	 1.302e+07 	 7.586e+38 	 4.433e+38 	 1.341e+21
1.000e+01 	 1.531e-04 	 1.972e+03 	 2.705e+03 	 6.274e+08 	 4.959e+20 	 1.288e+07 	 7.586e+38 	 4.433e+38 	 1.330e+21
1.000e+01 	 1.545e-04 	 1.970e+03 	 2.679e+03 	 6.262e+08 	 4.918e+20 	 1.275e+07 	 7.586e+38 	 4.433e+38 	 1.319e+21
1.000e+01 	 1.560e-04 	 1.969e+03 	 2.654e+03 	 6.250e+08 	 4.877e+20 	 1.262e+07 	 7.586e+38 	 4.433e+38 	 1.309e+21
1.000e+01 	 1.575e-04 	 1.967e+03 	 2.629e+03 	 6.238e+08 	 4.836e+20 	 1.249e+07 	 7.586e+38 	 4.433e+38 	 1.298e+21
1.000e+01 	 1.590e-04 	 1.965e+03 	 2.604e+03 	 6.227e+08 	 4.796e+20 	 1.236e+07 	 7.586e+38 	 4.433e+38 	 1.288e+21
1.000e+01 	 1.605e-04 	 1.963e+03 	 2.579e+03 	 6.215e+08 	 4.756e+20 	 1.223e+07 	 7.586e+38 	 4.433e+38 	 1.278e+21
1.000e+01 	 1.621e-04 	 1.961e+03 	 2.555e+03 	 6.203e+08 	 4.717e+20 	 1.210e+07 	 7.586e+38 	 4.433e+38 	 1.268e+21
1.000e+01 	 1.636e-04 	 1.959e+03 	 2.530e+03 	 6.192e+08 	 4.678e+20 	 1.197e+07 	 7.586e+38 	 4.433e+38 	 1.258e+21
1.000e+01 	 1.652e-04 	 1.958e+03 	 2.506e+03 	 6.180e+08 	 4.639e+20 	 1.185e+07 	 7.586e+38 	 4.433e+38 	 1.248e+21
1.000e+01 	 1.668e-04 	 1.956e+03 	 2.483e+03 	 6.168e+08 	 4.601e+20 	 1.173e+07 	 7.585e+38 	 4.433e+38 	 1.238e+21
1.000e+01 	 1.684e-04 	 1.954e+03 	 2.459e+03 	 6.157e+08 	 4.563e+20 	 1.160e+07 	 7.585e+38 	 4.433e+38 	 1.228e+21
1.000e+01 	 1.700e-04 	 1.952e+03 	 2.436e+03 	 6.145e+08 	 4.525e+20 	 1.148e+07 	 7.585e+38 	 4.433e+38 	 1.218e+21
1.000e+01 	 1.716e-04 	 1.950e+03 	 2.412e+03 	 6.134e+08 	 4.488e+20 	 1.136e+07 	 7.585e+38 	 4.433e+38 	 1.209e+21
1.000e+01 	 1.733e-04 	 1.948e+03 	 2.390e+03 	 6.123e+08 	 4.451e+20 	 1.124e+07 	 7.585e+38 	 4.433e+38 	 1.199e+21
1.000e+01 	 1.749e-04 	 1.947e+03 	 2.367e+03 	 6.111e+08 	 4.414e+20 	 1.113e+07 	 7.585e+38 	 4.433e+38 	 1.190e+21
1.000e+01 	 1.766e-04 	 1.945e+03 	 2.344e+03 	 6.100e+08 	 4.378e+20 	 1.101e+07 	 7.585e+38 	 4.433e+38 	 1.180e+21
1.000e+01 	 1.783e-04 	 1.943e+03 	 2.322e+03 	 6.088e+08 	 4.342e+20 	 1.090e+07 	 7.585e+38 	 4.433e+38 	 1.171e+21
1.000e+01 	 1.800e-04 	 1.941e+03 	 2.300e+03 	 6.077e+08 	 4.306e+20 	 1.078e+07 	 7.585e+38 	 4.433e+38 	 1.162e+21
1.000e+01 	 1.817e-04 	 1.939e+03 	 2.278e+03 	 6.066e+08 	 4.271e+20 	 1.067e+07 	 7.585e+38 	 4.433e+38 	 1.153e+21
1.000e+01 	 1.835e-04 	 1.938e+03 	 2.257e+03 	 6.055e+08 	 4.236e+20 	 1.056e+07 	 7.585e+38 	 4.433e+38 	 1.144e+21
