r (km)   	 u (km/s) 	 cs (km/s) 	 rho (g/cm3) 	 T (K)    	 P (dyne/cm2) 	 phi      	 L (erg/s) 	 L* (erg/s) 	 E (erg) 
1.000e+01 	 2.573e-04 	 2.835e+03 	 8.068e+03 	 1.296e+09 	 7.771e+21 	 1.102e+07 	 1.331e+39 	 7.779e+38 	 2.234e+22
1.000e+01 	 2.597e-04 	 2.833e+03 	 7.993e+03 	 1.295e+09 	 7.729e+21 	 1.091e+07 	 1.331e+39 	 7.779e+38 	 2.223e+22
1.000e+01 	 2.621e-04 	 2.832e+03 	 7.918e+03 	 1.293e+09 	 7.688e+21 	 1.080e+07 	 1.331e+39 	 7.779e+38 	 2.211e+22
1.000e+01 	 2.646e-04 	 2.830e+03 	 7.845e+03 	 1.292e+09 	 7.647e+21 	 1.070e+07 	 1.331e+39 	 7.778e+38 	 2.200e+22
1.000e+01 	 2.671e-04 	 2.828e+03 	 7.772e+03 	 1.290e+09 	 7.607e+21 	 1.059e+07 	 1.331e+39 	 7.778e+38 	 2.189e+22
1.000e+01 	 2.696e-04 	 2.827e+03 	 7.700e+03 	 1.288e+09 	 7.566e+21 	 1.049e+07 	 1.331e+39 	 7.778e+38 	 2.178e+22
1.000e+01 	 2.721e-04 	 2.825e+03 	 7.628e+03 	 1.287e+09 	 7.526e+21 	 1.038e+07 	 1.331e+39 	 7.777e+38 	 2.167e+22
1.000e+01 	 2.746e-04 	 2.823e+03 	 7.557e+03 	 1.285e+09 	 7.487e+21 	 1.028e+07 	 1.331e+39 	 7.777e+38 	 2.156e+22
1.000e+01 	 2.772e-04 	 2.821e+03 	 7.487e+03 	 1.284e+09 	 7.447e+21 	 1.018e+07 	 1.331e+39 	 7.777e+38 	 2.145e+22
1.000e+01 	 2.798e-04 	 2.820e+03 	 7.417e+03 	 1.282e+09 	 7.408e+21 	 1.008e+07 	 1.331e+39 	 7.776e+38 	 2.134e+22
1.000e+01 	 2.824e-04 	 2.818e+03 	 7.349e+03 	 1.281e+09 	 7.369e+21 	 9.979e+06 	 1.331e+39 	 7.776e+38 	 2.123e+22
1.000e+01 	 2.850e-04 	 2.816e+03 	 7.280e+03 	 1.279e+09 	 7.331e+21 	 9.881e+06 	 1.330e+39 	 7.776e+38 	 2.113e+22
1.000e+01 	 2.877e-04 	 2.815e+03 	 7.213e+03 	 1.278e+09 	 7.292e+21 	 9.783e+06 	 1.330e+39 	 7.775e+38 	 2.102e+22
1.000e+01 	 2.904e-04 	 2.813e+03 	 7.146e+03 	 1.276e+09 	 7.254e+21 	 9.687e+06 	 1.330e+39 	 7.775e+38 	 2.091e+22
1.001e+01 	 2.931e-04 	 2.811e+03 	 7.079e+03 	 1.275e+09 	 7.217e+21 	 9.592e+06 	 1.330e+39 	 7.775e+38 	 2.081e+22
1.001e+01 	 2.958e-04 	 2.810e+03 	 7.013e+03 	 1.273e+09 	 7.179e+21 	 9.497e+06 	 1.330e+39 	 7.774e+38 	 2.071e+22
1.001e+01 	 2.986e-04 	 2.808e+03 	 6.948e+03 	 1.272e+09 	 7.142e+21 	 9.404e+06 	 1.330e+39 	 7.774e+38 	 2.060e+22
1.001e+01 	 3.014e-04 	 2.806e+03 	 6.884e+03 	 1.270e+09 	 7.105e+21 	 9.311e+06 	 1.330e+39 	 7.774e+38 	 2.050e+22
1.001e+01 	 3.042e-04 	 2.805e+03 	 6.820e+03 	 1.269e+09 	 7.068e+21 	 9.220e+06 	 1.330e+39 	 7.773e+38 	 2.040e+22
1.001e+01 	 3.070e-04 	 2.803e+03 	 6.756e+03 	 1.267e+09 	 7.031e+21 	 9.129e+06 	 1.330e+39 	 7.773e+38 	 2.030e+22
1.001e+01 	 3.099e-04 	 2.801e+03 	 6.694e+03 	 1.266e+09 	 6.995e+21 	 9.039e+06 	 1.330e+39 	 7.773e+38 	 2.020e+22
1.001e+01 	 3.128e-04 	 2.800e+03 	 6.631e+03 	 1.264e+09 	 6.959e+21 	 8.950e+06 	 1.330e+39 	 7.772e+38 	 2.010e+22
1.001e+01 	 3.157e-04 	 2.798e+03 	 6.570e+03 	 1.263e+09 	 6.923e+21 	 8.862e+06 	 1.330e+39 	 7.772e+38 	 2.000e+22
1.001e+01 	 3.187e-04 	 2.796e+03 	 6.509e+03 	 1.261e+09 	 6.888e+21 	 8.775e+06 	 1.330e+39 	 7.771e+38 	 1.990e+22
1.001e+01 	 3.216e-04 	 2.795e+03 	 6.448e+03 	 1.260e+09 	 6.853e+21 	 8.689e+06 	 1.329e+39 	 7.771e+38 	 1.980e+22
1.001e+01 	 3.246e-04 	 2.793e+03 	 6.388e+03 	 1.258e+09 	 6.818e+21 	 8.603e+06 	 1.329e+39 	 7.771e+38 	 1.971e+22
1.001e+01 	 3.277e-04 	 2.791e+03 	 6.329e+03 	 1.257e+09 	 6.783e+21 	 8.519e+06 	 1.329e+39 	 7.770e+38 	 1.961e+22
1.001e+01 	 3.307e-04 	 2.790e+03 	 6.270e+03 	 1.255e+09 	 6.749e+21 	 8.435e+06 	 1.329e+39 	 7.770e+38 	 1.951e+22
1.001e+01 	 3.338e-04 	 2.788e+03 	 6.212e+03 	 1.254e+09 	 6.714e+21 	 8.352e+06 	 1.329e+39 	 7.770e+38 	 1.942e+22
1.001e+01 	 3.369e-04 	 2.787e+03 	 6.154e+03 	 1.252e+09 	 6.680e+21 	 8.270e+06 	 1.329e+39 	 7.769e+38 	 1.932e+22
1.001e+01 	 3.401e-04 	 2.785e+03 	 6.097e+03 	 1.251e+09 	 6.646e+21 	 8.189e+06 	 1.329e+39 	 7.769e+38 	 1.923e+22
1.001e+01 	 3.433e-04 	 2.783e+03 	 6.040e+03 	 1.249e+09 	 6.613e+21 	 8.108e+06 	 1.329e+39 	 7.769e+38 	 1.914e+22
1.001e+01 	 3.465e-04 	 2.782e+03 	 5.984e+03 	 1.248e+09 	 6.579e+21 	 8.028e+06 	 1.329e+39 	 7.768e+38 	 1.904e+22
1.001e+01 	 3.497e-04 	 2.780e+03 	 5.929e+03 	 1.246e+09 	 6.546e+21 	 7.950e+06 	 1.329e+39 	 7.768e+38 	 1.895e+22
1.001e+01 	 3.530e-04 	 2.778e+03 	 5.873e+03 	 1.245e+09 	 6.513e+21 	 7.871e+06 	 1.329e+39 	 7.767e+38 	 1.886e+22
1.001e+01 	 3.563e-04 	 2.777e+03 	 5.819e+03 	 1.244e+09 	 6.481e+21 	 7.794e+06 	 1.329e+39 	 7.767e+38 	 1.877e+22
1.001e+01 	 3.596e-04 	 2.775e+03 	 5.765e+03 	 1.242e+09 	 6.448e+21 	 7.718e+06 	 1.329e+39 	 7.767e+38 	 1.868e+22
1.001e+01 	 3.629e-04 	 2.774e+03 	 5.711e+03 	 1.241e+09 	 6.416e+21 	 7.642e+06 	 1.328e+39 	 7.766e+38 	 1.859e+22
1.001e+01 	 3.663e-04 	 2.772e+03 	 5.658e+03 	 1.239e+09 	 6.384e+21 	 7.567e+06 	 1.328e+39 	 7.766e+38 	 1.850e+22
1.001e+01 	 3.697e-04 	 2.770e+03 	 5.606e+03 	 1.238e+09 	 6.352e+21 	 7.492e+06 	 1.328e+39 	 7.765e+38 	 1.841e+22
1.001e+01 	 3.732e-04 	 2.769e+03 	 5.554e+03 	 1.236e+09 	 6.321e+21 	 7.419e+06 	 1.328e+39 	 7.765e+38 	 1.832e+22
1.001e+01 	 3.767e-04 	 2.767e+03 	 5.502e+03 	 1.235e+09 	 6.289e+21 	 7.346e+06 	 1.328e+39 	 7.765e+38 	 1.824e+22
1.001e+01 	 3.802e-04 	 2.766e+03 	 5.451e+03 	 1.234e+09 	 6.258e+21 	 7.274e+06 	 1.328e+39 	 7.764e+38 	 1.815e+22
1.001e+01 	 3.838e-04 	 2.764e+03 	 5.400e+03 	 1.232e+09 	 6.227e+21 	 7.202e+06 	 1.328e+39 	 7.764e+38 	 1.806e+22
1.001e+01 	 3.873e-04 	 2.763e+03 	 5.350e+03 	 1.231e+09 	 6.196e+21 	 7.132e+06 	 1.328e+39 	 7.764e+38 	 1.798e+22
1.001e+01 	 3.910e-04 	 2.761e+03 	 5.300e+03 	 1.229e+09 	 6.166e+21 	 7.062e+06 	 1.328e+39 	 7.763e+38 	 1.789e+22
1.001e+01 	 3.946e-04 	 2.759e+03 	 5.251e+03 	 1.228e+09 	 6.136e+21 	 6.993e+06 	 1.328e+39 	 7.763e+38 	 1.781e+22
1.001e+01 	 3.983e-04 	 2.758e+03 	 5.202e+03 	 1.227e+09 	 6.105e+21 	 6.924e+06 	 1.328e+39 	 7.762e+38 	 1.772e+22
1.001e+01 	 4.020e-04 	 2.756e+03 	 5.154e+03 	 1.225e+09 	 6.075e+21 	 6.856e+06 	 1.328e+39 	 7.762e+38 	 1.764e+22
1.001e+01 	 4.058e-04 	 2.755e+03 	 5.106e+03 	 1.224e+09 	 6.046e+21 	 6.789e+06 	 1.327e+39 	 7.761e+38 	 1.756e+22
1.001e+01 	 4.095e-04 	 2.753e+03 	 5.059e+03 	 1.222e+09 	 6.016e+21 	 6.722e+06 	 1.327e+39 	 7.761e+38 	 1.747e+22
1.001e+01 	 4.134e-04 	 2.752e+03 	 5.012e+03 	 1.221e+09 	 5.987e+21 	 6.656e+06 	 1.327e+39 	 7.761e+38 	 1.739e+22
1.001e+01 	 4.172e-04 	 2.750e+03 	 4.965e+03 	 1.220e+09 	 5.958e+21 	 6.591e+06 	 1.327e+39 	 7.760e+38 	 1.731e+22
1.001e+01 	 4.211e-04 	 2.749e+03 	 4.919e+03 	 1.218e+09 	 5.929e+21 	 6.526e+06 	 1.327e+39 	 7.760e+38 	 1.723e+22
1.001e+01 	 4.251e-04 	 2.747e+03 	 4.873e+03 	 1.217e+09 	 5.900e+21 	 6.462e+06 	 1.327e+39 	 7.759e+38 	 1.715e+22
1.001e+01 	 4.290e-04 	 2.745e+03 	 4.828e+03 	 1.216e+09 	 5.872e+21 	 6.399e+06 	 1.327e+39 	 7.759e+38 	 1.707e+22
1.001e+01 	 4.330e-04 	 2.744e+03 	 4.783e+03 	 1.214e+09 	 5.843e+21 	 6.336e+06 	 1.327e+39 	 7.759e+38 	 1.699e+22
1.001e+01 	 4.371e-04 	 2.742e+03 	 4.739e+03 	 1.213e+09 	 5.815e+21 	 6.274e+06 	 1.327e+39 	 7.758e+38 	 1.691e+22
1.001e+01 	 4.412e-04 	 2.741e+03 	 4.694e+03 	 1.212e+09 	 5.787e+21 	 6.213e+06 	 1.327e+39 	 7.758e+38 	 1.683e+22
1.001e+01 	 4.453e-04 	 2.739e+03 	 4.651e+03 	 1.210e+09 	 5.759e+21 	 6.152e+06 	 1.327e+39 	 7.757e+38 	 1.675e+22
1.001e+01 	 4.494e-04 	 2.738e+03 	 4.608e+03 	 1.209e+09 	 5.732e+21 	 6.091e+06 	 1.326e+39 	 7.757e+38 	 1.668e+22
1.001e+01 	 4.536e-04 	 2.736e+03 	 4.565e+03 	 1.208e+09 	 5.704e+21 	 6.032e+06 	 1.326e+39 	 7.756e+38 	 1.660e+22
1.001e+01 	 4.579e-04 	 2.735e+03 	 4.522e+03 	 1.206e+09 	 5.677e+21 	 5.973e+06 	 1.326e+39 	 7.756e+38 	 1.652e+22
1.001e+01 	 4.621e-04 	 2.733e+03 	 4.480e+03 	 1.205e+09 	 5.650e+21 	 5.914e+06 	 1.326e+39 	 7.756e+38 	 1.645e+22
1.001e+01 	 4.664e-04 	 2.732e+03 	 4.439e+03 	 1.204e+09 	 5.623e+21 	 5.856e+06 	 1.326e+39 	 7.755e+38 	 1.637e+22
1.001e+01 	 4.708e-04 	 2.730e+03 	 4.397e+03 	 1.202e+09 	 5.596e+21 	 5.799e+06 	 1.326e+39 	 7.755e+38 	 1.630e+22
1.001e+01 	 4.752e-04 	 2.729e+03 	 4.357e+03 	 1.201e+09 	 5.570e+21 	 5.742e+06 	 1.326e+39 	 7.754e+38 	 1.622e+22
1.001e+01 	 4.796e-04 	 2.727e+03 	 4.316e+03 	 1.200e+09 	 5.543e+21 	 5.686e+06 	 1.326e+39 	 7.754e+38 	 1.615e+22
1.001e+01 	 4.841e-04 	 2.726e+03 	 4.276e+03 	 1.198e+09 	 5.517e+21 	 5.630e+06 	 1.326e+39 	 7.753e+38 	 1.607e+22
1.001e+01 	 4.886e-04 	 2.724e+03 	 4.236e+03 	 1.197e+09 	 5.491e+21 	 5.575e+06 	 1.326e+39 	 7.753e+38 	 1.600e+22
1.002e+01 	 4.932e-04 	 2.723e+03 	 4.197e+03 	 1.196e+09 	 5.465e+21 	 5.520e+06 	 1.325e+39 	 7.752e+38 	 1.593e+22
1.002e+01 	 4.978e-04 	 2.721e+03 	 4.158e+03 	 1.194e+09 	 5.440e+21 	 5.466e+06 	 1.325e+39 	 7.752e+38 	 1.586e+22
1.002e+01 	 5.024e-04 	 2.720e+03 	 4.119e+03 	 1.193e+09 	 5.414e+21 	 5.413e+06 	 1.325e+39 	 7.751e+38 	 1.579e+22
1.002e+01 	 5.071e-04 	 2.718e+03 	 4.081e+03 	 1.192e+09 	 5.389e+21 	 5.360e+06 	 1.325e+39 	 7.751e+38 	 1.571e+22
1.002e+01 	 5.119e-04 	 2.717e+03 	 4.043e+03 	 1.190e+09 	 5.364e+21 	 5.308e+06 	 1.325e+39 	 7.750e+38 	 1.564e+22
1.002e+01 	 5.166e-04 	 2.715e+03 	 4.006e+03 	 1.189e+09 	 5.339e+21 	 5.256e+06 	 1.325e+39 	 7.750e+38 	 1.557e+22
1.002e+01 	 5.215e-04 	 2.714e+03 	 3.968e+03 	 1.188e+09 	 5.314e+21 	 5.204e+06 	 1.325e+39 	 7.750e+38 	 1.550e+22
1.002e+01 	 5.263e-04 	 2.712e+03 	 3.931e+03 	 1.187e+09 	 5.289e+21 	 5.153e+06 	 1.325e+39 	 7.749e+38 	 1.543e+22
1.002e+01 	 5.312e-04 	 2.711e+03 	 3.895e+03 	 1.185e+09 	 5.264e+21 	 5.103e+06 	 1.325e+39 	 7.749e+38 	 1.536e+22
1.002e+01 	 5.362e-04 	 2.710e+03 	 3.859e+03 	 1.184e+09 	 5.240e+21 	 5.053e+06 	 1.325e+39 	 7.748e+38 	 1.529e+22
1.002e+01 	 5.412e-04 	 2.708e+03 	 3.823e+03 	 1.183e+09 	 5.216e+21 	 5.004e+06 	 1.324e+39 	 7.748e+38 	 1.523e+22
1.002e+01 	 5.463e-04 	 2.707e+03 	 3.787e+03 	 1.181e+09 	 5.192e+21 	 4.955e+06 	 1.324e+39 	 7.747e+38 	 1.516e+22
1.002e+01 	 5.514e-04 	 2.705e+03 	 3.752e+03 	 1.180e+09 	 5.168e+21 	 4.906e+06 	 1.324e+39 	 7.747e+38 	 1.509e+22
1.002e+01 	 5.565e-04 	 2.704e+03 	 3.717e+03 	 1.179e+09 	 5.144e+21 	 4.858e+06 	 1.324e+39 	 7.746e+38 	 1.502e+22
1.002e+01 	 5.617e-04 	 2.702e+03 	 3.683e+03 	 1.178e+09 	 5.120e+21 	 4.811e+06 	 1.324e+39 	 7.746e+38 	 1.496e+22
1.002e+01 	 5.669e-04 	 2.701e+03 	 3.649e+03 	 1.176e+09 	 5.097e+21 	 4.764e+06 	 1.324e+39 	 7.745e+38 	 1.489e+22
1.002e+01 	 5.722e-04 	 2.699e+03 	 3.615e+03 	 1.175e+09 	 5.073e+21 	 4.717e+06 	 1.324e+39 	 7.745e+38 	 1.483e+22
1.002e+01 	 5.776e-04 	 2.698e+03 	 3.581e+03 	 1.174e+09 	 5.050e+21 	 4.671e+06 	 1.324e+39 	 7.744e+38 	 1.476e+22
1.002e+01 	 5.830e-04 	 2.697e+03 	 3.548e+03 	 1.173e+09 	 5.027e+21 	 4.625e+06 	 1.324e+39 	 7.744e+38 	 1.469e+22
1.002e+01 	 5.884e-04 	 2.695e+03 	 3.515e+03 	 1.171e+09 	 5.004e+21 	 4.580e+06 	 1.324e+39 	 7.743e+38 	 1.463e+22
1.002e+01 	 5.939e-04 	 2.694e+03 	 3.482e+03 	 1.170e+09 	 4.982e+21 	 4.535e+06 	 1.323e+39 	 7.743e+38 	 1.457e+22
1.002e+01 	 5.994e-04 	 2.692e+03 	 3.450e+03 	 1.169e+09 	 4.959e+21 	 4.491e+06 	 1.323e+39 	 7.742e+38 	 1.450e+22
1.002e+01 	 6.050e-04 	 2.691e+03 	 3.418e+03 	 1.168e+09 	 4.937e+21 	 4.447e+06 	 1.323e+39 	 7.741e+38 	 1.444e+22
1.002e+01 	 6.107e-04 	 2.689e+03 	 3.386e+03 	 1.166e+09 	 4.914e+21 	 4.404e+06 	 1.323e+39 	 7.741e+38 	 1.438e+22
1.002e+01 	 6.164e-04 	 2.688e+03 	 3.354e+03 	 1.165e+09 	 4.892e+21 	 4.361e+06 	 1.323e+39 	 7.740e+38 	 1.431e+22
1.002e+01 	 6.221e-04 	 2.687e+03 	 3.323e+03 	 1.164e+09 	 4.870e+21 	 4.318e+06 	 1.323e+39 	 7.740e+38 	 1.425e+22
1.002e+01 	 6.279e-04 	 2.685e+03 	 3.292e+03 	 1.163e+09 	 4.848e+21 	 4.276e+06 	 1.323e+39 	 7.739e+38 	 1.419e+22
1.002e+01 	 6.338e-04 	 2.684e+03 	 3.262e+03 	 1.162e+09 	 4.826e+21 	 4.234e+06 	 1.323e+39 	 7.739e+38 	 1.413e+22
1.002e+01 	 6.397e-04 	 2.682e+03 	 3.232e+03 	 1.160e+09 	 4.805e+21 	 4.193e+06 	 1.323e+39 	 7.738e+38 	 1.406e+22
1.002e+01 	 6.457e-04 	 2.681e+03 	 3.201e+03 	 1.159e+09 	 4.783e+21 	 4.152e+06 	 1.322e+39 	 7.738e+38 	 1.400e+22
1.002e+01 	 6.517e-04 	 2.680e+03 	 3.172e+03 	 1.158e+09 	 4.762e+21 	 4.111e+06 	 1.322e+39 	 7.737e+38 	 1.394e+22
1.002e+01 	 6.578e-04 	 2.678e+03 	 3.142e+03 	 1.157e+09 	 4.740e+21 	 4.071e+06 	 1.322e+39 	 7.737e+38 	 1.388e+22
1.002e+01 	 6.639e-04 	 2.677e+03 	 3.113e+03 	 1.156e+09 	 4.719e+21 	 4.032e+06 	 1.322e+39 	 7.736e+38 	 1.382e+22
1.002e+01 	 6.701e-04 	 2.675e+03 	 3.084e+03 	 1.154e+09 	 4.698e+21 	 3.992e+06 	 1.322e+39 	 7.736e+38 	 1.376e+22
1.002e+01 	 6.763e-04 	 2.674e+03 	 3.055e+03 	 1.153e+09 	 4.677e+21 	 3.953e+06 	 1.322e+39 	 7.735e+38 	 1.370e+22
1.002e+01 	 6.827e-04 	 2.673e+03 	 3.027e+03 	 1.152e+09 	 4.657e+21 	 3.915e+06 	 1.322e+39 	 7.734e+38 	 1.365e+22
1.002e+01 	 6.890e-04 	 2.671e+03 	 2.999e+03 	 1.151e+09 	 4.636e+21 	 3.877e+06 	 1.322e+39 	 7.734e+38 	 1.359e+22
1.002e+01 	 6.954e-04 	 2.670e+03 	 2.971e+03 	 1.150e+09 	 4.616e+21 	 3.839e+06 	 1.322e+39 	 7.733e+38 	 1.353e+22
1.002e+01 	 7.019e-04 	 2.668e+03 	 2.943e+03 	 1.148e+09 	 4.595e+21 	 3.801e+06 	 1.321e+39 	 7.733e+38 	 1.347e+22
1.002e+01 	 7.085e-04 	 2.667e+03 	 2.916e+03 	 1.147e+09 	 4.575e+21 	 3.764e+06 	 1.321e+39 	 7.732e+38 	 1.341e+22
1.002e+01 	 7.151e-04 	 2.666e+03 	 2.889e+03 	 1.146e+09 	 4.555e+21 	 3.728e+06 	 1.321e+39 	 7.732e+38 	 1.336e+22
1.002e+01 	 7.218e-04 	 2.664e+03 	 2.862e+03 	 1.145e+09 	 4.535e+21 	 3.691e+06 	 1.321e+39 	 7.731e+38 	 1.330e+22
1.002e+01 	 7.285e-04 	 2.663e+03 	 2.836e+03 	 1.144e+09 	 4.515e+21 	 3.655e+06 	 1.321e+39 	 7.730e+38 	 1.324e+22
1.002e+01 	 7.353e-04 	 2.662e+03 	 2.809e+03 	 1.142e+09 	 4.495e+21 	 3.620e+06 	 1.321e+39 	 7.730e+38 	 1.319e+22
1.002e+01 	 7.421e-04 	 2.660e+03 	 2.783e+03 	 1.141e+09 	 4.476e+21 	 3.584e+06 	 1.321e+39 	 7.729e+38 	 1.313e+22
1.002e+01 	 7.491e-04 	 2.659e+03 	 2.757e+03 	 1.140e+09 	 4.456e+21 	 3.549e+06 	 1.321e+39 	 7.729e+38 	 1.308e+22
1.002e+01 	 7.561e-04 	 2.657e+03 	 2.732e+03 	 1.139e+09 	 4.437e+21 	 3.515e+06 	 1.320e+39 	 7.728e+38 	 1.302e+22
1.002e+01 	 7.631e-04 	 2.656e+03 	 2.706e+03 	 1.138e+09 	 4.417e+21 	 3.480e+06 	 1.320e+39 	 7.727e+38 	 1.297e+22
1.003e+01 	 7.702e-04 	 2.655e+03 	 2.681e+03 	 1.137e+09 	 4.398e+21 	 3.447e+06 	 1.320e+39 	 7.727e+38 	 1.291e+22
1.003e+01 	 7.774e-04 	 2.653e+03 	 2.656e+03 	 1.135e+09 	 4.379e+21 	 3.413e+06 	 1.320e+39 	 7.726e+38 	 1.286e+22
1.003e+01 	 7.847e-04 	 2.652e+03 	 2.632e+03 	 1.134e+09 	 4.360e+21 	 3.380e+06 	 1.320e+39 	 7.726e+38 	 1.280e+22
1.003e+01 	 7.920e-04 	 2.651e+03 	 2.607e+03 	 1.133e+09 	 4.341e+21 	 3.347e+06 	 1.320e+39 	 7.725e+38 	 1.275e+22
1.003e+01 	 7.994e-04 	 2.649e+03 	 2.583e+03 	 1.132e+09 	 4.323e+21 	 3.314e+06 	 1.320e+39 	 7.724e+38 	 1.270e+22
1.003e+01 	 8.068e-04 	 2.648e+03 	 2.559e+03 	 1.131e+09 	 4.304e+21 	 3.282e+06 	 1.320e+39 	 7.724e+38 	 1.264e+22
1.003e+01 	 8.143e-04 	 2.647e+03 	 2.535e+03 	 1.130e+09 	 4.286e+21 	 3.250e+06 	 1.319e+39 	 7.723e+38 	 1.259e+22
1.003e+01 	 8.219e-04 	 2.645e+03 	 2.512e+03 	 1.129e+09 	 4.267e+21 	 3.218e+06 	 1.319e+39 	 7.722e+38 	 1.254e+22
1.003e+01 	 8.296e-04 	 2.644e+03 	 2.488e+03 	 1.127e+09 	 4.249e+21 	 3.187e+06 	 1.319e+39 	 7.722e+38 	 1.249e+22
1.003e+01 	 8.373e-04 	 2.643e+03 	 2.465e+03 	 1.126e+09 	 4.231e+21 	 3.156e+06 	 1.319e+39 	 7.721e+38 	 1.243e+22
1.003e+01 	 8.451e-04 	 2.641e+03 	 2.442e+03 	 1.125e+09 	 4.213e+21 	 3.125e+06 	 1.319e+39 	 7.720e+38 	 1.238e+22
1.003e+01 	 8.530e-04 	 2.640e+03 	 2.419e+03 	 1.124e+09 	 4.195e+21 	 3.095e+06 	 1.319e+39 	 7.720e+38 	 1.233e+22
1.003e+01 	 8.610e-04 	 2.639e+03 	 2.397e+03 	 1.123e+09 	 4.177e+21 	 3.065e+06 	 1.319e+39 	 7.719e+38 	 1.228e+22
1.003e+01 	 8.690e-04 	 2.637e+03 	 2.375e+03 	 1.122e+09 	 4.159e+21 	 3.035e+06 	 1.318e+39 	 7.719e+38 	 1.223e+22
1.003e+01 	 8.771e-04 	 2.636e+03 	 2.353e+03 	 1.121e+09 	 4.142e+21 	 3.005e+06 	 1.318e+39 	 7.718e+38 	 1.218e+22
1.003e+01 	 8.853e-04 	 2.635e+03 	 2.331e+03 	 1.120e+09 	 4.124e+21 	 2.976e+06 	 1.318e+39 	 7.717e+38 	 1.213e+22
