r (km)   	 u (km/s) 	 cs (km/s) 	 rho (g/cm3) 	 T (K)    	 P (dyne/cm2) 	 phi      	 L (erg/s) 	 L* (erg/s) 	 E (erg) 
1.006e+01 	 8.267e-04 	 3.971e+03 	 7.831e+03 	 2.544e+09 	 1.068e+23 	 4.803e+06 	 2.427e+39 	 1.424e+39 	 3.186e+23
1.006e+01 	 8.343e-04 	 3.968e+03 	 7.755e+03 	 2.540e+09 	 1.061e+23 	 4.756e+06 	 2.424e+39 	 1.423e+39 	 3.166e+23
1.007e+01 	 8.420e-04 	 3.965e+03 	 7.680e+03 	 2.536e+09 	 1.054e+23 	 4.708e+06 	 2.422e+39 	 1.422e+39 	 3.145e+23
1.007e+01 	 8.497e-04 	 3.962e+03 	 7.605e+03 	 2.531e+09 	 1.047e+23 	 4.662e+06 	 2.419e+39 	 1.420e+39 	 3.125e+23
1.007e+01 	 8.575e-04 	 3.959e+03 	 7.531e+03 	 2.527e+09 	 1.041e+23 	 4.616e+06 	 2.416e+39 	 1.419e+39 	 3.104e+23
1.008e+01 	 8.654e-04 	 3.955e+03 	 7.458e+03 	 2.523e+09 	 1.034e+23 	 4.570e+06 	 2.414e+39 	 1.418e+39 	 3.084e+23
1.008e+01 	 8.733e-04 	 3.952e+03 	 7.385e+03 	 2.519e+09 	 1.027e+23 	 4.525e+06 	 2.411e+39 	 1.416e+39 	 3.064e+23
1.008e+01 	 8.814e-04 	 3.949e+03 	 7.313e+03 	 2.515e+09 	 1.020e+23 	 4.480e+06 	 2.408e+39 	 1.415e+39 	 3.044e+23
1.008e+01 	 8.894e-04 	 3.946e+03 	 7.242e+03 	 2.511e+09 	 1.014e+23 	 4.436e+06 	 2.406e+39 	 1.414e+39 	 3.024e+23
1.009e+01 	 8.976e-04 	 3.942e+03 	 7.172e+03 	 2.507e+09 	 1.007e+23 	 4.392e+06 	 2.403e+39 	 1.412e+39 	 3.004e+23
1.009e+01 	 9.058e-04 	 3.939e+03 	 7.102e+03 	 2.503e+09 	 1.000e+23 	 4.348e+06 	 2.400e+39 	 1.411e+39 	 2.984e+23
1.009e+01 	 9.141e-04 	 3.936e+03 	 7.033e+03 	 2.498e+09 	 9.936e+22 	 4.305e+06 	 2.398e+39 	 1.410e+39 	 2.964e+23
1.009e+01 	 9.225e-04 	 3.933e+03 	 6.964e+03 	 2.494e+09 	 9.870e+22 	 4.263e+06 	 2.395e+39 	 1.409e+39 	 2.945e+23
1.010e+01 	 9.309e-04 	 3.929e+03 	 6.897e+03 	 2.490e+09 	 9.804e+22 	 4.220e+06 	 2.392e+39 	 1.407e+39 	 2.925e+23
1.010e+01 	 9.395e-04 	 3.926e+03 	 6.829e+03 	 2.486e+09 	 9.739e+22 	 4.179e+06 	 2.389e+39 	 1.406e+39 	 2.906e+23
1.010e+01 	 9.481e-04 	 3.923e+03 	 6.763e+03 	 2.482e+09 	 9.674e+22 	 4.137e+06 	 2.387e+39 	 1.405e+39 	 2.887e+23
1.011e+01 	 9.567e-04 	 3.920e+03 	 6.697e+03 	 2.478e+09 	 9.609e+22 	 4.096e+06 	 2.384e+39 	 1.403e+39 	 2.867e+23
1.011e+01 	 9.655e-04 	 3.916e+03 	 6.632e+03 	 2.474e+09 	 9.545e+22 	 4.056e+06 	 2.381e+39 	 1.402e+39 	 2.848e+23
1.011e+01 	 9.743e-04 	 3.913e+03 	 6.567e+03 	 2.470e+09 	 9.481e+22 	 4.016e+06 	 2.379e+39 	 1.401e+39 	 2.829e+23
1.012e+01 	 9.832e-04 	 3.910e+03 	 6.504e+03 	 2.465e+09 	 9.418e+22 	 3.976e+06 	 2.376e+39 	 1.399e+39 	 2.810e+23
1.012e+01 	 9.922e-04 	 3.907e+03 	 6.440e+03 	 2.461e+09 	 9.354e+22 	 3.937e+06 	 2.373e+39 	 1.398e+39 	 2.792e+23
1.012e+01 	 1.001e-03 	 3.903e+03 	 6.378e+03 	 2.457e+09 	 9.291e+22 	 3.898e+06 	 2.370e+39 	 1.397e+39 	 2.773e+23
1.012e+01 	 1.010e-03 	 3.900e+03 	 6.316e+03 	 2.453e+09 	 9.229e+22 	 3.860e+06 	 2.368e+39 	 1.395e+39 	 2.754e+23
1.013e+01 	 1.020e-03 	 3.897e+03 	 6.254e+03 	 2.449e+09 	 9.166e+22 	 3.822e+06 	 2.365e+39 	 1.394e+39 	 2.736e+23
1.013e+01 	 1.029e-03 	 3.894e+03 	 6.193e+03 	 2.445e+09 	 9.104e+22 	 3.784e+06 	 2.362e+39 	 1.393e+39 	 2.717e+23
1.013e+01 	 1.038e-03 	 3.890e+03 	 6.133e+03 	 2.441e+09 	 9.042e+22 	 3.746e+06 	 2.359e+39 	 1.391e+39 	 2.699e+23
1.014e+01 	 1.048e-03 	 3.887e+03 	 6.073e+03 	 2.437e+09 	 8.981e+22 	 3.710e+06 	 2.357e+39 	 1.390e+39 	 2.681e+23
1.014e+01 	 1.057e-03 	 3.884e+03 	 6.014e+03 	 2.432e+09 	 8.920e+22 	 3.673e+06 	 2.354e+39 	 1.389e+39 	 2.662e+23
1.014e+01 	 1.067e-03 	 3.880e+03 	 5.956e+03 	 2.428e+09 	 8.859e+22 	 3.637e+06 	 2.351e+39 	 1.387e+39 	 2.644e+23
1.015e+01 	 1.077e-03 	 3.877e+03 	 5.898e+03 	 2.424e+09 	 8.799e+22 	 3.601e+06 	 2.348e+39 	 1.386e+39 	 2.626e+23
1.015e+01 	 1.086e-03 	 3.874e+03 	 5.840e+03 	 2.420e+09 	 8.739e+22 	 3.565e+06 	 2.345e+39 	 1.385e+39 	 2.608e+23
1.015e+01 	 1.096e-03 	 3.870e+03 	 5.784e+03 	 2.416e+09 	 8.679e+22 	 3.530e+06 	 2.343e+39 	 1.383e+39 	 2.591e+23
1.016e+01 	 1.106e-03 	 3.867e+03 	 5.727e+03 	 2.412e+09 	 8.619e+22 	 3.495e+06 	 2.340e+39 	 1.382e+39 	 2.573e+23
1.016e+01 	 1.116e-03 	 3.864e+03 	 5.672e+03 	 2.408e+09 	 8.560e+22 	 3.461e+06 	 2.337e+39 	 1.381e+39 	 2.555e+23
1.016e+01 	 1.126e-03 	 3.861e+03 	 5.616e+03 	 2.404e+09 	 8.501e+22 	 3.427e+06 	 2.334e+39 	 1.379e+39 	 2.538e+23
1.016e+01 	 1.137e-03 	 3.857e+03 	 5.562e+03 	 2.399e+09 	 8.442e+22 	 3.393e+06 	 2.331e+39 	 1.378e+39 	 2.520e+23
1.017e+01 	 1.147e-03 	 3.854e+03 	 5.508e+03 	 2.395e+09 	 8.384e+22 	 3.360e+06 	 2.329e+39 	 1.376e+39 	 2.503e+23
1.017e+01 	 1.157e-03 	 3.851e+03 	 5.454e+03 	 2.391e+09 	 8.326e+22 	 3.327e+06 	 2.326e+39 	 1.375e+39 	 2.486e+23
1.017e+01 	 1.168e-03 	 3.847e+03 	 5.401e+03 	 2.387e+09 	 8.269e+22 	 3.294e+06 	 2.323e+39 	 1.374e+39 	 2.469e+23
1.018e+01 	 1.178e-03 	 3.844e+03 	 5.348e+03 	 2.383e+09 	 8.211e+22 	 3.262e+06 	 2.320e+39 	 1.372e+39 	 2.451e+23
1.018e+01 	 1.189e-03 	 3.841e+03 	 5.296e+03 	 2.379e+09 	 8.154e+22 	 3.229e+06 	 2.317e+39 	 1.371e+39 	 2.435e+23
1.018e+01 	 1.200e-03 	 3.837e+03 	 5.245e+03 	 2.375e+09 	 8.097e+22 	 3.198e+06 	 2.315e+39 	 1.370e+39 	 2.418e+23
1.019e+01 	 1.211e-03 	 3.834e+03 	 5.194e+03 	 2.371e+09 	 8.041e+22 	 3.166e+06 	 2.312e+39 	 1.368e+39 	 2.401e+23
1.019e+01 	 1.222e-03 	 3.831e+03 	 5.143e+03 	 2.366e+09 	 7.985e+22 	 3.135e+06 	 2.309e+39 	 1.367e+39 	 2.384e+23
1.019e+01 	 1.233e-03 	 3.827e+03 	 5.093e+03 	 2.362e+09 	 7.929e+22 	 3.104e+06 	 2.306e+39 	 1.366e+39 	 2.367e+23
1.020e+01 	 1.244e-03 	 3.824e+03 	 5.044e+03 	 2.358e+09 	 7.873e+22 	 3.074e+06 	 2.303e+39 	 1.364e+39 	 2.351e+23
1.020e+01 	 1.255e-03 	 3.821e+03 	 4.995e+03 	 2.354e+09 	 7.818e+22 	 3.044e+06 	 2.300e+39 	 1.363e+39 	 2.334e+23
1.020e+01 	 1.266e-03 	 3.817e+03 	 4.946e+03 	 2.350e+09 	 7.763e+22 	 3.014e+06 	 2.298e+39 	 1.362e+39 	 2.318e+23
1.021e+01 	 1.278e-03 	 3.814e+03 	 4.898e+03 	 2.346e+09 	 7.708e+22 	 2.984e+06 	 2.295e+39 	 1.360e+39 	 2.302e+23
1.021e+01 	 1.289e-03 	 3.811e+03 	 4.850e+03 	 2.342e+09 	 7.654e+22 	 2.955e+06 	 2.292e+39 	 1.359e+39 	 2.286e+23
1.021e+01 	 1.301e-03 	 3.807e+03 	 4.803e+03 	 2.338e+09 	 7.600e+22 	 2.926e+06 	 2.289e+39 	 1.357e+39 	 2.270e+23
1.022e+01 	 1.313e-03 	 3.804e+03 	 4.756e+03 	 2.333e+09 	 7.546e+22 	 2.897e+06 	 2.286e+39 	 1.356e+39 	 2.253e+23
1.022e+01 	 1.325e-03 	 3.800e+03 	 4.710e+03 	 2.329e+09 	 7.493e+22 	 2.869e+06 	 2.283e+39 	 1.355e+39 	 2.238e+23
1.023e+01 	 1.337e-03 	 3.797e+03 	 4.664e+03 	 2.325e+09 	 7.439e+22 	 2.841e+06 	 2.281e+39 	 1.353e+39 	 2.222e+23
1.023e+01 	 1.349e-03 	 3.794e+03 	 4.619e+03 	 2.321e+09 	 7.386e+22 	 2.813e+06 	 2.278e+39 	 1.352e+39 	 2.206e+23
1.023e+01 	 1.361e-03 	 3.790e+03 	 4.574e+03 	 2.317e+09 	 7.334e+22 	 2.785e+06 	 2.275e+39 	 1.351e+39 	 2.190e+23
1.024e+01 	 1.373e-03 	 3.787e+03 	 4.529e+03 	 2.313e+09 	 7.282e+22 	 2.758e+06 	 2.272e+39 	 1.349e+39 	 2.175e+23
1.024e+01 	 1.385e-03 	 3.784e+03 	 4.485e+03 	 2.309e+09 	 7.229e+22 	 2.731e+06 	 2.269e+39 	 1.348e+39 	 2.159e+23
1.024e+01 	 1.398e-03 	 3.780e+03 	 4.442e+03 	 2.305e+09 	 7.178e+22 	 2.704e+06 	 2.266e+39 	 1.346e+39 	 2.144e+23
1.025e+01 	 1.410e-03 	 3.777e+03 	 4.398e+03 	 2.301e+09 	 7.126e+22 	 2.678e+06 	 2.263e+39 	 1.345e+39 	 2.128e+23
1.025e+01 	 1.423e-03 	 3.773e+03 	 4.356e+03 	 2.296e+09 	 7.075e+22 	 2.651e+06 	 2.260e+39 	 1.344e+39 	 2.113e+23
1.025e+01 	 1.436e-03 	 3.770e+03 	 4.313e+03 	 2.292e+09 	 7.024e+22 	 2.625e+06 	 2.258e+39 	 1.342e+39 	 2.098e+23
1.026e+01 	 1.449e-03 	 3.767e+03 	 4.271e+03 	 2.288e+09 	 6.974e+22 	 2.600e+06 	 2.255e+39 	 1.341e+39 	 2.083e+23
1.026e+01 	 1.462e-03 	 3.763e+03 	 4.230e+03 	 2.284e+09 	 6.923e+22 	 2.574e+06 	 2.252e+39 	 1.339e+39 	 2.068e+23
1.027e+01 	 1.475e-03 	 3.760e+03 	 4.188e+03 	 2.280e+09 	 6.873e+22 	 2.549e+06 	 2.249e+39 	 1.338e+39 	 2.053e+23
1.027e+01 	 1.488e-03 	 3.757e+03 	 4.148e+03 	 2.276e+09 	 6.824e+22 	 2.524e+06 	 2.246e+39 	 1.337e+39 	 2.038e+23
1.027e+01 	 1.501e-03 	 3.753e+03 	 4.107e+03 	 2.272e+09 	 6.774e+22 	 2.499e+06 	 2.243e+39 	 1.335e+39 	 2.024e+23
1.028e+01 	 1.515e-03 	 3.750e+03 	 4.067e+03 	 2.268e+09 	 6.725e+22 	 2.475e+06 	 2.240e+39 	 1.334e+39 	 2.009e+23
1.028e+01 	 1.528e-03 	 3.746e+03 	 4.028e+03 	 2.263e+09 	 6.676e+22 	 2.451e+06 	 2.237e+39 	 1.333e+39 	 1.994e+23
1.028e+01 	 1.542e-03 	 3.743e+03 	 3.989e+03 	 2.259e+09 	 6.628e+22 	 2.427e+06 	 2.234e+39 	 1.331e+39 	 1.980e+23
1.029e+01 	 1.556e-03 	 3.740e+03 	 3.950e+03 	 2.255e+09 	 6.579e+22 	 2.403e+06 	 2.232e+39 	 1.330e+39 	 1.965e+23
1.029e+01 	 1.570e-03 	 3.736e+03 	 3.911e+03 	 2.251e+09 	 6.531e+22 	 2.380e+06 	 2.229e+39 	 1.328e+39 	 1.951e+23
1.030e+01 	 1.584e-03 	 3.733e+03 	 3.873e+03 	 2.247e+09 	 6.483e+22 	 2.356e+06 	 2.226e+39 	 1.327e+39 	 1.937e+23
1.030e+01 	 1.598e-03 	 3.729e+03 	 3.836e+03 	 2.243e+09 	 6.436e+22 	 2.333e+06 	 2.223e+39 	 1.326e+39 	 1.923e+23
1.030e+01 	 1.612e-03 	 3.726e+03 	 3.798e+03 	 2.239e+09 	 6.389e+22 	 2.311e+06 	 2.220e+39 	 1.324e+39 	 1.909e+23
1.031e+01 	 1.627e-03 	 3.722e+03 	 3.761e+03 	 2.235e+09 	 6.342e+22 	 2.288e+06 	 2.217e+39 	 1.323e+39 	 1.895e+23
1.031e+01 	 1.641e-03 	 3.719e+03 	 3.725e+03 	 2.231e+09 	 6.295e+22 	 2.266e+06 	 2.214e+39 	 1.321e+39 	 1.881e+23
1.032e+01 	 1.656e-03 	 3.716e+03 	 3.688e+03 	 2.227e+09 	 6.249e+22 	 2.244e+06 	 2.211e+39 	 1.320e+39 	 1.867e+23
1.032e+01 	 1.671e-03 	 3.712e+03 	 3.653e+03 	 2.222e+09 	 6.202e+22 	 2.222e+06 	 2.208e+39 	 1.319e+39 	 1.853e+23
1.032e+01 	 1.685e-03 	 3.709e+03 	 3.617e+03 	 2.218e+09 	 6.157e+22 	 2.200e+06 	 2.205e+39 	 1.317e+39 	 1.840e+23
1.033e+01 	 1.700e-03 	 3.705e+03 	 3.582e+03 	 2.214e+09 	 6.111e+22 	 2.179e+06 	 2.202e+39 	 1.316e+39 	 1.826e+23
1.033e+01 	 1.716e-03 	 3.702e+03 	 3.547e+03 	 2.210e+09 	 6.066e+22 	 2.157e+06 	 2.200e+39 	 1.314e+39 	 1.812e+23
1.034e+01 	 1.731e-03 	 3.698e+03 	 3.512e+03 	 2.206e+09 	 6.021e+22 	 2.136e+06 	 2.197e+39 	 1.313e+39 	 1.799e+23
1.034e+01 	 1.746e-03 	 3.695e+03 	 3.478e+03 	 2.202e+09 	 5.976e+22 	 2.116e+06 	 2.194e+39 	 1.312e+39 	 1.786e+23
1.034e+01 	 1.762e-03 	 3.692e+03 	 3.444e+03 	 2.198e+09 	 5.931e+22 	 2.095e+06 	 2.191e+39 	 1.310e+39 	 1.772e+23
1.035e+01 	 1.777e-03 	 3.688e+03 	 3.411e+03 	 2.194e+09 	 5.887e+22 	 2.075e+06 	 2.188e+39 	 1.309e+39 	 1.759e+23
1.035e+01 	 1.793e-03 	 3.685e+03 	 3.378e+03 	 2.190e+09 	 5.843e+22 	 2.054e+06 	 2.185e+39 	 1.307e+39 	 1.746e+23
1.036e+01 	 1.809e-03 	 3.681e+03 	 3.345e+03 	 2.186e+09 	 5.799e+22 	 2.035e+06 	 2.182e+39 	 1.306e+39 	 1.733e+23
1.036e+01 	 1.825e-03 	 3.678e+03 	 3.312e+03 	 2.181e+09 	 5.756e+22 	 2.015e+06 	 2.179e+39 	 1.305e+39 	 1.720e+23
1.036e+01 	 1.841e-03 	 3.674e+03 	 3.280e+03 	 2.177e+09 	 5.713e+22 	 1.995e+06 	 2.176e+39 	 1.303e+39 	 1.707e+23
1.037e+01 	 1.858e-03 	 3.671e+03 	 3.248e+03 	 2.173e+09 	 5.670e+22 	 1.976e+06 	 2.173e+39 	 1.302e+39 	 1.694e+23
1.037e+01 	 1.874e-03 	 3.667e+03 	 3.217e+03 	 2.169e+09 	 5.627e+22 	 1.957e+06 	 2.170e+39 	 1.300e+39 	 1.682e+23
1.038e+01 	 1.891e-03 	 3.664e+03 	 3.185e+03 	 2.165e+09 	 5.585e+22 	 1.938e+06 	 2.167e+39 	 1.299e+39 	 1.669e+23
1.038e+01 	 1.908e-03 	 3.661e+03 	 3.154e+03 	 2.161e+09 	 5.543e+22 	 1.919e+06 	 2.164e+39 	 1.298e+39 	 1.656e+23
1.039e+01 	 1.925e-03 	 3.657e+03 	 3.124e+03 	 2.157e+09 	 5.501e+22 	 1.900e+06 	 2.161e+39 	 1.296e+39 	 1.644e+23
1.039e+01 	 1.942e-03 	 3.654e+03 	 3.093e+03 	 2.153e+09 	 5.459e+22 	 1.882e+06 	 2.158e+39 	 1.295e+39 	 1.631e+23
1.039e+01 	 1.959e-03 	 3.650e+03 	 3.063e+03 	 2.149e+09 	 5.418e+22 	 1.863e+06 	 2.156e+39 	 1.293e+39 	 1.619e+23
1.040e+01 	 1.976e-03 	 3.647e+03 	 3.033e+03 	 2.145e+09 	 5.376e+22 	 1.845e+06 	 2.153e+39 	 1.292e+39 	 1.607e+23
1.040e+01 	 1.994e-03 	 3.643e+03 	 3.004e+03 	 2.141e+09 	 5.336e+22 	 1.827e+06 	 2.150e+39 	 1.291e+39 	 1.595e+23
1.041e+01 	 2.011e-03 	 3.640e+03 	 2.975e+03 	 2.137e+09 	 5.295e+22 	 1.810e+06 	 2.147e+39 	 1.289e+39 	 1.583e+23
1.041e+01 	 2.029e-03 	 3.636e+03 	 2.946e+03 	 2.133e+09 	 5.254e+22 	 1.792e+06 	 2.144e+39 	 1.288e+39 	 1.571e+23
1.042e+01 	 2.047e-03 	 3.633e+03 	 2.917e+03 	 2.128e+09 	 5.214e+22 	 1.775e+06 	 2.141e+39 	 1.286e+39 	 1.559e+23
1.042e+01 	 2.065e-03 	 3.629e+03 	 2.889e+03 	 2.124e+09 	 5.174e+22 	 1.758e+06 	 2.138e+39 	 1.285e+39 	 1.547e+23
1.042e+01 	 2.083e-03 	 3.626e+03 	 2.860e+03 	 2.120e+09 	 5.135e+22 	 1.740e+06 	 2.135e+39 	 1.283e+39 	 1.535e+23
1.043e+01 	 2.101e-03 	 3.622e+03 	 2.833e+03 	 2.116e+09 	 5.095e+22 	 1.724e+06 	 2.132e+39 	 1.282e+39 	 1.523e+23
1.043e+01 	 2.120e-03 	 3.619e+03 	 2.805e+03 	 2.112e+09 	 5.056e+22 	 1.707e+06 	 2.129e+39 	 1.281e+39 	 1.511e+23
1.044e+01 	 2.139e-03 	 3.615e+03 	 2.778e+03 	 2.108e+09 	 5.017e+22 	 1.690e+06 	 2.126e+39 	 1.279e+39 	 1.500e+23
1.044e+01 	 2.157e-03 	 3.612e+03 	 2.751e+03 	 2.104e+09 	 4.979e+22 	 1.674e+06 	 2.123e+39 	 1.278e+39 	 1.488e+23
1.045e+01 	 2.176e-03 	 3.609e+03 	 2.724e+03 	 2.100e+09 	 4.940e+22 	 1.658e+06 	 2.120e+39 	 1.276e+39 	 1.477e+23
1.045e+01 	 2.196e-03 	 3.605e+03 	 2.697e+03 	 2.096e+09 	 4.902e+22 	 1.642e+06 	 2.117e+39 	 1.275e+39 	 1.465e+23
1.046e+01 	 2.215e-03 	 3.602e+03 	 2.671e+03 	 2.092e+09 	 4.864e+22 	 1.626e+06 	 2.114e+39 	 1.274e+39 	 1.454e+23
1.046e+01 	 2.234e-03 	 3.598e+03 	 2.645e+03 	 2.088e+09 	 4.827e+22 	 1.610e+06 	 2.111e+39 	 1.272e+39 	 1.443e+23
1.047e+01 	 2.254e-03 	 3.595e+03 	 2.619e+03 	 2.084e+09 	 4.789e+22 	 1.595e+06 	 2.108e+39 	 1.271e+39 	 1.432e+23
1.047e+01 	 2.274e-03 	 3.591e+03 	 2.594e+03 	 2.080e+09 	 4.752e+22 	 1.579e+06 	 2.105e+39 	 1.269e+39 	 1.421e+23
1.048e+01 	 2.294e-03 	 3.588e+03 	 2.569e+03 	 2.076e+09 	 4.715e+22 	 1.564e+06 	 2.102e+39 	 1.268e+39 	 1.410e+23
1.048e+01 	 2.314e-03 	 3.584e+03 	 2.544e+03 	 2.072e+09 	 4.678e+22 	 1.549e+06 	 2.099e+39 	 1.267e+39 	 1.399e+23
1.048e+01 	 2.334e-03 	 3.581e+03 	 2.519e+03 	 2.068e+09 	 4.642e+22 	 1.534e+06 	 2.096e+39 	 1.265e+39 	 1.388e+23
1.049e+01 	 2.354e-03 	 3.577e+03 	 2.495e+03 	 2.064e+09 	 4.606e+22 	 1.519e+06 	 2.093e+39 	 1.264e+39 	 1.377e+23
1.049e+01 	 2.375e-03 	 3.574e+03 	 2.470e+03 	 2.060e+09 	 4.570e+22 	 1.504e+06 	 2.090e+39 	 1.262e+39 	 1.366e+23
1.050e+01 	 2.396e-03 	 3.570e+03 	 2.446e+03 	 2.056e+09 	 4.534e+22 	 1.490e+06 	 2.088e+39 	 1.261e+39 	 1.355e+23
1.050e+01 	 2.417e-03 	 3.567e+03 	 2.422e+03 	 2.052e+09 	 4.498e+22 	 1.476e+06 	 2.085e+39 	 1.259e+39 	 1.345e+23
1.051e+01 	 2.438e-03 	 3.563e+03 	 2.399e+03 	 2.048e+09 	 4.463e+22 	 1.461e+06 	 2.082e+39 	 1.258e+39 	 1.334e+23
1.051e+01 	 2.459e-03 	 3.560e+03 	 2.375e+03 	 2.044e+09 	 4.428e+22 	 1.447e+06 	 2.079e+39 	 1.257e+39 	 1.324e+23
1.052e+01 	 2.481e-03 	 3.556e+03 	 2.352e+03 	 2.039e+09 	 4.393e+22 	 1.433e+06 	 2.076e+39 	 1.255e+39 	 1.313e+23
1.052e+01 	 2.502e-03 	 3.553e+03 	 2.329e+03 	 2.035e+09 	 4.358e+22 	 1.419e+06 	 2.073e+39 	 1.254e+39 	 1.303e+23
1.053e+01 	 2.524e-03 	 3.549e+03 	 2.307e+03 	 2.031e+09 	 4.324e+22 	 1.406e+06 	 2.070e+39 	 1.252e+39 	 1.293e+23
1.053e+01 	 2.546e-03 	 3.546e+03 	 2.284e+03 	 2.027e+09 	 4.290e+22 	 1.392e+06 	 2.067e+39 	 1.251e+39 	 1.283e+23
1.054e+01 	 2.569e-03 	 3.542e+03 	 2.262e+03 	 2.023e+09 	 4.256e+22 	 1.379e+06 	 2.064e+39 	 1.250e+39 	 1.273e+23
1.054e+01 	 2.591e-03 	 3.539e+03 	 2.240e+03 	 2.019e+09 	 4.222e+22 	 1.366e+06 	 2.061e+39 	 1.248e+39 	 1.262e+23
1.055e+01 	 2.614e-03 	 3.535e+03 	 2.218e+03 	 2.015e+09 	 4.189e+22 	 1.352e+06 	 2.058e+39 	 1.247e+39 	 1.252e+23
1.055e+01 	 2.636e-03 	 3.532e+03 	 2.197e+03 	 2.011e+09 	 4.155e+22 	 1.339e+06 	 2.055e+39 	 1.245e+39 	 1.243e+23
1.056e+01 	 2.659e-03 	 3.528e+03 	 2.175e+03 	 2.007e+09 	 4.122e+22 	 1.327e+06 	 2.052e+39 	 1.244e+39 	 1.233e+23
