r (km)   	 u (km/s) 	 cs (km/s) 	 rho (g/cm3) 	 T (K)    	 P (dyne/cm2) 	 phi      	 L (erg/s) 	 L* (erg/s) 	 E (erg) 
1.000e+01 	 1.142e-04 	 2.471e+03 	 9.113e+03 	 9.851e+08 	 2.931e+21 	 2.163e+07 	 9.784e+38 	 5.717e+38 	 7.959e+21
1.000e+01 	 1.153e-04 	 2.469e+03 	 9.028e+03 	 9.834e+08 	 2.909e+21 	 2.142e+07 	 9.784e+38 	 5.716e+38 	 7.903e+21
1.000e+01 	 1.164e-04 	 2.467e+03 	 8.945e+03 	 9.818e+08 	 2.888e+21 	 2.120e+07 	 9.784e+38 	 5.716e+38 	 7.847e+21
1.000e+01 	 1.175e-04 	 2.465e+03 	 8.862e+03 	 9.802e+08 	 2.867e+21 	 2.099e+07 	 9.784e+38 	 5.716e+38 	 7.792e+21
1.000e+01 	 1.186e-04 	 2.463e+03 	 8.780e+03 	 9.786e+08 	 2.845e+21 	 2.078e+07 	 9.784e+38 	 5.716e+38 	 7.737e+21
1.000e+01 	 1.197e-04 	 2.461e+03 	 8.699e+03 	 9.770e+08 	 2.824e+21 	 2.057e+07 	 9.784e+38 	 5.716e+38 	 7.683e+21
1.000e+01 	 1.208e-04 	 2.459e+03 	 8.618e+03 	 9.754e+08 	 2.804e+21 	 2.036e+07 	 9.783e+38 	 5.716e+38 	 7.629e+21
1.000e+01 	 1.219e-04 	 2.457e+03 	 8.539e+03 	 9.737e+08 	 2.783e+21 	 2.016e+07 	 9.783e+38 	 5.716e+38 	 7.575e+21
1.000e+01 	 1.230e-04 	 2.455e+03 	 8.460e+03 	 9.721e+08 	 2.762e+21 	 1.995e+07 	 9.783e+38 	 5.716e+38 	 7.522e+21
1.000e+01 	 1.242e-04 	 2.453e+03 	 8.381e+03 	 9.705e+08 	 2.742e+21 	 1.975e+07 	 9.783e+38 	 5.716e+38 	 7.470e+21
1.000e+01 	 1.253e-04 	 2.451e+03 	 8.304e+03 	 9.690e+08 	 2.722e+21 	 1.956e+07 	 9.783e+38 	 5.716e+38 	 7.418e+21
1.000e+01 	 1.265e-04 	 2.449e+03 	 8.227e+03 	 9.674e+08 	 2.702e+21 	 1.936e+07 	 9.783e+38 	 5.716e+38 	 7.366e+21
1.000e+01 	 1.277e-04 	 2.447e+03 	 8.151e+03 	 9.658e+08 	 2.682e+21 	 1.916e+07 	 9.783e+38 	 5.716e+38 	 7.315e+21
1.000e+01 	 1.289e-04 	 2.445e+03 	 8.076e+03 	 9.642e+08 	 2.663e+21 	 1.897e+07 	 9.783e+38 	 5.716e+38 	 7.264e+21
1.000e+01 	 1.301e-04 	 2.443e+03 	 8.001e+03 	 9.626e+08 	 2.643e+21 	 1.878e+07 	 9.782e+38 	 5.716e+38 	 7.213e+21
1.000e+01 	 1.313e-04 	 2.441e+03 	 7.927e+03 	 9.611e+08 	 2.624e+21 	 1.859e+07 	 9.782e+38 	 5.716e+38 	 7.163e+21
1.000e+01 	 1.325e-04 	 2.439e+03 	 7.854e+03 	 9.595e+08 	 2.605e+21 	 1.841e+07 	 9.782e+38 	 5.716e+38 	 7.113e+21
1.000e+01 	 1.337e-04 	 2.437e+03 	 7.781e+03 	 9.579e+08 	 2.586e+21 	 1.822e+07 	 9.782e+38 	 5.716e+38 	 7.064e+21
1.000e+01 	 1.350e-04 	 2.435e+03 	 7.709e+03 	 9.564e+08 	 2.567e+21 	 1.804e+07 	 9.782e+38 	 5.716e+38 	 7.015e+21
1.000e+01 	 1.362e-04 	 2.433e+03 	 7.638e+03 	 9.548e+08 	 2.548e+21 	 1.786e+07 	 9.782e+38 	 5.716e+38 	 6.967e+21
1.000e+01 	 1.375e-04 	 2.431e+03 	 7.567e+03 	 9.533e+08 	 2.530e+21 	 1.768e+07 	 9.782e+38 	 5.716e+38 	 6.919e+21
1.000e+01 	 1.388e-04 	 2.429e+03 	 7.497e+03 	 9.517e+08 	 2.512e+21 	 1.750e+07 	 9.782e+38 	 5.716e+38 	 6.871e+21
1.000e+01 	 1.401e-04 	 2.427e+03 	 7.428e+03 	 9.502e+08 	 2.494e+21 	 1.733e+07 	 9.781e+38 	 5.716e+38 	 6.824e+21
1.000e+01 	 1.414e-04 	 2.425e+03 	 7.359e+03 	 9.487e+08 	 2.475e+21 	 1.715e+07 	 9.781e+38 	 5.716e+38 	 6.777e+21
1.000e+01 	 1.427e-04 	 2.423e+03 	 7.291e+03 	 9.471e+08 	 2.458e+21 	 1.698e+07 	 9.781e+38 	 5.716e+38 	 6.731e+21
1.000e+01 	 1.440e-04 	 2.421e+03 	 7.224e+03 	 9.456e+08 	 2.440e+21 	 1.681e+07 	 9.781e+38 	 5.716e+38 	 6.684e+21
1.000e+01 	 1.454e-04 	 2.419e+03 	 7.157e+03 	 9.441e+08 	 2.422e+21 	 1.664e+07 	 9.781e+38 	 5.715e+38 	 6.639e+21
1.000e+01 	 1.467e-04 	 2.418e+03 	 7.090e+03 	 9.426e+08 	 2.405e+21 	 1.647e+07 	 9.781e+38 	 5.715e+38 	 6.593e+21
1.000e+01 	 1.481e-04 	 2.416e+03 	 7.025e+03 	 9.411e+08 	 2.388e+21 	 1.631e+07 	 9.781e+38 	 5.715e+38 	 6.548e+21
1.000e+01 	 1.495e-04 	 2.414e+03 	 6.960e+03 	 9.395e+08 	 2.371e+21 	 1.615e+07 	 9.781e+38 	 5.715e+38 	 6.504e+21
1.000e+01 	 1.509e-04 	 2.412e+03 	 6.896e+03 	 9.380e+08 	 2.354e+21 	 1.598e+07 	 9.781e+38 	 5.715e+38 	 6.459e+21
1.000e+01 	 1.523e-04 	 2.410e+03 	 6.832e+03 	 9.365e+08 	 2.337e+21 	 1.582e+07 	 9.780e+38 	 5.715e+38 	 6.415e+21
1.000e+01 	 1.537e-04 	 2.408e+03 	 6.769e+03 	 9.350e+08 	 2.320e+21 	 1.566e+07 	 9.780e+38 	 5.715e+38 	 6.372e+21
1.000e+01 	 1.551e-04 	 2.406e+03 	 6.706e+03 	 9.335e+08 	 2.304e+21 	 1.551e+07 	 9.780e+38 	 5.715e+38 	 6.329e+21
1.000e+01 	 1.566e-04 	 2.404e+03 	 6.644e+03 	 9.321e+08 	 2.287e+21 	 1.535e+07 	 9.780e+38 	 5.715e+38 	 6.286e+21
1.000e+01 	 1.580e-04 	 2.402e+03 	 6.582e+03 	 9.306e+08 	 2.271e+21 	 1.520e+07 	 9.780e+38 	 5.715e+38 	 6.243e+21
1.000e+01 	 1.595e-04 	 2.400e+03 	 6.522e+03 	 9.291e+08 	 2.255e+21 	 1.505e+07 	 9.780e+38 	 5.715e+38 	 6.201e+21
1.000e+01 	 1.610e-04 	 2.398e+03 	 6.461e+03 	 9.276e+08 	 2.239e+21 	 1.490e+07 	 9.780e+38 	 5.715e+38 	 6.159e+21
1.000e+01 	 1.625e-04 	 2.396e+03 	 6.402e+03 	 9.261e+08 	 2.223e+21 	 1.475e+07 	 9.779e+38 	 5.715e+38 	 6.117e+21
1.000e+01 	 1.640e-04 	 2.394e+03 	 6.342e+03 	 9.247e+08 	 2.207e+21 	 1.460e+07 	 9.779e+38 	 5.715e+38 	 6.076e+21
1.000e+01 	 1.655e-04 	 2.393e+03 	 6.284e+03 	 9.232e+08 	 2.192e+21 	 1.445e+07 	 9.779e+38 	 5.715e+38 	 6.035e+21
1.000e+01 	 1.671e-04 	 2.391e+03 	 6.226e+03 	 9.217e+08 	 2.176e+21 	 1.431e+07 	 9.779e+38 	 5.715e+38 	 5.995e+21
1.000e+01 	 1.686e-04 	 2.389e+03 	 6.168e+03 	 9.203e+08 	 2.161e+21 	 1.416e+07 	 9.779e+38 	 5.715e+38 	 5.955e+21
1.000e+01 	 1.702e-04 	 2.387e+03 	 6.111e+03 	 9.188e+08 	 2.146e+21 	 1.402e+07 	 9.779e+38 	 5.715e+38 	 5.915e+21
1.000e+01 	 1.718e-04 	 2.385e+03 	 6.054e+03 	 9.174e+08 	 2.131e+21 	 1.388e+07 	 9.779e+38 	 5.715e+38 	 5.875e+21
1.000e+01 	 1.734e-04 	 2.383e+03 	 5.998e+03 	 9.159e+08 	 2.116e+21 	 1.374e+07 	 9.779e+38 	 5.715e+38 	 5.836e+21
1.000e+01 	 1.750e-04 	 2.381e+03 	 5.943e+03 	 9.145e+08 	 2.101e+21 	 1.361e+07 	 9.778e+38 	 5.715e+38 	 5.797e+21
1.000e+01 	 1.766e-04 	 2.379e+03 	 5.888e+03 	 9.131e+08 	 2.086e+21 	 1.347e+07 	 9.778e+38 	 5.715e+38 	 5.759e+21
1.000e+01 	 1.783e-04 	 2.378e+03 	 5.833e+03 	 9.116e+08 	 2.072e+21 	 1.333e+07 	 9.778e+38 	 5.715e+38 	 5.720e+21
1.000e+01 	 1.800e-04 	 2.376e+03 	 5.779e+03 	 9.102e+08 	 2.057e+21 	 1.320e+07 	 9.778e+38 	 5.714e+38 	 5.682e+21
1.000e+01 	 1.816e-04 	 2.374e+03 	 5.726e+03 	 9.088e+08 	 2.043e+21 	 1.307e+07 	 9.778e+38 	 5.714e+38 	 5.645e+21
1.000e+01 	 1.833e-04 	 2.372e+03 	 5.673e+03 	 9.074e+08 	 2.029e+21 	 1.294e+07 	 9.778e+38 	 5.714e+38 	 5.607e+21
1.000e+01 	 1.850e-04 	 2.370e+03 	 5.621e+03 	 9.059e+08 	 2.015e+21 	 1.281e+07 	 9.778e+38 	 5.714e+38 	 5.570e+21
1.000e+01 	 1.868e-04 	 2.368e+03 	 5.569e+03 	 9.045e+08 	 2.001e+21 	 1.268e+07 	 9.778e+38 	 5.714e+38 	 5.533e+21
1.000e+01 	 1.885e-04 	 2.366e+03 	 5.517e+03 	 9.031e+08 	 1.987e+21 	 1.255e+07 	 9.777e+38 	 5.714e+38 	 5.497e+21
1.000e+01 	 1.903e-04 	 2.365e+03 	 5.466e+03 	 9.017e+08 	 1.973e+21 	 1.243e+07 	 9.777e+38 	 5.714e+38 	 5.460e+21
1.000e+01 	 1.920e-04 	 2.363e+03 	 5.416e+03 	 9.003e+08 	 1.959e+21 	 1.230e+07 	 9.777e+38 	 5.714e+38 	 5.424e+21
1.000e+01 	 1.938e-04 	 2.361e+03 	 5.365e+03 	 8.989e+08 	 1.946e+21 	 1.218e+07 	 9.777e+38 	 5.714e+38 	 5.389e+21
1.000e+01 	 1.956e-04 	 2.359e+03 	 5.316e+03 	 8.975e+08 	 1.932e+21 	 1.206e+07 	 9.777e+38 	 5.714e+38 	 5.353e+21
1.001e+01 	 1.974e-04 	 2.357e+03 	 5.267e+03 	 8.961e+08 	 1.919e+21 	 1.194e+07 	 9.777e+38 	 5.714e+38 	 5.318e+21
1.001e+01 	 1.993e-04 	 2.355e+03 	 5.218e+03 	 8.947e+08 	 1.906e+21 	 1.182e+07 	 9.777e+38 	 5.714e+38 	 5.283e+21
1.001e+01 	 2.011e-04 	 2.354e+03 	 5.170e+03 	 8.934e+08 	 1.893e+21 	 1.170e+07 	 9.776e+38 	 5.714e+38 	 5.249e+21
1.001e+01 	 2.030e-04 	 2.352e+03 	 5.122e+03 	 8.920e+08 	 1.880e+21 	 1.158e+07 	 9.776e+38 	 5.714e+38 	 5.215e+21
1.001e+01 	 2.049e-04 	 2.350e+03 	 5.074e+03 	 8.906e+08 	 1.867e+21 	 1.147e+07 	 9.776e+38 	 5.714e+38 	 5.181e+21
1.001e+01 	 2.068e-04 	 2.348e+03 	 5.028e+03 	 8.893e+08 	 1.854e+21 	 1.135e+07 	 9.776e+38 	 5.714e+38 	 5.147e+21
1.001e+01 	 2.087e-04 	 2.346e+03 	 4.981e+03 	 8.879e+08 	 1.842e+21 	 1.124e+07 	 9.776e+38 	 5.714e+38 	 5.114e+21
1.001e+01 	 2.107e-04 	 2.345e+03 	 4.935e+03 	 8.865e+08 	 1.829e+21 	 1.113e+07 	 9.776e+38 	 5.714e+38 	 5.080e+21
1.001e+01 	 2.127e-04 	 2.343e+03 	 4.889e+03 	 8.852e+08 	 1.817e+21 	 1.102e+07 	 9.776e+38 	 5.714e+38 	 5.047e+21
1.001e+01 	 2.146e-04 	 2.341e+03 	 4.844e+03 	 8.838e+08 	 1.804e+21 	 1.091e+07 	 9.776e+38 	 5.714e+38 	 5.015e+21
1.001e+01 	 2.166e-04 	 2.339e+03 	 4.799e+03 	 8.825e+08 	 1.792e+21 	 1.080e+07 	 9.775e+38 	 5.714e+38 	 4.982e+21
1.001e+01 	 2.186e-04 	 2.337e+03 	 4.755e+03 	 8.811e+08 	 1.780e+21 	 1.069e+07 	 9.775e+38 	 5.714e+38 	 4.950e+21
1.001e+01 	 2.207e-04 	 2.336e+03 	 4.711e+03 	 8.798e+08 	 1.768e+21 	 1.058e+07 	 9.775e+38 	 5.713e+38 	 4.918e+21
1.001e+01 	 2.227e-04 	 2.334e+03 	 4.667e+03 	 8.784e+08 	 1.756e+21 	 1.048e+07 	 9.775e+38 	 5.713e+38 	 4.886e+21
1.001e+01 	 2.248e-04 	 2.332e+03 	 4.624e+03 	 8.771e+08 	 1.744e+21 	 1.037e+07 	 9.775e+38 	 5.713e+38 	 4.855e+21
1.001e+01 	 2.269e-04 	 2.330e+03 	 4.581e+03 	 8.758e+08 	 1.732e+21 	 1.027e+07 	 9.775e+38 	 5.713e+38 	 4.824e+21
1.001e+01 	 2.290e-04 	 2.329e+03 	 4.539e+03 	 8.745e+08 	 1.721e+21 	 1.017e+07 	 9.775e+38 	 5.713e+38 	 4.793e+21
1.001e+01 	 2.312e-04 	 2.327e+03 	 4.497e+03 	 8.731e+08 	 1.709e+21 	 1.007e+07 	 9.774e+38 	 5.713e+38 	 4.762e+21
1.001e+01 	 2.333e-04 	 2.325e+03 	 4.455e+03 	 8.718e+08 	 1.698e+21 	 9.965e+06 	 9.774e+38 	 5.713e+38 	 4.732e+21
1.001e+01 	 2.355e-04 	 2.323e+03 	 4.414e+03 	 8.705e+08 	 1.686e+21 	 9.865e+06 	 9.774e+38 	 5.713e+38 	 4.702e+21
1.001e+01 	 2.377e-04 	 2.322e+03 	 4.373e+03 	 8.692e+08 	 1.675e+21 	 9.767e+06 	 9.774e+38 	 5.713e+38 	 4.672e+21
1.001e+01 	 2.399e-04 	 2.320e+03 	 4.333e+03 	 8.679e+08 	 1.664e+21 	 9.669e+06 	 9.774e+38 	 5.713e+38 	 4.642e+21
1.001e+01 	 2.421e-04 	 2.318e+03 	 4.293e+03 	 8.666e+08 	 1.653e+21 	 9.573e+06 	 9.774e+38 	 5.713e+38 	 4.613e+21
1.001e+01 	 2.444e-04 	 2.316e+03 	 4.253e+03 	 8.653e+08 	 1.642e+21 	 9.478e+06 	 9.774e+38 	 5.713e+38 	 4.583e+21
1.001e+01 	 2.467e-04 	 2.315e+03 	 4.214e+03 	 8.640e+08 	 1.631e+21 	 9.383e+06 	 9.773e+38 	 5.713e+38 	 4.554e+21
1.001e+01 	 2.490e-04 	 2.313e+03 	 4.175e+03 	 8.627e+08 	 1.620e+21 	 9.289e+06 	 9.773e+38 	 5.713e+38 	 4.525e+21
1.001e+01 	 2.513e-04 	 2.311e+03 	 4.136e+03 	 8.614e+08 	 1.609e+21 	 9.197e+06 	 9.773e+38 	 5.713e+38 	 4.497e+21
1.001e+01 	 2.536e-04 	 2.309e+03 	 4.098e+03 	 8.601e+08 	 1.599e+21 	 9.105e+06 	 9.773e+38 	 5.713e+38 	 4.468e+21
1.001e+01 	 2.560e-04 	 2.308e+03 	 4.060e+03 	 8.588e+08 	 1.588e+21 	 9.014e+06 	 9.773e+38 	 5.713e+38 	 4.440e+21
1.001e+01 	 2.584e-04 	 2.306e+03 	 4.022e+03 	 8.575e+08 	 1.578e+21 	 8.924e+06 	 9.773e+38 	 5.713e+38 	 4.412e+21
1.001e+01 	 2.608e-04 	 2.304e+03 	 3.985e+03 	 8.563e+08 	 1.567e+21 	 8.835e+06 	 9.773e+38 	 5.713e+38 	 4.384e+21
1.001e+01 	 2.632e-04 	 2.302e+03 	 3.948e+03 	 8.550e+08 	 1.557e+21 	 8.747e+06 	 9.772e+38 	 5.712e+38 	 4.357e+21
1.001e+01 	 2.657e-04 	 2.301e+03 	 3.912e+03 	 8.537e+08 	 1.547e+21 	 8.660e+06 	 9.772e+38 	 5.712e+38 	 4.330e+21
1.001e+01 	 2.681e-04 	 2.299e+03 	 3.876e+03 	 8.525e+08 	 1.537e+21 	 8.574e+06 	 9.772e+38 	 5.712e+38 	 4.303e+21
1.001e+01 	 2.706e-04 	 2.297e+03 	 3.840e+03 	 8.512e+08 	 1.527e+21 	 8.489e+06 	 9.772e+38 	 5.712e+38 	 4.276e+21
1.001e+01 	 2.732e-04 	 2.296e+03 	 3.804e+03 	 8.499e+08 	 1.517e+21 	 8.404e+06 	 9.772e+38 	 5.712e+38 	 4.249e+21
1.001e+01 	 2.757e-04 	 2.294e+03 	 3.769e+03 	 8.487e+08 	 1.507e+21 	 8.320e+06 	 9.772e+38 	 5.712e+38 	 4.223e+21
1.001e+01 	 2.783e-04 	 2.292e+03 	 3.734e+03 	 8.474e+08 	 1.497e+21 	 8.237e+06 	 9.771e+38 	 5.712e+38 	 4.196e+21
1.001e+01 	 2.809e-04 	 2.291e+03 	 3.700e+03 	 8.462e+08 	 1.487e+21 	 8.155e+06 	 9.771e+38 	 5.712e+38 	 4.170e+21
1.001e+01 	 2.835e-04 	 2.289e+03 	 3.666e+03 	 8.450e+08 	 1.478e+21 	 8.074e+06 	 9.771e+38 	 5.712e+38 	 4.144e+21
1.001e+01 	 2.861e-04 	 2.287e+03 	 3.632e+03 	 8.437e+08 	 1.468e+21 	 7.994e+06 	 9.771e+38 	 5.712e+38 	 4.119e+21
1.001e+01 	 2.888e-04 	 2.286e+03 	 3.598e+03 	 8.425e+08 	 1.458e+21 	 7.914e+06 	 9.771e+38 	 5.712e+38 	 4.093e+21
1.001e+01 	 2.915e-04 	 2.284e+03 	 3.565e+03 	 8.412e+08 	 1.449e+21 	 7.835e+06 	 9.771e+38 	 5.712e+38 	 4.068e+21
1.001e+01 	 2.942e-04 	 2.282e+03 	 3.532e+03 	 8.400e+08 	 1.440e+21 	 7.757e+06 	 9.771e+38 	 5.712e+38 	 4.043e+21
1.001e+01 	 2.969e-04 	 2.281e+03 	 3.499e+03 	 8.388e+08 	 1.430e+21 	 7.680e+06 	 9.770e+38 	 5.712e+38 	 4.018e+21
1.001e+01 	 2.997e-04 	 2.279e+03 	 3.467e+03 	 8.376e+08 	 1.421e+21 	 7.604e+06 	 9.770e+38 	 5.712e+38 	 3.993e+21
1.001e+01 	 3.025e-04 	 2.277e+03 	 3.435e+03 	 8.363e+08 	 1.412e+21 	 7.528e+06 	 9.770e+38 	 5.712e+38 	 3.969e+21
1.001e+01 	 3.053e-04 	 2.276e+03 	 3.403e+03 	 8.351e+08 	 1.403e+21 	 7.453e+06 	 9.770e+38 	 5.712e+38 	 3.945e+21
1.001e+01 	 3.082e-04 	 2.274e+03 	 3.371e+03 	 8.339e+08 	 1.394e+21 	 7.379e+06 	 9.770e+38 	 5.712e+38 	 3.920e+21
1.001e+01 	 3.110e-04 	 2.272e+03 	 3.340e+03 	 8.327e+08 	 1.385e+21 	 7.306e+06 	 9.770e+38 	 5.711e+38 	 3.896e+21
1.001e+01 	 3.139e-04 	 2.271e+03 	 3.309e+03 	 8.315e+08 	 1.376e+21 	 7.233e+06 	 9.769e+38 	 5.711e+38 	 3.873e+21
1.001e+01 	 3.168e-04 	 2.269e+03 	 3.279e+03 	 8.303e+08 	 1.367e+21 	 7.161e+06 	 9.769e+38 	 5.711e+38 	 3.849e+21
1.001e+01 	 3.198e-04 	 2.267e+03 	 3.248e+03 	 8.291e+08 	 1.359e+21 	 7.090e+06 	 9.769e+38 	 5.711e+38 	 3.826e+21
1.001e+01 	 3.228e-04 	 2.266e+03 	 3.218e+03 	 8.279e+08 	 1.350e+21 	 7.019e+06 	 9.769e+38 	 5.711e+38 	 3.802e+21
1.001e+01 	 3.258e-04 	 2.264e+03 	 3.189e+03 	 8.267e+08 	 1.342e+21 	 6.949e+06 	 9.769e+38 	 5.711e+38 	 3.779e+21
1.001e+01 	 3.288e-04 	 2.262e+03 	 3.159e+03 	 8.255e+08 	 1.333e+21 	 6.880e+06 	 9.769e+38 	 5.711e+38 	 3.757e+21
1.001e+01 	 3.319e-04 	 2.261e+03 	 3.130e+03 	 8.244e+08 	 1.325e+21 	 6.812e+06 	 9.769e+38 	 5.711e+38 	 3.734e+21
1.001e+01 	 3.350e-04 	 2.259e+03 	 3.101e+03 	 8.232e+08 	 1.316e+21 	 6.744e+06 	 9.768e+38 	 5.711e+38 	 3.711e+21
1.001e+01 	 3.381e-04 	 2.258e+03 	 3.072e+03 	 8.220e+08 	 1.308e+21 	 6.677e+06 	 9.768e+38 	 5.711e+38 	 3.689e+21
1.001e+01 	 3.412e-04 	 2.256e+03 	 3.044e+03 	 8.208e+08 	 1.300e+21 	 6.611e+06 	 9.768e+38 	 5.711e+38 	 3.667e+21
1.001e+01 	 3.444e-04 	 2.254e+03 	 3.016e+03 	 8.197e+08 	 1.292e+21 	 6.545e+06 	 9.768e+38 	 5.711e+38 	 3.645e+21
1.001e+01 	 3.476e-04 	 2.253e+03 	 2.988e+03 	 8.185e+08 	 1.283e+21 	 6.480e+06 	 9.768e+38 	 5.711e+38 	 3.623e+21
1.001e+01 	 3.509e-04 	 2.251e+03 	 2.960e+03 	 8.173e+08 	 1.275e+21 	 6.416e+06 	 9.768e+38 	 5.711e+38 	 3.601e+21
1.001e+01 	 3.541e-04 	 2.250e+03 	 2.933e+03 	 8.162e+08 	 1.267e+21 	 6.352e+06 	 9.767e+38 	 5.711e+38 	 3.580e+21
1.001e+01 	 3.574e-04 	 2.248e+03 	 2.906e+03 	 8.150e+08 	 1.260e+21 	 6.289e+06 	 9.767e+38 	 5.711e+38 	 3.558e+21
1.001e+01 	 3.608e-04 	 2.246e+03 	 2.879e+03 	 8.139e+08 	 1.252e+21 	 6.227e+06 	 9.767e+38 	 5.711e+38 	 3.537e+21
1.001e+01 	 3.641e-04 	 2.245e+03 	 2.852e+03 	 8.127e+08 	 1.244e+21 	 6.165e+06 	 9.767e+38 	 5.710e+38 	 3.516e+21
1.001e+01 	 3.675e-04 	 2.243e+03 	 2.826e+03 	 8.116e+08 	 1.236e+21 	 6.103e+06 	 9.767e+38 	 5.710e+38 	 3.495e+21
1.001e+01 	 3.709e-04 	 2.242e+03 	 2.800e+03 	 8.104e+08 	 1.229e+21 	 6.043e+06 	 9.767e+38 	 5.710e+38 	 3.475e+21
1.001e+01 	 3.744e-04 	 2.240e+03 	 2.774e+03 	 8.093e+08 	 1.221e+21 	 5.983e+06 	 9.766e+38 	 5.710e+38 	 3.454e+21
1.001e+01 	 3.779e-04 	 2.239e+03 	 2.748e+03 	 8.081e+08 	 1.213e+21 	 5.924e+06 	 9.766e+38 	 5.710e+38 	 3.434e+21
1.001e+01 	 3.814e-04 	 2.237e+03 	 2.723e+03 	 8.070e+08 	 1.206e+21 	 5.865e+06 	 9.766e+38 	 5.710e+38 	 3.413e+21
1.001e+01 	 3.850e-04 	 2.235e+03 	 2.697e+03 	 8.059e+08 	 1.199e+21 	 5.807e+06 	 9.766e+38 	 5.710e+38 	 3.393e+21
1.001e+01 	 3.885e-04 	 2.234e+03 	 2.673e+03 	 8.048e+08 	 1.191e+21 	 5.749e+06 	 9.766e+38 	 5.710e+38 	 3.373e+21
1.001e+01 	 3.922e-04 	 2.232e+03 	 2.648e+03 	 8.036e+08 	 1.184e+21 	 5.692e+06 	 9.766e+38 	 5.710e+38 	 3.354e+21
1.001e+01 	 3.958e-04 	 2.231e+03 	 2.623e+03 	 8.025e+08 	 1.177e+21 	 5.635e+06 	 9.765e+38 	 5.710e+38 	 3.334e+21
1.001e+01 	 3.995e-04 	 2.229e+03 	 2.599e+03 	 8.014e+08 	 1.169e+21 	 5.580e+06 	 9.765e+38 	 5.710e+38 	 3.314e+21
1.001e+01 	 4.032e-04 	 2.228e+03 	 2.575e+03 	 8.003e+08 	 1.162e+21 	 5.524e+06 	 9.765e+38 	 5.710e+38 	 3.295e+21
1.001e+01 	 4.070e-04 	 2.226e+03 	 2.551e+03 	 7.992e+08 	 1.155e+21 	 5.469e+06 	 9.765e+38 	 5.710e+38 	 3.276e+21
1.001e+01 	 4.108e-04 	 2.225e+03 	 2.528e+03 	 7.981e+08 	 1.148e+21 	 5.415e+06 	 9.765e+38 	 5.710e+38 	 3.257e+21
1.001e+01 	 4.146e-04 	 2.223e+03 	 2.504e+03 	 7.970e+08 	 1.141e+21 	 5.362e+06 	 9.765e+38 	 5.710e+38 	 3.238e+21
1.001e+01 	 4.185e-04 	 2.221e+03 	 2.481e+03 	 7.959e+08 	 1.134e+21 	 5.308e+06 	 9.764e+38 	 5.709e+38 	 3.219e+21
1.001e+01 	 4.224e-04 	 2.220e+03 	 2.458e+03 	 7.948e+08 	 1.127e+21 	 5.256e+06 	 9.764e+38 	 5.709e+38 	 3.200e+21
1.001e+01 	 4.263e-04 	 2.218e+03 	 2.435e+03 	 7.937e+08 	 1.121e+21 	 5.204e+06 	 9.764e+38 	 5.709e+38 	 3.182e+21
1.001e+01 	 4.303e-04 	 2.217e+03 	 2.413e+03 	 7.926e+08 	 1.114e+21 	 5.152e+06 	 9.764e+38 	 5.709e+38 	 3.164e+21
1.001e+01 	 4.343e-04 	 2.215e+03 	 2.391e+03 	 7.915e+08 	 1.107e+21 	 5.101e+06 	 9.764e+38 	 5.709e+38 	 3.145e+21
1.001e+01 	 4.383e-04 	 2.214e+03 	 2.368e+03 	 7.904e+08 	 1.100e+21 	 5.051e+06 	 9.763e+38 	 5.709e+38 	 3.127e+21
1.001e+01 	 4.424e-04 	 2.212e+03 	 2.346e+03 	 7.893e+08 	 1.094e+21 	 5.000e+06 	 9.763e+38 	 5.709e+38 	 3.109e+21
