r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199991e+06 	1.339182e+09 	9.519459e+04 	1.604931e+22 	3.599058e-01 	2.881610e+08 	8.044472e+08 	6.821847e+38 	4.458291e+38 	6.433539e+09 	
1.200001e+06 	1.335777e+09 	9.419194e+04 	1.586328e+22 	3.637301e-01 	2.877944e+08 	7.949455e+08 	6.821807e+38 	4.458285e+38 	6.375830e+09 	
1.200010e+06 	1.332382e+09 	9.319985e+04 	1.567947e+22 	3.675951e-01 	2.874285e+08 	7.855564e+08 	6.821768e+38 	4.458279e+38 	6.318630e+09 	
1.200020e+06 	1.328996e+09 	9.221822e+04 	1.549785e+22 	3.715011e-01 	2.870630e+08 	7.762787e+08 	6.821729e+38 	4.458273e+38 	6.261935e+09 	
1.200030e+06 	1.325619e+09 	9.124692e+04 	1.531839e+22 	3.754487e-01 	2.866981e+08 	7.671110e+08 	6.821690e+38 	4.458267e+38 	6.205740e+09 	
1.200040e+06 	1.322252e+09 	9.028585e+04 	1.514107e+22 	3.794382e-01 	2.863338e+08 	7.580520e+08 	6.821651e+38 	4.458260e+38 	6.150041e+09 	
1.200050e+06 	1.318895e+09 	8.933490e+04 	1.496586e+22 	3.834701e-01 	2.859700e+08 	7.491004e+08 	6.821611e+38 	4.458254e+38 	6.094834e+09 	
1.200060e+06 	1.315546e+09 	8.839397e+04 	1.479274e+22 	3.875448e-01 	2.856068e+08 	7.402549e+08 	6.821572e+38 	4.458248e+38 	6.040114e+09 	
1.200069e+06 	1.312208e+09 	8.746295e+04 	1.462168e+22 	3.916629e-01 	2.852441e+08 	7.315144e+08 	6.821533e+38 	4.458242e+38 	5.985877e+09 	
1.200079e+06 	1.308878e+09 	8.654173e+04 	1.445266e+22 	3.958248e-01 	2.848820e+08 	7.228775e+08 	6.821494e+38 	4.458235e+38 	5.932118e+09 	
1.200089e+06 	1.305558e+09 	8.563022e+04 	1.428565e+22 	4.000308e-01 	2.845205e+08 	7.143429e+08 	6.821455e+38 	4.458229e+38 	5.878834e+09 	
1.200099e+06 	1.302247e+09 	8.472831e+04 	1.412063e+22 	4.042816e-01 	2.841595e+08 	7.059096e+08 	6.821417e+38 	4.458223e+38 	5.826021e+09 	
1.200109e+06 	1.298945e+09 	8.383590e+04 	1.395757e+22 	4.085776e-01 	2.837990e+08 	6.975762e+08 	6.821378e+38 	4.458217e+38 	5.773675e+09 	
1.200118e+06 	1.295653e+09 	8.295288e+04 	1.379645e+22 	4.129192e-01 	2.834391e+08 	6.893415e+08 	6.821339e+38 	4.458211e+38 	5.721791e+09 	
1.200128e+06 	1.292370e+09 	8.207917e+04 	1.363724e+22 	4.173070e-01 	2.830798e+08 	6.812045e+08 	6.821300e+38 	4.458204e+38 	5.670365e+09 	
1.200138e+06 	1.289096e+09 	8.121466e+04 	1.347992e+22 	4.217414e-01 	2.827210e+08 	6.731639e+08 	6.821261e+38 	4.458198e+38 	5.619394e+09 	
1.200147e+06 	1.285831e+09 	8.035926e+04 	1.332448e+22 	4.262229e-01 	2.823627e+08 	6.652185e+08 	6.821223e+38 	4.458192e+38 	5.568874e+09 	
1.200157e+06 	1.282575e+09 	7.951287e+04 	1.317088e+22 	4.307521e-01 	2.820050e+08 	6.573674e+08 	6.821184e+38 	4.458186e+38 	5.518799e+09 	
1.200167e+06 	1.279328e+09 	7.867539e+04 	1.301910e+22 	4.353294e-01 	2.816478e+08 	6.496093e+08 	6.821145e+38 	4.458179e+38 	5.469168e+09 	
1.200176e+06 	1.276090e+09 	7.784673e+04 	1.286913e+22 	4.399554e-01 	2.812912e+08 	6.419431e+08 	6.821107e+38 	4.458173e+38 	5.419975e+09 	
1.200186e+06 	1.272862e+09 	7.702680e+04 	1.272094e+22 	4.446305e-01 	2.809352e+08 	6.343677e+08 	6.821068e+38 	4.458167e+38 	5.371217e+09 	
1.200196e+06 	1.269642e+09 	7.621550e+04 	1.257450e+22 	4.493553e-01 	2.805796e+08 	6.268821e+08 	6.821030e+38 	4.458161e+38 	5.322891e+09 	
1.200205e+06 	1.266432e+09 	7.541275e+04 	1.242980e+22 	4.541303e-01 	2.802247e+08 	6.194852e+08 	6.820991e+38 	4.458155e+38 	5.274992e+09 	
1.200215e+06 	1.263230e+09 	7.461846e+04 	1.228682e+22 	4.589561e-01 	2.798702e+08 	6.121759e+08 	6.820953e+38 	4.458148e+38 	5.227517e+09 	
1.200224e+06 	1.260037e+09 	7.383253e+04 	1.214553e+22 	4.638332e-01 	2.795163e+08 	6.049531e+08 	6.820914e+38 	4.458142e+38 	5.180462e+09 	
1.200234e+06 	1.256853e+09 	7.305488e+04 	1.200591e+22 	4.687621e-01 	2.791629e+08 	5.978160e+08 	6.820876e+38 	4.458136e+38 	5.133824e+09 	
1.200244e+06 	1.253678e+09 	7.228542e+04 	1.186795e+22 	4.737434e-01 	2.788101e+08 	5.907633e+08 	6.820838e+38 	4.458130e+38 	5.087598e+09 	
1.200253e+06 	1.250512e+09 	7.152406e+04 	1.173162e+22 	4.787777e-01 	2.784578e+08 	5.837942e+08 	6.820799e+38 	4.458123e+38 	5.041781e+09 	
1.200263e+06 	1.247355e+09 	7.077073e+04 	1.159691e+22 	4.838654e-01 	2.781061e+08 	5.769077e+08 	6.820761e+38 	4.458117e+38 	4.996370e+09 	
1.200272e+06 	1.244207e+09 	7.002533e+04 	1.146379e+22 	4.890073e-01 	2.777549e+08 	5.701027e+08 	6.820723e+38 	4.458111e+38 	4.951361e+09 	
1.200282e+06 	1.241067e+09 	6.928778e+04 	1.133225e+22 	4.942037e-01 	2.774043e+08 	5.633783e+08 	6.820685e+38 	4.458105e+38 	4.906751e+09 	
1.200291e+06 	1.237937e+09 	6.855799e+04 	1.120226e+22 	4.994555e-01 	2.770541e+08 	5.567335e+08 	6.820647e+38 	4.458099e+38 	4.862536e+09 	
1.200301e+06 	1.234814e+09 	6.783590e+04 	1.107381e+22 	5.047630e-01 	2.767045e+08 	5.501674e+08 	6.820609e+38 	4.458092e+38 	4.818712e+09 	
