r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200013e+06 	1.305661e+09 	1.071580e+05 	1.604931e+22 	1.428099e-01 	2.845317e+08 	2.003922e+09 	6.072103e+38 	3.968349e+38 	7.357695e+09 	
1.200022e+06 	1.302088e+09 	1.059767e+05 	1.584930e+22 	1.443992e-01 	2.841421e+08 	1.979056e+09 	6.072074e+38 	3.968347e+38 	7.288868e+09 	
1.200032e+06 	1.298525e+09 	1.048084e+05 	1.565184e+22 	1.460062e-01 	2.837531e+08 	1.954500e+09 	6.072045e+38 	3.968345e+38 	7.220675e+09 	
1.200041e+06 	1.294973e+09 	1.036530e+05 	1.545688e+22 	1.476311e-01 	2.833647e+08 	1.930249e+09 	6.072016e+38 	3.968342e+38 	7.153110e+09 	
1.200051e+06 	1.291431e+09 	1.025103e+05 	1.526441e+22 	1.492741e-01 	2.829769e+08 	1.906301e+09 	6.071987e+38 	3.968340e+38 	7.086167e+09 	
1.200060e+06 	1.287899e+09 	1.013802e+05 	1.507439e+22 	1.509353e-01 	2.825897e+08 	1.882650e+09 	6.071959e+38 	3.968337e+38 	7.019840e+09 	
1.200069e+06 	1.284378e+09 	1.002626e+05 	1.488678e+22 	1.526151e-01 	2.822031e+08 	1.859294e+09 	6.071930e+38 	3.968335e+38 	6.954124e+09 	
1.200079e+06 	1.280867e+09 	9.915731e+04 	1.470155e+22 	1.543136e-01 	2.818171e+08 	1.836229e+09 	6.071901e+38 	3.968333e+38 	6.889014e+09 	
1.200088e+06 	1.277366e+09 	9.806420e+04 	1.451869e+22 	1.560309e-01 	2.814317e+08 	1.813451e+09 	6.071872e+38 	3.968330e+38 	6.824503e+09 	
1.200098e+06 	1.273875e+09 	9.698313e+04 	1.433815e+22 	1.577674e-01 	2.810470e+08 	1.790957e+09 	6.071844e+38 	3.968328e+38 	6.760586e+09 	
1.200107e+06 	1.270395e+09 	9.591399e+04 	1.415990e+22 	1.595233e-01 	2.806628e+08 	1.768742e+09 	6.071815e+38 	3.968326e+38 	6.697258e+09 	
1.200116e+06 	1.266924e+09 	9.485663e+04 	1.398392e+22 	1.612986e-01 	2.802791e+08 	1.746804e+09 	6.071787e+38 	3.968323e+38 	6.634514e+09 	
1.200125e+06 	1.263464e+09 	9.381092e+04 	1.381017e+22 	1.630938e-01 	2.798961e+08 	1.725140e+09 	6.071758e+38 	3.968321e+38 	6.572348e+09 	
1.200135e+06 	1.260014e+09 	9.277675e+04 	1.363863e+22 	1.649089e-01 	2.795137e+08 	1.703745e+09 	6.071730e+38 	3.968319e+38 	6.510756e+09 	
1.200144e+06 	1.256574e+09 	9.175397e+04 	1.346927e+22 	1.667442e-01 	2.791319e+08 	1.682616e+09 	6.071701e+38 	3.968316e+38 	6.449731e+09 	
1.200153e+06 	1.253143e+09 	9.074247e+04 	1.330205e+22 	1.685999e-01 	2.787506e+08 	1.661750e+09 	6.071673e+38 	3.968314e+38 	6.389270e+09 	
1.200162e+06 	1.249723e+09 	8.974212e+04 	1.313696e+22 	1.704763e-01 	2.783700e+08 	1.641144e+09 	6.071645e+38 	3.968312e+38 	6.329365e+09 	
1.200172e+06 	1.246313e+09 	8.875280e+04 	1.297396e+22 	1.723736e-01 	2.779899e+08 	1.620794e+09 	6.071616e+38 	3.968309e+38 	6.270014e+09 	
1.200181e+06 	1.242913e+09 	8.777438e+04 	1.281303e+22 	1.742921e-01 	2.776104e+08 	1.600697e+09 	6.071588e+38 	3.968307e+38 	6.211209e+09 	
1.200190e+06 	1.239522e+09 	8.680676e+04 	1.265414e+22 	1.762318e-01 	2.772316e+08 	1.580851e+09 	6.071560e+38 	3.968304e+38 	6.152947e+09 	
