r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	1.585066e+09 	1.325350e+03 	1.604931e+22 	2.900433e+02 	3.135011e+08 	1.080802e+06 	1.696716e+39 	1.108862e+39 	8.046516e+07 	
1.200355e+06 	1.582655e+09 	1.313839e+03 	1.595136e+22 	2.923886e+02 	3.132626e+08 	1.071317e+06 	1.695054e+39 	1.107950e+39 	7.986792e+07 	
1.200712e+06 	1.580244e+09 	1.302428e+03 	1.585385e+22 	2.947520e+02 	3.130239e+08 	1.061917e+06 	1.693391e+39 	1.107037e+39 	7.927532e+07 	
1.201070e+06 	1.577833e+09 	1.291115e+03 	1.575678e+22 	2.971336e+02 	3.127850e+08 	1.052602e+06 	1.691726e+39 	1.106123e+39 	7.868731e+07 	
1.201430e+06 	1.575422e+09 	1.279901e+03 	1.566017e+22 	2.995336e+02 	3.125459e+08 	1.043370e+06 	1.690059e+39 	1.105208e+39 	7.810387e+07 	
1.201792e+06 	1.573010e+09 	1.268785e+03 	1.556399e+22 	3.019521e+02 	3.123066e+08 	1.034220e+06 	1.688390e+39 	1.104293e+39 	7.752494e+07 	
1.202155e+06 	1.570599e+09 	1.257765e+03 	1.546827e+22 	3.043892e+02 	3.120672e+08 	1.025153e+06 	1.686719e+39 	1.103376e+39 	7.695051e+07 	
1.202520e+06 	1.568187e+09 	1.246840e+03 	1.537299e+22 	3.068451e+02 	3.118275e+08 	1.016167e+06 	1.685047e+39 	1.102459e+39 	7.638052e+07 	
1.202887e+06 	1.565776e+09 	1.236011e+03 	1.527815e+22 	3.093198e+02 	3.115876e+08 	1.007262e+06 	1.683372e+39 	1.101541e+39 	7.581495e+07 	
1.203256e+06 	1.563364e+09 	1.225275e+03 	1.518375e+22 	3.118136e+02 	3.113476e+08 	9.984365e+05 	1.681696e+39 	1.100623e+39 	7.525376e+07 	
1.203626e+06 	1.560952e+09 	1.214633e+03 	1.508979e+22 	3.143265e+02 	3.111073e+08 	9.896902e+05 	1.680018e+39 	1.099703e+39 	7.469692e+07 	
1.203998e+06 	1.558540e+09 	1.204083e+03 	1.499626e+22 	3.168587e+02 	3.108669e+08 	9.810222e+05 	1.678339e+39 	1.098783e+39 	7.414439e+07 	
1.204372e+06 	1.556128e+09 	1.193625e+03 	1.490318e+22 	3.194103e+02 	3.106263e+08 	9.724320e+05 	1.676657e+39 	1.097862e+39 	7.359613e+07 	
1.204748e+06 	1.553717e+09 	1.183258e+03 	1.481053e+22 	3.219815e+02 	3.103854e+08 	9.639187e+05 	1.674974e+39 	1.096940e+39 	7.305212e+07 	
1.205125e+06 	1.551305e+09 	1.172981e+03 	1.471832e+22 	3.245724e+02 	3.101444e+08 	9.554817e+05 	1.673289e+39 	1.096017e+39 	7.251232e+07 	
1.205505e+06 	1.548893e+09 	1.162793e+03 	1.462654e+22 	3.271832e+02 	3.099032e+08 	9.471203e+05 	1.671603e+39 	1.095094e+39 	7.197669e+07 	
1.205885e+06 	1.546481e+09 	1.152693e+03 	1.453520e+22 	3.298139e+02 	3.096618e+08 	9.388338e+05 	1.669915e+39 	1.094170e+39 	7.144520e+07 	
