r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	1.327148e+09 	9.950607e+04 	1.604931e+22 	2.734915e-01 	2.868634e+08 	1.054244e+09 	6.544667e+38 	4.277163e+38 	6.763030e+09 	
1.200010e+06 	1.323700e+09 	9.844675e+04 	1.585933e+22 	2.764293e-01 	2.864906e+08 	1.041640e+09 	6.544632e+38 	4.277159e+38 	6.701801e+09 	
1.200019e+06 	1.320263e+09 	9.739871e+04 	1.567164e+22 	2.793987e-01 	2.861183e+08 	1.029188e+09 	6.544597e+38 	4.277154e+38 	6.641118e+09 	
1.200029e+06 	1.316835e+09 	9.636182e+04 	1.548624e+22 	2.824000e-01 	2.857466e+08 	1.016885e+09 	6.544562e+38 	4.277150e+38 	6.580976e+09 	
1.200039e+06 	1.313417e+09 	9.533598e+04 	1.530308e+22 	2.854335e-01 	2.853755e+08 	1.004730e+09 	6.544527e+38 	4.277145e+38 	6.521369e+09 	
1.200048e+06 	1.310008e+09 	9.432105e+04 	1.512215e+22 	2.884997e-01 	2.850050e+08 	9.927201e+08 	6.544492e+38 	4.277140e+38 	6.462293e+09 	
1.200058e+06 	1.306609e+09 	9.331693e+04 	1.494342e+22 	2.915987e-01 	2.846350e+08 	9.808548e+08 	6.544458e+38 	4.277136e+38 	6.403743e+09 	
1.200067e+06 	1.303220e+09 	9.232350e+04 	1.476686e+22 	2.947311e-01 	2.842656e+08 	9.691318e+08 	6.544423e+38 	4.277131e+38 	6.345715e+09 	
1.200077e+06 	1.299840e+09 	9.134064e+04 	1.459243e+22 	2.978971e-01 	2.838967e+08 	9.575495e+08 	6.544388e+38 	4.277126e+38 	6.288204e+09 	
1.200087e+06 	1.296470e+09 	9.036825e+04 	1.442012e+22 	3.010972e-01 	2.835285e+08 	9.461061e+08 	6.544353e+38 	4.277122e+38 	6.231205e+09 	
1.200096e+06 	1.293109e+09 	8.940621e+04 	1.424990e+22 	3.043316e-01 	2.831607e+08 	9.348000e+08 	6.544319e+38 	4.277117e+38 	6.174715e+09 	
1.200106e+06 	1.289758e+09 	8.845441e+04 	1.408174e+22 	3.076008e-01 	2.827936e+08 	9.236295e+08 	6.544284e+38 	4.277113e+38 	6.118729e+09 	
1.200115e+06 	1.286416e+09 	8.751275e+04 	1.391562e+22 	3.109051e-01 	2.824269e+08 	9.125930e+08 	6.544250e+38 	4.277108e+38 	6.063242e+09 	
1.200125e+06 	1.283083e+09 	8.658111e+04 	1.375150e+22 	3.142449e-01 	2.820609e+08 	9.016889e+08 	6.544215e+38 	4.277103e+38 	6.008250e+09 	
1.200134e+06 	1.279760e+09 	8.565938e+04 	1.358938e+22 	3.176206e-01 	2.816954e+08 	8.909156e+08 	6.544181e+38 	4.277099e+38 	5.953748e+09 	
1.200144e+06 	1.276446e+09 	8.474747e+04 	1.342922e+22 	3.210326e-01 	2.813304e+08 	8.802715e+08 	6.544146e+38 	4.277094e+38 	5.899733e+09 	
1.200153e+06 	1.273142e+09 	8.384527e+04 	1.327100e+22 	3.244812e-01 	2.809661e+08 	8.697551e+08 	6.544112e+38 	4.277090e+38 	5.846199e+09 	
1.200162e+06 	1.269847e+09 	8.295267e+04 	1.311469e+22 	3.279669e-01 	2.806022e+08 	8.593648e+08 	6.544078e+38 	4.277085e+38 	5.793143e+09 	
1.200172e+06 	1.266561e+09 	8.206958e+04 	1.296027e+22 	3.314900e-01 	2.802390e+08 	8.490991e+08 	6.544043e+38 	4.277080e+38 	5.740560e+09 	
1.200181e+06 	1.263285e+09 	8.119588e+04 	1.280772e+22 	3.350510e-01 	2.798763e+08 	8.389565e+08 	6.544009e+38 	4.277076e+38 	5.688447e+09 	
1.200191e+06 	1.260017e+09 	8.033149e+04 	1.265702e+22 	3.386502e-01 	2.795141e+08 	8.289355e+08 	6.543975e+38 	4.277071e+38 	5.636799e+09 	
1.200200e+06 	1.256759e+09 	7.947630e+04 	1.250813e+22 	3.422882e-01 	2.791525e+08 	8.190346e+08 	6.543941e+38 	4.277066e+38 	5.585613e+09 	
1.200209e+06 	1.253510e+09 	7.863021e+04 	1.236104e+22 	3.459652e-01 	2.787914e+08 	8.092524e+08 	6.543907e+38 	4.277062e+38 	5.534883e+09 	
1.200219e+06 	1.250270e+09 	7.779313e+04 	1.221573e+22 	3.496817e-01 	2.784309e+08 	7.995875e+08 	6.543872e+38 	4.277057e+38 	5.484607e+09 	
1.200228e+06 	1.247040e+09 	7.696497e+04 	1.207217e+22 	3.534382e-01 	2.780709e+08 	7.900385e+08 	6.543838e+38 	4.277053e+38 	5.434780e+09 	
1.200237e+06 	1.243818e+09 	7.614561e+04 	1.193035e+22 	3.572350e-01 	2.777115e+08 	7.806040e+08 	6.543804e+38 	4.277048e+38 	5.385397e+09 	
1.200247e+06 	1.240606e+09 	7.533498e+04 	1.179024e+22 	3.610726e-01 	2.773527e+08 	7.712825e+08 	6.543770e+38 	4.277043e+38 	5.336456e+09 	
1.200256e+06 	1.237402e+09 	7.453299e+04 	1.165182e+22 	3.649514e-01 	2.769943e+08 	7.620728e+08 	6.543736e+38 	4.277039e+38 	5.287953e+09 	
1.200265e+06 	1.234208e+09 	7.373952e+04 	1.151507e+22 	3.688720e-01 	2.766366e+08 	7.529735e+08 	6.543703e+38 	4.277034e+38 	5.239883e+09 	
1.200275e+06 	1.231022e+09 	7.295451e+04 	1.137997e+22 	3.728346e-01 	2.762794e+08 	7.439832e+08 	6.543669e+38 	4.277030e+38 	5.192242e+09 	
1.200284e+06 	1.227846e+09 	7.217785e+04 	1.124649e+22 	3.768399e-01 	2.759227e+08 	7.351006e+08 	6.543635e+38 	4.277025e+38 	5.145028e+09 	
