r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999992e+06 	 1.914988e+00 	 2.992553e+08 	 5.657538e+04 	 1.444284e+09 	 1.604931e+22 	 1.565918e+08 	 9.682009e+38 	 6.327523e+38 	 4.068236e+22 	 3.645746e+09
1.20001374e+06 	 1.934571e+00 	 2.989390e+08 	 5.600124e+04 	 1.441233e+09 	 1.589466e+22 	 1.548400e+08 	 9.681880e+38 	 6.327477e+38 	 4.030891e+22 	 3.613588e+09
1.20002757e+06 	 1.954353e+00 	 2.986232e+08 	 5.543293e+04 	 1.438190e+09 	 1.574161e+22 	 1.531079e+08 	 9.681750e+38 	 6.327431e+38 	 3.993922e+22 	 3.581707e+09
1.20004138e+06 	 1.974338e+00 	 2.983080e+08 	 5.487039e+04 	 1.435156e+09 	 1.559017e+22 	 1.513954e+08 	 9.681620e+38 	 6.327385e+38 	 3.957322e+22 	 3.550103e+09
1.20005520e+06 	 1.994527e+00 	 2.979934e+08 	 5.431356e+04 	 1.432130e+09 	 1.544031e+22 	 1.497021e+08 	 9.681490e+38 	 6.327338e+38 	 3.921089e+22 	 3.518771e+09
1.20006901e+06 	 2.014923e+00 	 2.976793e+08 	 5.376238e+04 	 1.429113e+09 	 1.529201e+22 	 1.480279e+08 	 9.681360e+38 	 6.327292e+38 	 3.885219e+22 	 3.487710e+09
1.20008281e+06 	 2.035527e+00 	 2.973659e+08 	 5.321679e+04 	 1.426104e+09 	 1.514525e+22 	 1.463726e+08 	 9.681229e+38 	 6.327245e+38 	 3.849708e+22 	 3.456918e+09
1.20009662e+06 	 2.056342e+00 	 2.970529e+08 	 5.267674e+04 	 1.423104e+09 	 1.500003e+22 	 1.447360e+08 	 9.681099e+38 	 6.327198e+38 	 3.814551e+22 	 3.426392e+09
1.20011042e+06 	 2.077370e+00 	 2.967406e+08 	 5.214217e+04 	 1.420113e+09 	 1.485632e+22 	 1.431177e+08 	 9.680968e+38 	 6.327152e+38 	 3.779747e+22 	 3.396130e+09
1.20012421e+06 	 2.098613e+00 	 2.964288e+08 	 5.161302e+04 	 1.417130e+09 	 1.471411e+22 	 1.415177e+08 	 9.680837e+38 	 6.327105e+38 	 3.745290e+22 	 3.366130e+09
1.20013800e+06 	 2.120073e+00 	 2.961175e+08 	 5.108925e+04 	 1.414156e+09 	 1.457338e+22 	 1.399357e+08 	 9.680706e+38 	 6.327058e+38 	 3.711178e+22 	 3.336390e+09
