r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	1.444284e+09 	5.657538e+04 	1.604931e+22 	1.914988e+00 	2.992553e+08 	1.565918e+08 	9.682009e+38 	6.327523e+38 	3.645746e+09 	
1.200014e+06 	1.441233e+09 	5.600124e+04 	1.589466e+22 	1.934571e+00 	2.989390e+08 	1.548400e+08 	9.681880e+38 	6.327477e+38 	3.613588e+09 	
1.200028e+06 	1.438190e+09 	5.543293e+04 	1.574161e+22 	1.954353e+00 	2.986232e+08 	1.531079e+08 	9.681750e+38 	6.327431e+38 	3.581707e+09 	
1.200041e+06 	1.435156e+09 	5.487039e+04 	1.559017e+22 	1.974338e+00 	2.983080e+08 	1.513954e+08 	9.681620e+38 	6.327385e+38 	3.550103e+09 	
1.200055e+06 	1.432130e+09 	5.431356e+04 	1.544031e+22 	1.994527e+00 	2.979934e+08 	1.497021e+08 	9.681490e+38 	6.327338e+38 	3.518771e+09 	
1.200069e+06 	1.429113e+09 	5.376238e+04 	1.529201e+22 	2.014923e+00 	2.976793e+08 	1.480279e+08 	9.681360e+38 	6.327292e+38 	3.487710e+09 	
1.200083e+06 	1.426104e+09 	5.321679e+04 	1.514525e+22 	2.035527e+00 	2.973659e+08 	1.463726e+08 	9.681229e+38 	6.327245e+38 	3.456918e+09 	
1.200097e+06 	1.423104e+09 	5.267674e+04 	1.500003e+22 	2.056342e+00 	2.970529e+08 	1.447360e+08 	9.681099e+38 	6.327198e+38 	3.426392e+09 	
1.200110e+06 	1.420113e+09 	5.214217e+04 	1.485632e+22 	2.077370e+00 	2.967406e+08 	1.431177e+08 	9.680968e+38 	6.327152e+38 	3.396130e+09 	
1.200124e+06 	1.417130e+09 	5.161302e+04 	1.471411e+22 	2.098613e+00 	2.964288e+08 	1.415177e+08 	9.680837e+38 	6.327105e+38 	3.366130e+09 	
1.200138e+06 	1.414156e+09 	5.108925e+04 	1.457338e+22 	2.120073e+00 	2.961175e+08 	1.399357e+08 	9.680706e+38 	6.327058e+38 	3.336390e+09 	
1.200152e+06 	1.411190e+09 	5.057079e+04 	1.443411e+22 	2.141753e+00 	2.958068e+08 	1.383715e+08 	9.680575e+38 	6.327010e+38 	3.306906e+09 	
1.200166e+06 	1.408233e+09 	5.005759e+04 	1.429629e+22 	2.163654e+00 	2.954967e+08 	1.368249e+08 	9.680444e+38 	6.326963e+38 	3.277678e+09 	
1.200179e+06 	1.405284e+09 	4.954959e+04 	1.415990e+22 	2.185780e+00 	2.951872e+08 	1.352958e+08 	9.680313e+38 	6.326916e+38 	3.248703e+09 	
