r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19996932e+06 	 1.621153e-01 	 2.849102e+08 	 1.059241e+05 	 1.309137e+09 	 1.604931e+22 	 1.767432e+09 	 6.146704e+38 	 4.017026e+38 	 3.556374e+22 	 7.260674e+09
1.19997878e+06 	 1.639049e-01 	 2.845242e+08 	 1.047657e+05 	 1.305592e+09 	 1.585139e+22 	 1.745683e+09 	 6.146674e+38 	 4.017023e+38 	 3.513921e+22 	 7.193273e+09
1.19998822e+06 	 1.657143e-01 	 2.841388e+08 	 1.036199e+05 	 1.302057e+09 	 1.565596e+22 	 1.724202e+09 	 6.146644e+38 	 4.017021e+38 	 3.471991e+22 	 7.126488e+09
1.19999765e+06 	 1.675437e-01 	 2.837540e+08 	 1.024867e+05 	 1.298533e+09 	 1.546300e+22 	 1.702987e+09 	 6.146614e+38 	 4.017018e+38 	 3.430575e+22 	 7.060313e+09
1.20000706e+06 	 1.693932e-01 	 2.833698e+08 	 1.013659e+05 	 1.295019e+09 	 1.527246e+22 	 1.682034e+09 	 6.146585e+38 	 4.017015e+38 	 3.389668e+22 	 6.994743e+09
1.20001645e+06 	 1.712632e-01 	 2.829862e+08 	 1.002573e+05 	 1.291515e+09 	 1.508433e+22 	 1.661339e+09 	 6.146555e+38 	 4.017013e+38 	 3.349262e+22 	 6.929771e+09
1.20002583e+06 	 1.731538e-01 	 2.826032e+08 	 9.916084e+04 	 1.288021e+09 	 1.489856e+22 	 1.640900e+09 	 6.146526e+38 	 4.017010e+38 	 3.309353e+22 	 6.865394e+09
1.20003520e+06 	 1.750654e-01 	 2.822207e+08 	 9.807638e+04 	 1.284538e+09 	 1.471514e+22 	 1.620713e+09 	 6.146496e+38 	 4.017007e+38 	 3.269933e+22 	 6.801605e+09
1.20004455e+06 	 1.769980e-01 	 2.818389e+08 	 9.700379e+04 	 1.281064e+09 	 1.453402e+22 	 1.600776e+09 	 6.146466e+38 	 4.017005e+38 	 3.230996e+22 	 6.738399e+09
1.20005388e+06 	 1.789519e-01 	 2.814576e+08 	 9.594292e+04 	 1.277600e+09 	 1.435518e+22 	 1.581085e+09 	 6.146437e+38 	 4.017002e+38 	 3.192536e+22 	 6.675771e+09
1.20006320e+06 	 1.809275e-01 	 2.810769e+08 	 9.489366e+04 	 1.274147e+09 	 1.417859e+22 	 1.561637e+09 	 6.146408e+38 	 4.016999e+38 	 3.154549e+22 	 6.613715e+09
1.20007250e+06 	 1.829248e-01 	 2.806969e+08 	 9.385587e+04 	 1.270703e+09 	 1.400423e+22 	 1.542429e+09 	 6.146378e+38 	 4.016997e+38 	 3.117027e+22 	 6.552227e+09
1.20008179e+06 	 1.849442e-01 	 2.803174e+08 	 9.282944e+04 	 1.267270e+09 	 1.383206e+22 	 1.523458e+09 	 6.146349e+38 	 4.016994e+38 	 3.079964e+22 	 6.491301e+09
1.20009106e+06 	 1.869859e-01 	 2.799385e+08 	 9.181422e+04 	 1.263846e+09 	 1.366205e+22 	 1.504721e+09 	 6.146320e+38 	 4.016991e+38 	 3.043355e+22 	 6.430932e+09
1.20010032e+06 	 1.890502e-01 	 2.795601e+08 	 9.081011e+04 	 1.260432e+09 	 1.349418e+22 	 1.486215e+09 	 6.146290e+38 	 4.016989e+38 	 3.007194e+22 	 6.371116e+09
1.20010956e+06 	 1.911372e-01 	 2.791824e+08 	 8.981698e+04 	 1.257028e+09 	 1.332842e+22 	 1.467938e+09 	 6.146261e+38 	 4.016986e+38 	 2.971475e+22 	 6.311848e+09
1.20011879e+06 	 1.932473e-01 	 2.788052e+08 	 8.883472e+04 	 1.253634e+09 	 1.316474e+22 	 1.449887e+09 	 6.146232e+38 	 4.016983e+38 	 2.936193e+22 	 6.253121e+09
1.20012800e+06 	 1.953807e-01 	 2.784286e+08 	 8.786319e+04 	 1.250250e+09 	 1.300312e+22 	 1.432058e+09 	 6.146203e+38 	 4.016981e+38 	 2.901341e+22 	 6.194933e+09
1.20013720e+06 	 1.975376e-01 	 2.780526e+08 	 8.690229e+04 	 1.246875e+09 	 1.284352e+22 	 1.414449e+09 	 6.146174e+38 	 4.016978e+38 	 2.866916e+22 	 6.137277e+09
1.20014638e+06 	 1.997184e-01 	 2.776772e+08 	 8.595190e+04 	 1.243510e+09 	 1.268593e+22 	 1.397058e+09 	 6.146145e+38 	 4.016975e+38 	 2.832911e+22 	 6.080149e+09
1.20015555e+06 	 2.019232e-01 	 2.773023e+08 	 8.501190e+04 	 1.240155e+09 	 1.253032e+22 	 1.379881e+09 	 6.146116e+38 	 4.016973e+38 	 2.799323e+22 	 6.023543e+09
1.20016470e+06 	 2.041524e-01 	 2.769281e+08 	 8.408219e+04 	 1.236810e+09 	 1.237667e+22 	 1.362916e+09 	 6.146087e+38 	 4.016970e+38 	 2.766144e+22 	 5.967456e+09
1.20017384e+06 	 2.064062e-01 	 2.765544e+08 	 8.316264e+04 	 1.233474e+09 	 1.222494e+22 	 1.346161e+09 	 6.146058e+38 	 4.016967e+38 	 2.733370e+22 	 5.911883e+09
1.20018296e+06 	 2.086849e-01 	 2.761812e+08 	 8.225314e+04 	 1.230148e+09 	 1.207511e+22 	 1.329612e+09 	 6.146029e+38 	 4.016965e+38 	 2.700995e+22 	 5.856819e+09
