r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20008749e+06 	 1.259550e-01 	 2.841900e+08 	 1.082696e+05 	 1.302527e+09 	 1.604931e+22 	 2.269588e+09 	 6.005396e+38 	 3.924883e+38 	 3.535299e+22 	 7.445610e+09
1.20009694e+06 	 1.273688e-01 	 2.837966e+08 	 1.070658e+05 	 1.298923e+09 	 1.584715e+22 	 2.241176e+09 	 6.005368e+38 	 3.924881e+38 	 3.492157e+22 	 7.375387e+09
1.20010638e+06 	 1.287986e-01 	 2.834038e+08 	 1.058754e+05 	 1.295330e+09 	 1.564758e+22 	 2.213120e+09 	 6.005339e+38 	 3.924879e+38 	 3.449556e+22 	 7.305815e+09
1.20011580e+06 	 1.302444e-01 	 2.830117e+08 	 1.046983e+05 	 1.291748e+09 	 1.545057e+22 	 2.185417e+09 	 6.005311e+38 	 3.924877e+38 	 3.407490e+22 	 7.236890e+09
1.20012521e+06 	 1.317064e-01 	 2.826201e+08 	 1.035342e+05 	 1.288176e+09 	 1.525610e+22 	 2.158063e+09 	 6.005283e+38 	 3.924875e+38 	 3.365951e+22 	 7.168604e+09
1.20013460e+06 	 1.331849e-01 	 2.822292e+08 	 1.023831e+05 	 1.284615e+09 	 1.506413e+22 	 2.131051e+09 	 6.005255e+38 	 3.924872e+38 	 3.324933e+22 	 7.100952e+09
1.20014397e+06 	 1.346799e-01 	 2.818389e+08 	 1.012448e+05 	 1.281064e+09 	 1.487462e+22 	 2.104379e+09 	 6.005227e+38 	 3.924870e+38 	 3.284429e+22 	 7.033928e+09
1.20015333e+06 	 1.361917e-01 	 2.814491e+08 	 1.001191e+05 	 1.277524e+09 	 1.468756e+22 	 2.078043e+09 	 6.005199e+38 	 3.924868e+38 	 3.244433e+22 	 6.967526e+09
1.20016267e+06 	 1.377205e-01 	 2.810600e+08 	 9.900600e+04 	 1.273994e+09 	 1.450289e+22 	 2.052037e+09 	 6.005171e+38 	 3.924866e+38 	 3.204938e+22 	 6.901741e+09
1.20017199e+06 	 1.392665e-01 	 2.806715e+08 	 9.790523e+04 	 1.270474e+09 	 1.432060e+22 	 2.026357e+09 	 6.005143e+38 	 3.924864e+38 	 3.165937e+22 	 6.836567e+09
1.20018130e+06 	 1.408298e-01 	 2.802836e+08 	 9.681670e+04 	 1.266965e+09 	 1.414064e+22 	 2.001000e+09 	 6.005115e+38 	 3.924862e+38 	 3.127424e+22 	 6.771999e+09
1.20019060e+06 	 1.424107e-01 	 2.798963e+08 	 9.574027e+04 	 1.263466e+09 	 1.396300e+22 	 1.975962e+09 	 6.005087e+38 	 3.924860e+38 	 3.089392e+22 	 6.708031e+09
1.20019987e+06 	 1.440093e-01 	 2.795096e+08 	 9.467581e+04 	 1.259977e+09 	 1.378763e+22 	 1.951238e+09 	 6.005060e+38 	 3.924858e+38 	 3.051836e+22 	 6.644657e+09
1.20020913e+06 	 1.456259e-01 	 2.791235e+08 	 9.362319e+04 	 1.256499e+09 	 1.361451e+22 	 1.926824e+09 	 6.005032e+38 	 3.924856e+38 	 3.014749e+22 	 6.581873e+09
1.20021838e+06 	 1.472606e-01 	 2.787380e+08 	 9.258226e+04 	 1.253030e+09 	 1.344362e+22 	 1.902717e+09 	 6.005004e+38 	 3.924854e+38 	 2.978125e+22 	 6.519672e+09
1.20022761e+06 	 1.489137e-01 	 2.783532e+08 	 9.155292e+04 	 1.249572e+09 	 1.327491e+22 	 1.878913e+09 	 6.004976e+38 	 3.924852e+38 	 2.941960e+22 	 6.458050e+09
