r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20000035e+06 	 2.097891e-01 	 2.857907e+08 	 1.030410e+05 	 1.317241e+09 	 1.604931e+22 	 1.369652e+09 	 6.323306e+38 	 4.132497e+38 	 3.582685e+22 	 7.036115e+09
1.20000988e+06 	 2.120714e-01 	 2.854115e+08 	 1.019303e+05 	 1.313748e+09 	 1.585541e+22 	 1.353054e+09 	 6.323274e+38 	 4.132493e+38 	 3.540829e+22 	 6.971684e+09
1.20001939e+06 	 2.143785e-01 	 2.850329e+08 	 1.008316e+05 	 1.310265e+09 	 1.566391e+22 	 1.336657e+09 	 6.323242e+38 	 4.132490e+38 	 3.499477e+22 	 6.907832e+09
1.20002888e+06 	 2.167107e-01 	 2.846549e+08 	 9.974464e+04 	 1.306792e+09 	 1.547477e+22 	 1.320460e+09 	 6.323210e+38 	 4.132486e+38 	 3.458623e+22 	 6.844557e+09
1.20003836e+06 	 2.190682e-01 	 2.842774e+08 	 9.866944e+04 	 1.303328e+09 	 1.528797e+22 	 1.304460e+09 	 6.323178e+38 	 4.132483e+38 	 3.418261e+22 	 6.781851e+09
1.20004783e+06 	 2.214514e-01 	 2.839005e+08 	 9.760584e+04 	 1.299875e+09 	 1.510348e+22 	 1.288655e+09 	 6.323146e+38 	 4.132479e+38 	 3.378385e+22 	 6.719710e+09
1.20005728e+06 	 2.238606e-01 	 2.835242e+08 	 9.655370e+04 	 1.296431e+09 	 1.492128e+22 	 1.273042e+09 	 6.323115e+38 	 4.132476e+38 	 3.338989e+22 	 6.658130e+09
1.20006671e+06 	 2.262960e-01 	 2.831485e+08 	 9.551290e+04 	 1.292997e+09 	 1.474132e+22 	 1.257619e+09 	 6.323083e+38 	 4.132472e+38 	 3.300067e+22 	 6.597104e+09
1.20007613e+06 	 2.287578e-01 	 2.827734e+08 	 9.448332e+04 	 1.289573e+09 	 1.456359e+22 	 1.242383e+09 	 6.323051e+38 	 4.132469e+38 	 3.261612e+22 	 6.536629e+09
1.20008554e+06 	 2.312465e-01 	 2.823988e+08 	 9.346483e+04 	 1.286159e+09 	 1.438805e+22 	 1.227332e+09 	 6.323020e+38 	 4.132465e+38 	 3.223619e+22 	 6.476699e+09
1.20009493e+06 	 2.337622e-01 	 2.820248e+08 	 9.245733e+04 	 1.282755e+09 	 1.421467e+22 	 1.212465e+09 	 6.322988e+38 	 4.132462e+38 	 3.186082e+22 	 6.417309e+09
1.20010430e+06 	 2.363053e-01 	 2.816513e+08 	 9.146069e+04 	 1.279360e+09 	 1.404344e+22 	 1.197778e+09 	 6.322956e+38 	 4.132458e+38 	 3.148996e+22 	 6.358456e+09
1.20011366e+06 	 2.388761e-01 	 2.812784e+08 	 9.047479e+04 	 1.275974e+09 	 1.387432e+22 	 1.183270e+09 	 6.322925e+38 	 4.132455e+38 	 3.112355e+22 	 6.300133e+09
1.20012301e+06 	 2.414749e-01 	 2.809061e+08 	 8.949952e+04 	 1.272599e+09 	 1.370728e+22 	 1.168938e+09 	 6.322894e+38 	 4.132451e+38 	 3.076154e+22 	 6.242337e+09
1.20013234e+06 	 2.441019e-01 	 2.805344e+08 	 8.853476e+04 	 1.269233e+09 	 1.354231e+22 	 1.154781e+09 	 6.322862e+38 	 4.132448e+38 	 3.040387e+22 	 6.185062e+09
1.20014166e+06 	 2.467576e-01 	 2.801633e+08 	 8.758040e+04 	 1.265877e+09 	 1.337937e+22 	 1.140795e+09 	 6.322831e+38 	 4.132444e+38 	 3.005050e+22 	 6.128303e+09
1.20015097e+06 	 2.494421e-01 	 2.797927e+08 	 8.663633e+04 	 1.262530e+09 	 1.321844e+22 	 1.126980e+09 	 6.322799e+38 	 4.132441e+38 	 2.970136e+22 	 6.072057e+09
1.20016025e+06 	 2.521558e-01 	 2.794226e+08 	 8.570243e+04 	 1.259193e+09 	 1.305950e+22 	 1.113333e+09 	 6.322768e+38 	 4.132437e+38 	 2.935640e+22 	 6.016319e+09
1.20016953e+06 	 2.548991e-01 	 2.790532e+08 	 8.477861e+04 	 1.255865e+09 	 1.290251e+22 	 1.099851e+09 	 6.322737e+38 	 4.132434e+38 	 2.901557e+22 	 5.961084e+09
1.20017879e+06 	 2.576722e-01 	 2.786843e+08 	 8.386474e+04 	 1.252547e+09 	 1.274745e+22 	 1.086533e+09 	 6.322706e+38 	 4.132430e+38 	 2.867882e+22 	 5.906348e+09
1.20018804e+06 	 2.604755e-01 	 2.783159e+08 	 8.296072e+04 	 1.249238e+09 	 1.259430e+22 	 1.073377e+09 	 6.322675e+38 	 4.132427e+38 	 2.834610e+22 	 5.852107e+09
1.20019727e+06 	 2.633093e-01 	 2.779482e+08 	 8.206644e+04 	 1.245939e+09 	 1.244304e+22 	 1.060381e+09 	 6.322644e+38 	 4.132423e+38 	 2.801735e+22 	 5.798356e+09
1.20020649e+06 	 2.661739e-01 	 2.775809e+08 	 8.118181e+04 	 1.242649e+09 	 1.229364e+22 	 1.047543e+09 	 6.322612e+38 	 4.132420e+38 	 2.769254e+22 	 5.745090e+09
1.20021569e+06 	 2.690697e-01 	 2.772143e+08 	 8.030671e+04 	 1.239368e+09 	 1.214607e+22 	 1.034861e+09 	 6.322581e+38 	 4.132416e+38 	 2.737162e+22 	 5.692305e+09
1.20022488e+06 	 2.719971e-01 	 2.768482e+08 	 7.944105e+04 	 1.236097e+09 	 1.200033e+22 	 1.022333e+09 	 6.322550e+38 	 4.132413e+38 	 2.705454e+22 	 5.639997e+09
1.20023406e+06 	 2.749562e-01 	 2.764827e+08 	 7.858471e+04 	 1.232835e+09 	 1.185638e+22 	 1.009957e+09 	 6.322520e+38 	 4.132409e+38 	 2.674124e+22 	 5.588162e+09
1.20024322e+06 	 2.779476e-01 	 2.761177e+08 	 7.773761e+04 	 1.229582e+09 	 1.171419e+22 	 9.977318e+08 	 6.322489e+38 	 4.132406e+38 	 2.643168e+22 	 5.536795e+09
1.20025237e+06 	 2.809716e-01 	 2.757533e+08 	 7.689964e+04 	 1.226339e+09 	 1.157376e+22 	 9.856548e+08 	 6.322458e+38 	 4.132402e+38 	 2.612582e+22 	 5.485893e+09
1.20026151e+06 	 2.840284e-01 	 2.753895e+08 	 7.607070e+04 	 1.223105e+09 	 1.143505e+22 	 9.737246e+08 	 6.322427e+38 	 4.132399e+38 	 2.582361e+22 	 5.435452e+09
1.20027063e+06 	 2.871185e-01 	 2.750262e+08 	 7.525070e+04 	 1.219880e+09 	 1.129804e+22 	 9.619393e+08 	 6.322396e+38 	 4.132396e+38 	 2.552500e+22 	 5.385466e+09
1.20027974e+06 	 2.902422e-01 	 2.746634e+08 	 7.443953e+04 	 1.216664e+09 	 1.116272e+22 	 9.502971e+08 	 6.322365e+38 	 4.132392e+38 	 2.522995e+22 	 5.335933e+09
1.20028883e+06 	 2.933999e-01 	 2.743012e+08 	 7.363711e+04 	 1.213458e+09 	 1.102905e+22 	 9.387963e+08 	 6.322335e+38 	 4.132389e+38 	 2.493842e+22 	 5.286848e+09
1.20029791e+06 	 2.965920e-01 	 2.739396e+08 	 7.284334e+04 	 1.210260e+09 	 1.089703e+22 	 9.274352e+08 	 6.322304e+38 	 4.132385e+38 	 2.465037e+22 	 5.238207e+09
1.20030698e+06 	 2.998188e-01 	 2.735785e+08 	 7.205813e+04 	 1.207072e+09 	 1.076663e+22 	 9.162121e+08 	 6.322273e+38 	 4.132382e+38 	 2.436575e+22 	 5.190005e+09
1.20031603e+06 	 3.030808e-01 	 2.732180e+08 	 7.128138e+04 	 1.203893e+09 	 1.063783e+22 	 9.051253e+08 	 6.322243e+38 	 4.132378e+38 	 2.408452e+22 	 5.142241e+09
1.20032507e+06 	 3.063782e-01 	 2.728580e+08 	 7.051300e+04 	 1.200722e+09 	 1.051061e+22 	 8.941732e+08 	 6.322212e+38 	 4.132375e+38 	 2.380664e+22 	 5.094908e+09
1.20033410e+06 	 3.097115e-01 	 2.724986e+08 	 6.975291e+04 	 1.197561e+09 	 1.038495e+22 	 8.833540e+08 	 6.322182e+38 	 4.132371e+38 	 2.353206e+22 	 5.048004e+09
1.20034311e+06 	 3.130811e-01 	 2.721397e+08 	 6.900101e+04 	 1.194409e+09 	 1.026083e+22 	 8.726662e+08 	 6.322151e+38 	 4.132368e+38 	 2.326075e+22 	 5.001525e+09
1.20035211e+06 	 3.164874e-01 	 2.717814e+08 	 6.825721e+04 	 1.191266e+09 	 1.013823e+22 	 8.621081e+08 	 6.322121e+38 	 4.132364e+38 	 2.299267e+22 	 4.955466e+09
