r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999973e+06 	 5.544438e+00 	 3.060882e+08 	 3.096964e+04 	 1.510993e+09 	 1.604931e+22 	 5.525149e+07 	 1.208277e+39 	 7.896503e+38 	 4.384957e+22 	 1.939050e+09
1.20001973e+06 	 5.599873e+00 	 3.058288e+08 	 3.066190e+04 	 1.508432e+09 	 1.592669e+22 	 5.465770e+07 	 1.208239e+39 	 7.896320e+38 	 4.353127e+22 	 1.921883e+09
1.20003975e+06 	 5.655863e+00 	 3.055699e+08 	 3.035722e+04 	 1.505879e+09 	 1.580517e+22 	 5.407035e+07 	 1.208200e+39 	 7.896136e+38 	 4.321573e+22 	 1.904864e+09
1.20005979e+06 	 5.712412e+00 	 3.053115e+08 	 3.005557e+04 	 1.503334e+09 	 1.568476e+22 	 5.348939e+07 	 1.208161e+39 	 7.895952e+38 	 4.290292e+22 	 1.887992e+09
1.20007985e+06 	 5.769527e+00 	 3.050537e+08 	 2.975691e+04 	 1.500796e+09 	 1.556543e+22 	 5.291472e+07 	 1.208122e+39 	 7.895766e+38 	 4.259281e+22 	 1.871267e+09
1.20009992e+06 	 5.827212e+00 	 3.047964e+08 	 2.946122e+04 	 1.498266e+09 	 1.544718e+22 	 5.234630e+07 	 1.208083e+39 	 7.895580e+38 	 4.228539e+22 	 1.854686e+09
1.20012002e+06 	 5.885474e+00 	 3.045397e+08 	 2.916847e+04 	 1.495743e+09 	 1.533001e+22 	 5.178404e+07 	 1.208043e+39 	 7.895394e+38 	 4.198062e+22 	 1.838249e+09
1.20014013e+06 	 5.944318e+00 	 3.042836e+08 	 2.887863e+04 	 1.493228e+09 	 1.521390e+22 	 5.122789e+07 	 1.208004e+39 	 7.895206e+38 	 4.167849e+22 	 1.821955e+09
1.20016026e+06 	 6.003751e+00 	 3.040280e+08 	 2.859167e+04 	 1.490721e+09 	 1.509883e+22 	 5.067777e+07 	 1.207964e+39 	 7.895018e+38 	 4.137898e+22 	 1.805802e+09
1.20018041e+06 	 6.063777e+00 	 3.037730e+08 	 2.830756e+04 	 1.488221e+09 	 1.498481e+22 	 5.013362e+07 	 1.207925e+39 	 7.894828e+38 	 4.108204e+22 	 1.789788e+09
1.20020058e+06 	 6.124403e+00 	 3.035185e+08 	 2.802627e+04 	 1.485728e+09 	 1.487181e+22 	 4.959537e+07 	 1.207885e+39 	 7.894638e+38 	 4.078765e+22 	 1.773914e+09
1.20022078e+06 	 6.185635e+00 	 3.032645e+08 	 2.774778e+04 	 1.483243e+09 	 1.475983e+22 	 4.906296e+07 	 1.207845e+39 	 7.894448e+38 	 4.049580e+22 	 1.758177e+09
1.20024099e+06 	 6.247479e+00 	 3.030111e+08 	 2.747205e+04 	 1.480765e+09 	 1.464885e+22 	 4.853632e+07 	 1.207805e+39 	 7.894256e+38 	 4.020645e+22 	 1.742577e+09
1.20026122e+06 	 6.309942e+00 	 3.027582e+08 	 2.719907e+04 	 1.478295e+09 	 1.453887e+22 	 4.801539e+07 	 1.207764e+39 	 7.894064e+38 	 3.991959e+22 	 1.727112e+09
1.20028147e+06 	 6.373028e+00 	 3.025059e+08 	 2.692880e+04 	 1.475831e+09 	 1.442988e+22 	 4.750011e+07 	 1.207724e+39 	 7.893870e+38 	 3.963518e+22 	 1.711781e+09
1.20030174e+06 	 6.436745e+00 	 3.022541e+08 	 2.666121e+04 	 1.473376e+09 	 1.432187e+22 	 4.699042e+07 	 1.207684e+39 	 7.893676e+38 	 3.935321e+22 	 1.696584e+09
1.20032204e+06 	 6.501099e+00 	 3.020029e+08 	 2.639628e+04 	 1.470927e+09 	 1.421482e+22 	 4.648625e+07 	 1.207643e+39 	 7.893482e+38 	 3.907366e+22 	 1.681518e+09
1.20034235e+06 	 6.566096e+00 	 3.017522e+08 	 2.613399e+04 	 1.468486e+09 	 1.410874e+22 	 4.598755e+07 	 1.207602e+39 	 7.893286e+38 	 3.879650e+22 	 1.666583e+09
1.20036268e+06 	 6.631742e+00 	 3.015020e+08 	 2.587430e+04 	 1.466053e+09 	 1.400360e+22 	 4.549425e+07 	 1.207561e+39 	 7.893089e+38 	 3.852172e+22 	 1.651778e+09
1.20038304e+06 	 6.698045e+00 	 3.012524e+08 	 2.561719e+04 	 1.463626e+09 	 1.389941e+22 	 4.500630e+07 	 1.207520e+39 	 7.892892e+38 	 3.824928e+22 	 1.637102e+09
1.20040341e+06 	 6.765010e+00 	 3.010034e+08 	 2.536264e+04 	 1.461207e+09 	 1.379615e+22 	 4.452364e+07 	 1.207479e+39 	 7.892694e+38 	 3.797917e+22 	 1.622553e+09
1.20042381e+06 	 6.832644e+00 	 3.007548e+08 	 2.511061e+04 	 1.458795e+09 	 1.369381e+22 	 4.404621e+07 	 1.207438e+39 	 7.892495e+38 	 3.771136e+22 	 1.608130e+09
1.20044423e+06 	 6.900955e+00 	 3.005068e+08 	 2.486110e+04 	 1.456390e+09 	 1.359238e+22 	 4.357395e+07 	 1.207396e+39 	 7.892295e+38 	 3.744584e+22 	 1.593833e+09
1.20046467e+06 	 6.969948e+00 	 3.002594e+08 	 2.461406e+04 	 1.453993e+09 	 1.349186e+22 	 4.310680e+07 	 1.207355e+39 	 7.892094e+38 	 3.718257e+22 	 1.579660e+09
1.20048514e+06 	 7.039630e+00 	 3.000125e+08 	 2.436947e+04 	 1.451603e+09 	 1.339223e+22 	 4.264472e+07 	 1.207313e+39 	 7.891892e+38 	 3.692153e+22 	 1.565610e+09
1.20050563e+06 	 7.110009e+00 	 2.997661e+08 	 2.412731e+04 	 1.449219e+09 	 1.329348e+22 	 4.218764e+07 	 1.207271e+39 	 7.891690e+38 	 3.666272e+22 	 1.551683e+09
1.20052614e+06 	 7.181091e+00 	 2.995202e+08 	 2.388757e+04 	 1.446843e+09 	 1.319561e+22 	 4.173551e+07 	 1.207229e+39 	 7.891486e+38 	 3.640609e+22 	 1.537877e+09
1.20054667e+06 	 7.252883e+00 	 2.992749e+08 	 2.365020e+04 	 1.444474e+09 	 1.309861e+22 	 4.128827e+07 	 1.207187e+39 	 7.891282e+38 	 3.615165e+22 	 1.524191e+09
1.20056722e+06 	 7.325393e+00 	 2.990302e+08 	 2.341519e+04 	 1.442112e+09 	 1.300248e+22 	 4.084588e+07 	 1.207144e+39 	 7.891077e+38 	 3.589936e+22 	 1.510624e+09
1.20058780e+06 	 7.398627e+00 	 2.987859e+08 	 2.318252e+04 	 1.439757e+09 	 1.290719e+22 	 4.040828e+07 	 1.207102e+39 	 7.890871e+38 	 3.564921e+22 	 1.497175e+09
1.20060840e+06 	 7.472594e+00 	 2.985422e+08 	 2.295216e+04 	 1.437410e+09 	 1.281275e+22 	 3.997541e+07 	 1.207059e+39 	 7.890663e+38 	 3.540118e+22 	 1.483843e+09
1.20062902e+06 	 7.547299e+00 	 2.982991e+08 	 2.272409e+04 	 1.435069e+09 	 1.271915e+22 	 3.954723e+07 	 1.207016e+39 	 7.890456e+38 	 3.515526e+22 	 1.470628e+09
1.20064967e+06 	 7.622751e+00 	 2.980564e+08 	 2.249828e+04 	 1.432736e+09 	 1.262638e+22 	 3.912369e+07 	 1.206974e+39 	 7.890247e+38 	 3.491140e+22 	 1.457527e+09
1.20067034e+06 	 7.698957e+00 	 2.978143e+08 	 2.227472e+04 	 1.430409e+09 	 1.253442e+22 	 3.870472e+07 	 1.206930e+39 	 7.890037e+38 	 3.466960e+22 	 1.444541e+09
1.20069103e+06 	 7.775924e+00 	 2.975727e+08 	 2.205338e+04 	 1.428089e+09 	 1.244327e+22 	 3.829029e+07 	 1.206887e+39 	 7.889826e+38 	 3.442984e+22 	 1.431667e+09
1.20071175e+06 	 7.853661e+00 	 2.973317e+08 	 2.183424e+04 	 1.425777e+09 	 1.235293e+22 	 3.788035e+07 	 1.206844e+39 	 7.889614e+38 	 3.419209e+22 	 1.418907e+09
1.20073250e+06 	 7.932174e+00 	 2.970912e+08 	 2.161728e+04 	 1.423471e+09 	 1.226338e+22 	 3.747484e+07 	 1.206800e+39 	 7.889402e+38 	 3.395635e+22 	 1.406257e+09
1.20075327e+06 	 8.011472e+00 	 2.968512e+08 	 2.140247e+04 	 1.421172e+09 	 1.217462e+22 	 3.707371e+07 	 1.206756e+39 	 7.889188e+38 	 3.372258e+22 	 1.393717e+09
1.20077406e+06 	 8.091562e+00 	 2.966117e+08 	 2.118980e+04 	 1.418880e+09 	 1.208664e+22 	 3.667693e+07 	 1.206713e+39 	 7.888974e+38 	 3.349078e+22 	 1.381287e+09
1.20079488e+06 	 8.172453e+00 	 2.963727e+08 	 2.097924e+04 	 1.416595e+09 	 1.199944e+22 	 3.628443e+07 	 1.206669e+39 	 7.888758e+38 	 3.326092e+22 	 1.368966e+09
1.20081572e+06 	 8.254151e+00 	 2.961343e+08 	 2.077077e+04 	 1.414316e+09 	 1.191300e+22 	 3.589618e+07 	 1.206624e+39 	 7.888542e+38 	 3.303300e+22 	 1.356752e+09
1.20083659e+06 	 8.336666e+00 	 2.958964e+08 	 2.056438e+04 	 1.412045e+09 	 1.182732e+22 	 3.551213e+07 	 1.206580e+39 	 7.888324e+38 	 3.280698e+22 	 1.344644e+09
1.20085748e+06 	 8.420006e+00 	 2.956591e+08 	 2.036003e+04 	 1.409781e+09 	 1.174239e+22 	 3.513223e+07 	 1.206535e+39 	 7.888106e+38 	 3.258286e+22 	 1.332643e+09
1.20087840e+06 	 8.504178e+00 	 2.954222e+08 	 2.015772e+04 	 1.407523e+09 	 1.165820e+22 	 3.475644e+07 	 1.206491e+39 	 7.887886e+38 	 3.236060e+22 	 1.320746e+09
1.20089935e+06 	 8.589191e+00 	 2.951859e+08 	 1.995742e+04 	 1.405272e+09 	 1.157475e+22 	 3.438470e+07 	 1.206446e+39 	 7.887666e+38 	 3.214021e+22 	 1.308953e+09
1.20092032e+06 	 8.675054e+00 	 2.949501e+08 	 1.975910e+04 	 1.403028e+09 	 1.149203e+22 	 3.401699e+07 	 1.206401e+39 	 7.887445e+38 	 3.192165e+22 	 1.297262e+09
1.20094132e+06 	 8.761775e+00 	 2.947148e+08 	 1.956276e+04 	 1.400790e+09 	 1.141003e+22 	 3.365325e+07 	 1.206356e+39 	 7.887222e+38 	 3.170491e+22 	 1.285675e+09
1.20096234e+06 	 8.849362e+00 	 2.944801e+08 	 1.936837e+04 	 1.398559e+09 	 1.132874e+22 	 3.329344e+07 	 1.206310e+39 	 7.886999e+38 	 3.148997e+22 	 1.274188e+09
1.20098340e+06 	 8.937824e+00 	 2.942458e+08 	 1.917591e+04 	 1.396335e+09 	 1.124816e+22 	 3.293752e+07 	 1.206265e+39 	 7.886774e+38 	 3.127682e+22 	 1.262802e+09
1.20100448e+06 	 9.027170e+00 	 2.940121e+08 	 1.898536e+04 	 1.394118e+09 	 1.116828e+22 	 3.258544e+07 	 1.206219e+39 	 7.886549e+38 	 3.106544e+22 	 1.251515e+09
1.20102558e+06 	 9.117409e+00 	 2.937789e+08 	 1.879671e+04 	 1.391907e+09 	 1.108910e+22 	 3.223716e+07 	 1.206173e+39 	 7.886322e+38 	 3.085583e+22 	 1.240327e+09
1.20104672e+06 	 9.208549e+00 	 2.935462e+08 	 1.860993e+04 	 1.389703e+09 	 1.101060e+22 	 3.189265e+07 	 1.206127e+39 	 7.886094e+38 	 3.064795e+22 	 1.229237e+09
1.20106788e+06 	 9.300600e+00 	 2.933141e+08 	 1.842500e+04 	 1.387506e+09 	 1.093279e+22 	 3.155186e+07 	 1.206081e+39 	 7.885866e+38 	 3.044180e+22 	 1.218244e+09
1.20108906e+06 	 9.393571e+00 	 2.930824e+08 	 1.824192e+04 	 1.385315e+09 	 1.085566e+22 	 3.121475e+07 	 1.206035e+39 	 7.885636e+38 	 3.023736e+22 	 1.207347e+09
1.20111028e+06 	 9.487470e+00 	 2.928513e+08 	 1.806065e+04 	 1.383131e+09 	 1.077919e+22 	 3.088128e+07 	 1.205988e+39 	 7.885405e+38 	 3.003460e+22 	 1.196545e+09
1.20113152e+06 	 9.582308e+00 	 2.926206e+08 	 1.788119e+04 	 1.380953e+09 	 1.070338e+22 	 3.055141e+07 	 1.205941e+39 	 7.885174e+38 	 2.983353e+22 	 1.185839e+09
1.20115280e+06 	 9.678093e+00 	 2.923905e+08 	 1.770350e+04 	 1.378782e+09 	 1.062823e+22 	 3.022509e+07 	 1.205894e+39 	 7.884941e+38 	 2.963411e+22 	 1.175225e+09
1.20117410e+06 	 9.774835e+00 	 2.921609e+08 	 1.752759e+04 	 1.376618e+09 	 1.055372e+22 	 2.990231e+07 	 1.205847e+39 	 7.884707e+38 	 2.943633e+22 	 1.164705e+09
1.20119543e+06 	 9.872543e+00 	 2.919318e+08 	 1.735342e+04 	 1.374460e+09 	 1.047986e+22 	 2.958300e+07 	 1.205800e+39 	 7.884471e+38 	 2.924018e+22 	 1.154277e+09
1.20121680e+06 	 9.971228e+00 	 2.917032e+08 	 1.718098e+04 	 1.372308e+09 	 1.040663e+22 	 2.926714e+07 	 1.205752e+39 	 7.884235e+38 	 2.904565e+22 	 1.143940e+09
1.20123819e+06 	 1.007090e+01 	 2.914752e+08 	 1.701026e+04 	 1.370163e+09 	 1.033404e+22 	 2.895469e+07 	 1.205705e+39 	 7.883998e+38 	 2.885271e+22 	 1.133694e+09
1.20125961e+06 	 1.017156e+01 	 2.912476e+08 	 1.684123e+04 	 1.368024e+09 	 1.026207e+22 	 2.864561e+07 	 1.205657e+39 	 7.883760e+38 	 2.866136e+22 	 1.123538e+09
1.20128106e+06 	 1.027324e+01 	 2.910206e+08 	 1.667388e+04 	 1.365892e+09 	 1.019072e+22 	 2.833986e+07 	 1.205609e+39 	 7.883520e+38 	 2.847159e+22 	 1.113471e+09
1.20130254e+06 	 1.037592e+01 	 2.907940e+08 	 1.650820e+04 	 1.363766e+09 	 1.011998e+22 	 2.803742e+07 	 1.205561e+39 	 7.883279e+38 	 2.828338e+22 	 1.103492e+09
1.20132404e+06 	 1.047964e+01 	 2.905680e+08 	 1.634416e+04 	 1.361647e+09 	 1.004985e+22 	 2.773823e+07 	 1.205512e+39 	 7.883037e+38 	 2.809671e+22 	 1.093600e+09
1.20134558e+06 	 1.058439e+01 	 2.903424e+08 	 1.618175e+04 	 1.359534e+09 	 9.980320e+21 	 2.744227e+07 	 1.205464e+39 	 7.882795e+38 	 2.791156e+22 	 1.083795e+09
1.20136715e+06 	 1.069018e+01 	 2.901174e+08 	 1.602095e+04 	 1.357428e+09 	 9.911385e+21 	 2.714950e+07 	 1.205415e+39 	 7.882550e+38 	 2.772793e+22 	 1.074077e+09
