r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19989354e+06 	 9.837069e-02 	 2.836078e+08 	 1.101578e+05 	 1.297195e+09 	 1.604931e+22 	 2.900573e+09 	 5.893685e+38 	 3.851543e+38 	 3.518547e+22 	 7.593586e+09
1.19990304e+06 	 9.949582e-02 	 2.832063e+08 	 1.089101e+05 	 1.293525e+09 	 1.584261e+22 	 2.863564e+09 	 5.893658e+38 	 3.851542e+38 	 3.474618e+22 	 7.520662e+09
1.19991252e+06 	 1.006338e-01 	 2.828054e+08 	 1.076766e+05 	 1.289866e+09 	 1.563862e+22 	 2.827028e+09 	 5.893631e+38 	 3.851540e+38 	 3.431252e+22 	 7.448428e+09
1.19992199e+06 	 1.017848e-01 	 2.824052e+08 	 1.064570e+05 	 1.286218e+09 	 1.543732e+22 	 2.790960e+09 	 5.893604e+38 	 3.851538e+38 	 3.388442e+22 	 7.376876e+09
1.19993144e+06 	 1.029490e-01 	 2.820056e+08 	 1.052513e+05 	 1.282581e+09 	 1.523865e+22 	 2.755354e+09 	 5.893577e+38 	 3.851537e+38 	 3.346181e+22 	 7.306000e+09
1.19994087e+06 	 1.041265e-01 	 2.816067e+08 	 1.040592e+05 	 1.278954e+09 	 1.504259e+22 	 2.720203e+09 	 5.893550e+38 	 3.851535e+38 	 3.304461e+22 	 7.235795e+09
1.19995028e+06 	 1.053175e-01 	 2.812083e+08 	 1.028806e+05 	 1.275339e+09 	 1.484911e+22 	 2.685503e+09 	 5.893523e+38 	 3.851534e+38 	 3.263275e+22 	 7.166254e+09
1.19995968e+06 	 1.065221e-01 	 2.808106e+08 	 1.017154e+05 	 1.271734e+09 	 1.465816e+22 	 2.651247e+09 	 5.893496e+38 	 3.851532e+38 	 3.222616e+22 	 7.097370e+09
1.19996906e+06 	 1.077405e-01 	 2.804136e+08 	 1.005634e+05 	 1.268140e+09 	 1.446972e+22 	 2.617429e+09 	 5.893469e+38 	 3.851530e+38 	 3.182478e+22 	 7.029138e+09
1.19997842e+06 	 1.089728e-01 	 2.800171e+08 	 9.942439e+04 	 1.264557e+09 	 1.428375e+22 	 2.584044e+09 	 5.893442e+38 	 3.851529e+38 	 3.142855e+22 	 6.961551e+09
