r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200078e+06 	1.362005e+09 	8.696159e+04 	1.604931e+22 	5.564192e-01 	2.906062e+08 	5.244070e+08 	7.373224e+38 	4.818820e+38 	5.815634e+09 	
1.200088e+06 	1.358665e+09 	8.605766e+04 	1.586977e+22 	5.622526e-01 	2.902496e+08 	5.183118e+08 	7.373175e+38 	4.818810e+38 	5.763990e+09 	
1.200099e+06 	1.355334e+09 	8.516312e+04 	1.569230e+22 	5.681473e-01 	2.898936e+08 	5.122878e+08 	7.373125e+38 	4.818800e+38 	5.712796e+09 	
1.200109e+06 	1.352013e+09 	8.427787e+04 	1.551689e+22 	5.741037e-01 	2.895382e+08 	5.063341e+08 	7.373076e+38 	4.818789e+38 	5.662050e+09 	
1.200120e+06 	1.348700e+09 	8.340183e+04 	1.534351e+22 	5.801226e-01 	2.891833e+08 	5.004499e+08 	7.373027e+38 	4.818779e+38 	5.611746e+09 	
1.200130e+06 	1.345397e+09 	8.253490e+04 	1.517213e+22 	5.862046e-01 	2.888289e+08 	4.946344e+08 	7.372977e+38 	4.818769e+38 	5.561882e+09 	
1.200140e+06 	1.342103e+09 	8.167698e+04 	1.500274e+22 	5.923504e-01 	2.884751e+08 	4.888868e+08 	7.372928e+38 	4.818759e+38 	5.512454e+09 	
1.200151e+06 	1.338817e+09 	8.082797e+04 	1.483530e+22 	5.985607e-01 	2.881218e+08 	4.832063e+08 	7.372878e+38 	4.818749e+38 	5.463457e+09 	
1.200161e+06 	1.335541e+09 	7.998779e+04 	1.466981e+22 	6.048360e-01 	2.877691e+08 	4.775921e+08 	7.372829e+38 	4.818739e+38 	5.414888e+09 	
1.200172e+06 	1.332275e+09 	7.915634e+04 	1.450623e+22 	6.111772e-01 	2.874169e+08 	4.720434e+08 	7.372780e+38 	4.818728e+38 	5.366743e+09 	
1.200182e+06 	1.329017e+09 	7.833354e+04 	1.434454e+22 	6.175849e-01 	2.870653e+08 	4.665595e+08 	7.372731e+38 	4.818718e+38 	5.319018e+09 	
