r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199993e+06 	1.586360e+09 	7.952562e+02 	1.604931e+22 	6.085444e+02 	3.136291e+08 	5.153368e+05 	1.710107e+39 	1.117610e+39 	4.825614e+07 	
1.200734e+06 	1.583220e+09 	7.884652e+02 	1.592244e+22 	6.129279e+02 	3.133186e+08 	5.111448e+05 	1.707690e+39 	1.116395e+39 	4.793458e+07 	
1.201477e+06 	1.580085e+09 	7.817321e+02 	1.579648e+22 	6.173412e+02 	3.130082e+08 	5.069879e+05 	1.705275e+39 	1.115182e+39 	4.761524e+07 	
1.202223e+06 	1.576954e+09 	7.750566e+02 	1.567143e+22 	6.217845e+02 	3.126979e+08 	5.028660e+05 	1.702863e+39 	1.113970e+39 	4.729810e+07 	
1.202970e+06 	1.573826e+09 	7.684380e+02 	1.554729e+22 	6.262579e+02 	3.123876e+08 	4.987788e+05 	1.700452e+39 	1.112758e+39 	4.698317e+07 	
1.203720e+06 	1.570703e+09 	7.618760e+02 	1.542403e+22 	6.307615e+02 	3.120775e+08 	4.947258e+05 	1.698044e+39 	1.111548e+39 	4.667041e+07 	
1.204472e+06 	1.567583e+09 	7.553700e+02 	1.530167e+22 	6.352957e+02 	3.117674e+08 	4.907070e+05 	1.695639e+39 	1.110339e+39 	4.635982e+07 	
1.205226e+06 	1.564467e+09 	7.489196e+02 	1.518020e+22 	6.398605e+02 	3.114574e+08 	4.867219e+05 	1.693235e+39 	1.109131e+39 	4.605137e+07 	
1.205982e+06 	1.561356e+09 	7.425243e+02 	1.505960e+22 	6.444562e+02 	3.111476e+08 	4.827703e+05 	1.690834e+39 	1.107923e+39 	4.574505e+07 	
1.206740e+06 	1.558248e+09 	7.361835e+02 	1.493988e+22 	6.490829e+02 	3.108378e+08 	4.788518e+05 	1.688435e+39 	1.106717e+39 	4.544086e+07 	
1.207501e+06 	1.555144e+09 	7.298969e+02 	1.482102e+22 	6.537409e+02 	3.105280e+08 	4.749663e+05 	1.686038e+39 	1.105512e+39 	4.513876e+07 	
1.208263e+06 	1.552045e+09 	7.236640e+02 	1.470303e+22 	6.584304e+02 	3.102184e+08 	4.711133e+05 	1.683644e+39 	1.104308e+39 	4.483875e+07 	
1.209028e+06 	1.548949e+09 	7.174843e+02 	1.458589e+22 	6.631515e+02 	3.099089e+08 	4.672927e+05 	1.681252e+39 	1.103105e+39 	4.454082e+07 	
1.209795e+06 	1.545857e+09 	7.113574e+02 	1.446961e+22 	6.679046e+02 	3.095994e+08 	4.635040e+05 	1.678862e+39 	1.101903e+39 	4.424493e+07 	
1.210564e+06 	1.542770e+09 	7.052828e+02 	1.435418e+22 	6.726897e+02 	3.092901e+08 	4.597472e+05 	1.676475e+39 	1.100703e+39 	4.395109e+07 	
1.211335e+06 	1.539686e+09 	6.992601e+02 	1.423959e+22 	6.775071e+02 	3.089808e+08 	4.560218e+05 	1.674090e+39 	1.099503e+39 	4.365927e+07 	
1.212109e+06 	1.536607e+09 	6.932888e+02 	1.412584e+22 	6.823570e+02 	3.086717e+08 	4.523276e+05 	1.671708e+39 	1.098304e+39 	4.336946e+07 	
1.212884e+06 	1.533531e+09 	6.873685e+02 	1.401292e+22 	6.872396e+02 	3.083626e+08 	4.486644e+05 	1.669327e+39 	1.097106e+39 	4.308165e+07 	
1.213662e+06 	1.530460e+09 	6.814988e+02 	1.390082e+22 	6.921550e+02 	3.080537e+08 	4.450318e+05 	1.666949e+39 	1.095910e+39 	4.279582e+07 	
1.214442e+06 	1.527392e+09 	6.756792e+02 	1.378955e+22 	6.971035e+02 	3.077448e+08 	4.414297e+05 	1.664574e+39 	1.094714e+39 	4.251196e+07 	
1.215224e+06 	1.524329e+09 	6.699093e+02 	1.367909e+22 	7.020853e+02 	3.074360e+08 	4.378577e+05 	1.662201e+39 	1.093520e+39 	4.223006e+07 	
1.216008e+06 	1.521269e+09 	6.641886e+02 	1.356945e+22 	7.071006e+02 	3.071274e+08 	4.343157e+05 	1.659830e+39 	1.092326e+39 	4.195009e+07 	
1.216795e+06 	1.518214e+09 	6.585168e+02 	1.346060e+22 	7.121496e+02 	3.068188e+08 	4.308032e+05 	1.657462e+39 	1.091134e+39 	4.167206e+07 	
1.217584e+06 	1.515163e+09 	6.528935e+02 	1.335256e+22 	7.172325e+02 	3.065103e+08 	4.273202e+05 	1.655096e+39 	1.089943e+39 	4.139593e+07 	
1.218374e+06 	1.512116e+09 	6.473181e+02 	1.324532e+22 	7.223497e+02 	3.062019e+08 	4.238662e+05 	1.652732e+39 	1.088753e+39 	4.112170e+07 	
1.219167e+06 	1.509073e+09 	6.417904e+02 	1.313887e+22 	7.275012e+02 	3.058937e+08 	4.204411e+05 	1.650371e+39 	1.087564e+39 	4.084936e+07 	
1.219963e+06 	1.506034e+09 	6.363099e+02 	1.303320e+22 	7.326873e+02 	3.055855e+08 	4.170446e+05 	1.648013e+39 	1.086376e+39 	4.057888e+07 	
1.220760e+06 	1.502999e+09 	6.308761e+02 	1.292831e+22 	7.379083e+02 	3.052775e+08 	4.136765e+05 	1.645657e+39 	1.085189e+39 	4.031027e+07 	
1.221560e+06 	1.499968e+09 	6.254888e+02 	1.282420e+22 	7.431642e+02 	3.049695e+08 	4.103366e+05 	1.643303e+39 	1.084003e+39 	4.004349e+07 	
1.222361e+06 	1.496941e+09 	6.201475e+02 	1.272086e+22 	7.484553e+02 	3.046617e+08 	4.070245e+05 	1.640952e+39 	1.082818e+39 	3.977855e+07 	
1.223166e+06 	1.493919e+09 	6.148518e+02 	1.261829e+22 	7.537819e+02 	3.043540e+08 	4.037401e+05 	1.638603e+39 	1.081635e+39 	3.951543e+07 	
1.223972e+06 	1.490900e+09 	6.096013e+02 	1.251648e+22 	7.591442e+02 	3.040463e+08 	4.004831e+05 	1.636257e+39 	1.080453e+39 	3.925411e+07 	
1.224780e+06 	1.487886e+09 	6.043957e+02 	1.241542e+22 	7.645423e+02 	3.037388e+08 	3.972533e+05 	1.633913e+39 	1.079271e+39 	3.899458e+07 	
1.225591e+06 	1.484876e+09 	5.992345e+02 	1.231511e+22 	7.699766e+02 	3.034314e+08 	3.940504e+05 	1.631572e+39 	1.078091e+39 	3.873684e+07 	
1.226404e+06 	1.481869e+09 	5.941173e+02 	1.221555e+22 	7.754472e+02 	3.031241e+08 	3.908742e+05 	1.629233e+39 	1.076912e+39 	3.848086e+07 	
1.227219e+06 	1.478868e+09 	5.890439e+02 	1.211673e+22 	7.809545e+02 	3.028169e+08 	3.877245e+05 	1.626897e+39 	1.075734e+39 	3.822663e+07 	
1.228036e+06 	1.475870e+09 	5.840138e+02 	1.201864e+22 	7.864986e+02 	3.025098e+08 	3.846010e+05 	1.624563e+39 	1.074557e+39 	3.797414e+07 	
1.228856e+06 	1.472876e+09 	5.790267e+02 	1.192129e+22 	7.920798e+02 	3.022029e+08 	3.815036e+05 	1.622232e+39 	1.073382e+39 	3.772338e+07 	
1.229678e+06 	1.469887e+09 	5.740821e+02 	1.182467e+22 	7.976982e+02 	3.018960e+08 	3.784320e+05 	1.619903e+39 	1.072207e+39 	3.747434e+07 	
1.230502e+06 	1.466901e+09 	5.691798e+02 	1.172877e+22 	8.033541e+02 	3.015893e+08 	3.753859e+05 	1.617577e+39 	1.071034e+39 	3.722699e+07 	
1.231328e+06 	1.463920e+09 	5.643193e+02 	1.163359e+22 	8.090478e+02 	3.012827e+08 	3.723652e+05 	1.615253e+39 	1.069861e+39 	3.698135e+07 	
1.232157e+06 	1.460943e+09 	5.595003e+02 	1.153912e+22 	8.147794e+02 	3.009762e+08 	3.693697e+05 	1.612932e+39 	1.068690e+39 	3.673738e+07 	
1.232987e+06 	1.457970e+09 	5.547225e+02 	1.144536e+22 	8.205492e+02 	3.006698e+08 	3.663991e+05 	1.610614e+39 	1.067520e+39 	3.649508e+07 	
1.233820e+06 	1.455001e+09 	5.499855e+02 	1.135230e+22 	8.263575e+02 	3.003635e+08 	3.634532e+05 	1.608298e+39 	1.066352e+39 	3.625443e+07 	
1.234656e+06 	1.452037e+09 	5.452889e+02 	1.125994e+22 	8.322045e+02 	3.000573e+08 	3.605318e+05 	1.605984e+39 	1.065184e+39 	3.601543e+07 	
1.235493e+06 	1.449076e+09 	5.406325e+02 	1.116827e+22 	8.380904e+02 	2.997513e+08 	3.576347e+05 	1.603674e+39 	1.064017e+39 	3.577806e+07 	
1.236333e+06 	1.446120e+09 	5.360158e+02 	1.107730e+22 	8.440155e+02 	2.994454e+08 	3.547617e+05 	1.601366e+39 	1.062852e+39 	3.554231e+07 	
1.237175e+06 	1.443168e+09 	5.314385e+02 	1.098701e+22 	8.499801e+02 	2.991396e+08 	3.519125e+05 	1.599060e+39 	1.061688e+39 	3.530817e+07 	
1.238019e+06 	1.440220e+09 	5.269003e+02 	1.089740e+22 	8.559844e+02 	2.988339e+08 	3.490870e+05 	1.596757e+39 	1.060525e+39 	3.507562e+07 	
1.238866e+06 	1.437277e+09 	5.224009e+02 	1.080847e+22 	8.620285e+02 	2.985284e+08 	3.462850e+05 	1.594457e+39 	1.059363e+39 	3.484466e+07 	
1.239715e+06 	1.434337e+09 	5.179399e+02 	1.072021e+22 	8.681129e+02 	2.982230e+08 	3.435062e+05 	1.592159e+39 	1.058202e+39 	3.461528e+07 	
1.240566e+06 	1.431402e+09 	5.135170e+02 	1.063262e+22 	8.742376e+02 	2.979177e+08 	3.407505e+05 	1.589864e+39 	1.057042e+39 	3.438745e+07 	
1.241419e+06 	1.428471e+09 	5.091318e+02 	1.054569e+22 	8.804030e+02 	2.976125e+08 	3.380177e+05 	1.587572e+39 	1.055884e+39 	3.416118e+07 	
1.242275e+06 	1.425544e+09 	5.047841e+02 	1.045941e+22 	8.866093e+02 	2.973075e+08 	3.353076e+05 	1.585282e+39 	1.054727e+39 	3.393646e+07 	
1.243133e+06 	1.422622e+09 	5.004736e+02 	1.037379e+22 	8.928568e+02 	2.970025e+08 	3.326199e+05 	1.582995e+39 	1.053571e+39 	3.371326e+07 	
1.243993e+06 	1.419703e+09 	4.961998e+02 	1.028883e+22 	8.991457e+02 	2.966977e+08 	3.299545e+05 	1.580710e+39 	1.052416e+39 	3.349158e+07 	
