r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199998e+06 	1.586983e+09 	5.398382e+02 	1.604931e+22 	1.266285e+03 	3.136906e+08 	2.477058e+05 	1.715275e+39 	1.120990e+39 	3.274921e+07 	
1.201252e+06 	1.583232e+09 	5.352470e+02 	1.589805e+22 	1.274130e+03 	3.133197e+08 	2.458896e+05 	1.712208e+39 	1.119604e+39 	3.255406e+07 	
1.202508e+06 	1.579490e+09 	5.306948e+02 	1.574819e+22 	1.282021e+03 	3.129492e+08 	2.440871e+05 	1.709147e+39 	1.118221e+39 	3.236008e+07 	
1.203767e+06 	1.575755e+09 	5.261813e+02 	1.559971e+22 	1.289959e+03 	3.125790e+08 	2.422982e+05 	1.706092e+39 	1.116839e+39 	3.216728e+07 	
1.205028e+06 	1.572029e+09 	5.217063e+02 	1.545261e+22 	1.297944e+03 	3.122092e+08 	2.405228e+05 	1.703044e+39 	1.115460e+39 	3.197564e+07 	
1.206292e+06 	1.568311e+09 	5.172693e+02 	1.530688e+22 	1.305975e+03 	3.118398e+08 	2.387608e+05 	1.700003e+39 	1.114082e+39 	3.178515e+07 	
1.207558e+06 	1.564602e+09 	5.128700e+02 	1.516249e+22 	1.314055e+03 	3.114708e+08 	2.370120e+05 	1.696969e+39 	1.112707e+39 	3.159582e+07 	
1.208827e+06 	1.560900e+09 	5.085081e+02 	1.501944e+22 	1.322181e+03 	3.111021e+08 	2.352765e+05 	1.693940e+39 	1.111333e+39 	3.140763e+07 	
1.210098e+06 	1.557207e+09 	5.041834e+02 	1.487772e+22 	1.330356e+03 	3.107339e+08 	2.335540e+05 	1.690919e+39 	1.109962e+39 	3.122057e+07 	
1.211372e+06 	1.553521e+09 	4.998954e+02 	1.473731e+22 	1.338579e+03 	3.103660e+08 	2.318445e+05 	1.687904e+39 	1.108593e+39 	3.103464e+07 	
1.212648e+06 	1.549844e+09 	4.956439e+02 	1.459820e+22 	1.346850e+03 	3.099984e+08 	2.301479e+05 	1.684896e+39 	1.107226e+39 	3.084984e+07 	
1.213927e+06 	1.546175e+09 	4.914285e+02 	1.446038e+22 	1.355170e+03 	3.096312e+08 	2.284641e+05 	1.681894e+39 	1.105860e+39 	3.066614e+07 	
1.215209e+06 	1.542514e+09 	4.872490e+02 	1.432384e+22 	1.363538e+03 	3.092644e+08 	2.267929e+05 	1.678899e+39 	1.104497e+39 	3.048356e+07 	
1.216493e+06 	1.538861e+09 	4.831051e+02 	1.418856e+22 	1.371956e+03 	3.088980e+08 	2.251344e+05 	1.675910e+39 	1.103136e+39 	3.030208e+07 	
1.217779e+06 	1.535216e+09 	4.789964e+02 	1.405455e+22 	1.380424e+03 	3.085320e+08 	2.234882e+05 	1.672928e+39 	1.101778e+39 	3.012168e+07 	
1.219068e+06 	1.531579e+09 	4.749226e+02 	1.392177e+22 	1.388941e+03 	3.081663e+08 	2.218545e+05 	1.669952e+39 	1.100421e+39 	2.994238e+07 	
1.220360e+06 	1.527950e+09 	4.708835e+02 	1.379023e+22 	1.397509e+03 	3.078010e+08 	2.202331e+05 	1.666983e+39 	1.099066e+39 	2.976416e+07 	
1.221654e+06 	1.524329e+09 	4.668787e+02 	1.365991e+22 	1.406126e+03 	3.074361e+08 	2.186239e+05 	1.664020e+39 	1.097713e+39 	2.958700e+07 	
1.222951e+06 	1.520716e+09 	4.629080e+02 	1.353080e+22 	1.414795e+03 	3.070715e+08 	2.170268e+05 	1.661064e+39 	1.096362e+39 	2.941092e+07 	
1.224250e+06 	1.517111e+09 	4.589711e+02 	1.340289e+22 	1.423514e+03 	3.067073e+08 	2.154417e+05 	1.658114e+39 	1.095013e+39 	2.923590e+07 	
1.225552e+06 	1.513514e+09 	4.550676e+02 	1.327617e+22 	1.432284e+03 	3.063435e+08 	2.138685e+05 	1.655170e+39 	1.093667e+39 	2.906193e+07 	
1.226857e+06 	1.509925e+09 	4.511973e+02 	1.315063e+22 	1.441106e+03 	3.059800e+08 	2.123072e+05 	1.652233e+39 	1.092322e+39 	2.888901e+07 	
1.228164e+06 	1.506344e+09 	4.473600e+02 	1.302625e+22 	1.449980e+03 	3.056170e+08 	2.107575e+05 	1.649303e+39 	1.090980e+39 	2.871714e+07 	
1.229474e+06 	1.502770e+09 	4.435553e+02 	1.290302e+22 	1.458905e+03 	3.052543e+08 	2.092195e+05 	1.646379e+39 	1.089639e+39 	2.854629e+07 	
1.230786e+06 	1.499205e+09 	4.397829e+02 	1.278095e+22 	1.467884e+03 	3.048919e+08 	2.076931e+05 	1.643461e+39 	1.088301e+39 	2.837648e+07 	
1.232101e+06 	1.495647e+09 	4.360427e+02 	1.266001e+22 	1.476914e+03 	3.045300e+08 	2.061781e+05 	1.640549e+39 	1.086964e+39 	2.820768e+07 	
1.233419e+06 	1.492098e+09 	4.323342e+02 	1.254020e+22 	1.485998e+03 	3.041684e+08 	2.046745e+05 	1.637644e+39 	1.085630e+39 	2.803990e+07 	
1.234739e+06 	1.488556e+09 	4.286573e+02 	1.242150e+22 	1.495135e+03 	3.038072e+08 	2.031822e+05 	1.634746e+39 	1.084297e+39 	2.787313e+07 	
1.236062e+06 	1.485022e+09 	4.250117e+02 	1.230390e+22 	1.504325e+03 	3.034463e+08 	2.017011e+05 	1.631853e+39 	1.082967e+39 	2.770737e+07 	
1.237388e+06 	1.481496e+09 	4.213970e+02 	1.218740e+22 	1.513569e+03 	3.030858e+08 	2.002311e+05 	1.628967e+39 	1.081638e+39 	2.754260e+07 	
1.238716e+06 	1.477977e+09 	4.178131e+02 	1.207198e+22 	1.522867e+03 	3.027257e+08 	1.987721e+05 	1.626087e+39 	1.080312e+39 	2.737883e+07 	
1.240047e+06 	1.474467e+09 	4.142597e+02 	1.195764e+22 	1.532220e+03 	3.023660e+08 	1.973241e+05 	1.623214e+39 	1.078988e+39 	2.721604e+07 	
1.241380e+06 	1.470964e+09 	4.107365e+02 	1.184436e+22 	1.541627e+03 	3.020066e+08 	1.958869e+05 	1.620347e+39 	1.077665e+39 	2.705423e+07 	
1.242716e+06 	1.467469e+09 	4.072433e+02 	1.173214e+22 	1.551090e+03 	3.016476e+08 	1.944605e+05 	1.617486e+39 	1.076345e+39 	2.689339e+07 	
1.244055e+06 	1.463981e+09 	4.037798e+02 	1.162096e+22 	1.560607e+03 	3.012890e+08 	1.930448e+05 	1.614631e+39 	1.075027e+39 	2.673351e+07 	
