r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200093e+06 	1.299710e+09 	1.092673e+05 	1.604931e+22 	1.112314e-01 	2.838826e+08 	2.567474e+09 	5.946042e+38 	3.886101e+38 	7.524383e+09 	
1.200102e+06 	1.296075e+09 	1.080415e+05 	1.584492e+22 	1.124914e-01 	2.834853e+08 	2.535032e+09 	5.946015e+38 	3.886099e+38 	7.452792e+09 	
1.200111e+06 	1.292450e+09 	1.068294e+05 	1.564318e+22 	1.137657e-01 	2.830886e+08 	2.503002e+09 	5.945987e+38 	3.886097e+38 	7.381872e+09 	
1.200121e+06 	1.288836e+09 	1.056309e+05 	1.544406e+22 	1.150545e-01 	2.826925e+08 	2.471379e+09 	5.945959e+38 	3.886095e+38 	7.311616e+09 	
1.200130e+06 	1.285232e+09 	1.044458e+05 	1.524753e+22 	1.163578e-01 	2.822970e+08 	2.440156e+09 	5.945932e+38 	3.886093e+38 	7.242017e+09 	
1.200140e+06 	1.281639e+09 	1.032741e+05 	1.505355e+22 	1.176759e-01 	2.819021e+08 	2.409329e+09 	5.945904e+38 	3.886091e+38 	7.173071e+09 	
1.200149e+06 	1.278057e+09 	1.021155e+05 	1.486209e+22 	1.190090e-01 	2.815079e+08 	2.378892e+09 	5.945877e+38 	3.886089e+38 	7.104771e+09 	
1.200159e+06 	1.274486e+09 	1.009698e+05 	1.467311e+22 	1.203571e-01 	2.811143e+08 	2.348842e+09 	5.945849e+38 	3.886088e+38 	7.037111e+09 	
1.200168e+06 	1.270924e+09 	9.983708e+04 	1.448658e+22 	1.217206e-01 	2.807213e+08 	2.319173e+09 	5.945822e+38 	3.886086e+38 	6.970084e+09 	
1.200177e+06 	1.267374e+09 	9.871703e+04 	1.430248e+22 	1.230995e-01 	2.803289e+08 	2.289879e+09 	5.945795e+38 	3.886084e+38 	6.903686e+09 	
1.200187e+06 	1.263834e+09 	9.760954e+04 	1.412077e+22 	1.244940e-01 	2.799371e+08 	2.260958e+09 	5.945767e+38 	3.886082e+38 	6.837909e+09 	
1.200196e+06 	1.260305e+09 	9.651447e+04 	1.394142e+22 	1.259043e-01 	2.795460e+08 	2.232402e+09 	5.945740e+38 	3.886080e+38 	6.772749e+09 	
1.200205e+06 	1.256786e+09 	9.543170e+04 	1.376439e+22 	1.273306e-01 	2.791555e+08 	2.204209e+09 	5.945713e+38 	3.886078e+38 	6.708201e+09 	
1.200214e+06 	1.253278e+09 	9.436107e+04 	1.358965e+22 	1.287730e-01 	2.787655e+08 	2.176373e+09 	5.945686e+38 	3.886077e+38 	6.644257e+09 	
1.200224e+06 	1.249779e+09 	9.330245e+04 	1.341718e+22 	1.302318e-01 	2.783762e+08 	2.148889e+09 	5.945659e+38 	3.886075e+38 	6.580914e+09 	
1.200233e+06 	1.246292e+09 	9.225570e+04 	1.324694e+22 	1.317072e-01 	2.779875e+08 	2.121754e+09 	5.945632e+38 	3.886073e+38 	6.518164e+09 	
1.200242e+06 	1.242814e+09 	9.122070e+04 	1.307891e+22 	1.331992e-01 	2.775994e+08 	2.094963e+09 	5.945605e+38 	3.886071e+38 	6.456004e+09 	
1.200251e+06 	1.239347e+09 	9.019732e+04 	1.291306e+22 	1.347082e-01 	2.772119e+08 	2.068511e+09 	5.945578e+38 	3.886069e+38 	6.394426e+09 	
