r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999985e+06 	 1.282091e+00 	 2.963200e+08 	 6.712354e+04 	 1.416090e+09 	 1.604931e+22 	 2.317437e+08 	 8.828195e+38 	 5.769527e+38 	 3.947877e+22 	 4.379853e+09
1.20001223e+06 	 1.295296e+00 	 2.959876e+08 	 6.643770e+04 	 1.412915e+09 	 1.588506e+22 	 2.291185e+08 	 8.828105e+38 	 5.769499e+38 	 3.909276e+22 	 4.341235e+09
1.20002460e+06 	 1.308636e+00 	 2.956557e+08 	 6.575888e+04 	 1.409749e+09 	 1.572260e+22 	 2.265232e+08 	 8.828014e+38 	 5.769471e+38 	 3.871078e+22 	 4.302950e+09
1.20003696e+06 	 1.322114e+00 	 2.953244e+08 	 6.508698e+04 	 1.406591e+09 	 1.556190e+22 	 2.239576e+08 	 8.827924e+38 	 5.769444e+38 	 3.833280e+22 	 4.264997e+09
1.20004932e+06 	 1.335731e+00 	 2.949937e+08 	 6.442196e+04 	 1.403443e+09 	 1.540295e+22 	 2.214211e+08 	 8.827833e+38 	 5.769416e+38 	 3.795877e+22 	 4.227372e+09
1.20006167e+06 	 1.349489e+00 	 2.946636e+08 	 6.376373e+04 	 1.400303e+09 	 1.524572e+22 	 2.189136e+08 	 8.827742e+38 	 5.769388e+38 	 3.758866e+22 	 4.190072e+09
1.20007400e+06 	 1.363388e+00 	 2.943340e+08 	 6.311222e+04 	 1.397172e+09 	 1.509020e+22 	 2.164347e+08 	 8.827652e+38 	 5.769360e+38 	 3.722241e+22 	 4.153095e+09
1.20008634e+06 	 1.377430e+00 	 2.940049e+08 	 6.246737e+04 	 1.394050e+09 	 1.493637e+22 	 2.139839e+08 	 8.827561e+38 	 5.769332e+38 	 3.685998e+22 	 4.116438e+09
1.20009866e+06 	 1.391617e+00 	 2.936764e+08 	 6.182911e+04 	 1.390937e+09 	 1.478420e+22 	 2.115611e+08 	 8.827470e+38 	 5.769304e+38 	 3.650132e+22 	 4.080099e+09
1.20011098e+06 	 1.405950e+00 	 2.933485e+08 	 6.119737e+04 	 1.387832e+09 	 1.463368e+22 	 2.091659e+08 	 8.827379e+38 	 5.769276e+38 	 3.614640e+22 	 4.044074e+09
