r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999535e+06 	 8.022025e+02 	 3.136576e+08 	 6.768826e+02 	 1.586648e+09 	 1.604931e+22 	 3.909655e+05 	 1.712624e+39 	 1.119256e+39 	 4.804816e+22 	 4.106848e+07
1.20092226e+06 	 8.076764e+02 	 3.133221e+08 	 6.711204e+02 	 1.583256e+09 	 1.591235e+22 	 3.879004e+05 	 1.709944e+39 	 1.117962e+39 	 4.763833e+22 	 4.080639e+07
1.20185139e+06 	 8.131857e+02 	 3.129868e+08 	 6.654072e+02 	 1.579869e+09 	 1.577649e+22 	 3.848602e+05 	 1.707268e+39 	 1.116669e+39 	 4.723181e+22 	 4.054603e+07
1.20278275e+06 	 8.187303e+02 	 3.126517e+08 	 6.597427e+02 	 1.576488e+09 	 1.564174e+22 	 3.818446e+05 	 1.704596e+39 	 1.115378e+39 	 4.682857e+22 	 4.028738e+07
1.20371636e+06 	 8.243106e+02 	 3.123168e+08 	 6.541264e+02 	 1.573113e+09 	 1.550807e+22 	 3.788535e+05 	 1.701928e+39 	 1.114089e+39 	 4.642860e+22 	 4.003043e+07
1.20465220e+06 	 8.299268e+02 	 3.119821e+08 	 6.485579e+02 	 1.569743e+09 	 1.537548e+22 	 3.758866e+05 	 1.699264e+39 	 1.112801e+39 	 4.603185e+22 	 3.977517e+07
1.20559027e+06 	 8.355791e+02 	 3.116477e+08 	 6.430368e+02 	 1.566379e+09 	 1.524397e+22 	 3.729437e+05 	 1.696604e+39 	 1.111514e+39 	 4.563832e+22 	 3.952159e+07
1.20653056e+06 	 8.412678e+02 	 3.113134e+08 	 6.375627e+02 	 1.563021e+09 	 1.511353e+22 	 3.700245e+05 	 1.693948e+39 	 1.110230e+39 	 4.524799e+22 	 3.926966e+07
1.20747306e+06 	 8.469930e+02 	 3.109793e+08 	 6.321352e+02 	 1.559668e+09 	 1.498414e+22 	 3.671290e+05 	 1.691296e+39 	 1.108946e+39 	 4.486082e+22 	 3.901939e+07
1.20841775e+06 	 8.527551e+02 	 3.106455e+08 	 6.267539e+02 	 1.556321e+09 	 1.485581e+22 	 3.642569e+05 	 1.688648e+39 	 1.107665e+39 	 4.447680e+22 	 3.877076e+07
1.20936472e+06 	 8.585542e+02 	 3.103118e+08 	 6.214184e+02 	 1.552980e+09 	 1.472852e+22 	 3.614081e+05 	 1.686004e+39 	 1.106385e+39 	 4.409589e+22 	 3.852377e+07
