r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199999e+06 	1.321950e+09 	1.013623e+05 	1.604931e+22 	2.392865e-01 	2.863011e+08 	1.202777e+09 	6.427775e+38 	4.200768e+38 	6.906080e+09 	
1.200008e+06 	1.318481e+09 	1.002767e+05 	1.585737e+22 	2.418726e-01 	2.859251e+08 	1.188303e+09 	6.427742e+38 	4.200764e+38 	6.843216e+09 	
1.200018e+06 	1.315021e+09 	9.920276e+04 	1.566778e+22 	2.444867e-01 	2.855497e+08 	1.174003e+09 	6.427708e+38 	4.200760e+38 	6.780915e+09 	
1.200027e+06 	1.311571e+09 	9.814031e+04 	1.548052e+22 	2.471290e-01 	2.851749e+08 	1.159876e+09 	6.427675e+38 	4.200756e+38 	6.719172e+09 	
1.200037e+06 	1.308131e+09 	9.708924e+04 	1.529555e+22 	2.497999e-01 	2.848007e+08 	1.145920e+09 	6.427642e+38 	4.200752e+38 	6.657982e+09 	
1.200046e+06 	1.304700e+09 	9.604943e+04 	1.511285e+22 	2.524996e-01 	2.844270e+08 	1.132132e+09 	6.427609e+38 	4.200748e+38 	6.597340e+09 	
1.200056e+06 	1.301280e+09 	9.502075e+04 	1.493238e+22 	2.552286e-01 	2.840539e+08 	1.118511e+09 	6.427575e+38 	4.200744e+38 	6.537241e+09 	
1.200065e+06 	1.297869e+09 	9.400309e+04 	1.475412e+22 	2.579870e-01 	2.836814e+08 	1.105054e+09 	6.427542e+38 	4.200740e+38 	6.477681e+09 	
1.200075e+06 	1.294467e+09 	9.299632e+04 	1.457804e+22 	2.607753e-01 	2.833094e+08 	1.091760e+09 	6.427509e+38 	4.200736e+38 	6.418654e+09 	
1.200084e+06 	1.291075e+09 	9.200034e+04 	1.440412e+22 	2.635937e-01 	2.829380e+08 	1.078627e+09 	6.427476e+38 	4.200731e+38 	6.360157e+09 	
1.200094e+06 	1.287693e+09 	9.101503e+04 	1.423232e+22 	2.664425e-01 	2.825671e+08 	1.065652e+09 	6.427443e+38 	4.200727e+38 	6.302184e+09 	
1.200103e+06 	1.284321e+09 	9.004027e+04 	1.406262e+22 	2.693222e-01 	2.821969e+08 	1.052833e+09 	6.427410e+38 	4.200723e+38 	6.244731e+09 	
1.200113e+06 	1.280958e+09 	8.907595e+04 	1.389500e+22 	2.722330e-01 	2.818271e+08 	1.040170e+09 	6.427378e+38 	4.200719e+38 	6.187793e+09 	
1.200122e+06 	1.277604e+09 	8.812196e+04 	1.372943e+22 	2.751752e-01 	2.814580e+08 	1.027659e+09 	6.427345e+38 	4.200715e+38 	6.131365e+09 	
1.200131e+06 	1.274260e+09 	8.717818e+04 	1.356588e+22 	2.781493e-01 	2.810894e+08 	1.015300e+09 	6.427312e+38 	4.200711e+38 	6.075444e+09 	
1.200141e+06 	1.270926e+09 	8.624451e+04 	1.340433e+22 	2.811555e-01 	2.807214e+08 	1.003089e+09 	6.427279e+38 	4.200707e+38 	6.020024e+09 	
1.200150e+06 	1.267601e+09 	8.532084e+04 	1.324476e+22 	2.841943e-01 	2.803540e+08 	9.910262e+08 	6.427246e+38 	4.200703e+38 	5.965101e+09 	
1.200160e+06 	1.264285e+09 	8.440707e+04 	1.308712e+22 	2.872658e-01 	2.799871e+08 	9.791088e+08 	6.427214e+38 	4.200699e+38 	5.910672e+09 	
1.200169e+06 	1.260979e+09 	8.350308e+04 	1.293142e+22 	2.903706e-01 	2.796207e+08 	9.673353e+08 	6.427181e+38 	4.200695e+38 	5.856730e+09 	
1.200178e+06 	1.257682e+09 	8.260877e+04 	1.277761e+22 	2.935089e-01 	2.792549e+08 	9.557038e+08 	6.427149e+38 	4.200691e+38 	5.803274e+09 	
1.200187e+06 	1.254394e+09 	8.172404e+04 	1.262568e+22 	2.966812e-01 	2.788897e+08 	9.442127e+08 	6.427116e+38 	4.200687e+38 	5.750296e+09 	
