r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199995e+06 	1.586648e+09 	6.768826e+02 	1.604931e+22 	8.022025e+02 	3.136576e+08 	3.909655e+05 	1.712624e+39 	1.119256e+39 	4.106848e+07 	
1.200922e+06 	1.583256e+09 	6.711204e+02 	1.591235e+22 	8.076764e+02 	3.133221e+08 	3.879004e+05 	1.709944e+39 	1.117962e+39 	4.080639e+07 	
1.201851e+06 	1.579869e+09 	6.654072e+02 	1.577649e+22 	8.131857e+02 	3.129868e+08 	3.848602e+05 	1.707268e+39 	1.116669e+39 	4.054603e+07 	
1.202783e+06 	1.576488e+09 	6.597427e+02 	1.564174e+22 	8.187303e+02 	3.126517e+08 	3.818446e+05 	1.704596e+39 	1.115378e+39 	4.028738e+07 	
1.203716e+06 	1.573113e+09 	6.541264e+02 	1.550807e+22 	8.243106e+02 	3.123168e+08 	3.788535e+05 	1.701928e+39 	1.114089e+39 	4.003043e+07 	
1.204652e+06 	1.569743e+09 	6.485579e+02 	1.537548e+22 	8.299268e+02 	3.119821e+08 	3.758866e+05 	1.699264e+39 	1.112801e+39 	3.977517e+07 	
1.205590e+06 	1.566379e+09 	6.430368e+02 	1.524397e+22 	8.355791e+02 	3.116477e+08 	3.729437e+05 	1.696604e+39 	1.111514e+39 	3.952159e+07 	
1.206531e+06 	1.563021e+09 	6.375627e+02 	1.511353e+22 	8.412678e+02 	3.113134e+08 	3.700245e+05 	1.693948e+39 	1.110230e+39 	3.926966e+07 	
1.207473e+06 	1.559668e+09 	6.321352e+02 	1.498414e+22 	8.469930e+02 	3.109793e+08 	3.671290e+05 	1.691296e+39 	1.108946e+39 	3.901939e+07 	
1.208418e+06 	1.556321e+09 	6.267539e+02 	1.485581e+22 	8.527551e+02 	3.106455e+08 	3.642569e+05 	1.688648e+39 	1.107665e+39 	3.877076e+07 	
1.209365e+06 	1.552980e+09 	6.214184e+02 	1.472852e+22 	8.585542e+02 	3.103118e+08 	3.614081e+05 	1.686004e+39 	1.106385e+39 	3.852377e+07 	
