r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999826e+06 	 1.266285e+03 	 3.136906e+08 	 5.398382e+02 	 1.586983e+09 	 1.604931e+22 	 2.477058e+05 	 1.715275e+39 	 1.120990e+39 	 4.806833e+22 	 3.274921e+07
1.20125199e+06 	 1.274130e+03 	 3.133197e+08 	 5.352470e+02 	 1.583232e+09 	 1.589805e+22 	 2.458896e+05 	 1.712208e+39 	 1.119604e+39 	 4.761541e+22 	 3.255406e+07
1.20250820e+06 	 1.282021e+03 	 3.129492e+08 	 5.306948e+02 	 1.579490e+09 	 1.574819e+22 	 2.440871e+05 	 1.709147e+39 	 1.118221e+39 	 4.716667e+22 	 3.236008e+07
1.20376690e+06 	 1.289959e+03 	 3.125790e+08 	 5.261813e+02 	 1.575755e+09 	 1.559971e+22 	 2.422982e+05 	 1.706092e+39 	 1.116839e+39 	 4.672209e+22 	 3.216728e+07
1.20502804e+06 	 1.297944e+03 	 3.122092e+08 	 5.217063e+02 	 1.572029e+09 	 1.545261e+22 	 2.405228e+05 	 1.703044e+39 	 1.115460e+39 	 4.628163e+22 	 3.197564e+07
1.20629175e+06 	 1.305975e+03 	 3.118398e+08 	 5.172693e+02 	 1.568311e+09 	 1.530688e+22 	 2.387608e+05 	 1.700003e+39 	 1.114082e+39 	 4.584524e+22 	 3.178515e+07
1.20755796e+06 	 1.314055e+03 	 3.114708e+08 	 5.128700e+02 	 1.564602e+09 	 1.516249e+22 	 2.370120e+05 	 1.696969e+39 	 1.112707e+39 	 4.541290e+22 	 3.159582e+07
1.20882669e+06 	 1.322181e+03 	 3.111021e+08 	 5.085081e+02 	 1.560900e+09 	 1.501944e+22 	 2.352765e+05 	 1.693940e+39 	 1.111333e+39 	 4.498456e+22 	 3.140763e+07
1.21009797e+06 	 1.330356e+03 	 3.107339e+08 	 5.041834e+02 	 1.557207e+09 	 1.487772e+22 	 2.335540e+05 	 1.690919e+39 	 1.109962e+39 	 4.456019e+22 	 3.122057e+07
1.21137181e+06 	 1.338579e+03 	 3.103660e+08 	 4.998954e+02 	 1.553521e+09 	 1.473731e+22 	 2.318445e+05 	 1.687904e+39 	 1.108593e+39 	 4.413976e+22 	 3.103464e+07
1.21264819e+06 	 1.346850e+03 	 3.099984e+08 	 4.956439e+02 	 1.549844e+09 	 1.459820e+22 	 2.301479e+05 	 1.684896e+39 	 1.107226e+39 	 4.372321e+22 	 3.084984e+07
1.21392714e+06 	 1.355170e+03 	 3.096312e+08 	 4.914285e+02 	 1.546175e+09 	 1.446038e+22 	 2.284641e+05 	 1.681894e+39 	 1.105860e+39 	 4.331053e+22 	 3.066614e+07
