r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	1.371100e+09 	8.365939e+04 	1.604931e+22 	6.490510e-01 	2.915748e+08 	4.509502e+08 	7.602922e+38 	4.968769e+38 	5.571095e+09 	
1.200011e+06 	1.367784e+09 	8.279306e+04 	1.587222e+22 	6.558292e-01 	2.912220e+08 	4.457352e+08 	7.602868e+38 	4.968757e+38 	5.521740e+09 	
1.200021e+06 	1.364477e+09 	8.193571e+04 	1.569716e+22 	6.626782e-01 	2.908698e+08 	4.405808e+08 	7.602813e+38 	4.968745e+38 	5.472815e+09 	
1.200032e+06 	1.361180e+09 	8.108724e+04 	1.552410e+22 	6.695988e-01 	2.905181e+08 	4.354862e+08 	7.602759e+38 	4.968733e+38 	5.424315e+09 	
1.200043e+06 	1.357891e+09 	8.024755e+04 	1.535303e+22 	6.765917e-01 	2.901670e+08 	4.304509e+08 	7.602704e+38 	4.968721e+38 	5.376238e+09 	
1.200053e+06 	1.354612e+09 	7.941655e+04 	1.518392e+22 	6.836576e-01 	2.898164e+08 	4.254741e+08 	7.602650e+38 	4.968708e+38 	5.328579e+09 	
1.200064e+06 	1.351342e+09 	7.859416e+04 	1.501675e+22 	6.907973e-01 	2.894664e+08 	4.205550e+08 	7.602595e+38 	4.968696e+38 	5.281335e+09 	
1.200075e+06 	1.348081e+09 	7.778029e+04 	1.485149e+22 	6.980116e-01 	2.891169e+08 	4.156931e+08 	7.602541e+38 	4.968684e+38 	5.234503e+09 	
1.200085e+06 	1.344829e+09 	7.697485e+04 	1.468812e+22 	7.053013e-01 	2.887679e+08 	4.108877e+08 	7.602487e+38 	4.968672e+38 	5.188079e+09 	
1.200096e+06 	1.341586e+09 	7.617775e+04 	1.452661e+22 	7.126671e-01 	2.884196e+08 	4.061381e+08 	7.602433e+38 	4.968660e+38 	5.142060e+09 	
1.200107e+06 	1.338352e+09 	7.538890e+04 	1.436696e+22 	7.201098e-01 	2.880717e+08 	4.014437e+08 	7.602378e+38 	4.968648e+38 	5.096441e+09 	
1.200117e+06 	1.335127e+09 	7.460822e+04 	1.420913e+22 	7.276303e-01 	2.877244e+08 	3.968037e+08 	7.602324e+38 	4.968635e+38 	5.051220e+09 	
1.200128e+06 	1.331910e+09 	7.383562e+04 	1.405310e+22 	7.352293e-01 	2.873776e+08 	3.922177e+08 	7.602270e+38 	4.968623e+38 	5.006394e+09 	
1.200138e+06 	1.328703e+09 	7.307102e+04 	1.389886e+22 	7.429078e-01 	2.870314e+08 	3.876849e+08 	7.602216e+38 	4.968611e+38 	4.961957e+09 	
1.200149e+06 	1.325505e+09 	7.231435e+04 	1.374637e+22 	7.506664e-01 	2.866858e+08 	3.832047e+08 	7.602162e+38 	4.968599e+38 	4.917909e+09 	
1.200159e+06 	1.322315e+09 	7.156550e+04 	1.359563e+22 	7.585061e-01 	2.863406e+08 	3.787766e+08 	7.602108e+38 	4.968587e+38 	4.874244e+09 	
1.200170e+06 	1.319135e+09 	7.082442e+04 	1.344661e+22 	7.664276e-01 	2.859960e+08 	3.743998e+08 	7.602053e+38 	4.968574e+38 	4.830961e+09 	
1.200181e+06 	1.315963e+09 	7.009100e+04 	1.329929e+22 	7.744319e-01 	2.856520e+08 	3.700739e+08 	7.601999e+38 	4.968562e+38 	4.788054e+09 	
1.200191e+06 	1.312800e+09 	6.936519e+04 	1.315365e+22 	7.825198e-01 	2.853085e+08 	3.657982e+08 	7.601945e+38 	4.968550e+38 	4.745523e+09 	
1.200202e+06 	1.309645e+09 	6.864688e+04 	1.300967e+22 	7.906922e-01 	2.849655e+08 	3.615721e+08 	7.601891e+38 	4.968538e+38 	4.703362e+09 	
1.200212e+06 	1.306500e+09 	6.793602e+04 	1.286732e+22 	7.989500e-01 	2.846231e+08 	3.573951e+08 	7.601837e+38 	4.968526e+38 	4.661570e+09 	
1.200223e+06 	1.303363e+09 	6.723252e+04 	1.272661e+22 	8.072940e-01 	2.842812e+08 	3.532665e+08 	7.601783e+38 	4.968513e+38 	4.620142e+09 	
1.200233e+06 	1.300235e+09 	6.653630e+04 	1.258749e+22 	8.157252e-01 	2.839398e+08 	3.491859e+08 	7.601730e+38 	4.968501e+38 	4.579076e+09 	
1.200243e+06 	1.297115e+09 	6.584729e+04 	1.244996e+22 	8.242445e-01 	2.835990e+08 	3.451526e+08 	7.601676e+38 	4.968489e+38 	4.538368e+09 	
1.200254e+06 	1.294005e+09 	6.516542e+04 	1.231399e+22 	8.328527e-01 	2.832588e+08 	3.411662e+08 	7.601622e+38 	4.968476e+38 	4.498016e+09 	
1.200264e+06 	1.290903e+09 	6.449060e+04 	1.217958e+22 	8.415509e-01 	2.829190e+08 	3.372260e+08 	7.601568e+38 	4.968464e+38 	4.458016e+09 	
1.200275e+06 	1.287809e+09 	6.382278e+04 	1.204669e+22 	8.503399e-01 	2.825798e+08 	3.333315e+08 	7.601514e+38 	4.968452e+38 	4.418365e+09 	
1.200285e+06 	1.284724e+09 	6.316187e+04 	1.191531e+22 	8.592207e-01 	2.822412e+08 	3.294822e+08 	7.601460e+38 	4.968440e+38 	4.379061e+09 	
1.200296e+06 	1.281648e+09 	6.250781e+04 	1.178542e+22 	8.681943e-01 	2.819030e+08 	3.256776e+08 	7.601406e+38 	4.968427e+38 	4.340101e+09 	
1.200306e+06 	1.278580e+09 	6.186051e+04 	1.165701e+22 	8.772616e-01 	2.815654e+08 	3.219171e+08 	7.601353e+38 	4.968415e+38 	4.301481e+09 	
1.200316e+06 	1.275520e+09 	6.121993e+04 	1.153005e+22 	8.864237e-01 	2.812283e+08 	3.182002e+08 	7.601299e+38 	4.968403e+38 	4.263199e+09 	
1.200327e+06 	1.272469e+09 	6.058597e+04 	1.140454e+22 	8.956814e-01 	2.808918e+08 	3.145264e+08 	7.601245e+38 	4.968390e+38 	4.225251e+09 	
1.200337e+06 	1.269427e+09 	5.995858e+04 	1.128045e+22 	9.050359e-01 	2.805558e+08 	3.108953e+08 	7.601192e+38 	4.968378e+38 	4.187635e+09 	
1.200348e+06 	1.266393e+09 	5.933769e+04 	1.115777e+22 	9.144881e-01 	2.802203e+08 	3.073063e+08 	7.601138e+38 	4.968365e+38 	4.150347e+09 	
1.200358e+06 	1.263367e+09 	5.872322e+04 	1.103649e+22 	9.240390e-01 	2.798854e+08 	3.037589e+08 	7.601084e+38 	4.968353e+38 	4.113386e+09 	
1.200368e+06 	1.260350e+09 	5.811512e+04 	1.091658e+22 	9.336897e-01 	2.795510e+08 	3.002526e+08 	7.601031e+38 	4.968341e+38 	4.076748e+09 	
1.200379e+06 	1.257341e+09 	5.751332e+04 	1.079803e+22 	9.434411e-01 	2.792171e+08 	2.967870e+08 	7.600977e+38 	4.968328e+38 	4.040431e+09 	
1.200389e+06 	1.254341e+09 	5.691775e+04 	1.068082e+22 	9.532945e-01 	2.788838e+08 	2.933616e+08 	7.600923e+38 	4.968316e+38 	4.004431e+09 	
1.200399e+06 	1.251349e+09 	5.632834e+04 	1.056493e+22 	9.632508e-01 	2.785509e+08 	2.899759e+08 	7.600870e+38 	4.968304e+38 	3.968747e+09 	
1.200410e+06 	1.248365e+09 	5.574504e+04 	1.045036e+22 	9.733111e-01 	2.782186e+08 	2.866295e+08 	7.600816e+38 	4.968291e+38 	3.933375e+09 	
1.200420e+06 	1.245389e+09 	5.516778e+04 	1.033709e+22 	9.834764e-01 	2.778868e+08 	2.833219e+08 	7.600763e+38 	4.968279e+38 	3.898312e+09 	
1.200430e+06 	1.242422e+09 	5.459650e+04 	1.022510e+22 	9.937480e-01 	2.775556e+08 	2.800526e+08 	7.600709e+38 	4.968266e+38 	3.863556e+09 	
1.200440e+06 	1.239463e+09 	5.403113e+04 	1.011437e+22 	1.004127e+00 	2.772249e+08 	2.768212e+08 	7.600656e+38 	4.968254e+38 	3.829105e+09 	
1.200451e+06 	1.236512e+09 	5.347162e+04 	1.000490e+22 	1.014614e+00 	2.768947e+08 	2.736273e+08 	7.600602e+38 	4.968241e+38 	3.794955e+09 	
1.200461e+06 	1.233569e+09 	5.291790e+04 	9.896665e+21 	1.025211e+00 	2.765650e+08 	2.704704e+08 	7.600549e+38 	4.968229e+38 	3.761105e+09 	
1.200471e+06 	1.230635e+09 	5.236991e+04 	9.789653e+21 	1.035918e+00 	2.762359e+08 	2.673501e+08 	7.600495e+38 	4.968216e+38 	3.727551e+09 	
1.200481e+06 	1.227709e+09 	5.182760e+04 	9.683849e+21 	1.046738e+00 	2.759073e+08 	2.642660e+08 	7.600442e+38 	4.968204e+38 	3.694291e+09 	
1.200492e+06 	1.224791e+09 	5.129091e+04 	9.579240e+21 	1.057670e+00 	2.755792e+08 	2.612176e+08 	7.600388e+38 	4.968191e+38 	3.661322e+09 	
1.200502e+06 	1.221880e+09 	5.075977e+04 	9.475810e+21 	1.068717e+00 	2.752516e+08 	2.582045e+08 	7.600335e+38 	4.968179e+38 	3.628643e+09 	
1.200512e+06 	1.218978e+09 	5.023414e+04 	9.373547e+21 	1.079879e+00 	2.749245e+08 	2.552264e+08 	7.600282e+38 	4.968166e+38 	3.596250e+09 	
1.200522e+06 	1.216084e+09 	4.971394e+04 	9.272437e+21 	1.091157e+00 	2.745980e+08 	2.522827e+08 	7.600228e+38 	4.968154e+38 	3.564141e+09 	
1.200532e+06 	1.213198e+09 	4.919914e+04 	9.172468e+21 	1.102554e+00 	2.742719e+08 	2.493732e+08 	7.600175e+38 	4.968141e+38 	3.532313e+09 	
1.200543e+06 	1.210321e+09 	4.868966e+04 	9.073626e+21 	1.114069e+00 	2.739464e+08 	2.464974e+08 	7.600122e+38 	4.968129e+38 	3.500764e+09 	
1.200553e+06 	1.207451e+09 	4.818546e+04 	8.975900e+21 	1.125705e+00 	2.736215e+08 	2.436549e+08 	7.600068e+38 	4.968116e+38 	3.469492e+09 	
