r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20000010e+06 	 2.734915e-01 	 2.868634e+08 	 9.950607e+04 	 1.327148e+09 	 1.604931e+22 	 1.054244e+09 	 6.544667e+38 	 4.277163e+38 	 3.615554e+22 	 6.763030e+09
1.20000977e+06 	 2.764293e-01 	 2.864906e+08 	 9.844675e+04 	 1.323700e+09 	 1.585933e+22 	 1.041640e+09 	 6.544632e+38 	 4.277159e+38 	 3.574217e+22 	 6.701801e+09
1.20001942e+06 	 2.793987e-01 	 2.861183e+08 	 9.739871e+04 	 1.320263e+09 	 1.567164e+22 	 1.029188e+09 	 6.544597e+38 	 4.277154e+38 	 3.533369e+22 	 6.641118e+09
1.20002905e+06 	 2.824000e-01 	 2.857466e+08 	 9.636182e+04 	 1.316835e+09 	 1.548624e+22 	 1.016885e+09 	 6.544562e+38 	 4.277150e+38 	 3.493003e+22 	 6.580976e+09
1.20003867e+06 	 2.854335e-01 	 2.853755e+08 	 9.533598e+04 	 1.313417e+09 	 1.530308e+22 	 1.004730e+09 	 6.544527e+38 	 4.277145e+38 	 3.453113e+22 	 6.521369e+09
1.20004828e+06 	 2.884997e-01 	 2.850050e+08 	 9.432105e+04 	 1.310008e+09 	 1.512215e+22 	 9.927201e+08 	 6.544492e+38 	 4.277140e+38 	 3.413695e+22 	 6.462293e+09
1.20005787e+06 	 2.915987e-01 	 2.846350e+08 	 9.331693e+04 	 1.306609e+09 	 1.494342e+22 	 9.808548e+08 	 6.544458e+38 	 4.277136e+38 	 3.374742e+22 	 6.403743e+09
1.20006745e+06 	 2.947311e-01 	 2.842656e+08 	 9.232350e+04 	 1.303220e+09 	 1.476686e+22 	 9.691318e+08 	 6.544423e+38 	 4.277131e+38 	 3.336248e+22 	 6.345715e+09
1.20007701e+06 	 2.978971e-01 	 2.838967e+08 	 9.134064e+04 	 1.299840e+09 	 1.459243e+22 	 9.575495e+08 	 6.544388e+38 	 4.277126e+38 	 3.298208e+22 	 6.288204e+09
1.20008656e+06 	 3.010972e-01 	 2.835285e+08 	 9.036825e+04 	 1.296470e+09 	 1.442012e+22 	 9.461061e+08 	 6.544353e+38 	 4.277122e+38 	 3.260616e+22 	 6.231205e+09
1.20009609e+06 	 3.043316e-01 	 2.831607e+08 	 8.940621e+04 	 1.293109e+09 	 1.424990e+22 	 9.348000e+08 	 6.544319e+38 	 4.277117e+38 	 3.223467e+22 	 6.174715e+09
1.20010561e+06 	 3.076008e-01 	 2.827936e+08 	 8.845441e+04 	 1.289758e+09 	 1.408174e+22 	 9.236295e+08 	 6.544284e+38 	 4.277113e+38 	 3.186754e+22 	 6.118729e+09
