r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999997e+06 	 8.982358e-01 	 2.937649e+08 	 7.610324e+04 	 1.391775e+09 	 1.604931e+22 	 3.281196e+08 	 8.146779e+38 	 5.324198e+38 	 3.850092e+22 	 5.020391e+09
1.20001136e+06 	 9.075498e-01 	 2.934210e+08 	 7.532060e+04 	 1.388517e+09 	 1.587788e+22 	 3.243629e+08 	 8.146711e+38 	 5.324180e+38 	 3.810689e+22 	 4.976062e+09
1.20002275e+06 	 9.169602e-01 	 2.930776e+08 	 7.454600e+04 	 1.385269e+09 	 1.570837e+22 	 3.206494e+08 	 8.146643e+38 	 5.324163e+38 	 3.771713e+22 	 4.932117e+09
1.20003413e+06 	 9.264683e-01 	 2.927347e+08 	 7.377937e+04 	 1.382030e+09 	 1.554076e+22 	 3.169787e+08 	 8.146574e+38 	 5.324145e+38 	 3.733157e+22 	 4.888553e+09
1.20004549e+06 	 9.360750e-01 	 2.923924e+08 	 7.302063e+04 	 1.378800e+09 	 1.537502e+22 	 3.133502e+08 	 8.146506e+38 	 5.324127e+38 	 3.695018e+22 	 4.845367e+09
1.20005685e+06 	 9.457814e-01 	 2.920507e+08 	 7.226968e+04 	 1.375579e+09 	 1.521114e+22 	 3.097635e+08 	 8.146438e+38 	 5.324109e+38 	 3.657290e+22 	 4.802555e+09
1.20006819e+06 	 9.555884e-01 	 2.917095e+08 	 7.152646e+04 	 1.372367e+09 	 1.504909e+22 	 3.062180e+08 	 8.146370e+38 	 5.324091e+38 	 3.619970e+22 	 4.760114e+09
1.20007953e+06 	 9.654971e-01 	 2.913689e+08 	 7.079089e+04 	 1.369164e+09 	 1.488885e+22 	 3.027134e+08 	 8.146301e+38 	 5.324073e+38 	 3.583051e+22 	 4.718042e+09
1.20009085e+06 	 9.755086e-01 	 2.910288e+08 	 7.006287e+04 	 1.365969e+09 	 1.473040e+22 	 2.992491e+08 	 8.146233e+38 	 5.324055e+38 	 3.546530e+22 	 4.676335e+09
1.20010217e+06 	 9.856239e-01 	 2.906892e+08 	 6.934235e+04 	 1.362784e+09 	 1.457372e+22 	 2.958246e+08 	 8.146165e+38 	 5.324037e+38 	 3.510402e+22 	 4.634990e+09
1.20011348e+06 	 9.958441e-01 	 2.903502e+08 	 6.862923e+04 	 1.359607e+09 	 1.441878e+22 	 2.924395e+08 	 8.146097e+38 	 5.324019e+38 	 3.474663e+22 	 4.594003e+09
1.20012477e+06 	 1.006170e+00 	 2.900118e+08 	 6.792345e+04 	 1.356439e+09 	 1.426558e+22 	 2.890934e+08 	 8.146029e+38 	 5.324001e+38 	 3.439308e+22 	 4.553373e+09
1.20013606e+06 	 1.016604e+00 	 2.896738e+08 	 6.722493e+04 	 1.353280e+09 	 1.411408e+22 	 2.857857e+08 	 8.145960e+38 	 5.323983e+38 	 3.404333e+22 	 4.513095e+09
1.20014734e+06 	 1.027145e+00 	 2.893365e+08 	 6.653359e+04 	 1.350130e+09 	 1.396427e+22 	 2.825161e+08 	 8.145892e+38 	 5.323965e+38 	 3.369734e+22 	 4.473167e+09
1.20015861e+06 	 1.037796e+00 	 2.889997e+08 	 6.584936e+04 	 1.346988e+09 	 1.381613e+22 	 2.792841e+08 	 8.145824e+38 	 5.323947e+38 	 3.335507e+22 	 4.433586e+09
1.20016986e+06 	 1.048557e+00 	 2.886634e+08 	 6.517217e+04 	 1.343855e+09 	 1.366965e+22 	 2.760893e+08 	 8.145756e+38 	 5.323929e+38 	 3.301649e+22 	 4.394348e+09
1.20018111e+06 	 1.059430e+00 	 2.883277e+08 	 6.450194e+04 	 1.340731e+09 	 1.352479e+22 	 2.729312e+08 	 8.145688e+38 	 5.323911e+38 	 3.268154e+22 	 4.355451e+09
1.20019235e+06 	 1.070416e+00 	 2.879925e+08 	 6.383860e+04 	 1.337616e+09 	 1.338155e+22 	 2.698094e+08 	 8.145620e+38 	 5.323893e+38 	 3.235018e+22 	 4.316893e+09
1.20020358e+06 	 1.081515e+00 	 2.876579e+08 	 6.318209e+04 	 1.334509e+09 	 1.323990e+22 	 2.667235e+08 	 8.145551e+38 	 5.323875e+38 	 3.202237e+22 	 4.278669e+09
1.20021480e+06 	 1.092730e+00 	 2.873238e+08 	 6.253232e+04 	 1.331411e+09 	 1.309983e+22 	 2.636731e+08 	 8.145483e+38 	 5.323856e+38 	 3.169808e+22 	 4.240778e+09
1.20022601e+06 	 1.104061e+00 	 2.869902e+08 	 6.188924e+04 	 1.328322e+09 	 1.296131e+22 	 2.606578e+08 	 8.145415e+38 	 5.323838e+38 	 3.137725e+22 	 4.203216e+09
1.20023722e+06 	 1.115510e+00 	 2.866572e+08 	 6.125277e+04 	 1.325241e+09 	 1.282433e+22 	 2.576771e+08 	 8.145347e+38 	 5.323820e+38 	 3.105986e+22 	 4.165980e+09
1.20024841e+06 	 1.127077e+00 	 2.863247e+08 	 6.062285e+04 	 1.322168e+09 	 1.268887e+22 	 2.547307e+08 	 8.145279e+38 	 5.323802e+38 	 3.074587e+22 	 4.129069e+09
1.20025960e+06 	 1.138764e+00 	 2.859928e+08 	 5.999941e+04 	 1.319105e+09 	 1.255492e+22 	 2.518182e+08 	 8.145211e+38 	 5.323784e+38 	 3.043524e+22 	 4.092478e+09
1.20027077e+06 	 1.150573e+00 	 2.856614e+08 	 5.938237e+04 	 1.316050e+09 	 1.242246e+22 	 2.489391e+08 	 8.145143e+38 	 5.323765e+38 	 3.012794e+22 	 4.056205e+09
1.20028194e+06 	 1.162503e+00 	 2.853306e+08 	 5.877169e+04 	 1.313003e+09 	 1.229147e+22 	 2.460932e+08 	 8.145075e+38 	 5.323747e+38 	 2.982393e+22 	 4.020249e+09
1.20029309e+06 	 1.174558e+00 	 2.850002e+08 	 5.816728e+04 	 1.309965e+09 	 1.216193e+22 	 2.432799e+08 	 8.145006e+38 	 5.323729e+38 	 2.952316e+22 	 3.984604e+09
1.20030424e+06 	 1.186738e+00 	 2.846705e+08 	 5.756909e+04 	 1.306935e+09 	 1.203383e+22 	 2.404990e+08 	 8.144938e+38 	 5.323710e+38 	 2.922560e+22 	 3.949271e+09
1.20031538e+06 	 1.199044e+00 	 2.843412e+08 	 5.697705e+04 	 1.303913e+09 	 1.190714e+22 	 2.377500e+08 	 8.144870e+38 	 5.323692e+38 	 2.893122e+22 	 3.914244e+09
