r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200017e+06 	1.312980e+09 	1.045578e+05 	1.604931e+22 	1.842567e-01 	2.853281e+08 	1.557133e+09 	6.229916e+38 	4.071493e+38 	7.154225e+09 	
1.200026e+06 	1.309462e+09 	1.034229e+05 	1.585342e+22 	1.862754e-01 	2.849456e+08 	1.538122e+09 	6.229885e+38 	4.071490e+38 	7.088282e+09 	
1.200036e+06 	1.305954e+09 	1.023002e+05 	1.565998e+22 	1.883162e-01 	2.845636e+08 	1.519344e+09 	6.229855e+38 	4.071487e+38 	7.022937e+09 	
1.200045e+06 	1.302456e+09 	1.011898e+05 	1.546895e+22 	1.903794e-01 	2.841823e+08 	1.500796e+09 	6.229824e+38 	4.071484e+38 	6.958185e+09 	
1.200054e+06 	1.298968e+09 	1.000914e+05 	1.528030e+22 	1.924652e-01 	2.838015e+08 	1.482476e+09 	6.229793e+38 	4.071480e+38 	6.894020e+09 	
1.200064e+06 	1.295490e+09 	9.900489e+04 	1.509401e+22 	1.945739e-01 	2.834213e+08 	1.464379e+09 	6.229763e+38 	4.071477e+38 	6.830437e+09 	
1.200073e+06 	1.292023e+09 	9.793020e+04 	1.491004e+22 	1.967056e-01 	2.830417e+08 	1.446505e+09 	6.229732e+38 	4.071474e+38 	6.767431e+09 	
1.200083e+06 	1.288565e+09 	9.686718e+04 	1.472836e+22 	1.988607e-01 	2.826627e+08 	1.428849e+09 	6.229702e+38 	4.071471e+38 	6.704997e+09 	
1.200092e+06 	1.285116e+09 	9.581570e+04 	1.454895e+22 	2.010395e-01 	2.822843e+08 	1.411410e+09 	6.229671e+38 	4.071468e+38 	6.643130e+09 	
1.200101e+06 	1.281678e+09 	9.477563e+04 	1.437177e+22 	2.032421e-01 	2.819064e+08 	1.394185e+09 	6.229641e+38 	4.071465e+38 	6.581824e+09 	
1.200111e+06 	1.278250e+09 	9.374685e+04 	1.419681e+22 	2.054689e-01 	2.815291e+08 	1.377170e+09 	6.229610e+38 	4.071462e+38 	6.521075e+09 	
1.200120e+06 	1.274832e+09 	9.272924e+04 	1.402402e+22 	2.077200e-01 	2.811524e+08 	1.360364e+09 	6.229580e+38 	4.071459e+38 	6.460877e+09 	
1.200129e+06 	1.271423e+09 	9.172268e+04 	1.385339e+22 	2.099958e-01 	2.807763e+08 	1.343764e+09 	6.229550e+38 	4.071456e+38 	6.401226e+09 	
