r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.19999395e+06 	 4.097785e+01 	 3.122096e+08 	 6.641242e+03 	 1.572033e+09 	 1.604931e+22 	 7.619199e+06 	 1.553810e+39 	 1.015465e+39 	 4.718146e+22 	 4.053598e+08
1.20004960e+06 	 4.135950e+01 	 3.120393e+08 	 6.579269e+03 	 1.570319e+09 	 1.597551e+22 	 7.544769e+06 	 1.553488e+39 	 1.015280e+39 	 4.697007e+22 	 4.018767e+08
1.20010548e+06 	 4.174468e+01 	 3.118693e+08 	 6.517874e+03 	 1.568607e+09 	 1.590210e+22 	 7.471071e+06 	 1.553165e+39 	 1.015094e+39 	 4.675978e+22 	 3.984234e+08
1.20016158e+06 	 4.213343e+01 	 3.116994e+08 	 6.457052e+03 	 1.566899e+09 	 1.582910e+22 	 7.398099e+06 	 1.552841e+39 	 1.014907e+39 	 4.655060e+22 	 3.949996e+08
1.20021790e+06 	 4.252578e+01 	 3.115297e+08 	 6.396798e+03 	 1.565194e+09 	 1.575650e+22 	 7.325845e+06 	 1.552515e+39 	 1.014719e+39 	 4.634252e+22 	 3.916051e+08
1.20027444e+06 	 4.292177e+01 	 3.113603e+08 	 6.337106e+03 	 1.563491e+09 	 1.568429e+22 	 7.254303e+06 	 1.552187e+39 	 1.014530e+39 	 4.613553e+22 	 3.882395e+08
1.20033120e+06 	 4.332142e+01 	 3.111910e+08 	 6.277971e+03 	 1.561792e+09 	 1.561248e+22 	 7.183465e+06 	 1.551857e+39 	 1.014340e+39 	 4.592962e+22 	 3.849028e+08
1.20038819e+06 	 4.372479e+01 	 3.110219e+08 	 6.219388e+03 	 1.560095e+09 	 1.554106e+22 	 7.113324e+06 	 1.551526e+39 	 1.014149e+39 	 4.572478e+22 	 3.815945e+08
1.20044541e+06 	 4.413188e+01 	 3.108531e+08 	 6.161352e+03 	 1.558402e+09 	 1.547003e+22 	 7.043873e+06 	 1.551193e+39 	 1.013957e+39 	 4.552101e+22 	 3.783145e+08
1.20050287e+06 	 4.454275e+01 	 3.106844e+08 	 6.103857e+03 	 1.556711e+09 	 1.539938e+22 	 6.975105e+06 	 1.550858e+39 	 1.013764e+39 	 4.531829e+22 	 3.750626e+08
1.20056055e+06 	 4.495743e+01 	 3.105159e+08 	 6.046898e+03 	 1.555023e+09 	 1.532911e+22 	 6.907014e+06 	 1.550522e+39 	 1.013570e+39 	 4.511661e+22 	 3.718385e+08
1.20061847e+06 	 4.537594e+01 	 3.103476e+08 	 5.990472e+03 	 1.553337e+09 	 1.525922e+22 	 6.839593e+06 	 1.550184e+39 	 1.013375e+39 	 4.491597e+22 	 3.686420e+08
1.20067663e+06 	 4.579833e+01 	 3.101794e+08 	 5.934571e+03 	 1.551655e+09 	 1.518970e+22 	 6.772835e+06 	 1.549844e+39 	 1.013179e+39 	 4.471636e+22 	 3.654729e+08
1.20073503e+06 	 4.622464e+01 	 3.100115e+08 	 5.879193e+03 	 1.549975e+09 	 1.512055e+22 	 6.706734e+06 	 1.549502e+39 	 1.012981e+39 	 4.451777e+22 	 3.623308e+08
1.20079367e+06 	 4.665489e+01 	 3.098437e+08 	 5.824331e+03 	 1.548298e+09 	 1.505178e+22 	 6.641283e+06 	 1.549159e+39 	 1.012783e+39 	 4.432020e+22 	 3.592157e+08
1.20085254e+06 	 4.708912e+01 	 3.096761e+08 	 5.769981e+03 	 1.546623e+09 	 1.498337e+22 	 6.576475e+06 	 1.548814e+39 	 1.012584e+39 	 4.412363e+22 	 3.561272e+08
1.20091166e+06 	 4.752737e+01 	 3.095087e+08 	 5.716138e+03 	 1.544951e+09 	 1.491532e+22 	 6.512305e+06 	 1.548467e+39 	 1.012384e+39 	 4.392807e+22 	 3.530651e+08
1.20097102e+06 	 4.796968e+01 	 3.093415e+08 	 5.662798e+03 	 1.543282e+09 	 1.484764e+22 	 6.448766e+06 	 1.548119e+39 	 1.012182e+39 	 4.373351e+22 	 3.500293e+08
1.20103062e+06 	 4.841609e+01 	 3.091744e+08 	 5.609955e+03 	 1.541616e+09 	 1.478031e+22 	 6.385851e+06 	 1.547769e+39 	 1.011980e+39 	 4.353994e+22 	 3.470194e+08
1.20109047e+06 	 4.886663e+01 	 3.090075e+08 	 5.557606e+03 	 1.539952e+09 	 1.471334e+22 	 6.323555e+06 	 1.547417e+39 	 1.011776e+39 	 4.334734e+22 	 3.440354e+08
1.20115057e+06 	 4.932133e+01 	 3.088408e+08 	 5.505745e+03 	 1.538291e+09 	 1.464673e+22 	 6.261871e+06 	 1.547063e+39 	 1.011572e+39 	 4.315572e+22 	 3.410769e+08
1.20121093e+06 	 4.978025e+01 	 3.086743e+08 	 5.454368e+03 	 1.536632e+09 	 1.458046e+22 	 6.200793e+06 	 1.546707e+39 	 1.011366e+39 	 4.296505e+22 	 3.381437e+08
1.20127154e+06 	 5.024341e+01 	 3.085079e+08 	 5.403470e+03 	 1.534976e+09 	 1.451454e+22 	 6.140316e+06 	 1.546350e+39 	 1.011159e+39 	 4.277535e+22 	 3.352357e+08
1.20133240e+06 	 5.071085e+01 	 3.083417e+08 	 5.353047e+03 	 1.533323e+09 	 1.444896e+22 	 6.080433e+06 	 1.545991e+39 	 1.010952e+39 	 4.258658e+22 	 3.323526e+08
