r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.199998e+06 	1.560307e+09 	1.138658e+04 	1.604931e+22 	2.130109e+01 	3.110430e+08 	1.460434e+07 	1.462728e+39 	9.559417e+38 	6.983666e+08 	
1.200036e+06 	1.558410e+09 	1.127780e+04 	1.596491e+22 	2.150503e+01 	3.108539e+08 	1.445701e+07 	1.462563e+39 	9.558497e+38 	6.922549e+08 	
1.200073e+06 	1.556518e+09 	1.117006e+04 	1.588108e+22 	2.171093e+01 	3.106652e+08 	1.431119e+07 	1.462397e+39 	9.557573e+38 	6.861959e+08 	
1.200110e+06 	1.554631e+09 	1.106335e+04 	1.579783e+22 	2.191878e+01 	3.104768e+08 	1.416685e+07 	1.462231e+39 	9.556643e+38 	6.801892e+08 	
1.200148e+06 	1.552749e+09 	1.095766e+04 	1.571514e+22 	2.212863e+01 	3.102887e+08 	1.402397e+07 	1.462063e+39 	9.555708e+38 	6.742343e+08 	
1.200186e+06 	1.550871e+09 	1.085298e+04 	1.563301e+22 	2.234048e+01 	3.101011e+08 	1.388256e+07 	1.461895e+39 	9.554768e+38 	6.683308e+08 	
1.200224e+06 	1.548998e+09 	1.074929e+04 	1.555143e+22 	2.255435e+01 	3.099138e+08 	1.374258e+07 	1.461726e+39 	9.553824e+38 	6.624783e+08 	
1.200261e+06 	1.547129e+09 	1.064660e+04 	1.547041e+22 	2.277027e+01 	3.097268e+08 	1.360403e+07 	1.461557e+39 	9.552874e+38 	6.566763e+08 	
1.200299e+06 	1.545266e+09 	1.054489e+04 	1.538993e+22 	2.298824e+01 	3.095402e+08 	1.346689e+07 	1.461386e+39 	9.551919e+38 	6.509244e+08 	
1.200338e+06 	1.543406e+09 	1.044416e+04 	1.530999e+22 	2.320830e+01 	3.093539e+08 	1.333114e+07 	1.461214e+39 	9.550958e+38 	6.452222e+08 	
1.200376e+06 	1.541552e+09 	1.034438e+04 	1.523059e+22 	2.343046e+01 	3.091680e+08 	1.319678e+07 	1.461042e+39 	9.549993e+38 	6.395692e+08 	
1.200414e+06 	1.539702e+09 	1.024556e+04 	1.515172e+22 	2.365475e+01 	3.089824e+08 	1.306378e+07 	1.460869e+39 	9.549022e+38 	6.339651e+08 	
1.200453e+06 	1.537856e+09 	1.014768e+04 	1.507338e+22 	2.388117e+01 	3.087972e+08 	1.293213e+07 	1.460695e+39 	9.548046e+38 	6.284094e+08 	
1.200491e+06 	1.536015e+09 	1.005074e+04 	1.499557e+22 	2.410976e+01 	3.086123e+08 	1.280183e+07 	1.460519e+39 	9.547065e+38 	6.229017e+08 	
1.200530e+06 	1.534179e+09 	9.954720e+03 	1.491828e+22 	2.434053e+01 	3.084278e+08 	1.267285e+07 	1.460344e+39 	9.546078e+38 	6.174416e+08 	
1.200569e+06 	1.532347e+09 	9.859621e+03 	1.484150e+22 	2.457350e+01 	3.082436e+08 	1.254518e+07 	1.460167e+39 	9.545086e+38 	6.120288e+08 	
1.200608e+06 	1.530520e+09 	9.765429e+03 	1.476523e+22 	2.480870e+01 	3.080597e+08 	1.241881e+07 	1.459989e+39 	9.544088e+38 	6.066627e+08 	
1.200647e+06 	1.528697e+09 	9.672138e+03 	1.468948e+22 	2.504614e+01 	3.078762e+08 	1.229373e+07 	1.459811e+39 	9.543085e+38 	6.013430e+08 	
1.200686e+06 	1.526879e+09 	9.579738e+03 	1.461422e+22 	2.528586e+01 	3.076931e+08 	1.216992e+07 	1.459631e+39 	9.542077e+38 	5.960694e+08 	
1.200725e+06 	1.525064e+09 	9.488220e+03 	1.453946e+22 	2.552786e+01 	3.075102e+08 	1.204736e+07 	1.459451e+39 	9.541063e+38 	5.908414e+08 	
1.200765e+06 	1.523255e+09 	9.397577e+03 	1.446519e+22 	2.577216e+01 	3.073277e+08 	1.192605e+07 	1.459269e+39 	9.540043e+38 	5.856587e+08 	
1.200804e+06 	1.521449e+09 	9.307800e+03 	1.439141e+22 	2.601881e+01 	3.071455e+08 	1.180598e+07 	1.459087e+39 	9.539018e+38 	5.805208e+08 	
1.200844e+06 	1.519648e+09 	9.218880e+03 	1.431812e+22 	2.626780e+01 	3.069637e+08 	1.168712e+07 	1.458904e+39 	9.537987e+38 	5.754274e+08 	
1.200884e+06 	1.517852e+09 	9.130810e+03 	1.424531e+22 	2.651918e+01 	3.067822e+08 	1.156948e+07 	1.458720e+39 	9.536951e+38 	5.703782e+08 	
1.200924e+06 	1.516059e+09 	9.043581e+03 	1.417298e+22 	2.677295e+01 	3.066010e+08 	1.145303e+07 	1.458535e+39 	9.535909e+38 	5.653726e+08 	
1.200964e+06 	1.514271e+09 	8.957186e+03 	1.410112e+22 	2.702914e+01 	3.064201e+08 	1.133776e+07 	1.458349e+39 	9.534861e+38 	5.604104e+08 	
1.201004e+06 	1.512488e+09 	8.871616e+03 	1.402974e+22 	2.728779e+01 	3.062396e+08 	1.122366e+07 	1.458162e+39 	9.533808e+38 	5.554912e+08 	
1.201044e+06 	1.510708e+09 	8.786863e+03 	1.395882e+22 	2.754889e+01 	3.060594e+08 	1.111072e+07 	1.457974e+39 	9.532749e+38 	5.506146e+08 	
1.201084e+06 	1.508933e+09 	8.702920e+03 	1.388836e+22 	2.781250e+01 	3.058795e+08 	1.099893e+07 	1.457785e+39 	9.531684e+38 	5.457803e+08 	
