r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	1.381004e+09 	8.004855e+04 	1.604931e+22 	7.610975e-01 	2.926260e+08 	3.858474e+08 	7.859552e+38 	5.136485e+38 	5.306561e+09 	
1.200011e+06 	1.377715e+09 	7.922255e+04 	1.587491e+22 	7.690169e-01 	2.922773e+08 	3.814075e+08 	7.859492e+38 	5.136470e+38 	5.259638e+09 	
1.200022e+06 	1.374436e+09 	7.840508e+04 	1.570248e+22 	7.770188e-01 	2.919293e+08 	3.770189e+08 	7.859431e+38 	5.136456e+38 	5.213123e+09 	
1.200033e+06 	1.371165e+09 	7.759604e+04 	1.553200e+22 	7.851039e-01 	2.915817e+08 	3.726810e+08 	7.859370e+38 	5.136441e+38 	5.167012e+09 	
1.200044e+06 	1.367904e+09 	7.679535e+04 	1.536345e+22 	7.932731e-01 	2.912348e+08 	3.683934e+08 	7.859310e+38 	5.136426e+38 	5.121302e+09 	
1.200055e+06 	1.364651e+09 	7.600292e+04 	1.519682e+22 	8.015274e-01 	2.908883e+08 	3.641553e+08 	7.859249e+38 	5.136412e+38 	5.075989e+09 	
1.200066e+06 	1.361408e+09 	7.521867e+04 	1.503207e+22 	8.098676e-01 	2.905425e+08 	3.599662e+08 	7.859189e+38 	5.136397e+38 	5.031069e+09 	
1.200077e+06 	1.358174e+09 	7.444251e+04 	1.486918e+22 	8.182946e-01 	2.901972e+08 	3.558255e+08 	7.859128e+38 	5.136382e+38 	4.986540e+09 	
1.200088e+06 	1.354949e+09 	7.367436e+04 	1.470814e+22 	8.268093e-01 	2.898524e+08 	3.517327e+08 	7.859068e+38 	5.136368e+38 	4.942398e+09 	
1.200099e+06 	1.351732e+09 	7.291414e+04 	1.454892e+22 	8.354126e-01 	2.895082e+08 	3.476873e+08 	7.859007e+38 	5.136353e+38 	4.898639e+09 	
1.200109e+06 	1.348525e+09 	7.216176e+04 	1.439150e+22 	8.441054e-01 	2.891645e+08 	3.436885e+08 	7.858947e+38 	5.136338e+38 	4.855261e+09 	
1.200120e+06 	1.345326e+09 	7.141715e+04 	1.423585e+22 	8.528887e-01 	2.888213e+08 	3.397360e+08 	7.858887e+38 	5.136324e+38 	4.812260e+09 	
1.200131e+06 	1.342137e+09 	7.068021e+04 	1.408197e+22 	8.617634e-01 	2.884787e+08 	3.358292e+08 	7.858826e+38 	5.136309e+38 	4.769634e+09 	
1.200142e+06 	1.338956e+09 	6.995089e+04 	1.392982e+22 	8.707305e-01 	2.881367e+08 	3.319675e+08 	7.858766e+38 	5.136294e+38 	4.727378e+09 	
1.200153e+06 	1.335784e+09 	6.922908e+04 	1.377938e+22 	8.797909e-01 	2.877952e+08 	3.281504e+08 	7.858705e+38 	5.136279e+38 	4.685490e+09 	
1.200164e+06 	1.332620e+09 	6.851473e+04 	1.363065e+22 	8.889456e-01 	2.874542e+08 	3.243775e+08 	7.858645e+38 	5.136265e+38 	4.643966e+09 	
1.200175e+06 	1.329466e+09 	6.780775e+04 	1.348359e+22 	8.981956e-01 	2.871138e+08 	3.206481e+08 	7.858585e+38 	5.136250e+38 	4.602804e+09 	
1.200186e+06 	1.326320e+09 	6.710806e+04 	1.333820e+22 	9.075418e-01 	2.867739e+08 	3.169619e+08 	7.858524e+38 	5.136235e+38 	4.562000e+09 	
1.200196e+06 	1.323183e+09 	6.641559e+04 	1.319444e+22 	9.169854e-01 	2.864346e+08 	3.133182e+08 	7.858464e+38 	5.136220e+38 	4.521551e+09 	
1.200207e+06 	1.320055e+09 	6.573027e+04 	1.305230e+22 	9.265272e-01 	2.860958e+08 	3.097166e+08 	7.858404e+38 	5.136205e+38 	4.481454e+09 	
1.200218e+06 	1.316935e+09 	6.505202e+04 	1.291176e+22 	9.361683e-01 	2.857575e+08 	3.061567e+08 	7.858344e+38 	5.136191e+38 	4.441706e+09 	
1.200229e+06 	1.313825e+09 	6.438077e+04 	1.277281e+22 	9.459097e-01 	2.854198e+08 	3.026378e+08 	7.858283e+38 	5.136176e+38 	4.402305e+09 	
1.200240e+06 	1.310722e+09 	6.371644e+04 	1.263542e+22 	9.557526e-01 	2.850826e+08 	2.991596e+08 	7.858223e+38 	5.136161e+38 	4.363247e+09 	
1.200251e+06 	1.307628e+09 	6.305897e+04 	1.249957e+22 	9.656978e-01 	2.847460e+08 	2.957216e+08 	7.858163e+38 	5.136146e+38 	4.324529e+09 	
1.200261e+06 	1.304543e+09 	6.240829e+04 	1.236525e+22 	9.757466e-01 	2.844099e+08 	2.923233e+08 	7.858103e+38 	5.136131e+38 	4.286148e+09 	
1.200272e+06 	1.301467e+09 	6.176431e+04 	1.223244e+22 	9.859000e-01 	2.840743e+08 	2.889642e+08 	7.858043e+38 	5.136116e+38 	4.248102e+09 	
1.200283e+06 	1.298399e+09 	6.112699e+04 	1.210113e+22 	9.961590e-01 	2.837393e+08 	2.856439e+08 	7.857982e+38 	5.136101e+38 	4.210388e+09 	
1.200294e+06 	1.295339e+09 	6.049624e+04 	1.197129e+22 	1.006525e+00 	2.834048e+08 	2.823620e+08 	7.857922e+38 	5.136086e+38 	4.173002e+09 	
1.200304e+06 	1.292288e+09 	5.987199e+04 	1.184291e+22 	1.016999e+00 	2.830709e+08 	2.791179e+08 	7.857862e+38 	5.136071e+38 	4.135942e+09 	
1.200315e+06 	1.289246e+09 	5.925419e+04 	1.171597e+22 	1.027581e+00 	2.827374e+08 	2.759113e+08 	7.857802e+38 	5.136056e+38 	4.099206e+09 	
1.200326e+06 	1.286212e+09 	5.864277e+04 	1.159045e+22 	1.038274e+00 	2.824046e+08 	2.727418e+08 	7.857742e+38 	5.136041e+38 	4.062789e+09 	
1.200337e+06 	1.283186e+09 	5.803765e+04 	1.146634e+22 	1.049078e+00 	2.820722e+08 	2.696088e+08 	7.857682e+38 	5.136026e+38 	4.026691e+09 	
1.200347e+06 	1.280169e+09 	5.743878e+04 	1.134363e+22 	1.059995e+00 	2.817404e+08 	2.665120e+08 	7.857622e+38 	5.136011e+38 	3.990907e+09 	
1.200358e+06 	1.277160e+09 	5.684609e+04 	1.122229e+22 	1.071025e+00 	2.814091e+08 	2.634509e+08 	7.857562e+38 	5.135996e+38 	3.955436e+09 	
1.200369e+06 	1.274159e+09 	5.625951e+04 	1.110230e+22 	1.082170e+00 	2.810783e+08 	2.604252e+08 	7.857502e+38 	5.135981e+38 	3.920274e+09 	
1.200379e+06 	1.271167e+09 	5.567898e+04 	1.098367e+22 	1.093431e+00 	2.807481e+08 	2.574344e+08 	7.857442e+38 	5.135966e+38 	3.885419e+09 	
1.200390e+06 	1.268183e+09 	5.510445e+04 	1.086636e+22 	1.104809e+00 	2.804184e+08 	2.544781e+08 	7.857382e+38 	5.135951e+38 	3.850868e+09 	
1.200401e+06 	1.265208e+09 	5.453584e+04 	1.075037e+22 	1.116306e+00 	2.800892e+08 	2.515559e+08 	7.857322e+38 	5.135936e+38 	3.816619e+09 	
1.200411e+06 	1.262241e+09 	5.397310e+04 	1.063567e+22 	1.127922e+00 	2.797606e+08 	2.486675e+08 	7.857262e+38 	5.135921e+38 	3.782669e+09 	
1.200422e+06 	1.259282e+09 	5.341617e+04 	1.052226e+22 	1.139659e+00 	2.794325e+08 	2.458124e+08 	7.857202e+38 	5.135906e+38 	3.749016e+09 	
1.200433e+06 	1.256331e+09 	5.286499e+04 	1.041011e+22 	1.151518e+00 	2.791049e+08 	2.429902e+08 	7.857142e+38 	5.135891e+38 	3.715656e+09 	
1.200443e+06 	1.253388e+09 	5.231949e+04 	1.029922e+22 	1.163501e+00 	2.787778e+08 	2.402006e+08 	7.857082e+38 	5.135876e+38 	3.682588e+09 	
1.200454e+06 	1.250454e+09 	5.177962e+04 	1.018957e+22 	1.175609e+00 	2.784513e+08 	2.374432e+08 	7.857022e+38 	5.135861e+38 	3.649809e+09 	
1.200464e+06 	1.247527e+09 	5.124532e+04 	1.008113e+22 	1.187842e+00 	2.781253e+08 	2.347176e+08 	7.856962e+38 	5.135846e+38 	3.617316e+09 	
1.200475e+06 	1.244609e+09 	5.071654e+04 	9.973916e+21 	1.200203e+00 	2.777998e+08 	2.320234e+08 	7.856902e+38 	5.135830e+38 	3.585108e+09 	
1.200486e+06 	1.241699e+09 	5.019321e+04 	9.867894e+21 	1.212692e+00 	2.774749e+08 	2.293603e+08 	7.856842e+38 	5.135815e+38 	3.553180e+09 	
1.200496e+06 	1.238797e+09 	4.967528e+04 	9.763058e+21 	1.225312e+00 	2.771505e+08 	2.267280e+08 	7.856782e+38 	5.135800e+38 	3.521532e+09 	
1.200507e+06 	1.235904e+09 	4.916270e+04 	9.659389e+21 	1.238062e+00 	2.768266e+08 	2.241260e+08 	7.856722e+38 	5.135785e+38 	3.490161e+09 	
1.200517e+06 	1.233018e+09 	4.865540e+04 	9.556876e+21 	1.250946e+00 	2.765032e+08 	2.215540e+08 	7.856662e+38 	5.135769e+38 	3.459064e+09 	
1.200528e+06 	1.230140e+09 	4.815334e+04 	9.455505e+21 	1.263963e+00 	2.761803e+08 	2.190117e+08 	7.856602e+38 	5.135754e+38 	3.428239e+09 	
