r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	
1.200000e+06 	1.416090e+09 	6.712354e+04 	1.604931e+22 	1.282091e+00 	2.963200e+08 	2.317437e+08 	8.828195e+38 	5.769527e+38 	4.379853e+09 	
1.200012e+06 	1.412915e+09 	6.643770e+04 	1.588506e+22 	1.295296e+00 	2.959876e+08 	2.291185e+08 	8.828105e+38 	5.769499e+38 	4.341235e+09 	
1.200025e+06 	1.409749e+09 	6.575888e+04 	1.572260e+22 	1.308636e+00 	2.956557e+08 	2.265232e+08 	8.828014e+38 	5.769471e+38 	4.302950e+09 	
1.200037e+06 	1.406591e+09 	6.508698e+04 	1.556190e+22 	1.322114e+00 	2.953244e+08 	2.239576e+08 	8.827924e+38 	5.769444e+38 	4.264997e+09 	
1.200049e+06 	1.403443e+09 	6.442196e+04 	1.540295e+22 	1.335731e+00 	2.949937e+08 	2.214211e+08 	8.827833e+38 	5.769416e+38 	4.227372e+09 	
1.200062e+06 	1.400303e+09 	6.376373e+04 	1.524572e+22 	1.349489e+00 	2.946636e+08 	2.189136e+08 	8.827742e+38 	5.769388e+38 	4.190072e+09 	
1.200074e+06 	1.397172e+09 	6.311222e+04 	1.509020e+22 	1.363388e+00 	2.943340e+08 	2.164347e+08 	8.827652e+38 	5.769360e+38 	4.153095e+09 	
1.200086e+06 	1.394050e+09 	6.246737e+04 	1.493637e+22 	1.377430e+00 	2.940049e+08 	2.139839e+08 	8.827561e+38 	5.769332e+38 	4.116438e+09 	
1.200099e+06 	1.390937e+09 	6.182911e+04 	1.478420e+22 	1.391617e+00 	2.936764e+08 	2.115611e+08 	8.827470e+38 	5.769304e+38 	4.080099e+09 	
1.200111e+06 	1.387832e+09 	6.119737e+04 	1.463368e+22 	1.405950e+00 	2.933485e+08 	2.091659e+08 	8.827379e+38 	5.769276e+38 	4.044074e+09 	
1.200123e+06 	1.384736e+09 	6.057208e+04 	1.448480e+22 	1.420430e+00 	2.930211e+08 	2.067980e+08 	8.827288e+38 	5.769248e+38 	4.008361e+09 	
1.200136e+06 	1.381649e+09 	5.995319e+04 	1.433752e+22 	1.435060e+00 	2.926943e+08 	2.044571e+08 	8.827197e+38 	5.769220e+38 	3.972957e+09 	
1.200148e+06 	1.378570e+09 	5.934062e+04 	1.419183e+22 	1.449841e+00 	2.923680e+08 	2.021428e+08 	8.827106e+38 	5.769192e+38 	3.937860e+09 	
1.200160e+06 	1.375500e+09 	5.873430e+04 	1.404772e+22 	1.464773e+00 	2.920423e+08 	1.998548e+08 	8.827015e+38 	5.769164e+38 	3.903067e+09 	
1.200172e+06 	1.372438e+09 	5.813418e+04 	1.390518e+22 	1.479860e+00 	2.917171e+08 	1.975930e+08 	8.826924e+38 	5.769136e+38 	3.868576e+09 	
